height,empty_pct,seed,active_nodes,active_width_m,pbc_width,ours_width,pbc_online_kb,ours_online_kb,online_reduction_pct,pbc_setup_ms,ours_setup_ms,setup_reduction_pct,pbc_query_ms,ours_query_ms,query_reduction_pct,pbc_answer_ms,ours_answer_ms,answer_reduction_pct,pbc_recover_ms,ours_recover_ms,recover_reduction_pct
20,99.95,116000,1046.0,12.0,18.0,12.0,30.9375,14.25,53.939393939393945,7.2078999999999995,2.066,71.33700523037223,11.096053999999995,6.605761999999999,40.46746708334331,0.053962,0.070294,-30.265742559578946,1.4027660000000006,0.620874,55.739303632965175
20,99.97500000000001,116100,522.0,10.0,15.0,10.0,19.21875,9.6875,49.59349593495935,3.1611,3.0667,2.986302236563216,8.719512,5.129067999999998,41.17712092144608,0.090696,0.0,100.0,0.7793139999999998,0.4321900000000001,44.54225126200733
20,99.99,116200,208.0,9.0,14.0,9.0,12.25,5.90625,51.78571428571429,1.0018,1.5745,-57.16709922140147,7.109229999999996,4.431104000000002,37.671112061362415,0.040032,0.060046,-49.99500399680257,0.535206,0.18011200000000002,66.34716352208308
24,99.95,120000,16776.0,17.0,26.0,17.0,144.625,67.53125,53.305963699222126,96.98089999999998,40.76809999999999,57.96275349063579,29.720630000000046,15.639446000000007,47.378484238052884,0.44611799999999996,0.19195599999999996,56.97192222685479,4.469446000000001,1.8777559999999993,57.98682879265129
24,99.97500000000001,120100,8386.0,16.0,24.0,16.0,97.5,46.4375,52.371794871794876,55.671,24.863200000000003,55.33904546352678,23.467868000000013,12.773164000000007,45.5716897674727,0.281468,0.070238,75.04583114243893,2.986664,1.281274,57.10016258943088
24,99.99,120200,3354.0,14.0,21.0,14.0,58.40625,27.21875,53.39753879079721,22.325400000000002,9.156400000000001,58.98662509966226,15.879085999999994,8.723798000000002,45.06108223105533,0.18204400000000004,0.02435,86.624112851838,1.9178820000000005,1.3664260000000001,28.75338524476481
