height,sparsity,skipped,trials,occupied,active,m,ideal_max,structural_lb,pruned_max,pruned_gap,count_max,count_gap,hybrid_max,hybrid_gap,profile_max,profile_gap,profile_ratio,profile_over_ideal,profile_over_lb,reduction_vs_hybrid,runtime_ms,moves,valid_rate
24,0.9995,0.0,5.0,8389,16776,17,987,987,3383.2,3381.2,2114.4,2112.4,1202.8,689,1044.2,117.2,1.0581425846447305,1.0579533941236068,1.0579533941236068,13.185899567675419,3586.2575199455023,8,1.0
24,0.99975,0.0,5.0,4194,8386,16,525,525,1688.8,1688.4,1057.4,1055.4,642.4,340.4,560,71.4,1.0684474123539232,1.0666666666666667,1.0666666666666667,12.826899128268987,1767.293000034988,8,1.0
24,0.9999,0.0,5.0,1678,3354,14.2,236.8,236.8,662.4,662.4,460.6,458.6,291.8,165.2,240.4,15,1.017412045319022,1.015595238095238,1.015595238095238,17.614804660726524,598.7810400314629,8,1.0
