height,sparsity,skipped,trials,occupied,active,m,ideal_max,structural_lb,pruned_max,pruned_gap,count_max,count_gap,hybrid_max,hybrid_gap,profile_max,profile_gap,profile_ratio,profile_over_ideal,profile_over_lb,reduction_vs_hybrid,runtime_ms,moves,valid_rate
16,0.9995,0.0,3.0,33,64,7.333333333333333,9.333333333333334,9.333333333333334,15.333333333333334,15.333333333333334,12,10,10.333333333333334,4.333333333333333,9.333333333333334,0.6666666666666666,1.0625,1.0,1.0,9.677419354838712,4.237099938715498,4,1.0
16,0.99975,0.0,3.0,16,30,5.333333333333333,5.666666666666667,5.666666666666667,7.333333333333333,7.333333333333333,7.666666666666667,5.666666666666667,7.666666666666667,5,6.333333333333333,1.3333333333333333,1.1111111111111112,1.1111111111111112,1.1111111111111112,17.391304347826097,0.7507333066314459,2,1.0
16,0.9999,0.0,3.0,7,12,3.6666666666666665,3.3333333333333335,3.3333333333333335,4,4,4.666666666666667,2.6666666666666665,4.666666666666667,2.6666666666666665,3.6666666666666665,0.6666666666666666,1.0833333333333333,1.0833333333333333,1.0833333333333333,21.42857142857144,0.19890007873376211,1.6666666666666667,1.0
20,0.9995,0.0,3.0,524,1046,12,88,88,203.33333333333334,203.33333333333334,159,157,103.66666666666667,50.333333333333336,88,1,1.0095602294455066,1.0,1.0,15.11254019292605,196.49016670882702,9,1.0
20,0.99975,0.0,3.0,262,522,11.333333333333334,46.666666666666664,46.666666666666664,108,108,75.33333333333333,73.33333333333333,55.333333333333336,24.666666666666668,46.666666666666664,1,1.0114942528735633,1.0,1.0,15.662650602409645,90.45093320310116,7.333333333333333,1.0
20,0.9999,0.0,3.0,105,208,8.666666666666666,24.666666666666668,24.666666666666668,44.666666666666664,44.666666666666664,41,39,30,15.333333333333334,25,1.3333333333333333,1.0384615384615385,1.0128205128205128,1.0128205128205128,16.666666666666664,16.751333372667432,5.333333333333333,1.0
24,0.9995,0.0,3.0,8389,16776,17,987,987,3405.3333333333335,3403.3333333333335,2114.6666666666665,2112.6666666666665,1210.6666666666667,673,989.6666666666666,10.666666666666666,1.0028810999841042,1.0027017899358324,1.0027017899358324,18.254405286343623,7570.936433350046,15,1.0
24,0.99975,0.0,3.0,4194,8386,16,525,525,1679.3333333333333,1678.6666666666667,1057.3333333333333,1055.3333333333333,638.6666666666666,335.3333333333333,525.6666666666666,4.666666666666667,1.0029414102869862,1.0012698412698413,1.0012698412698413,17.69311064718163,3558.0166333044567,15,1.0
24,0.9999,0.0,3.0,1678,3354,14,240,240,666,666,474,472,292.6666666666667,150,240,1,1.0017889087656529,1.0,1.0,17.995444191343967,926.4367333768556,11.666666666666666,1.0
