backend,workloads,avg_pbc_online_kb,avg_ours_online_kb,avg_online_reduction_pct,avg_pbc_query_ms,avg_ours_query_ms,avg_query_reduction_pct,avg_pbc_setup_ms,avg_ours_setup_ms,avg_setup_reduction_pct,avg_width_reduction_pct
PIANO-local-runner,6,22.356770833333332,10.735677166666667,51.50783873534173,0.5105,0.26733333333333337,46.1025237659576,93.46566666666666,30.723166666666668,67.16165069331839,34.762084320907846
SimplePIR-full-API,6,67.44270833333333,31.864583333333332,52.38031835445921,19.47023583333332,10.513388333333333,43.81614183499812,42.07556666666667,14.7389,62.986348083294196,34.762084320907846
