backend,dataset,height,scheme,active_records,width,max_bucket,query_samples,completed_queries,setup_ms,client_query_ms,server_total_ms,server_parallel_ms,client_decode_ms,offline_kb,online_upload_kb,online_download_kb,online_total_kb,evidence,stored_records
SimplePIR-full-api,Polygon zkEVM recent,128,PBC-SMT,766,17,,50,50,9.308486,12.211697060000011,0.04466080000000001,0.006234940000000001,0.662886819999998,13056,12.75,12.75,25.5,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM recent,128,SparseTreePIR,766,11,,50,50,4.888003999999998,7.606879080000007,0.028140719999999994,0.004305999999999999,0.23733061999999974,5632,6.1875,5.5,11.6875,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM multi-window,128,PBC-SMT,2694,21,,50,50,25.628099000000017,17.84720810000005,0.08204548,0.006480619999999998,1.396160119999995,26880,25.59375,26.25,51.84375,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM multi-window,128,SparseTreePIR,2694,14,,50,50,9.600629000000007,10.530535480000005,0.04642044,0.006528899999999997,0.6175557000000015,12544,13.125,12.25,25.375,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM broad,128,PBC-SMT,14078,26,,50,50,109.21073700000001,31.887319079999934,0.23701157999999997,0.014603479999999997,3.493009799999996,66560,68.25,65,133.25,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM broad,128,SparseTreePIR,14078,17,,50,50,40.171218999999994,17.04022582000003,0.11023922000000003,0.008625840000000001,1.6968983200000036,32640,30.28125,31.875,62.15625,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,ZKsync Era sample,128,PBC-SMT,1910,20,,50,50,19.713473999999987,15.767437079999956,0.07551312,0.00560262,1.2110287400000015,23040,20.625,22.5,43.125,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,ZKsync Era sample,128,SparseTreePIR,1910,13,,50,50,8.633587,9.62052206000001,0.03680760000000001,0.00430398,0.5513030999999989,9984,10.96875,9.75,20.71875,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,ZKsync Era broad,128,PBC-SMT,15478,26,,50,50,117.4352319999999,32.21849660000009,0.2663775400000001,0.015634740000000008,3.467011359999987,69888,70.6875,68.25,138.9375,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,ZKsync Era broad,128,SparseTreePIR,15478,17,,50,50,45.088402999999985,17.81100397999996,0.12094167999999994,0.0094403,1.8488611199999985,32640,33.46875,31.875,65.34375,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
