backend,dataset,height,scheme,active_records,width,max_bucket,query_samples,completed_queries,setup_ms,client_query_ms,server_total_ms,server_parallel_ms,client_decode_ms,offline_kb,online_upload_kb,online_download_kb,online_total_kb,evidence,stored_records
SimplePIR-full-api,Polygon zkEVM recent,128,PBC-SMT,766,17,,50,50,8.681136000000004,12.202871479999999,0.04237038,0.004070799999999999,0.652074480000001,13056,12.75,12.75,25.5,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM recent,128,SparseTreePIR,766,11,,50,50,3.1231120000000008,7.776336400000004,0.03041971999999999,0.0044648,0.3723113199999995,5632,6.1875,5.5,11.6875,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM multi-window,128,PBC-SMT,2694,21,,50,50,26.47085399999999,17.73151104000003,0.08076795999999999,0.00584322,1.3882426399999932,26880,25.59375,26.25,51.84375,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM multi-window,128,SparseTreePIR,2694,14,,50,50,11.502207,10.697123679999983,0.04863138,0.0052388600000000006,0.772392839999998,12544,13.125,12.25,25.375,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM broad,128,PBC-SMT,14078,26,,50,50,106.02823800000004,31.315711059999852,0.22824169999999996,0.017095520000000003,3.261309760000005,66560,68.25,65,133.25,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM broad,128,SparseTreePIR,14078,17,,50,50,42.926848,17.32604718000005,0.12026182000000002,0.011589480000000003,1.9225945000000066,32640,30.28125,31.875,62.15625,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,ZKsync Era sample,128,PBC-SMT,1910,20,,50,50,19.164873999999983,15.847696659999931,0.07563189999999997,0.006027020000000001,1.2083702800000007,23040,20.625,22.5,43.125,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,ZKsync Era sample,128,SparseTreePIR,1910,13,,50,50,8.178786999999998,9.664210459999994,0.03835195999999999,0.005093380000000001,0.5995321199999977,9984,10.96875,9.75,20.71875,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,ZKsync Era broad,128,PBC-SMT,15478,26,,50,50,115.42062300000008,31.87095278000018,0.26255092,0.01517262,3.4282302400000013,69888,70.6875,68.25,138.9375,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,ZKsync Era broad,128,SparseTreePIR,15478,17,,50,50,44.79226699999998,17.75314523999998,0.12187260000000004,0.011718359999999999,1.8024299999999989,32640,33.46875,31.875,65.34375,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,FuelLabs SMT test vectors,128,PBC-SMT,198,14,,50,50,2.7685290000000005,8.984663619999994,0.032578020000000006,0.004357839999999999,0.2743051000000003,6144,6,6,12,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,FuelLabs SMT test vectors,128,SparseTreePIR,198,9,,50,50,1.6360379999999999,5.82662702000001,0.02159332,0.0036482000000000003,0.13273761999999986,3456,2.53125,3.375,5.90625,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
PIANO-local-runner,Polygon zkEVM recent,128,PBC-SMT,766,17,136,50,850,13.152,2.533,0.0,0.0,0.0,172.40625,86.328125,6.640625,92.96875,PIANO executable runner over the exact real-workload bucket-size vector,2298
PIANO-local-runner,Polygon zkEVM recent,128,SparseTreePIR,766,11,70,50,385,5.14,0.863,0.0,0.0,0.0,73.21875,27.070312,3.007812,30.078125,PIANO executable runner over the exact real-workload bucket-size vector,766
PIANO-local-runner,Polygon zkEVM multi-window,128,PBC-SMT,2694,21,385,50,1050,98.655,10.727,0.0,0.0,0.0,435.09375,172.265625,8.203125,180.46875,PIANO executable runner over the exact real-workload bucket-size vector,8082
PIANO-local-runner,Polygon zkEVM multi-window,128,SparseTreePIR,2694,14,193,50,700,18.64,2.619,0.0,0.0,0.0,193.5,82.03125,5.46875,87.5,PIANO executable runner over the exact real-workload bucket-size vector,2694
PIANO-local-runner,Polygon zkEVM broad,128,PBC-SMT,14078,26,1625,50,1300,508.152,20.701,0.0,0.0,0.0,1424.4375,416.40625,10.15625,426.5625,PIANO executable runner over the exact real-workload bucket-size vector,42234
PIANO-local-runner,Polygon zkEVM broad,128,SparseTreePIR,14078,17,829,50,850,108.821,6.255,0.005,0.005,0.0,594.46875,199.21875,6.640625,205.859375,PIANO executable runner over the exact real-workload bucket-size vector,14078
PIANO-local-runner,ZKsync Era sample,128,PBC-SMT,1910,20,287,50,1000,53.842,6.651,0.0,0.0,0.0,346.875,140.625,7.8125,148.4375,PIANO executable runner over the exact real-workload bucket-size vector,5730
PIANO-local-runner,ZKsync Era sample,128,SparseTreePIR,1910,13,147,50,650,19.773,3.846,0.0,0.0,0.0,136.5,66.015625,5.078125,71.09375,PIANO executable runner over the exact real-workload bucket-size vector,1910
PIANO-local-runner,ZKsync Era broad,128,PBC-SMT,15478,26,1786,50,1300,510.066,21.046,0.01,0.009,0.0,1503.9375,436.71875,10.15625,446.875,PIANO executable runner over the exact real-workload bucket-size vector,46434
PIANO-local-runner,ZKsync Era broad,128,SparseTreePIR,15478,17,911,50,850,171.095,10.528,0.003,0.003,0.0,623.15625,205.859375,6.640625,212.5,PIANO executable runner over the exact real-workload bucket-size vector,15478
PIANO-local-runner,FuelLabs SMT test vectors,128,PBC-SMT,198,14,43,50,336,3.924,0.563,0.0,0.0,0.0,60.75,19.5,2.625,22.125,PIANO executable runner over the exact real-workload bucket-size vector,594
PIANO-local-runner,FuelLabs SMT test vectors,128,SparseTreePIR,198,9,23,50,126,0.987,0.129,0.0,0.0,0.0,27.0,5.90625,0.984375,6.890625,PIANO executable runner over the exact real-workload bucket-size vector,198
