label,source_path,height,key_mode,input_records,unique_keys,occupied_leaves,slot_collisions,active_nodes,exact_width,avg_active_path_len,max_active_path_len_by_leaf,dummy_fraction,ideal_max_bucket,profile_max_bucket,profile_size_gap,profile_over_ideal,profile_runtime_ms,valid
zksync_era_account_leaf_workload_broad_sample,datasets\zksync_era_account_leaf_workload_broad_sample.csv,128,sha256,7740,7740,7740,0,15478,17,13.254651162790697,17,0.22031463748290014,911,911,1,1.0,32124.205899890512,True
zksync_era_account_leaf_workload_broad_sample,datasets\zksync_era_account_leaf_workload_broad_sample.csv,256,sha256,7740,7740,7740,0,15478,17,13.254651162790697,17,0.22031463748290014,911,911,1,1.0,32350.860100006685,True
