label,source_path,height,key_mode,input_records,unique_keys,occupied_leaves,slot_collisions,active_nodes,exact_width,avg_active_path_len,max_active_path_len_by_leaf,dummy_fraction,ideal_max_bucket,profile_max_bucket,profile_size_gap,profile_over_ideal,profile_runtime_ms,valid
polygon_zkevm_account_leaf_workload,datasets\polygon_zkevm_account_leaf_workload.csv,128,sha256,384,384,384,0,766,11,8.893229166666666,11,0.19152462121212122,70,70,1,1.0,844.9269998818636,True
polygon_zkevm_account_leaf_workload,datasets\polygon_zkevm_account_leaf_workload.csv,256,sha256,384,384,384,0,766,11,8.893229166666666,11,0.19152462121212122,70,70,1,1.0,846.633399836719,True
