height,sparsity,empty_ratio_pct,occupied,active_nodes,profile_width,pruned_width,flat_online_kb,pruned_online_kb,profile_online_kb,profile_online_reduction_vs_flat_pct,profile_online_reduction_vs_pruned_pct,profile_width_reduction_vs_pruned_pct,flat_client_query_ms,pruned_client_query_ms,profile_client_query_ms,profile_client_query_reduction_vs_flat_pct,profile_client_query_reduction_vs_pruned_pct
20,0.9995,99.95,524,1046,12,20,48.75,15.125,14.25,70.76923076923076,5.785123966942152,40.0,10.684030000000002,9.990679999999996,6.605761999999999,38.17162624964552,33.880756865398546
20,0.99975,99.97500000000001,262,522,10,20,29.0625,11.46875,9.6875,66.66666666666667,15.531335149863757,50.0,7.562168000000005,9.470861999999997,5.129067999999998,32.17463563359085,45.843704617383295
20,0.9999,99.99,105,208,9,20,16.3125,8.0,5.90625,63.793103448275865,26.171875,55.00000000000001,6.137982000000006,9.100442000000001,4.431104000000002,27.80845561293601,51.30891444613348
24,0.9995,99.95,8389,16776,17,24,276.78125,59.0,67.53125,75.60121937450603,-14.459745762711872,29.166666666666664,42.66339200000007,17.60271800000003,15.639446000000007,63.342234954032776,11.153232131537994
24,0.99975,99.97500000000001,4194,8386,16,24,183.5,42.40625,46.4375,74.69346049046321,-9.506263817243909,33.333333333333336,29.179235999999957,15.068254000000001,12.773164000000007,56.22515956209399,15.231293552657089
24,0.9999,99.99,1678,3354,14,24,101.9375,27.21875,27.21875,73.29858982219497,0.0,41.666666666666664,17.578670000000002,12.451995999999985,8.723798000000002,50.372821151998416,29.940565351932236
