backend,dataset,height,pbc_width,sparse_width,pbc_online_kb,sparse_online_kb,online_reduction,pbc_query_ms,sparse_query_ms,query_reduction,pbc_parallel_ms,sparse_parallel_ms,parallel_reduction
PIANO-local-runner,FuelLabs SMT test vectors,128,14,9,4.609375,2.421875,0.47457627118644063,0.08,0.037,0.5375000000000001,0.0,0.0,1.0
PIANO-local-runner,Polygon zkEVM broad,128,26,17,42.65625,20.585938,0.5173992556776557,0.899,0.419,0.5339265850945496,0.0,0.0,1.0
PIANO-local-runner,Polygon zkEVM multi-window,128,21,14,18.046875,8.75,0.5151515151515151,0.248,0.266,-0.07258064516129048,0.0,0.0,1.0
PIANO-local-runner,Polygon zkEVM recent,128,17,11,9.296875,4.296875,0.5378151260504201,0.564,0.085,0.8492907801418439,0.0,0.0,1.0
PIANO-local-runner,ZKsync Era broad,128,26,17,44.6875,21.25,0.5244755244755245,0.952,0.679,0.2867647058823528,0.0,0.0,1.0
PIANO-local-runner,ZKsync Era sample,128,20,13,14.84375,7.109375,0.5210526315789474,0.32,0.118,0.6312500000000001,0.0,0.0,1.0
