height,sparsity,skipped,trials,occupied,active,m,ideal_max,structural_lb,pruned_max,pruned_gap,count_max,count_gap,hybrid_max,hybrid_gap,profile_max,profile_gap,profile_ratio,profile_over_ideal,profile_over_lb,reduction_vs_hybrid,runtime_ms,moves,valid_rate
16,0.9995,0.0,30.0,33,64,7.233333333333333,9.5,9.5,14.2,14.2,12.333333333333334,10.333333333333334,10.3,3.9,9.6,1,1.0791666666666666,1.0125,1.0125,6.796116504854377,3.616279953469833,3.6333333333333333,1.0
16,0.99975,0.0,30.0,16,30,5.366666666666666,5.7,5.7,7.866666666666666,7.866666666666666,7.466666666666667,5.466666666666667,7.3,4.6,6.266666666666667,1.2333333333333334,1.1055555555555556,1.0944444444444446,1.0944444444444446,14.155251141552505,0.8315099558482567,2.2333333333333334,1.0
16,0.9999,0.0,30.0,7,12,3.7666666666666666,3.2333333333333334,3.2666666666666666,4.133333333333334,4.133333333333334,4.466666666666667,2.466666666666667,4.466666666666667,2.466666666666667,3.533333333333333,0.6,1.0805555555555555,1.0805555555555555,1.0694444444444444,20.895522388059707,0.22323005832731724,1.7,1.0
20,0.9995,0.0,30.0,524,1046,12.133333333333333,87.1,87.1,211.73333333333332,211.73333333333332,155.83333333333334,153.83333333333334,103.46666666666667,46.56666666666667,87.1,1.0666666666666667,1.0090822179732313,1.0,1.0,15.818298969072176,215.92345666140318,10.033333333333333,1.0
20,0.99975,0.0,30.0,262,522,10.966666666666667,48.266666666666666,48.266666666666666,106.73333333333333,106.73333333333333,81.16666666666667,79.16666666666667,57.733333333333334,25.5,48.266666666666666,1,1.0120051085568327,1.0,1.0,16.3972286374134,81.51806664342682,7.766666666666667,1.0
20,0.9999,0.0,30.0,105,208,9.366666666666667,22.966666666666665,22.966666666666665,43.4,43.4,34.93333333333333,32.93333333333333,26.666666666666668,12.333333333333334,23,1.1,1.029326923076923,1.0012820512820513,1.0012820512820513,13.750000000000007,21.600786689668894,5.5,1.0
