"runs","avg_hashes","avg_query_bytes","avg_response_bytes","avg_total_bytes","avg_query_gen_us","avg_answer_us","avg_extract_us","avg_db_gen_us"
"10","204.6","28672","11264","39936","4556.1","34613.5","829.7","245003.6"
