label,source_path,height,key_mode,input_records,unique_keys,occupied_leaves,slot_collisions,active_nodes,exact_width,avg_active_path_len,max_active_path_len_by_leaf,dummy_fraction,ideal_max_bucket,profile_max_bucket,profile_size_gap,profile_over_ideal,profile_runtime_ms,valid
polygon_zkevm_multiwindow_account_leaf_workload,datasets\polygon_zkevm_account_leaf_workload_multiwindow.csv,128,sha256,1348,1348,1348,0,2694,14,10.729970326409495,14,0.23357354811360745,193,193,1,1.0,4942.484899889678,True
polygon_zkevm_multiwindow_account_leaf_workload,datasets\polygon_zkevm_account_leaf_workload_multiwindow.csv,256,sha256,1348,1348,1348,0,2694,14,10.729970326409495,14,0.23357354811360745,193,193,1,1.0,5149.4789000134915,True
