backend,dataset,height,pbc_width,sparse_width,width_reduction,pbc_max_bucket,sparse_max_bucket,max_bucket_reduction,pbc_online_kb,sparse_online_kb,online_reduction,pbc_query_ms,sparse_query_ms,query_reduction,pbc_setup_ms,sparse_setup_ms,setup_reduction,pbc_server_total_ms,sparse_server_total_ms,server_total_reduction,pbc_server_parallel_ms,sparse_server_parallel_ms,server_parallel_reduction
PIANO-local-runner,FuelLabs SMT test vectors,128,14,9,0.3571428571428571,43,23,0.4651162790697675,22.125,6.890625,0.6885593220338984,0.404,0.145,0.6410891089108912,2.659,1.092,0.5893192929672808,0.0,0.0,,0.0,0.0,
PIANO-local-runner,Polygon zkEVM broad,128,26,17,0.34615384615384615,1625,829,0.4898461538461538,426.5625,205.859375,0.5173992673992673,23.849,7.476,0.6865277370120341,552.343,116.252,0.7895293323170566,0.001,0.0,,0.001,0.0,
PIANO-local-runner,Polygon zkEVM multi-window,128,21,14,0.33333333333333337,385,193,0.49870129870129876,180.46875,87.5,0.5151515151515151,7.768,3.905,0.49729660144181254,77.305,26.72,0.65435612185499,0.0,0.0,,0.0,0.0,
PIANO-local-runner,Polygon zkEVM recent,128,17,11,0.3529411764705882,136,70,0.4852941176470589,92.96875,30.078125,0.6764705882352942,2.288,1.126,0.5078671328671329,12.848,6.35,0.5057596513075966,0.0,0.0,,0.0,0.0,
PIANO-local-runner,ZKsync Era broad,128,26,17,0.34615384615384615,1786,911,0.4899216125419933,446.875,212.5,0.5244755244755245,17.738,10.936,0.3834705152779344,456.637,174.395,0.6180883283658574,0.011,0.0,1.0,0.011,0.0,1.0
PIANO-local-runner,ZKsync Era sample,128,20,13,0.35,287,147,0.4878048780487805,148.4375,71.09375,0.5210526315789474,4.568,3.115,0.3180823117338002,39.883,14.614,0.6335782162826267,0.0,0.006,,0.0,0.006,
SimplePIR-full-api,FuelLabs SMT test vectors,128,14,9,0.3571428571428571,,,,12,5.90625,0.5078125,9.030519999999989,6.139027540000008,0.32019113628007956,3.0685700000000007,1.7208519999999998,0.43920067001893404,0.03407252,0.02592584,0.23909825278552932,0.005772779999999998,0.006790080000000001,
SimplePIR-full-api,Polygon zkEVM broad,128,26,17,0.34615384615384615,,,,133.25,62.15625,0.5335365853658536,33.89834899999998,17.303760739999927,0.48953971947129526,106.95071500000002,40.59423199999999,0.6204398259516078,0.2707917,0.11221302,0.58561130197122,0.016034480000000004,0.010133320000000001,0.36802939665021883
SimplePIR-full-api,Polygon zkEVM multi-window,128,21,14,0.33333333333333337,,,,51.84375,25.375,0.510548523206751,17.797024500000074,10.671609639999991,0.4003711328261673,24.646347000000013,9.626106000000002,0.6094307200981957,0.08103279999999997,0.046255019999999994,0.42918151662043014,0.006066440000000001,0.005847519999999999,
SimplePIR-full-api,Polygon zkEVM recent,128,17,11,0.3529411764705882,,,,25.5,11.6875,0.5416666666666667,12.125951119999954,7.442438779999993,0.3862387612857192,9.158259999999999,3.2381179999999996,0.646426504598035,0.043810320000000014,0.027526980000000006,0.3716781799356864,0.0060675600000000005,0.004421680000000001,
SimplePIR-full-api,ZKsync Era broad,128,26,17,0.34615384615384615,,,,138.9375,65.34375,0.5296896086369771,32.81570896000004,17.471872560000055,0.4675759532942897,117.17807000000005,42.953524000000016,0.6334337645260756,0.27592433999999993,0.11785087999999998,0.5728869732913016,0.016718540000000004,0.010884740000000002,0.34894195306527964
SimplePIR-full-api,ZKsync Era sample,128,20,13,0.35,,,,43.125,20.71875,0.5195652173913043,15.83628735999994,9.768594819999985,0.38315120217671894,18.622059999999998,7.0245560000000005,0.6227830862965751,0.07790176000000003,0.038957219999999994,0.49991861544591576,0.0079564,0.00472582,
