node_index,depth,left_rank,right_rank,weight,color
65536,16,1,1,1,16
32768,15,2,2,1,15
16384,14,3,3,1,14
8192,13,4,4,1,13
4096,12,5,5,1,12
2048,11,6,6,1,11
1024,10,7,7,1,10
512,9,8,8,1,9
256,8,9,9,1,8
128,7,10,12,3,7
64,6,13,14,2,6
32,5,15,16,2,5
16,4,17,23,7,4
8,3,24,38,15,3
4,2,39,65,27,2
2,1,66,127,62,1
65537,16,0,0,1,16
32769,15,0,1,2,15
16385,14,0,2,3,14
8193,13,0,3,4,13
4097,12,0,4,5,12
2049,11,0,5,6,11
1025,10,0,6,7,10
513,9,0,7,8,9
257,8,0,8,9,8
4128,12,11,11,1,9
258,8,12,12,1,8
129,7,0,9,10,7
4129,12,10,10,1,9
259,8,10,11,2,8
130,7,14,14,1,7
65,6,0,12,13,6
131,7,13,13,1,7
66,6,16,16,1,6
33,5,0,14,15,5
67,6,15,15,1,6
544,9,18,18,1,8
136,7,19,19,1,7
68,6,20,21,2,6
34,5,22,23,2,5
17,4,0,16,17,4
545,9,17,17,1,8
137,7,17,18,2,7
558,9,21,21,1,7
69,6,17,19,3,6
559,9,20,20,1,7
142,7,23,23,1,6
35,5,17,21,5,5
143,7,22,22,1,6
288,8,25,25,1,7
72,6,26,27,2,6
36,5,28,31,4,5
18,4,32,38,7,4
9,3,0,23,24,3
289,8,24,24,1,7
146,7,27,27,1,7
73,6,24,25,2,6
147,7,26,26,1,7
148,7,29,29,1,7
74,6,30,31,2,6
37,5,24,27,4,5
149,7,28,28,1,7
150,7,31,31,1,7
75,6,28,29,2,6
151,7,30,30,1,7
310,8,33,33,1,6
38,5,34,38,5,5
19,4,24,31,8,4
311,8,32,32,1,6
624,9,35,35,1,8
156,7,36,36,1,7
78,6,37,38,2,6
39,5,32,33,2,5
625,9,34,34,1,8
157,7,34,35,2,7
634,9,38,38,1,7
79,6,34,36,3,6
635,9,37,37,1,7
1280,10,40,40,1,9
640,9,41,41,1,8
320,8,42,42,1,7
160,7,43,44,2,6
80,6,45,46,2,5
20,4,47,53,7,4
10,3,54,65,12,3
5,2,0,38,39,2
1281,10,39,39,1,9
641,9,39,40,2,8
321,8,39,41,3,7
644,9,44,44,1,7
161,7,39,42,4,6
