case,comparator,paired_processes,complete_planned_pairs,comparator_over_ab_latency_mean,comparator_minus_ab_ms_mean,difference_ci95_low_ms,difference_ci95_high_ms,estimation_scope,online_framed_bytes_comparator_over_ab,hint_matrix_bytes_comparator_over_ab,public_A_matrix_bytes_comparator_over_ab,replicated_record_payload_bytes_comparator_over_ab,backend_rounded_raw_payload_bytes_comparator_over_ab,encoded_db_bytes_comparator_over_ab,setup_serialized_payload_bytes_comparator_over_ab,persistent_setup_wall_ms_comparator_over_ab
uniform_n1000,pbc,1,True,1.6735873246210113,1.4083320000000001,,,all_planned_pairs,2.166311300639659,2.051282051282051,2.544378698224852,3.0,3.3925049309664694,3.304843304843305,2.2264956099592834,2.4391235255809685
uniform_n1000,flat,1,True,1.9093205522209633,1.9012015000000004,,,all_planned_pairs,3.2452025586353943,0.23076923076923078,0.32840236686390534,1.0,0.985207100591716,0.9487179487179487,0.28554572329737476,0.6036774847636918
uniform_n1000,first_fit,1,True,1.370855132273943,0.7753815000000004,,,all_planned_pairs,1.796908315565032,1.6666666666666667,2.230769230769231,1.0,3.717948717948718,3.611111111111111,1.8727345274748968,1.9158542930916667
uniform_n100000,pbc,1,True,1.8291096756573015,16.295727,,,all_planned_pairs,2.1364320662401206,2.057142857142857,2.2442717672843195,3.0,3.0297668858338316,3.0214285714285714,2.01124391409966,2.4425902254852416
uniform_n100000,flat,1,True,3.3364065074395985,45.92087600000001,,,all_planned_pairs,4.519100489273617,0.20952380952380953,0.22643952978681012,1.0,0.9963339310619646,0.9926190476190476,0.34080002545500027,0.8457509707068044
uniform_n100000,first_fit,1,True,2.0269668929067555,20.184509500000004,,,all_planned_pairs,2.331765148663907,2.3,2.405857740585774,1.0,5.53347280334728,5.52,2.1379922081945786,2.4439118447023676
