case,method,processes,verified_measured_proofs,complete_planned_repeats,estimation_scope,leaves,records,m,buckets,max_bucket,rounded_entries,pir_dimensions,L,M,matrix_rows,matrix_cols,lwe_dimension,plaintext_modulus,ciphertext_logq,noise_sigma,base_p_digits,PIR_calls,serialized_proof_wall_ms_mean,serialized_proof_wall_ms_sd,route_ms_mean,route_ms_sd,query_ms_mean,query_ms_sd,query_roundtrip_ms_mean,query_roundtrip_ms_sd,answer_ms_mean,answer_ms_sd,answer_roundtrip_ms_mean,answer_roundtrip_ms_sd,decode_ms_mean,decode_ms_sd,proof_verify_ms_mean,proof_verify_ms_sd,query_matrix_payload_bytes_mean,query_matrix_payload_bytes_sd,query_framed_bytes_mean,query_framed_bytes_sd,answer_matrix_payload_bytes_mean,answer_matrix_payload_bytes_sd,answer_framed_bytes_mean,answer_framed_bytes_sd,online_framed_bytes_mean,online_framed_bytes_sd,active_digest_payload_bytes_mean,active_digest_payload_bytes_sd,backend_rounded_raw_payload_bytes_mean,backend_rounded_raw_payload_bytes_sd,bootstrap_framed_components_bytes_mean,bootstrap_framed_components_bytes_sd,bootstrap_payload_bytes_mean,bootstrap_payload_bytes_sd,combined_peak_rss_after_setup_bytes_mean,combined_peak_rss_after_setup_bytes_sd,combined_peak_rss_final_bytes_mean,combined_peak_rss_final_bytes_sd,db_info_roundtrip_ms_mean,db_info_roundtrip_ms_sd,db_info_serialized_bytes_mean,db_info_serialized_bytes_sd,encoded_db_bytes_mean,encoded_db_bytes_sd,hint_framed_bytes_mean,hint_framed_bytes_sd,hint_matrix_bytes_mean,hint_matrix_bytes_sd,hint_roundtrip_ms_mean,hint_roundtrip_ms_sd,init_public_A_ms_mean,init_public_A_ms_sd,initialized_databases_mean,initialized_databases_sd,input_read_validate_ms_mean,input_read_validate_ms_sd,make_database_ms_mean,make_database_ms_sd,max_padded_bucket_payload_bytes_mean,max_padded_bucket_payload_bytes_sd,parameter_selection_ms_mean,parameter_selection_ms_sd,persistent_setup_wall_ms_mean,persistent_setup_wall_ms_sd,public_A_framed_bytes_mean,public_A_framed_bytes_sd,public_A_matrix_bytes_mean,public_A_matrix_bytes_sd,public_A_roundtrip_ms_mean,public_A_roundtrip_ms_sd,public_metadata_roundtrip_and_directory_ms_mean,public_metadata_roundtrip_and_directory_ms_sd,public_metadata_serialized_bytes_mean,public_metadata_serialized_bytes_sd,replicated_record_payload_bytes_mean,replicated_record_payload_bytes_sd,setup_client_to_server_bytes_mean,setup_client_to_server_bytes_sd,setup_hint_and_squish_ms_mean,setup_hint_and_squish_ms_sd,setup_server_to_client_serialized_components_bytes_mean,setup_server_to_client_serialized_components_bytes_sd,unsquished_db_matrix_bytes_mean,unsquished_db_matrix_bytes_sd,setup_serialized_payload_bytes_mean,setup_serialized_payload_bytes_sd,common_metadata_payload_bytes_mean,common_metadata_payload_bytes_sd,digest_only_cache_bytes_mean,digest_only_cache_bytes_sd,full_cache_reference_bytes_mean,full_cache_reference_bytes_sd
complete_h14,flat,3,30,True,all_planned_processes,16384,32766,14,1,32766,32796,936x911,936,911,936,911,1024,991,32,6.4,26,14,15.4925232,0.16995124157642943,0.0214278,0.0012158320772211921,13.424869933333333,0.2540219179907977,0.06424316666666667,0.019105313609656692,0.6519804666666666,0.01762604709126056,0.04448126666666667,0.011507707925704986,1.2696765333333333,0.07611725032371655,0.009296333333333334,0.003642500955845219,51072,0.0,51416,0.0,52416,0.0,52760,0.0,104176,0.0,1048512,0.0,1049472,0.0,9580631,0.0,9580567,0.0,1297799850.6666667,10785262.163637439,1297799850.6666667,10785262.163637439,0.15715133333333334,0.09610762638486779,111,0.0,1138176,0.0,3833888,0.0,3833856,0.0,4.257938333333334,2.5646741623813214,63.346447999999995,2.9633482315568305,1,0.0,95.89763533333334,3.9659365069300305,24.780195,2.373523264320786,1048512,0.0,0.9063043333333333,0.12071496306727397,296.81576233333334,6.360050985212635,3731488,0.0,3731456,0.0,4.904530666666666,1.3617183085063271,31.083467333333335,2.7727490979757485,2015144,0.0,1048512,0.0,0,0.0,68.78556766666667,3.459790841537297,9580631,0.0,3410784,0.0,9580631,0.0,1829630,0.0,1048512,0.0,2878142,0.0
complete_h14,pbc,3,30,True,all_planned_processes,16384,32766,14,21,4789,4802,364x343,364,343,364,343,1024,991,32,6.4,26,21,13.047849666666666,0.3018290710341261,0.03343806666666667,0.002284948555948982,10.5400106,0.27584086551794706,0.0236119,0.0017031476947111785,0.4020575,0.011759925722129394,0.01979883333333333,0.00168807481568008,2.0123805666666668,0.07443123711354878,0.0073112,0.00015163571479041458,28980,0.0,29492,0.0,30576,0.0,31088,0.0,60580,0.0,1048512,0.0,3226944,0.0,63516720,0.0,63515376,0.0,1295579818.6666667,25280082.398596514,1295579818.6666667,25280082.398596514,0.584697,0.03492810706293705,2310,0.0,3516240,0.0,31310496,0.0,31309824,0.0,25.472412,4.671823826024159,442.9512526666666,19.74044511232236,21,0.0,202.11485166666665,13.716966090945999,82.27348933333333,3.166315907633086,3218208,0.0,0.99027,0.08600886642666562,1016.789746,33.18967081651213,29504160,0.0,29503488,0.0,24.798847333333338,4.19467532311076,58.451957666666665,2.1922968807062433,2699754,0.0,3145536,0.0,0,0.0,172.54250566666667,7.791696623451827,63516720,0.0,10487568,0.0,63516720,0.0,1829630,0.0,1048512,0.0,2878142,0.0
prefix64_n10000,ab,3,30,True,all_planned_processes,10000,19998,17,17,1181,1183,182x169,182,169,182,169,1024,991,32,6.4,26,17,5.727853966666666,0.3601591320908624,0.0241455,0.0026151745391082403,4.653559133333333,0.32713476742629105,0.0108945,0.0004341923536867039,0.10031330000000001,0.016053669446266797,0.010197433333333334,0.0014643113478127975,0.9050001,0.040128358477889474,0.016681466666666665,0.0012921042308317585,11628,0.0,12044,0.0,12376,0.0,12792,0.0,24836,0.0,639936,0.0,643552,0.0,25955805,0.0,25954717,0.0,1299641685.3333333,8813743.38418117,1299641685.3333333,8813743.38418117,0.43096266666666666,0.04027498876887899,1870,0.0,705432,0.0,12673568,0.0,12673024,0.0,14.658346666666667,3.718021472398233,206.510708,24.71294639671716,17,0.0,80.80901933333334,8.61683522395272,22.771843999999998,2.7305296105561645,642464,0.0,1.034245,0.09721479116369072,400.7028393333333,45.21240500727833,11768352,0.0,11767808,0.0,10.465396333333334,1.7882030750589646,20.994520666666666,1.4937058521885538,1512015,0.0,639936,0.0,0,0.0,40.79854,6.820668704156437,25955805,0.0,2091544,0.0,25955805,0.0,1403079,0.0,639936,0.0,2043015,0.0
prefix64_n10000,first_fit,3,30,True,all_planned_processes,10000,19998,17,17,5738,5745,390x383,390,383,390,383,1024,991,32,6.4,26,17,11.593731366666667,0.8197471336532405,0.022594066666666666,0.003575655231329404,9.310498299999999,0.698350769829668,0.021821533333333334,0.002761185836435739,0.2849931333333333,0.006181057664618044,0.019489833333333335,0.0021321013585975063,1.9050893333333334,0.11831115224045162,0.020155633333333332,0.00297233345426339,26112,0.0,26528,0.0,26520,0.0,26936,0.0,53464,0.0,639936,0.0,3125280,0.0,55340495,0.0,55339407,0.0,1297758890.6666667,10811443.27423593,1297758890.6666667,10811443.27423593,0.5552079999999999,0.09620975651668592,1849,0.0,3394560,0.0,27157024,0.0,27156480,0.0,28.955120666666662,5.42347762412295,431.86657833333334,33.348272943631386,17,0.0,75.544558,6.49115302604776,21.348148333333334,1.7520560211341227,3121472,0.0,1.1585493333333334,0.13355804319595785,777.214968,56.036105408360044,26669600,0.0,26669056,0.0,26.526971999999997,5.692103488791378,19.338941666666667,1.1361541651441198,1512022,0.0,639936,0.0,0,0.0,169.8587,8.950691626715557,55340495,0.0,10157160,0.0,55340495,0.0,1403079,0.0,639936,0.0,2043015,0.0
prefix64_n10000,flat,3,30,True,all_planned_processes,10000,19998,17,1,19998,20020,728x715,728,715,728,715,1024,991,32,6.4,26,17,16.14748266666667,0.5618056311004229,0.023759666666666665,0.0014430354615647299,14.2364591,0.4543356094719744,0.062298766666666665,0.01204817123232125,0.5743104,0.08786897451302139,0.050929133333333335,0.008292260380820985,1.1726570333333333,0.027978643176775658,0.01960776666666667,0.0006880093700912317,48756,0.0,49172,0.0,49504,0.0,49920,0.0,99092,0.0,639936,0.0,640640,0.0,7422688,0.0,7422624,0.0,1299289429.3333333,9051706.216076909,1299289429.3333333,9051706.216076909,0.06296433333333333,0.005204815110388971,111,0.0,695968,0.0,2981920,0.0,2981888,0.0,2.4751713333333334,0.9029926743624963,57.08167366666667,10.649758316313916,1,0.0,69.33745266666666,4.0429357204551595,15.748726333333334,2.1540384349334007,639936,0.0,1.1624683333333334,0.42279938864233635,214.71453933333333,11.401708180368828,2928672,0.0,2928640,0.0,3.858949,0.8565536948563122,22.166438,1.6253105654689495,1511985,0.0,639936,0.0,0,0.0,41.092138999999996,2.844086233093682,7422688,0.0,2082080,0.0,7422688,0.0,1403079,0.0,639936,0.0,2043015,0.0
prefix64_n10000,pbc,2,20,False,successful_processes_conditional,10000,19998,17,26,2379,2380,260x238,260,238,260,238,1024,991,32,6.4,26,26,13.69916985,3.5917386419887403,0.0355242,0.005822741500358741,11.2270574,3.324832348595114,0.024634200000000002,0.004821761140911069,0.28076425000000005,0.055180562594132745,0.02242135,0.005470955876718434,2.0731012,0.19273708529751069,0.0256718,0.00027167042533186994,24960,0.0,25592,0.0,27040,0.0,27672,0.0,53264,0.0,639936,0.0,1980160,0.0,54966304,0.0,54964640,0.0,1302204416,11452007.27167635,1302204416,11452007.27167635,0.673802,0.0638545707682701,2860,0.0,2163200,0.0,27689792,0.0,27688960,0.0,29.698308000000004,5.784335702645377,434.13299699999993,71.13035165014321,26,0.0,146.2636845,1.6810735402725558,55.4600765,5.646064507118259,1979328,0.0,1.015252,0.10372690794581699,850.3966875,102.21149113960014,25346880,0.0,25346048,0.0,21.813326499999995,7.282344954122978,44.3181705,2.3926308515398893,1926772,0.0,1919808,0.0,0,0.0,112.4616645,16.3578243169874,54966304,0.0,6435520,0.0,54966304,0.0,1403079,0.0,639936,0.0,2043015,0.0
uniform_n1000,ab,3,30,True,all_planned_processes,1000,1998,13,13,154,156,78x52,78,52,78,52,1024,991,32,6.4,26,13,2.0089461,0.1725127245746237,0.014253266666666667,0.001168344026104183,1.6465619,0.1654005562839195,0.007464333333333333,0.0019166219484638418,0.0166659,0.0015774183370304774,0.0045295,0.0007218874496761943,0.30258476666666667,0.006903094504882086,0.013516533333333334,0.00037942709883893774,2808,0.0,3128,0.0,4056,0.0,4376,0.0,7504,0.0,63936,0.0,64896,0.0,7077497,0.0,7076665,0.0,1299408213.3333333,9267865.368673703,1299408213.3333333,9267865.368673703,0.30199700000000007,0.05080325615548674,1404,0.0,73008,0.0,4153760,0.0,4153344,0.0,4.512791999999999,1.3113344545751857,51.97273833333333,9.391014247099898,13,0.0,9.711561666666666,1.5218720315730665,5.288152666666667,1.053279461924676,64064,0.0,1.3302723333333333,0.13447717446590454,83.91248333333334,14.81135012278875,2769312,0.0,2768896,0.0,2.666755333333333,0.7588368267093614,2.520247,0.05441938991756513,153021,0.0,63936,0.0,0,0.0,5.239351666666667,1.3704755805695095,7077497,0.0,210912,0.0,7077497,0.0,144091,0.0,63936,0.0,208027,0.0
uniform_n1000,first_fit,3,30,True,all_planned_processes,1000,1998,13,13,580,580,130x116,130,116,130,116,1024,991,32,6.4,26,13,3.3614485333333333,0.33585912564565423,0.015943633333333332,0.0019036607926133612,2.7002165,0.24103760727759882,0.012190433333333334,0.0033131420499781373,0.048783766666666666,0.0021591170471591697,0.04243476666666667,0.057162004112376374,0.5201459666666667,0.05081365400621503,0.016596766666666665,0.00256362940834539,6084,0.0,6404,0.0,6760,0.0,7080,0.0,13484,0.0,63936,0.0,241280,0.0,13254273,0.0,13253441,0.0,1299350869.3333333,9317546.852666603,1299350869.3333333,9317546.852666603,0.379372,0.102207455359186,1405,0.0,263640,0.0,6922656,0.0,6922240,0.0,8.251347,2.1396892209811678,105.00018566666667,8.433622650661833,13,0.0,10.214492666666667,2.4809131359475955,6.403752333333334,0.7741047943284767,241280,0.0,1.687557,0.2584010055301644,156.17263866666667,14.439513168633532,6177184,0.0,6176768,0.0,5.750756333333333,0.42703735580898905,2.7391113333333332,0.31308934764749385,153028,0.0,63936,0.0,0,0.0,15.441509333333332,1.0977880889481066,13254273,0.0,784160,0.0,13254273,0.0,144091,0.0,63936,0.0,208027,0.0
uniform_n1000,flat,3,30,True,all_planned_processes,1000,1998,13,1,1998,1998,234x222,234,222,234,222,1024,991,32,6.4,26,13,4.066283333333334,0.4017893888596032,0.015137333333333334,0.0018848289639469508,3.6996474,0.38230277181831934,0.0114207,0.0007585684609842411,0.04636593333333333,0.006487372443704255,0.018280266666666666,0.012455992254466655,0.2553953666666667,0.017064934145883295,0.013316866666666666,0.0011516120715472436,11544,0.0,11864,0.0,12168,0.0,12488,0.0,24352,0.0,63936,0.0,63936,0.0,2020949,0.0,2020885,0.0,1299440981.3333333,9321180.664091289,1299440981.3333333,9321180.664091289,0.049777666666666665,0.009054623257393613,110,0.0,69264,0.0,958496,0.0,958464,0.0,0.9067716666666666,0.019338390169125596,17.88514,1.6815545720647902,1,0.0,10.766278,3.7921069877685416,1.3134326666666667,0.05804742841274997,63936,0.0,1.3788776666666667,0.17243335006991345,40.78099866666667,7.280532134151825,909344,0.0,909312,0.0,1.3309143333333333,0.0820750716376984,3.137455,1.0513602630673273,152999,0.0,63936,0.0,0,0.0,3.815412333333333,0.6673316396352964,2020949,0.0,207792,0.0,2020949,0.0,144091,0.0,63936,0.0,208027,0.0
uniform_n1000,pbc,3,30,True,all_planned_processes,1000,1998,13,20,341,344,104x86,104,86,104,86,1024,991,32,6.4,26,20,4.530029,1.130699775786265,0.0275206,0.008560586829768155,3.6943262999999997,0.9638158144504944,0.015085399999999999,0.004707410626873334,0.051559966666666665,0.009720437056703436,0.014034933333333334,0.006119008169085357,0.7042532666666667,0.1386636583613866,0.0177137,0.00438082032843165,6960,0.0,7448,0.0,8320,0.0,8808,0.0,16256,0.0,63936,0.0,220160,0.0,15758016,0.0,15756736,0.0,1299374080,9283761.780781753,1299374080,9283761.780781753,0.4636666666666667,0.06147080702523219,2160,0.0,241280,0.0,8520320,0.0,8519680,0.0,8.344756,1.3371681076562538,118.75924366666666,15.336780320152942,20,0.0,19.358471,4.62002138301556,12.261068666666668,0.9259468866680934,218240,0.0,1.0833243333333333,0.2388626829317073,185.73684633333335,23.89891492054546,7045760,0.0,7045120,0.0,5.9830923333333335,1.0078219689688908,4.822932333333333,0.20399713868173097,189776,0.0,191808,0.0,0,0.0,14.078502666666667,2.111473153890745,15758016,0.0,715520,0.0,15758016,0.0,144091,0.0,63936,0.0,208027,0.0
uniform_n10000,ab,3,30,True,all_planned_processes,10000,19998,17,17,1179,1183,182x169,182,169,182,169,1024,991,32,6.4,26,17,5.355492666666667,0.07275168371002337,0.04198196666666667,0.0262337220386916,4.3089208,0.11605391900892441,0.0124394,0.0018328632027513677,0.08701676666666666,0.005096627573536575,0.0118905,0.0033236373734208723,0.8713904,0.06827534344336902,0.016144866666666664,0.0003019147285796656,11628,0.0,12044,0.0,12376,0.0,12792,0.0,24836,0.0,639936,0.0,643552,0.0,25975798,0.0,25974710,0.0,1295140181.3333333,14904099.802610198,1295140181.3333333,14904099.802610198,0.4238146666666667,0.054144564134669504,1870,0.0,705432,0.0,12673568,0.0,12673024,0.0,13.114949333333334,3.7487228774080297,194.83007666666663,10.54304714031027,17,0.0,64.65747733333333,3.4086542407469764,21.426063,2.65175315882474,641376,0.0,1.0644879999999999,0.23439533333451845,364.0860573333333,20.621297913226098,11768352,0.0,11767808,0.0,9.266905666666668,1.2390863524493891,20.069398333333332,2.392597683716662,1532008,0.0,639936,0.0,0,0.0,37.38719866666667,2.8729375693394963,25975798,0.0,2091544,0.0,25975798,0.0,1423072,0.0,639936,0.0,2063008,0.0
uniform_n10000,first_fit,3,30,True,all_planned_processes,10000,19998,17,17,5646,5655,390x377,390,377,390,377,1024,991,32,6.4,26,17,11.467694266666667,1.2814640254326786,0.023838666666666668,0.002337447146639542,9.206012866666667,1.107339817254632,0.019691166666666666,0.002735823335548795,0.3610519,0.009207355031169371,0.018857533333333336,0.002430269393160629,1.8075467333333333,0.1565243894971111,0.0182746,0.0017911185583316359,25704,0.0,26120,0.0,26520,0.0,26936,0.0,53056,0.0,639936,0.0,3076320,0.0,54942696,0.0,54941608,0.0,1298518016,10424141.351710845,1298518016,10424141.351710845,0.5450796666666666,0.027062195445553404,1849,0.0,3341520,0.0,27157024,0.0,27156480,0.0,26.291120333333332,1.5931940030612495,410.56944533333336,45.4025781966934,17,0.0,69.99910466666667,4.151894243181097,20.693483,0.8253836940211494,3071424,0.0,0.8094633333333333,0.07094619147165927,734.059377,53.97606192595945,26251808,0.0,26251264,0.0,22.935828,1.9748736069726134,18.409095666666666,0.3783602073188109,1532015,0.0,639936,0.0,0,0.0,161.86072766666666,6.558208209233501,54942696,0.0,9998040,0.0,54942696,0.0,1423072,0.0,639936,0.0,2063008,0.0
uniform_n10000,flat,3,30,True,all_planned_processes,10000,19998,17,1,19998,20020,728x715,728,715,728,715,1024,991,32,6.4,26,17,14.732537533333334,0.2151953077899777,0.0232942,0.0006294495770115345,13.076612566666666,0.16384657564057659,0.08263413333333333,0.03109178901258873,0.4470962,0.014392655998459764,0.057980833333333336,0.005239692735584152,1.0211122666666665,0.05412524315338756,0.017197,0.0012945184587328223,48756,0.0,49172,0.0,49504,0.0,49920,0.0,99092,0.0,639936,0.0,640640,0.0,7442681,0.0,7442617,0.0,1295051434.6666667,14927721.44543826,1295051434.6666667,14927721.44543826,0.05332166666666666,0.008351345660031881,111,0.0,695968,0.0,2981920,0.0,2981888,0.0,1.45303,0.03093768170047648,45.82553,1.2763497888133968,1,0.0,64.930934,3.436486016430008,16.980720333333334,1.8240214297582513,639936,0.0,0.8833333333333333,0.09788408680849672,194.25529633333332,5.767179980961269,2928672,0.0,2928640,0.0,3.945836,1.4718874938795423,19.879266333333334,0.9429843478533115,1531978,0.0,639936,0.0,0,0.0,38.540545,2.087339402222601,7442681,0.0,2082080,0.0,7442681,0.0,1423072,0.0,639936,0.0,2063008,0.0
uniform_n10000,pbc,3,30,True,all_planned_processes,10000,19998,17,26,2379,2380,260x238,260,238,260,238,1024,991,32,6.4,26,26,11.216549166666667,0.9217315204016044,0.0371306,0.004038290926864979,9.019586799999999,0.802393507790984,0.021768866666666668,0.0019107363432282675,0.2685962333333333,0.03002429649206345,0.01908666666666667,0.001581507614061133,1.8180204,0.09452115638104519,0.0220989,0.0009761413678356216,24960,0.0,25592,0.0,27040,0.0,27672,0.0,53264,0.0,639936,0.0,1980160,0.0,54986297,0.0,54984633,0.0,1298421077.3333333,10130706.72251237,1298421077.3333333,10130706.72251237,0.6384883333333332,0.017519273852912156,2860,0.0,2163200,0.0,27689792,0.0,27688960,0.0,28.04645833333333,3.8011760967870636,400.3695296666667,37.820866094229764,26,0.0,129.115027,13.513944587226813,51.74865533333333,5.366781097840159,1979328,0.0,0.9128866666666666,0.07541303239051815,783.9116730000001,74.68486392210093,25346880,0.0,25346048,0.0,23.789376,5.909290505128091,37.308324666666664,0.6201584057531877,1946765,0.0,1919808,0.0,0,0.0,107.84491166666668,13.115808953905368,54986297,0.0,6435520,0.0,54986297,0.0,1423072,0.0,639936,0.0,2063008,0.0
uniform_n100000,ab,3,30,True,all_planned_processes,100000,199998,21,21,9552,9560,520x478,520,478,520,478,1024,991,32,6.4,26,21,17.400618066666667,1.4856557715299064,0.03565586666666667,0.003563372449426714,13.702247266666667,1.314531681338481,0.037609366666666665,0.003738009302199947,0.6112301,0.020163061244761436,0.03549586666666667,0.011430721075388608,2.9497759,0.19172709260250628,0.0188784,0.0029820089553856143,40320,0.0,40832,0.0,43680,0.0,44192,0.0,85024,0.0,6399936,0.0,6424320,0.0,101889608,0.0,101888264,0.0,1293583701.3333333,16918767.026677724,1293583701.3333333,16918767.026677724,0.5116106666666667,0.0018647413582943357,2310,0.0,6988800,0.0,44728992,0.0,44728320,0.0,31.33632166666667,4.529550879384995,622.0920160000001,36.37405875143132,21,0.0,666.6769706666666,105.49102422175153,130.06751666666668,7.3745338108477965,6418944,0.0,0.95959,0.10700552303970108,2040.5242273333333,110.08361111710741,41116320,0.0,41115648,0.0,32.194386,4.835535740638464,202.24625933333334,20.701218997780895,16041986,0.0,6399936,0.0,0,0.0,334.2199303333333,10.693855580324593,101889608,0.0,20879040,0.0,101889608,0.0,14753044,0.0,6399936,0.0,21152980,0.0
uniform_n100000,first_fit,3,30,True,all_planned_processes,100000,199998,21,21,52876,52900,1196x1150,1196,1150,1196,1150,1024,991,32,6.4,26,21,36.671752633333334,1.1304899234810624,0.0232677,0.002028319701131949,27.82677453333333,1.2226035366244048,0.06095866666666667,0.004599127923132095,2.4761620333333334,0.01214187271154377,0.057614066666666665,0.0013980426757911693,6.195555933333334,0.11138393115388472,0.018431533333333333,0.0009824775281569217,96768,0.0,97280,0.0,100464,0.0,100976,0.0,198256,0.0,6399936,0.0,35548800,0.0,217839188,0.0,217837844,0.0,1294052010.6666667,16118247.83471818,1294052010.6666667,16118247.83471818,0.6842783333333332,0.04488565122991233,2315,0.0,38578176,0.0,102875808,0.0,102875136,0.0,74.01282966666666,5.056243587846839,1490.74966,58.660915906189366,21,0.0,640.2718676666667,2.109918565956814,178.835965,7.142269095103786,35532672,0.0,1.135955,0.23462503448907573,5038.22323,72.46218830717523,98919072,0.0,98918400,0.0,83.84181566666668,17.417097110627438,210.84668433333334,5.258032187042721,16041993,0.0,6399936,0.0,0,0.0,2337.124951,2.020952758873177,217839188,0.0,115533600,0.0,217839188,0.0,14753044,0.0,6399936,0.0,21152980,0.0
uniform_n100000,flat,3,30,True,all_planned_processes,100000,199998,21,1,199998,200024,2288x2273,2288,2273,2288,2273,1024,991,32,6.4,26,21,63.070659899999995,1.1253905051404265,0.03163673333333333,0.0034737629543958996,51.109905266666665,0.7210411780787878,0.15017633333333333,0.026933764396818598,5.882637333333333,0.45185233620006127,0.12997506666666667,0.012887273800666033,5.7325444333333335,0.3207779023812164,0.019729466666666667,0.0017409514132603842,191016,0.0,191528,0.0,192192,0.0,192704,0.0,384232,0.0,6399936,0.0,6400768,0.0,34723981,0.0,34723917,0.0,1293978282.6666667,16163075.67421069,1293978282.6666667,16163075.67421069,0.071057,0.011314922580380297,113,0.0,6937216,0.0,9371680,0.0,9371648,0.0,5.778838666666667,1.1639098547814315,131.34936466666667,3.76753950075979,1,0.0,697.838311,34.72590065330522,109.45051233333334,5.4652140985240765,6399936,0.0,0.8713040000000001,0.07521331772365848,1689.1865243333332,66.16001300786152,9310240,0.0,9310208,0.0,12.526953666666666,2.4993512023771953,227.37768533333332,28.139709271130446,16041948,0.0,6399936,0.0,0,0.0,485.87853366666667,17.14614726396149,34723981,0.0,20802496,0.0,34723981,0.0,14753044,0.0,6399936,0.0,21152980,0.0
uniform_n100000,pbc,3,30,True,all_planned_processes,100000,199998,21,32,18993,19008,702x704,702,704,702,704,1024,991,32,6.4,26,32,38.1866123,3.3504051235741916,0.04926373333333333,0.0016644360526416545,30.31073706666667,3.122465102333972,0.0780242,0.008897343747433839,1.6297273,0.09680824651541833,0.0639622,0.0048778849627681906,6.017023366666667,0.21879765942050988,0.027304233333333334,0.008308164580900727,90240,0.0,91016,0.0,89856,0.0,90632,0.0,181648,0.0,6399936,0.0,19464192,0.0,204924854,0.0,204922806,0.0,1294154410.6666667,16494026.124553742,1294154410.6666667,16494026.124553742,0.8041173333333334,0.036987362630138104,3552,0.0,21116160,0.0,92013568,0.0,92012544,0.0,72.34499599999998,2.1424970487393766,1408.8898199999999,70.90132988815678,32,0.0,1190.1778813333333,22.28376307040888,418.2436906666667,10.538535615793464,19448832,0.0,0.9623463333333333,0.25381555039503256,4707.415016666667,149.82820089104655,92275712,0.0,92274688,0.0,82.40893799999999,3.162304545305705,377.6677636666667,12.737815883790464,20632022,0.0,19199808,0.0,0,0.0,1114.1920636666666,59.92736948660298,204924854,0.0,63258624,0.0,204924854,0.0,14753044,0.0,6399936,0.0,21152980,0.0
