case,method,repeat,leaves,records,m,buckets,max_bucket,rounded_entries,pir_dimensions,L,M,matrix_rows,matrix_cols,lwe_dimension,plaintext_modulus,ciphertext_logq,noise_sigma,base_p_digits,PIR_calls,proofs,serialized_proof_wall_ms,route_ms,query_ms,query_roundtrip_ms,answer_ms,answer_roundtrip_ms,decode_ms,proof_verify_ms,query_matrix_payload_bytes,query_framed_bytes,answer_matrix_payload_bytes,answer_framed_bytes,online_framed_bytes,active_digest_payload_bytes,backend_rounded_raw_payload_bytes,bootstrap_framed_components_bytes,bootstrap_payload_bytes,combined_peak_rss_after_setup_bytes,combined_peak_rss_final_bytes,db_info_roundtrip_ms,db_info_serialized_bytes,encoded_db_bytes,hint_framed_bytes,hint_matrix_bytes,hint_roundtrip_ms,init_public_A_ms,initialized_databases,input_read_validate_ms,make_database_ms,max_padded_bucket_payload_bytes,parameter_selection_ms,persistent_setup_wall_ms,public_A_framed_bytes,public_A_matrix_bytes,public_A_roundtrip_ms,public_metadata_roundtrip_and_directory_ms,public_metadata_serialized_bytes,replicated_record_payload_bytes,setup_client_to_server_bytes,setup_hint_and_squish_ms,setup_server_to_client_serialized_components_bytes,unsquished_db_matrix_bytes,setup_serialized_payload_bytes,common_metadata_payload_bytes,digest_only_cache_bytes,full_cache_reference_bytes,source_input_sha256,result_sha256
uniform_n1000,first_fit,2,1000,1998,13,13,580,580,130x116,130,116,130,116,1024,991,32,6.4,26,13,10,3.0716940999999998,0.0151847,2.4561676,0.0091046,0.0485294,0.0097866,0.5146237,0.0137581,6084,6404,6760,7080,13484,63936,241280,13254273,13253441,1310109696,1310109696,0.301867,1405,263640,6922656,6922240,6.674109000000001,98.88933,13,7.354658,5.853022,241280,1.389282,143.06736,6177184,6176768,5.35374,2.445297,153028,63936,0,14.535498999999998,13254273,784160,13254273,144091,63936,208027,21e636579a0561eb10324c231f477c083c24d824febe07fcaf0acd1c3ed54999,721fd8ed39b037ff761de3188b54076f216dfb3d317e1e0d4e510aebdf379b36
uniform_n1000,pbc,2,1000,1998,13,20,341,344,104x86,104,86,104,86,1024,991,32,6.4,26,20,10,3.9497296,0.0239548,3.1951996,0.0146278,0.0495023,0.0200204,0.6252103,0.0156927,6960,7448,8320,8808,16256,63936,220160,15758016,15756736,1310093312,1310093312,0.41463800000000006,2160,241280,8520320,8519680,7.784144000000001,107.26922499999999,20,14.024887,11.215391,218240,1.046713,164.833784,7045760,7045120,5.685981999999999,4.5874,189776,191808,0,12.293120000000002,15758016,715520,15758016,144091,63936,208027,c20effd6c7d24a378edba641a663f4434bc88eb37d4f2a4b89f56fc77019b69b,af04c9a78e610adee5fa70f7bf97f7406956fabd7146665e0d3b176898919bcf
uniform_n1000,flat,2,1000,1998,13,1,1998,1998,234x222,234,222,234,222,1024,991,32,6.4,26,13,10,3.784396,0.0132152,3.4137827,0.0105448,0.0391786,0.0324466,0.2591813,0.0126979,11544,11864,12168,12488,24352,63936,63936,2020949,2020885,1310203904,1310203904,0.049426,110,69264,958496,958464,0.894246,16.133216,1,7.381015,1.336662,63936,1.256437,34.039312,909344,909312,1.258126,2.514654,152999,63936,0,3.060699,2020949,207792,2020949,144091,63936,208027,caa37baaae4674569928c71f36a25296d91f11e36b02c1528a772924e1f81ddf,87fa5e36e543decd9f0058818f4b088f178fad6130e7e3fc3b253002c2c159ee
uniform_n1000,ab,2,1000,1998,13,13,154,156,78x52,78,52,78,52,1024,991,32,6.4,26,13,10,1.8571301,0.0140284,1.4999388,0.006905,0.0184703,0.0041947,0.2970845,0.013351700000000001,2808,3128,4056,4376,7504,63936,64896,7077497,7076665,1310109696,1310109696,0.24651700000000001,1404,73008,4153760,4153344,3.3946819999999995,42.133385,13,9.623374,4.475573,64064,1.185656,69.565746,2769312,2768896,1.974218,2.512705,153021,63936,0,3.7070549999999995,7077497,210912,7077497,144091,63936,208027,bf11d2133d04c85bb829957c34fc019dddf05dabea408fc577071d99c5a3ba34,53c3604c0eb1636ee45e820d3f9b8d139c97ffab39abc698a894154c225ad3a5
cluster90_n10000,ab,2,10000,19998,27,27,1088,1092,182x156,182,156,182,156,1024,991,32,6.4,26,27,10,9.1978285,0.0270755,7.4919139,0.0190535,0.1784656,0.0240236,1.4239134,0.0243792,16848,17504,19656,20312,37816,639936,943488,38898781,38897053,1310711808,1310711808,0.614754,2951,1022112,20128608,20127744,23.492376999999998,277.79833500000007,27,65.723418,24.453222999999998,940032,0.85914,482.6325,17253216,17252352,15.876783999999999,17.382167,1514006,639936,0,54.432081999999994,38898781,3066336,38898781,1405050,639936,2044986,d4588d1c4bb9ecaedbed4581d4d4ab3d09eb4ac3c2e5accc19ca96944672f913,5abe4de2018e3fce03d99e73ca271c826f1e6d40d1ad19dc8972873b4d5f09f0
cluster90_n10000,pbc,2,10000,19998,27,41,1538,1544,208x193,208,193,208,193,1024,991,32,6.4,26,41,10,17.4152273,0.0473621,14.3187247,0.0357742,0.3223585,0.032688,2.6278897,0.020731799999999998,31980,32972,34112,35104,68076,639936,2025728,69286872,69284248,1310314496,1310314496,1.026478,4510,2217280,34932000,34930688,43.025286,618.3008320000002,41,148.170444,64.436113,2017856,1.50591,1088.776255,32412960,32411648,36.687304,38.650463,1937402,1919808,0,131.924242,69286872,6583616,69286872,1405050,639936,2044986,feb355ee4f0509c040579231170eafeca1de72fcd245f55d4ad7ec7df0fb25f9,fbb874a1e3d81be059e2340fdd799ae190ca39244113573a0f4062ff8aee9cc5
cluster90_n10000,flat,2,10000,19998,27,1,19998,20020,728x715,728,715,728,715,1024,991,32,6.4,26,27,10,25.5233997,0.0346283,22.8907134,0.0800956,0.7777778,0.0941107,1.6142058,0.0237844,77436,78092,78624,79280,157372,639936,640640,7424659,7424595,1309884416,1309884416,0.064736,111,695968,2981920,2981888,1.516361,48.134357,1,64.612992,12.167283,639936,0.898545,189.690764,2928672,2928640,3.010418,20.537323,1513956,639936,0,37.110388,7424659,2082080,7424659,1405050,639936,2044986,e40277b87f34bd2a6b1f3afcd6ace6aaeab096ef5bc772477db2fd200028e77c,550f8fbb7311d25b9391b364f03e7c07911f4588887b7c3ad974f3aef5a7b735
cluster90_n10000,first_fit,2,10000,19998,27,27,5202,5205,390x347,390,347,390,347,1024,991,32,6.4,26,27,10,17.3627348,0.0339765,13.8424666,0.02798,0.5129643,0.0259422,2.884076,0.0209683,37584,38240,42120,42776,81016,639936,4497120,83024979,83023251,1309749248,1309749248,0.8437639999999998,2934,4885920,43131744,43130880,43.988196,640.8699110000001,27,62.352364,31.491135,4494528,0.987632,1083.305934,38376288,38375424,31.250863,19.928711,1514013,639936,0,249.059346,83024979,14615640,83024979,1405050,639936,2044986,e00d0b01e68e6932b52b34e5d2658c67f63941ec0ec2f0981316ecd2b5e30050,b4e6c84df800cca82140492fa481d6b2369f2bbe154a5ae21e91e6042234cfeb
prefix64_n10000,ab,2,10000,19998,17,17,1181,1183,182x169,182,169,182,169,1024,991,32,6.4,26,17,10,5.4487428,0.0217076,4.3948972,0.0106275,0.0860761,0.0086166,0.9054917,0.0158873,11628,12044,12376,12792,24836,639936,643552,25955805,25954717,1309818880,1309818880,0.38557500000000006,1870,705432,12673568,12673024,11.928216,181.495076,17,72.734919,19.702142,642464,0.92252,350.973645,11768352,11767808,8.661931,19.372761,1512015,639936,0,33.738057999999995,25955805,2091544,25955805,1403079,639936,2043015,6dde51bacf86416045e48860f0ece593123af65926bea964cdd2351763ce9c9d,0779740ea9e3bece186ee6659ac9104ae268cce40b7881de416d37b916360ee2
prefix64_n10000,pbc,2,10000,19998,17,26,2379,2380,260x238,260,238,260,238,1024,991,32,6.4,26,26,10,11.1594271,0.0314069,8.8760459,0.0212247,0.2417457,0.0185528,1.9368155,0.0258639,24960,25592,27040,27672,53264,639936,1980160,54966304,54964640,1310302208,1310302208,0.6286499999999999,2860,2163200,27689792,27688960,25.608165000000003,383.83624299999997,26,147.452383,51.46770599999999,1979328,0.941906,778.122249,25346880,25346048,16.663931,46.010016,1926772,1919808,0,100.894936,54966304,6435520,54966304,1403079,639936,2043015,42b9310ebd46743bc9106c72d474b7600d1467bbe4e2542f1986863a848b465a,d35961f75a90c38b5d0db5e784edee5fac457600acd7873264509b7a862b3b99
prefix64_n10000,first_fit,2,10000,19998,17,17,5738,5745,390x383,390,383,390,383,1024,991,32,6.4,26,17,10,11.4913959,0.0244604,9.1659858,0.020937400000000002,0.281418,0.0195594,1.9490009,0.0206877,26112,26528,26520,26936,53464,639936,3125280,55340495,55339407,1309810688,1309810688,0.45952499999999996,1849,3394560,27157024,27156480,22.692631,393.419147,17,70.449465,21.605268000000002,3121472,1.101691,712.74586,26669600,26669056,19.960383,19.804731,1512022,639936,0,161.30394399999997,55340495,10157160,55340495,1403079,639936,2043015,430ad54f2f65d1a86f880514495865d5dbd6ebadbd855300f1c0028bdcb873ad,3f1444f18b0f8d4289c7a03da365662605c28bab653e85ed1af143992349a6f2
prefix64_n10000,flat,2,10000,19998,17,1,19998,20020,728x715,728,715,728,715,1024,991,32,6.4,26,17,10,16.068012,0.0241661,14.1646653,0.0561375,0.6100393,0.041371,1.1448551,0.0195717,48756,49172,49504,49920,99092,639936,640640,7422688,7422624,1309732864,1309732864,0.057268,111,695968,2981920,2981888,1.579761,51.316937,1,65.861123,13.29126,639936,1.633876,205.747832,2928672,2928640,3.402527,22.614703,1511985,639936,0,44.28631,7422688,2082080,7422688,1403079,639936,2043015,1c4ea69ba9865383f0db3641a4ac1928cdbb8abf5780e8ed11d1dabc0e9ab8fd,260050f7b2c100f93efe72cc2faef1c333148f4953ccb147617670e87bdc489e
uniform_n100000,pbc,2,100000,199998,21,32,18993,19008,702x704,702,704,702,704,1024,991,32,6.4,26,32,10,39.9586784,0.0482756,32.140897100000004,0.08034580000000001,1.5503583,0.0694768,6.036939100000001,0.0225405,90240,91016,89856,90632,181648,6399936,19464192,204924854,204922806,1310519296,1310519296,0.7634599999999999,3552,21116160,92013568,92012544,72.76783899999998,1478.6030409999996,32,1184.803049,419.741652,19448832,0.851878,4828.052416,92275712,92274688,85.86834200000003,382.035676,20632022,19199808,0,1155.746851,204924854,63258624,204924854,14753044,6399936,21152980,74c289b5ab2ea31c0ad941fe5f72e54c011cdf86b3e2affd6f1a36a8caf538ef,f297adea57c075713896e7d285ac38208e50266429fcbf325636370327c1771b
uniform_n100000,first_fit,2,100000,199998,21,21,52876,52900,1196x1150,1196,1150,1196,1150,1024,991,32,6.4,26,21,10,35.7150465,0.0220941,26.7258869,0.0660732,2.4866831,0.0582239,6.3236546,0.0173842,96768,97280,100464,100976,198256,6399936,35548800,217839188,217837844,1309896704,1309896704,0.6764559999999998,2315,38578176,102875808,102875136,71.16813,1505.245658,21,642.687537,177.848615,35532672,1.036667,5075.587367,98919072,98918400,103.87448100000002,211.527841,16041993,6399936,0,2339.1734429999997,217839188,115533600,217839188,14753044,6399936,21152980,d92f0fc2b3ad84b6b96770e805517d3d793e6cd0e9db7882d0fb24fec9fe77b8,70b5dbeb550c9a124a18ce90ec1448e6a364b69e5c7b0380eead53f18cd5c1f7
uniform_n100000,ab,2,100000,199998,21,21,9552,9560,520x478,520,478,520,478,1024,991,32,6.4,26,21,10,15.6956641,0.0316496,12.1847586,0.0385967,0.5889485,0.024858,2.8016888,0.0162964,40320,40832,43680,44192,85024,6399936,6424320,101889608,101888264,1309925376,1309925376,0.513762,2310,6988800,44728992,44728320,32.074405,580.0933239999999,21,753.216995,135.187988,6418944,0.836214,2115.581961,41116320,41115648,33.46257,223.029097,16041986,6399936,0,334.65583000000004,101889608,20879040,101889608,14753044,6399936,21152980,d31201ec08209a7af5b7a6f8ea8dccab4acc62102848bf93a35da8964eee38d5,151e5bc961f526d2ab9f4bde08f1a9452bd5dc1e6295f11617dd9c217f73e4aa
uniform_n100000,flat,2,100000,199998,21,1,199998,200024,2288x2273,2288,2273,2288,2273,1024,991,32,6.4,26,21,10,64.3118313,0.0307742,51.7447415,0.141433,6.3756794,0.1153866,5.8658231,0.0217125,191016,191528,192192,192704,384232,6399936,6400768,34723981,34723917,1309831168,1309831168,0.05804,113,6937216,9371680,9371648,6.28042,132.515996,1,712.617396,115.021578,6399936,0.95347,1763.486839,9310240,9310208,13.489168,258.748806,16041948,6399936,0,504.312571,34723981,20802496,34723981,14753044,6399936,21152980,4bb68311ad2c694fa7043566357af29283e63f759c911df84d8150829f117fa2,cd781408a44a45f0227fcaee8817eb2e15393e4d4bd50c3eb5cadf2447503b8d
complete_h14,first_fit,2,16384,32766,14,14,16384,16406,676x631,676,631,676,631,1024,991,32,6.4,26,14,10,14.068260800000001,0.0178853,10.7580689,0.0289957,0.6311514,0.0248546,2.5910290000000002,0.0072232,35448,35792,37856,38200,73992,1048512,7349888,76966202,76965306,1309831168,1309831168,0.47621,1523,7987616,38764992,38764544,25.639859,575.8535949999999,14,98.154398,27.593602999999998,7340032,0.927765,1204.498127,36184512,36184064,35.40013,27.745487,2015175,1048512,0,409.45462,76966202,23887136,76966202,1829630,1048512,2878142,4d3b489950233807ca379a59976b048701aaa38f6cdb7f80ae0a90cdd69e938d,9bf1b43fd11795c790c100fd57f9b3c0565432c3dfd7a3f339e326df48300235
complete_h14,pbc,2,16384,32766,14,21,4789,4802,364x343,364,343,364,343,1024,991,32,6.4,26,21,10,13.3558985,0.0343051,10.7723391,0.0255702,0.3977012,0.019079,2.0904854999999998,0.0072029,28980,29492,30576,31088,60580,1048512,3226944,63516720,63515376,1310240768,1310240768,0.5927429999999999,2310,3516240,31310496,31309824,22.880885999999993,459.06319600000006,21,217.787645,80.20172000000001,3218208,1.057862,1036.563789,29504160,29503488,21.28187,59.850015,2699754,3145536,0,167.021767,63516720,10487568,63516720,1829630,1048512,2878142,9b65bdcff9eea52052f3ab5c19130036433bbea63a977e89a0c41c9ff1fd180c,2efb988d3a9462936852d311ad1f28d6a345996427b944565e3757bcfa666f65
complete_h14,flat,2,16384,32766,14,1,32766,32796,936x911,936,911,936,911,1024,991,32,6.4,26,14,10,15.6886379,0.0228276,13.7136081,0.0567352,0.6352937,0.0319798,1.2136562,0.0079536,51072,51416,52416,52760,104176,1048512,1049472,9580631,9580567,1309794304,1309794304,0.252464,111,1138176,3833888,3833856,1.857626,66.581419,1,91.327068,27.465467,1048512,0.925121,304.003094,3731488,3731456,5.701998,34.139418,2015144,1048512,0,72.752729,9580631,3410784,9580631,1829630,1048512,2878142,364a0de102b3a4c45fc5f7e8a3a11f94cac0786be560d1890cb66d2007725814,33c391560825bce1bc3f04e7b124d7f71cc87ad506e0989ae84b0f1430eca54f
complete_h14,ab,2,16384,32766,14,14,2354,2360,260x236,260,236,260,236,1024,991,32,6.4,26,14,10,5.7541471,0.020969599999999998,4.3888354,0.0104367,0.174442,0.0118262,1.1341323,0.0071684,13272,13616,14560,14904,28520,1048512,1057280,30460228,30459332,1309741056,1309741056,0.40076700000000004,1540,1150240,14909888,14909440,19.557609999999997,205.469451,14,117.90944,29.063136000000004,1054592,1.107666,480.050129,13533632,13533184,13.702526000000002,32.432106,2015168,1048512,0,57.485039,30460228,3436160,30460228,1829630,1048512,2878142,bef523467ce3e08d926a9e1de8466669774f68650d761645a9a7b96803a5ff7a,efa9d9c4124d745b9fb5729ad6045e9594e2b45e1f509fe82cd503d918b1701d
