case,method,repeat,target_id,warmup,ordinal,process_complete,included_in_performance,serialized_proof_wall_ms,route_ms,query_ms,query_roundtrip_ms,answer_ms,answer_roundtrip_ms,decode_ms,proof_verify_ms,query_matrix_payload_bytes,query_framed_bytes,answer_matrix_payload_bytes,answer_framed_bytes,online_framed_bytes,real_records,PIR_calls,root_independently_verified,three_negatives_independently_verified
uniform_n1000,first_fit,0,798,False,3,True,True,4.153892,0.012429,2.48869,0.005321,0.039797,0.997981,0.587229,0.014394,6084,6404,6760,7080,13484,13,13,True,True
uniform_n1000,first_fit,0,770,False,4,True,True,3.526334,0.01346,2.936973,0.008238,0.049859,0.010167,0.491122,0.013736,6084,6404,6760,7080,13484,10,13,True,True
uniform_n1000,first_fit,0,376,False,5,True,True,4.14632,0.018578,3.247847,0.02382,0.049941,0.010659,0.737929,0.05328,6084,6404,6760,7080,13484,9,13,True,True
uniform_n1000,first_fit,0,976,False,6,True,True,3.372502,0.034386,2.75166,0.011081,0.046281,0.009434,0.500861,0.015154,6084,6404,6760,7080,13484,9,13,True,True
uniform_n1000,first_fit,0,468,False,7,True,True,4.054177,0.01494,3.364209,0.051969,0.078643,0.009876,0.517021,0.013522,6084,6404,6760,7080,13484,11,13,True,True
uniform_n1000,first_fit,0,759,False,8,True,True,3.293736,0.021959,2.581206,0.011413,0.042012,0.013338,0.604601,0.016014,6084,6404,6760,7080,13484,10,13,True,True
uniform_n1000,first_fit,0,514,False,9,True,True,3.948441,0.0162,3.032616,0.008228,0.048022,0.00988,0.814553,0.015082,6084,6404,6760,7080,13484,11,13,True,True
uniform_n1000,first_fit,0,292,False,10,True,True,3.357195,0.014475,2.723468,0.010983,0.047244,0.010033,0.514226,0.015298,6084,6404,6760,7080,13484,10,13,True,True
uniform_n1000,first_fit,0,46,False,11,True,True,4.244266,0.017336,3.608188,0.02039,0.065426,0.007279,0.503144,0.017429,6084,6404,6760,7080,13484,10,13,True,True
uniform_n1000,flat,0,916,False,2,True,True,3.831596,0.014095,3.514236,0.006873,0.056187,0.007124,0.2183,0.012712,11544,11864,12168,12488,24352,11,13,True,True
uniform_n1000,flat,0,798,False,3,True,True,5.454774,0.012593,5.058853,0.017534,0.044735,0.007099,0.293702,0.015492,11544,11864,12168,12488,24352,13,13,True,True
uniform_n1000,flat,0,770,False,4,True,True,5.422838,0.0153,4.670407,0.013883,0.05679,0.021517,0.52663,0.014819,11544,11864,12168,12488,24352,10,13,True,True
uniform_n1000,flat,0,376,False,5,True,True,4.300732,0.020306,3.949872,0.013308,0.090067,0.011367,0.197424,0.012843,11544,11864,12168,12488,24352,9,13,True,True
uniform_n1000,flat,0,976,False,6,True,True,4.25922,0.01481,3.928323,0.013699,0.042462,0.009908,0.234268,0.01323,11544,11864,12168,12488,24352,9,13,True,True
uniform_n1000,flat,0,468,False,7,True,True,4.550815,0.016918,4.140215,0.011264,0.043907,0.018334,0.297036,0.01725,11544,11864,12168,12488,24352,11,13,True,True
uniform_n1000,flat,0,759,False,8,True,True,4.794558,0.029013,4.40665,0.008401,0.050641,0.033559,0.250249,0.013592,11544,11864,12168,12488,24352,10,13,True,True
uniform_n1000,flat,0,514,False,9,True,True,4.070532,0.018105,3.724714,0.014043,0.046727,0.008287,0.238944,0.016561,11544,11864,12168,12488,24352,11,13,True,True
uniform_n1000,flat,0,292,False,10,True,True,4.238818,0.014358,3.925948,0.008918,0.043436,0.009067,0.217992,0.015606,11544,11864,12168,12488,24352,10,13,True,True
uniform_n1000,flat,0,46,False,11,True,True,4.339615,0.014327,4.019764,0.010613,0.042927,0.007245,0.227949,0.014351,11544,11864,12168,12488,24352,10,13,True,True
uniform_n1000,pbc,0,916,False,2,True,True,6.372732,0.059756,4.396113,0.024672,0.050603,0.007735,1.812545,0.01606,6960,7448,8320,8808,16256,11,20,True,True
uniform_n1000,pbc,0,798,False,3,True,True,4.986609,0.029536,4.115116,0.009717,0.07648,0.008569,0.706734,0.021568,6960,7448,8320,8808,16256,13,20,True,True
uniform_n1000,pbc,0,770,False,4,True,True,5.486206,0.026094,4.504828,0.009142,0.057673,0.009144,0.848575,0.025833,6960,7448,8320,8808,16256,10,20,True,True
uniform_n1000,pbc,0,376,False,5,True,True,5.706243,0.030949,4.787856,0.04866,0.066716,0.011746,0.73102,0.0226,6960,7448,8320,8808,16256,9,20,True,True
uniform_n1000,pbc,0,976,False,6,True,True,5.363191,0.027374,4.490417,0.016035,0.055431,0.019005,0.732122,0.018098,6960,7448,8320,8808,16256,9,20,True,True
uniform_n1000,pbc,0,468,False,7,True,True,4.764968,0.05234,3.894717,0.02866,0.063514,0.013389,0.692577,0.016687,6960,7448,8320,8808,16256,11,20,True,True
uniform_n1000,pbc,0,759,False,8,True,True,5.203217,0.023014,4.141402,0.016485,0.055767,0.012743,0.916055,0.033143,6960,7448,8320,8808,16256,10,20,True,True
uniform_n1000,pbc,0,514,False,9,True,True,6.902447,0.043841,5.909415,0.018805,0.069201,0.022576,0.803341,0.029465,6960,7448,8320,8808,16256,11,20,True,True
uniform_n1000,pbc,0,292,False,10,True,True,8.250246,0.047427,7.278941,0.02023,0.073267,0.0298,0.760138,0.028736,6960,7448,8320,8808,16256,10,20,True,True
uniform_n1000,pbc,0,46,False,11,True,True,5.294706,0.032546,4.534587,0.007643,0.052793,0.008231,0.640533,0.015212,6960,7448,8320,8808,16256,10,20,True,True
uniform_n1000,ab,0,916,False,2,True,True,1.766855,0.014618,1.461453,0.008994,0.018846,0.00324,0.244679,0.012621,2808,3128,4056,4376,7504,11,13,True,True
uniform_n1000,ab,0,798,False,3,True,True,1.62619,0.010562,1.419647,0.002848,0.00871,0.00947,0.154573,0.012507,2808,3128,4056,4376,7504,13,13,True,True
uniform_n1000,ab,0,770,False,4,True,True,2.228649,0.011734,1.794761,0.003856,0.0201,0.003843,0.376839,0.013896,2808,3128,4056,4376,7504,10,13,True,True
uniform_n1000,ab,0,376,False,5,True,True,1.827058,0.014622,1.478852,0.019584,0.020046,0.003559,0.274217,0.013426,2808,3128,4056,4376,7504,9,13,True,True
uniform_n1000,ab,0,976,False,6,True,True,1.521551,0.0121,1.351738,0.003329,0.008106,0.003019,0.129433,0.012021,2808,3128,4056,4376,7504,9,13,True,True
uniform_n1000,ab,0,468,False,7,True,True,2.353957,0.016012,1.829246,0.004723,0.016751,0.003549,0.465099,0.013823,2808,3128,4056,4376,7504,11,13,True,True
uniform_n1000,ab,0,759,False,8,True,True,2.864531,0.014562,2.267662,0.03993,0.015908,0.00433,0.505651,0.012794,2808,3128,4056,4376,7504,10,13,True,True
uniform_n1000,ab,0,514,False,9,True,True,1.689379,0.01258,1.414134,0.003952,0.015534,0.002776,0.226429,0.012321,2808,3128,4056,4376,7504,11,13,True,True
uniform_n1000,ab,0,292,False,10,True,True,1.652268,0.012013,1.47306,0.00304,0.008615,0.003309,0.134708,0.015993,2808,3128,4056,4376,7504,10,13,True,True
uniform_n1000,ab,0,46,False,11,True,True,2.201207,0.013334,1.648295,0.005728,0.022868,0.003263,0.491758,0.013072,2808,3128,4056,4376,7504,10,13,True,True
complete_h10,first_fit,0,71,False,2,True,True,4.604146,0.032492,3.441961,0.00714,0.056156,0.007385,1.029959,0.024904,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,0,431,False,3,True,True,4.829262,0.01655,3.078154,0.007518,0.062848,0.007957,1.638913,0.006059,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,0,66,False,4,True,True,4.044073,0.016203,3.337317,0.014604,0.059176,0.006673,0.600696,0.005366,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,0,181,False,5,True,True,3.364783,0.018245,2.734344,0.006448,0.057541,0.006431,0.534063,0.004349,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,0,466,False,6,True,True,3.31657,0.013921,2.346139,0.005855,0.05694,0.005376,0.880402,0.004807,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,0,934,False,7,True,True,3.026174,0.0396,2.411154,0.005153,0.052098,0.005202,0.5068,0.003387,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,0,40,False,8,True,True,3.556139,0.013068,2.839434,0.015047,0.059205,0.013596,0.608265,0.004308,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,0,187,False,9,True,True,3.952085,0.02157,3.326222,0.008355,0.0537,0.029871,0.504969,0.003837,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,0,694,False,10,True,True,3.864671,0.012569,2.978825,0.018066,0.062276,0.013897,0.750833,0.006236,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,0,753,False,11,True,True,3.065923,0.018504,2.385694,0.008494,0.106268,0.01376,0.521833,0.004467,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,flat,0,71,False,2,True,True,3.703885,0.01345,3.390482,0.032078,0.036385,0.005937,0.219872,0.002973,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,0,431,False,3,True,True,2.880668,0.017753,2.6171,0.006583,0.034779,0.005662,0.193385,0.003023,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,0,66,False,4,True,True,2.722111,0.012126,2.51505,0.006745,0.030749,0.007039,0.146481,0.002234,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,0,181,False,5,True,True,3.502646,0.01078,3.189134,0.007705,0.037585,0.005414,0.244305,0.004404,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,0,466,False,6,True,True,3.808319,0.027542,3.498156,0.007662,0.035554,0.037154,0.192396,0.00326,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,0,934,False,7,True,True,3.688359,0.014164,3.386443,0.006787,0.069152,0.0116,0.192344,0.004408,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,0,40,False,8,True,True,2.773434,0.01468,2.57284,0.005639,0.033505,0.005447,0.137557,0.002114,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,0,187,False,9,True,True,3.192927,0.011329,2.940116,0.006956,0.03708,0.005284,0.185571,0.003733,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,0,694,False,10,True,True,3.475042,0.022936,3.2142,0.006608,0.034884,0.00566,0.175537,0.010311,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,0,753,False,11,True,True,4.08416,0.011809,3.786067,0.008819,0.037988,0.012251,0.216658,0.005493,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,pbc,0,71,False,2,True,True,4.821162,0.022774,2.927495,0.006271,1.356795,0.026441,0.469021,0.006659,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,0,431,False,3,True,True,3.363713,0.039527,2.699458,0.006248,0.045889,0.007203,0.548974,0.004052,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,0,66,False,4,True,True,3.160793,0.016433,2.409036,0.025635,0.05009,0.006784,0.642277,0.006597,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,0,181,False,5,True,True,2.961086,0.017388,2.345568,0.007339,0.040562,0.010959,0.531842,0.004253,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,0,466,False,6,True,True,4.645402,0.034901,2.738528,0.005969,0.042728,0.010602,1.795758,0.0068,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,0,934,False,7,True,True,3.59054,0.086051,2.865517,0.007889,0.05206,0.011613,0.559082,0.004019,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,0,40,False,8,True,True,3.4878,0.01963,2.682945,0.010981,0.056442,0.016263,0.690858,0.004801,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,0,187,False,9,True,True,3.457411,0.028147,2.728202,0.010859,0.048492,0.015615,0.597304,0.025243,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,0,694,False,10,True,True,4.974352,0.024837,4.053304,0.01715,0.059987,0.016372,0.770681,0.006971,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,0,753,False,11,True,True,5.31766,0.031945,4.062934,0.015246,0.062068,0.245383,0.81959,0.007104,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,ab,0,71,False,2,True,True,1.625786,0.010307,1.436458,0.003611,0.01025,0.002881,0.147968,0.011717,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,0,431,False,3,True,True,1.782515,0.010962,1.487667,0.00402,0.016079,0.002507,0.242428,0.003927,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,0,66,False,4,True,True,1.586693,0.012466,1.326055,0.003809,0.0111,0.002403,0.224633,0.003159,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,0,181,False,5,True,True,1.41541,0.012365,1.239987,0.003084,0.009215,0.002548,0.144113,0.002191,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,0,466,False,6,True,True,1.297867,0.011839,1.178001,0.003356,0.007186,0.003428,0.089244,0.003425,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,0,934,False,7,True,True,1.394687,0.015538,1.235242,0.002917,0.006852,0.015047,0.114639,0.002557,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,0,40,False,8,True,True,2.631105,0.01187,2.310861,0.051902,0.014583,0.003821,0.230747,0.004237,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,0,187,False,9,True,True,1.939005,0.015264,1.661395,0.003762,0.016101,0.003107,0.233318,0.003065,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,0,694,False,10,True,True,1.69633,0.01536,1.548448,0.004073,0.008962,0.002782,0.112089,0.00283,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,0,753,False,11,True,True,1.611162,0.013836,1.471903,0.003068,0.006979,0.003135,0.108201,0.002471,2760,3008,3120,3368,6376,10,10,True,True
cluster90_n10000,pbc,0,4238,False,2,True,True,21.079746,0.058422,18.104387,0.026834,0.260192,0.019597,2.584092,0.018763,31980,32972,34112,35104,68076,23,41,True,True
cluster90_n10000,pbc,0,6995,False,3,True,True,16.501676,0.045455,13.112808,0.026153,0.480179,0.024257,2.776442,0.018727,31980,32972,34112,35104,68076,22,41,True,True
cluster90_n10000,pbc,0,741,False,4,True,True,19.37916,0.046298,15.53949,0.040677,0.356232,0.032133,3.326777,0.028099,31980,32972,34112,35104,68076,25,41,True,True
cluster90_n10000,pbc,0,3652,False,5,True,True,20.30682,0.077328,17.476326,0.02791,0.2928,0.020768,2.383552,0.019241,31980,32972,34112,35104,68076,23,41,True,True
cluster90_n10000,pbc,0,7967,False,6,True,True,15.404006,0.042495,12.138575,0.039202,0.315156,0.026804,2.800895,0.030284,31980,32972,34112,35104,68076,22,41,True,True
cluster90_n10000,pbc,0,9205,False,7,True,True,19.970456,0.060145,17.168492,0.029645,0.30779,0.025222,2.353005,0.018908,31980,32972,34112,35104,68076,11,41,True,True
cluster90_n10000,pbc,0,5982,False,8,True,True,16.608905,0.058313,13.758897,0.033406,0.289364,0.023537,2.414149,0.023652,31980,32972,34112,35104,68076,22,41,True,True
cluster90_n10000,pbc,0,8678,False,9,True,True,19.747942,0.045398,16.986528,0.033415,0.283967,0.02197,2.348754,0.019537,31980,32972,34112,35104,68076,23,41,True,True
cluster90_n10000,pbc,0,3455,False,10,True,True,17.696063,0.037105,14.59434,0.035467,0.314779,0.0291,2.642698,0.028336,31980,32972,34112,35104,68076,25,41,True,True
cluster90_n10000,pbc,0,4684,False,11,True,True,21.061967,0.307307,17.429739,0.036767,0.326449,0.033803,2.892696,0.025871,31980,32972,34112,35104,68076,24,41,True,True
cluster90_n10000,ab,0,4238,False,2,True,True,8.913135,0.053255,7.12094,0.012884,0.187274,0.014994,1.50333,0.015446,16848,17504,19656,20312,37816,23,27,True,True
cluster90_n10000,ab,0,6995,False,3,True,True,8.377121,0.025282,6.608534,0.017068,0.172272,0.013511,1.500215,0.017418,16848,17504,19656,20312,37816,22,27,True,True
cluster90_n10000,ab,0,741,False,4,True,True,8.24011,0.02271,6.420734,0.027768,0.191019,0.016594,1.537474,0.018662,16848,17504,19656,20312,37816,25,27,True,True
cluster90_n10000,ab,0,3652,False,5,True,True,9.506677,0.025644,7.605733,0.015731,0.155767,0.014828,1.662577,0.021791,16848,17504,19656,20312,37816,23,27,True,True
cluster90_n10000,ab,0,7967,False,6,True,True,10.013463,0.043302,8.035886,0.018018,0.1703,0.015849,1.698977,0.022661,16848,17504,19656,20312,37816,22,27,True,True
cluster90_n10000,ab,0,9205,False,7,True,True,9.474976,0.025136,7.857468,0.028518,0.146718,0.012261,1.382675,0.015918,16848,17504,19656,20312,37816,11,27,True,True
cluster90_n10000,ab,0,5982,False,8,True,True,7.779845,0.025881,6.158697,0.01354,0.142034,0.012883,1.408097,0.014764,16848,17504,19656,20312,37816,22,27,True,True
cluster90_n10000,ab,0,8678,False,9,True,True,8.790838,0.023225,6.979293,0.018507,0.205597,0.029285,1.511399,0.016371,16848,17504,19656,20312,37816,23,27,True,True
cluster90_n10000,ab,0,3455,False,10,True,True,9.167552,0.051697,7.300897,0.015881,0.167861,0.022622,1.563402,0.024997,16848,17504,19656,20312,37816,25,27,True,True
cluster90_n10000,ab,0,4684,False,11,True,True,11.660981,0.059291,9.861842,0.017547,0.164874,0.014942,1.513928,0.021038,16848,17504,19656,20312,37816,24,27,True,True
cluster90_n10000,flat,0,4238,False,2,True,True,23.868465,0.03342,21.029252,0.099309,0.753542,0.047108,1.876609,0.019519,77436,78092,78624,79280,157372,23,27,True,True
cluster90_n10000,flat,0,6995,False,3,True,True,24.774322,0.032202,21.839477,0.123541,0.826386,0.250303,1.675012,0.019833,77436,78092,78624,79280,157372,22,27,True,True
cluster90_n10000,flat,0,741,False,4,True,True,26.716976,0.033216,24.082423,0.131732,0.786056,0.052198,1.601045,0.022868,77436,78092,78624,79280,157372,25,27,True,True
cluster90_n10000,flat,0,3652,False,5,True,True,23.722794,0.027537,21.182536,0.057198,0.73476,0.044842,1.611183,0.05759,77436,78092,78624,79280,157372,23,27,True,True
cluster90_n10000,flat,0,7967,False,6,True,True,27.932612,0.029859,25.138084,0.093715,0.89021,0.082582,1.669235,0.021429,77436,78092,78624,79280,157372,22,27,True,True
cluster90_n10000,flat,0,9205,False,7,True,True,26.951383,0.030501,24.191059,0.108594,0.872604,0.104382,1.618004,0.01846,77436,78092,78624,79280,157372,11,27,True,True
cluster90_n10000,flat,0,5982,False,8,True,True,26.045708,0.039586,23.352122,0.061202,0.811443,0.049741,1.707236,0.017623,77436,78092,78624,79280,157372,22,27,True,True
cluster90_n10000,flat,0,8678,False,9,True,True,28.09129,0.043217,25.418958,0.074828,0.725703,0.043961,1.758976,0.017815,77436,78092,78624,79280,157372,23,27,True,True
cluster90_n10000,flat,0,3455,False,10,True,True,24.969638,0.02779,21.894025,0.074732,0.752267,0.055723,1.958863,0.025898,77436,78092,78624,79280,157372,25,27,True,True
cluster90_n10000,flat,0,4684,False,11,True,True,27.714181,0.032045,24.982884,0.171188,0.753406,0.116763,1.631755,0.018927,77436,78092,78624,79280,157372,24,27,True,True
cluster90_n10000,first_fit,0,4238,False,2,True,True,19.219619,0.059313,15.489571,0.034908,0.490157,0.025031,3.096432,0.016944,37584,38240,42120,42776,81016,23,27,True,True
cluster90_n10000,first_fit,0,6995,False,3,True,True,18.528406,0.022268,14.753357,0.036937,0.639384,0.030437,2.99817,0.020252,37584,38240,42120,42776,81016,22,27,True,True
cluster90_n10000,first_fit,0,741,False,4,True,True,19.696712,0.024755,15.600505,0.036273,0.606034,0.032869,3.364105,0.025069,37584,38240,42120,42776,81016,25,27,True,True
cluster90_n10000,first_fit,0,3652,False,5,True,True,22.914805,0.026462,17.821956,0.062987,0.636533,0.044422,4.208112,0.029144,37584,38240,42120,42776,81016,23,27,True,True
cluster90_n10000,first_fit,0,7967,False,6,True,True,22.88231,0.031032,19.178303,0.031675,0.622358,0.028325,2.966537,0.016822,37584,38240,42120,42776,81016,22,27,True,True
cluster90_n10000,first_fit,0,9205,False,7,True,True,18.928303,0.051568,14.828782,0.028909,0.583744,0.02801,3.37984,0.017012,37584,38240,42120,42776,81016,11,27,True,True
cluster90_n10000,first_fit,0,5982,False,8,True,True,16.658542,0.023414,12.733276,0.028253,0.645071,0.038055,3.165397,0.018506,37584,38240,42120,42776,81016,22,27,True,True
cluster90_n10000,first_fit,0,8678,False,9,True,True,21.751576,0.028289,17.265832,0.034379,0.623191,0.032186,3.737457,0.020352,37584,38240,42120,42776,81016,23,27,True,True
cluster90_n10000,first_fit,0,3455,False,10,True,True,23.784874,0.025877,19.665071,0.036102,0.711685,0.037962,3.249758,0.022925,37584,38240,42120,42776,81016,25,27,True,True
cluster90_n10000,first_fit,0,4684,False,11,True,True,16.54657,0.025056,12.940895,0.026189,0.523569,0.03805,2.970356,0.0163,37584,38240,42120,42776,81016,24,27,True,True
complete_h10,first_fit,1,588,False,2,True,True,2.774111,0.018248,2.236259,0.005077,0.052667,0.004831,0.438495,0.016258,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,1,456,False,3,True,True,3.457214,0.010803,2.889035,0.005936,0.049932,0.004922,0.485625,0.003502,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,1,529,False,4,True,True,3.065084,0.012071,2.152088,0.026223,0.048428,0.004621,0.814443,0.003654,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,1,925,False,5,True,True,3.428396,0.01483,2.711892,0.006282,0.045066,0.005569,0.635675,0.004371,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,1,401,False,6,True,True,2.723492,0.012164,2.135369,0.005187,0.049956,0.005072,0.508599,0.0042,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,1,513,False,7,True,True,2.677945,0.035269,2.224147,0.007552,0.03634,0.010559,0.357769,0.003529,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,1,466,False,8,True,True,3.020699,0.015466,2.420525,0.012186,0.052874,0.010738,0.503083,0.002847,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,1,133,False,9,True,True,3.482574,0.015306,2.820826,0.008432,0.056465,0.016235,0.558997,0.003685,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,1,396,False,10,True,True,3.823876,0.029663,3.135476,0.014025,0.057447,0.013434,0.559856,0.005652,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,first_fit,1,184,False,11,True,True,3.728171,0.019358,3.025683,0.01034,0.065055,0.0121,0.584152,0.004965,5880,6128,7280,7528,13656,10,10,True,True
complete_h10,ab,1,588,False,2,True,True,2.493836,0.016837,2.10069,0.00636,0.014235,0.004466,0.325753,0.021622,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,1,456,False,3,True,True,2.092378,0.015989,1.84276,0.00426,0.014033,0.002674,0.199295,0.00308,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,1,529,False,4,True,True,2.000776,0.015776,1.728781,0.004432,0.01318,0.002873,0.229753,0.003854,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,1,925,False,5,True,True,1.989962,0.014683,1.826402,0.004078,0.010108,0.003003,0.125922,0.003397,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,1,401,False,6,True,True,2.545612,0.018425,2.231527,0.004997,0.018934,0.004908,0.255944,0.005978,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,1,513,False,7,True,True,2.265743,0.033494,1.951945,0.003674,0.015907,0.007958,0.245448,0.004148,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,1,466,False,8,True,True,2.192894,0.015645,1.957712,0.01143,0.012446,0.003632,0.181112,0.00767,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,1,133,False,9,True,True,2.301579,0.015016,2.00507,0.004192,0.017453,0.003761,0.247028,0.005527,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,1,396,False,10,True,True,2.676691,0.012858,2.380882,0.005264,0.016199,0.005685,0.235287,0.004512,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,ab,1,184,False,11,True,True,2.580635,0.049524,2.16602,0.005629,0.029355,0.002855,0.31147,0.006563,2760,3008,3120,3368,6376,10,10,True,True
complete_h10,flat,1,588,False,2,True,True,4.847391,0.012278,4.49484,0.011636,0.062994,0.010091,0.248225,0.003946,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,1,456,False,3,True,True,3.775184,0.023193,3.404727,0.010536,0.048721,0.007056,0.271543,0.005056,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,1,529,False,4,True,True,3.607977,0.020194,3.316981,0.006981,0.04183,0.005646,0.210958,0.002782,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,1,925,False,5,True,True,3.524636,0.015874,3.101655,0.008966,0.038978,0.005473,0.294325,0.004442,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,1,401,False,6,True,True,4.097038,0.025937,3.660394,0.042414,0.038847,0.006833,0.182915,0.002904,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,1,513,False,7,True,True,4.325195,0.013008,3.800391,0.072157,0.041402,0.006521,0.357395,0.004228,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,1,466,False,8,True,True,2.806318,0.035146,2.55261,0.005671,0.057244,0.0055,0.146008,0.002188,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,1,133,False,9,True,True,3.651717,0.011727,3.353923,0.008397,0.035684,0.005719,0.227844,0.004794,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,1,396,False,10,True,True,3.561446,0.029638,3.166146,0.006826,0.034939,0.00549,0.307206,0.003283,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,flat,1,184,False,11,True,True,4.257126,0.013393,3.806653,0.061523,0.036176,0.006504,0.322848,0.005328,9120,9368,9360,9608,18976,10,10,True,True
complete_h10,pbc,1,588,False,2,True,True,4.829559,0.022382,3.970141,0.030057,0.067638,0.041351,0.686057,0.005689,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,1,456,False,3,True,True,3.808135,0.104692,2.984508,0.006532,0.04547,0.006635,0.638654,0.006892,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,1,529,False,4,True,True,4.391121,0.024659,3.578183,0.045201,0.056215,0.009507,0.664187,0.007258,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,1,925,False,5,True,True,3.998089,0.027169,3.270692,0.006124,0.047088,0.006818,0.63053,0.006024,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,1,401,False,6,True,True,3.517858,0.054943,2.766067,0.00584,0.0421,0.01266,0.62779,0.004022,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,1,513,False,7,True,True,3.073992,0.032796,2.419277,0.005116,0.059574,0.00554,0.545834,0.003117,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,1,466,False,8,True,True,3.278592,0.01686,2.626726,0.006958,0.047594,0.008597,0.5639,0.004127,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,1,133,False,9,True,True,3.299915,0.078705,2.572251,0.006028,0.043684,0.005899,0.57524,0.014513,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,1,396,False,10,True,True,4.144983,0.018428,3.232622,0.035334,0.057046,0.012002,0.726102,0.005666,5400,5768,7800,8168,13936,10,15,True,True
complete_h10,pbc,1,184,False,11,True,True,5.148047,0.02038,4.350573,0.019942,0.062024,0.038004,0.645533,0.005824,5400,5768,7800,8168,13936,10,15,True,True
prefix64_n10000,ab,1,8224,False,2,True,True,5.109779,0.021341,4.181071,0.010308,0.093591,0.008355,0.77924,0.013287,11628,12044,12376,12792,24836,11,17,True,True
