dataset,height,method,repeat,sample_index,target_slot,query_ms,answer_ms,decode_ms,backend_wall_ms,routing_ms,proof_assembly_verify_ms,processing_ms,online_bytes,valid_root
ZKsync sample,128,pbc_routed,0,0,0x4ee971c44483227babd7d105c136606d,17.624416999999998,0.11961200000000007,1.5958889999999997,19.417502,0.08252700000355162,0.10514300001318588,19.605172000016736,44448,True
ZKsync sample,128,pbc_routed,0,1,0x6bbfd4ab13b450eba56bc234f6706c26,16.484947,0.11744300000000003,1.7142299999999997,18.382022,0.0427819999941903,0.09258300001135922,18.51738700000555,44448,True
ZKsync sample,128,pbc_routed,0,2,0xa62252e234bde95493969dea2f274fb5,13.731995000000003,0.09732900000000003,1.4736390000000004,15.363415,0.03563500000325348,0.07015399999943384,15.469204000002687,44448,True
ZKsync sample,128,pbc_routed,0,3,0x399826d5012a6ab302bc1d8f66923c8a,16.558118000000004,0.12492500000000004,1.6875819999999995,18.443379,0.038140000000908,0.06668999999703829,18.548208999997946,44448,True
ZKsync sample,128,pbc_routed,0,4,0x1b9e8daf95788853cd896cd99e4d5001,16.324185000000018,0.11492399999999998,1.6637099999999996,18.174622,0.03665799999907904,0.06710300000634106,18.27838300000542,44448,True
ZKsync sample,128,pbc_routed,0,5,0x6b546c17f9d567e579c978aa7a8ccab4,18.460437000000006,0.113769,1.6737420000000003,20.317963,0.03778699999656965,0.06633200000294437,20.422081999999513,44448,True
ZKsync sample,128,pbc_routed,0,6,0x1687a13945c60f90d03c6ab6960497f,13.886260000000014,0.09428899999999994,1.542382,15.583282,0.03527200000519315,0.06608299999300016,15.684636999998194,44448,True
ZKsync sample,128,pbc_routed,0,7,0xdad6b3953a43c56bdda25fdf83352a38,13.373282000000005,0.10111099999999999,1.550011,15.087537,0.032021999999187756,0.06663399999240482,15.186192999991592,44448,True
ZKsync sample,128,pbc_routed,0,8,0xd66afc393e9f915167ecd8ff408c5b82,16.551751999999997,0.11752800000000002,1.6823339999999993,18.450327,0.06413500000235217,0.11822400000482958,18.632686000007183,44448,True
ZKsync sample,128,pbc_routed,0,9,0xa75c7d5255f5811a0ee87a749f359294,16.60197,0.11362200000000003,1.6472360000000004,18.432521,0.04208900000435278,0.07338700000047993,18.547997000004834,44448,True
ZKsync sample,128,pbc_routed,0,10,0x25bce354b2bf1596d03dc4e0957015cf,13.608471,0.106315,1.6283959999999993,15.407637,0.03460700000346151,0.07075199999917459,15.512996000002635,44448,True
ZKsync sample,128,pbc_routed,0,11,0x149a56f8ab1c54c53e096541a5009dff,13.205604000000006,0.10580300000000004,1.6080630000000002,14.984712,0.03139399998985937,0.07137999999429212,15.087485999984152,44448,True
ZKsync sample,128,pbc_routed,0,12,0x90c361ec285bc443b3d8d6152c86e909,13.655826000000006,0.14894199999999988,1.6153339999999996,15.486273,0.03940000000568489,0.07279999999809661,15.598473000003782,44448,True
