target_slot	color	position	swapped_node
344	I	51	21
344	F	64	42
344	H	53	85
344	B	135	171
344	C	36	342
344	J	71	684
344	G	85	1368
345	A	0	2
345	D	0	5
345	E	51	10
345	I	51	21
345	F	64	42
345	H	53	85
345	B	135	171
345	C	36	342
345	J	71	684
345	G	86	1369
346	A	0	2
346	D	0	5
346	E	51	10
346	I	51	21
346	F	64	42
346	H	53	85
346	B	135	171
346	C	36	342
346	J	72	685
346	G	87	1370
347	A	0	2
347	D	0	5
347	E	51	10
347	I	51	21
347	F	64	42
347	H	53	85
347	B	135	171
347	C	36	342
347	J	72	685
347	G	88	1371
348	A	0	2
348	D	0	5
348	E	51	10
348	I	51	21
348	F	64	42
348	H	53	85
348	B	135	171
348	G	84	343
348	C	37	686
348	J	73	1372
349	A	0	2
349	D	0	5
349	E	51	10
349	I	51	21
349	F	64	42
349	H	53	85
349	B	135	171
349	G	84	343
349	C	37	686
349	J	74	1373
350	A	0	2
350	D	0	5
350	E	51	10
350	I	51	21
350	F	64	42
350	H	53	85
350	B	135	171
350	G	84	343
350	C	38	687
350	J	75	1374
351	A	0	2
351	D	0	5
351	E	51	10
351	I	51	21
351	F	64	42
351	H	53	85
351	B	135	171
351	G	84	343
351	C	38	687
351	J	76	1375
352	A	0	2
352	D	0	5
352	E	51	10
352	I	51	21
352	J	64	43
352	F	65	86
352	C	39	172
352	B	141	344
352	H	66	688
352	G	91	1376
353	A	0	2
353	D	0	5
353	E	51	10
353	I	51	21
353	J	64	43
353	F	65	86
353	C	39	172
353	B	141	344
353	H	66	688
353	G	92	1377
354	A	0	2
354	D	0	5
354	E	51	10
354	I	51	21
354	J	64	43
354	F	65	86
354	C	39	172
354	B	141	344
354	H	67	689
354	G	93	1378
355	A	0	2
355	D	0	5
355	E	51	10
355	I	51	21
355	J	64	43
355	F	65	86
355	C	39	172
355	B	141	344
355	H	67	689
355	G	94	1379
356	A	0	2
356	D	0	5
356	E	51	10
356	I	51	21
356	J	64	43
356	F	65	86
356	C	39	172
356	G	90	345
356	B	142	690
356	H	69	1380
357	A	0	2
357	D	0	5
357	E	51	10
357	I	51	21
357	J	64	43
357	F	65	86
357	C	39	172
357	G	90	345
357	B	142	690
357	H	70	1381
358	A	0	2
358	D	0	5
358	E	51	10
358	I	51	21
358	J	64	43
358	F	65	86
358	C	39	172
358	G	90	345
358	H	68	691
358	B	143	1382
359	A	0	2
359	D	0	5
359	E	51	10
359	I	51	21
359	J	64	43
359	F	65	86
359	C	39	172
359	G	90	345
359	H	68	691
359	B	144	1383
360	A	0	2
360	D	0	5
360	E	51	10
360	I	51	21
360	J	64	43
360	F	65	86
360	G	89	173
360	B	145	346
360	H	71	692
360	C	41	1384
361	A	0	2
361	D	0	5
361	E	51	10
361	I	51	21
361	J	64	43
361	F	65	86
361	G	89	173
361	B	145	346
361	H	71	692
361	C	42	1385
362	A	0	2
362	D	0	5
362	E	51	10
362	I	51	21
362	J	64	43
362	F	65	86
362	G	89	173
362	B	145	346
362	H	72	693
362	C	43	1386
363	A	0	2
363	D	0	5
363	E	51	10
363	I	51	21
363	J	64	43
363	F	65	86
363	G	89	173
363	B	145	346
363	H	72	693
363	C	44	1387
364	A	0	2
364	D	0	5
364	E	51	10
364	I	51	21
364	J	64	43
364	F	65	86
364	G	89	173
364	C	40	347
364	B	146	694
364	H	73	1388
365	A	0	2
365	D	0	5
365	E	51	10
365	I	51	21
365	J	64	43
365	F	65	86
365	G	89	173
365	C	40	347
365	B	146	694
365	H	74	1389
366	A	0	2
366	D	0	5
366	E	51	10
366	I	51	21
366	J	64	43
366	F	65	86
366	G	89	173
366	C	40	347
366	B	147	695
366	H	75	1390
367	A	0	2
367	D	0	5
367	E	51	10
367	I	51	21
367	J	64	43
367	F	65	86
367	G	89	173
367	C	40	347
367	B	147	695
367	H	76	1391
368	A	0	2
368	D	0	5
368	E	51	10
368	I	51	21
368	J	64	43
368	H	65	87
368	C	45	174
368	G	95	348
368	F	66	696
368	B	150	1392
369	A	0	2
369	D	0	5
369	E	51	10
369	I	51	21
369	J	64	43
369	H	65	87
369	C	45	174
369	G	95	348
369	F	66	696
369	B	151	1393
370	A	0	2
370	D	0	5
370	E	51	10
370	I	51	21
370	J	64	43
370	H	65	87
370	C	45	174
370	G	95	348
370	F	67	697
370	B	152	1394
371	A	0	2
371	D	0	5
371	E	51	10
371	I	51	21
371	J	64	43
371	H	65	87
371	C	45	174
371	G	95	348
371	F	67	697
371	B	153	1395
372	A	0	2
372	D	0	5
372	E	51	10
372	I	51	21
372	J	64	43
372	H	65	87
372	C	45	174
372	B	149	349
372	G	96	698
372	F	69	1396
373	A	0	2
373	D	0	5
373	E	51	10
373	I	51	21
373	J	64	43
373	H	65	87
373	C	45	174
373	B	149	349
373	G	96	698
373	F	70	1397
374	A	0	2
374	D	0	5
374	E	51	10
374	I	51	21
374	J	64	43
374	H	65	87
374	C	45	174
374	B	149	349
374	F	68	699
374	G	97	1398
375	A	0	2
375	D	0	5
375	E	51	10
375	I	51	21
375	J	64	43
375	H	65	87
375	C	45	174
375	B	149	349
375	F	68	699
375	G	98	1399
376	A	0	2
376	D	0	5
376	E	51	10
376	I	51	21
376	J	64	43
376	H	65	87
376	B	148	175
376	G	99	350
376	F	71	700
376	C	47	1400
377	A	0	2
377	D	0	5
377	E	51	10
377	I	51	21
377	J	64	43
377	H	65	87
377	B	148	175
377	G	99	350
377	F	71	700
377	C	48	1401
378	A	0	2
378	D	0	5
378	E	51	10
378	I	51	21
378	J	64	43
378	H	65	87
378	B	148	175
378	G	99	350
378	F	72	701
378	C	49	1402
379	A	0	2
379	D	0	5
379	E	51	10
379	I	51	21
379	J	64	43
379	H	65	87
379	B	148	175
379	G	99	350
379	F	72	701
379	C	50	1403
380	A	0	2
380	D	0	5
380	E	51	10
380	I	51	21
380	J	64	43
380	H	65	87
380	B	148	175
380	C	46	351
380	G	100	702
380	F	73	1404
381	A	0	2
381	D	0	5
381	E	51	10
381	I	51	21
381	J	64	43
381	H	65	87
381	B	148	175
381	C	46	351
381	G	100	702
381	F	74	1405
382	A	0	2
382	D	0	5
382	E	51	10
382	I	51	21
382	J	64	43
382	H	65	87
382	B	148	175
382	C	46	351
382	G	101	703
382	F	75	1406
383	A	0	2
383	D	0	5
383	E	51	10
383	I	51	21
383	J	64	43
383	H	65	87
383	B	148	175
383	C	46	351
383	G	101	703
383	F	76	1407
384	A	0	2
384	D	0	5
384	G	51	11
384	I	77	22
384	F	77	44
384	J	78	88
384	B	154	176
384	C	51	352
384	E	53	704
384	H	80	1408
385	A	0	2
385	D	0	5
385	G	51	11
385	I	77	22
385	F	77	44
385	J	78	88
385	B	154	176
385	C	51	352
385	E	53	704
385	H	81	1409
386	A	0	2
386	D	0	5
386	G	51	11
386	I	77	22
386	F	77	44
386	J	78	88
386	B	154	176
386	C	51	352
386	E	54	705
386	H	82	1410
387	A	0	2
387	D	0	5
387	G	51	11
387	I	77	22
387	F	77	44
387	J	78	88
387	B	154	176
387	C	51	352
387	E	54	705
387	H	83	1411
388	A	0	2
388	D	0	5
388	G	51	11
388	I	77	22
388	F	77	44
388	J	78	88
388	B	154	176
388	H	79	353
388	C	52	706
388	E	56	1412
389	A	0	2
389	D	0	5
389	G	51	11
389	I	77	22
389	F	77	44
389	J	78	88
389	B	154	176
389	H	79	353
389	C	52	706
389	E	57	1413
390	A	0	2
390	D	0	5
390	G	51	11
390	I	77	22
390	F	77	44
390	J	78	88
390	B	154	176
390	H	79	353
390	E	55	707
390	C	53	1414
391	A	0	2
391	D	0	5
391	G	51	11
391	I	77	22
391	F	77	44
391	J	78	88
391	B	154	176
391	H	79	353
391	E	55	707
391	C	54	1415
392	A	0	2
392	D	0	5
392	G	51	11
392	I	77	22
392	F	77	44
392	J	78	88
392	H	78	177
392	C	55	354
392	E	58	708
392	B	156	1416
393	A	0	2
393	D	0	5
393	G	51	11
393	I	77	22
393	F	77	44
393	J	78	88
393	H	78	177
393	C	55	354
393	E	58	708
393	B	157	1417
394	A	0	2
394	D	0	5
394	G	51	11
394	I	77	22
394	F	77	44
394	J	78	88
394	H	78	177
394	C	55	354
394	E	59	709
394	B	158	1418
395	A	0	2
395	D	0	5
395	G	51	11
395	I	77	22
395	F	77	44
395	J	78	88
395	H	78	177
395	C	55	354
395	E	59	709
395	B	159	1419
396	A	0	2
396	D	0	5
396	G	51	11
396	I	77	22
396	F	77	44
396	J	78	88
396	H	78	177
396	B	155	355
396	C	56	710
396	E	60	1420
397	A	0	2
397	D	0	5
397	G	51	11
397	I	77	22
397	F	77	44
397	J	78	88
397	H	78	177
397	B	155	355
397	C	56	710
397	E	61	1421
398	A	0	2
398	D	0	5
398	G	51	11
398	I	77	22
398	F	77	44
398	J	78	88
398	H	78	177
398	B	155	355
398	C	57	711
398	E	62	1422
399	A	0	2
399	D	0	5
399	G	51	11
399	I	77	22
399	F	77	44
399	J	78	88
399	H	78	177
399	B	155	355
399	C	57	711
399	E	63	1423
400	A	0	2
400	D	0	5
400	G	51	11
400	I	77	22
400	F	77	44
400	E	52	89
400	B	160	178
400	H	84	356
400	J	79	712
400	C	60	1424
401	A	0	2
401	D	0	5
401	G	51	11
401	I	77	22
401	F	77	44
401	E	52	89
401	B	160	178
401	H	84	356
401	J	79	712
401	C	61	1425
402	A	0	2
402	D	0	5
402	G	51	11
402	I	77	22
402	F	77	44
402	E	52	89
402	B	160	178
402	H	84	356
402	J	80	713
402	C	62	1426
403	A	0	2
403	D	0	5
403	G	51	11
403	I	77	22
403	F	77	44
403	E	52	89
403	B	160	178
403	H	84	356
403	J	80	713
403	C	63	1427
404	A	0	2
404	D	0	5
404	G	51	11
404	I	77	22
404	F	77	44
404	E	52	89
404	B	160	178
404	C	59	357
404	H	85	714
404	J	82	1428
405	A	0	2
405	D	0	5
405	G	51	11
405	I	77	22
405	F	77	44
405	E	52	89
405	B	160	178
405	C	59	357
405	H	85	714
405	J	83	1429
406	A	0	2
406	D	0	5
406	G	51	11
406	I	77	22
406	F	77	44
406	E	52	89
406	B	160	178
406	C	59	357
406	J	81	715
406	H	86	1430
407	A	0	2
407	D	0	5
407	G	51	11
407	I	77	22
407	F	77	44
407	E	52	89
407	B	160	178
407	C	59	357
407	J	81	715
407	H	87	1431
408	A	0	2
408	D	0	5
408	G	51	11
408	I	77	22
408	F	77	44
408	E	52	89
408	C	58	179
408	H	88	358
408	J	84	716
408	B	162	1432
409	A	0	2
409	D	0	5
409	G	51	11
409	I	77	22
409	F	77	44
409	E	52	89
409	C	58	179
409	H	88	358
409	J	84	716
409	B	163	1433
410	A	0	2
410	D	0	5
410	G	51	11
410	I	77	22
410	F	77	44
410	E	52	89
410	C	58	179
410	H	88	358
410	J	85	717
410	B	164	1434
411	A	0	2
411	D	0	5
411	G	51	11
411	I	77	22
411	F	77	44
411	E	52	89
411	C	58	179
411	H	88	358
411	J	85	717
411	B	165	1435
412	A	0	2
412	D	0	5
412	G	51	11
412	I	77	22
412	F	77	44
412	E	52	89
412	C	58	179
412	B	161	359
412	H	89	718
412	J	86	1436
413	A	0	2
413	D	0	5
413	G	51	11
413	I	77	22
413	F	77	44
413	E	52	89
413	C	58	179
413	B	161	359
413	H	89	718
413	J	87	1437
414	A	0	2
414	D	0	5
414	G	51	11
414	I	77	22
414	F	77	44
414	E	52	89
414	C	58	179
414	B	161	359
414	H	90	719
414	J	88	1438
415	A	0	2
415	D	0	5
415	G	51	11
415	I	77	22
415	F	77	44
415	E	52	89
415	C	58	179
415	B	161	359
415	H	90	719
415	J	89	1439
416	A	0	2
416	D	0	5
416	G	51	11
416	I	77	22
416	J	77	45
416	F	78	90
416	C	64	180
416	B	166	360
416	H	92	720
416	E	66	1440
417	A	0	2
417	D	0	5
417	G	51	11
417	I	77	22
417	J	77	45
417	F	78	90
417	C	64	180
417	B	166	360
417	H	92	720
417	E	67	1441
418	A	0	2
418	D	0	5
418	G	51	11
418	I	77	22
418	J	77	45
418	F	78	90
418	C	64	180
418	B	166	360
418	H	93	721
418	E	68	1442
419	A	0	2
419	D	0	5
419	G	51	11
419	I	77	22
419	J	77	45
419	F	78	90
419	C	64	180
419	B	166	360
419	H	93	721
419	E	69	1443
420	A	0	2
420	D	0	5
420	G	51	11
420	I	77	22
420	J	77	45
420	F	78	90
420	C	64	180
420	E	65	361
420	B	167	722
420	H	95	1444
421	A	0	2
421	D	0	5
421	G	51	11
421	I	77	22
421	J	77	45
421	F	78	90
421	C	64	180
421	E	65	361
421	B	167	722
421	H	96	1445
422	A	0	2
422	D	0	5
422	G	51	11
422	I	77	22
422	J	77	45
422	F	78	90
422	C	64	180
422	E	65	361
422	H	94	723
422	B	168	1446
423	A	0	2
423	D	0	5
423	G	51	11
423	I	77	22
423	J	77	45
423	F	78	90
423	C	64	180
423	E	65	361
423	H	94	723
423	B	169	1447
424	A	0	2
424	D	0	5
424	G	51	11
424	I	77	22
424	J	77	45
424	F	78	90
424	E	64	181
424	B	170	362
424	H	97	724
424	C	66	1448
425	A	0	2
425	D	0	5
425	G	51	11
425	I	77	22
425	J	77	45
425	F	78	90
425	E	64	181
425	B	170	362
425	H	97	724
425	C	67	1449
426	A	0	2
426	D	0	5
426	G	51	11
426	I	77	22
426	J	77	45
426	F	78	90
426	E	64	181
426	B	170	362
426	H	98	725
426	C	68	1450
427	A	0	2
427	D	0	5
427	G	51	11
427	I	77	22
427	J	77	45
427	F	78	90
427	E	64	181
427	B	170	362
427	H	98	725
427	C	69	1451
428	A	0	2
428	D	0	5
428	G	51	11
428	I	77	22
428	J	77	45
428	F	78	90
428	E	64	181
428	C	65	363
428	B	171	726
428	H	99	1452
429	A	0	2
429	D	0	5
429	G	51	11
429	I	77	22
429	J	77	45
429	F	78	90
429	E	64	181
429	C	65	363
429	B	171	726
429	H	100	1453
430	A	0	2
430	D	0	5
430	G	51	11
430	I	77	22
430	J	77	45
430	F	78	90
430	E	64	181
430	C	65	363
430	B	172	727
430	H	101	1454
431	A	0	2
431	D	0	5
431	G	51	11
431	I	77	22
431	J	77	45
431	F	78	90
431	E	64	181
431	C	65	363
431	B	172	727
431	H	102	1455
432	A	0	2
432	D	0	5
432	G	51	11
432	I	77	22
432	J	77	45
432	H	91	91
432	C	70	182
432	E	70	364
432	F	79	728
432	B	175	1456
433	A	0	2
433	D	0	5
433	G	51	11
433	I	77	22
433	J	77	45
433	H	91	91
433	C	70	182
433	E	70	364
433	F	79	728
433	B	176	1457
434	A	0	2
434	D	0	5
434	G	51	11
434	I	77	22
434	J	77	45
434	H	91	91
434	C	70	182
434	E	70	364
434	F	80	729
434	B	177	1458
435	A	0	2
435	D	0	5
435	G	51	11
435	I	77	22
435	J	77	45
435	H	91	91
435	C	70	182
435	E	70	364
435	F	80	729
435	B	178	1459
436	A	0	2
436	D	0	5
436	G	51	11
436	I	77	22
436	J	77	45
436	H	91	91
436	C	70	182
436	B	174	365
436	E	71	730
436	F	82	1460
437	A	0	2
437	D	0	5
437	G	51	11
437	I	77	22
437	J	77	45
437	H	91	91
437	C	70	182
437	B	174	365
437	E	71	730
437	F	83	1461
438	A	0	2
438	D	0	5
438	G	51	11
438	I	77	22
438	J	77	45
438	H	91	91
438	C	70	182
438	B	174	365
438	F	81	731
438	E	72	1462
439	A	0	2
439	D	0	5
439	G	51	11
439	I	77	22
439	J	77	45
439	H	91	91
439	C	70	182
439	B	174	365
439	F	81	731
439	E	73	1463
440	A	0	2
440	D	0	5
440	G	51	11
440	I	77	22
440	J	77	45
440	H	91	91
440	B	173	183
440	E	74	366
440	F	84	732
440	C	72	1464
441	A	0	2
441	D	0	5
441	G	51	11
441	I	77	22
441	J	77	45
441	H	91	91
441	B	173	183
441	E	74	366
441	F	84	732
441	C	73	1465
442	A	0	2
442	D	0	5
442	G	51	11
442	I	77	22
442	J	77	45
442	H	91	91
442	B	173	183
442	E	74	366
442	F	85	733
442	C	74	1466
443	A	0	2
443	D	0	5
443	G	51	11
443	I	77	22
443	J	77	45
443	H	91	91
443	B	173	183
443	E	74	366
443	F	85	733
443	C	75	1467
444	A	0	2
444	D	0	5
444	G	51	11
444	I	77	22
444	J	77	45
444	H	91	91
444	B	173	183
444	C	71	367
444	E	75	734
444	F	86	1468
445	A	0	2
445	D	0	5
445	G	51	11
445	I	77	22
445	J	77	45
445	H	91	91
445	B	173	183
445	C	71	367
445	E	75	734
445	F	87	1469
446	A	0	2
446	D	0	5
446	G	51	11
446	I	77	22
446	J	77	45
446	H	91	91
446	B	173	183
446	C	71	367
446	E	76	735
446	F	88	1470
447	A	0	2
447	D	0	5
447	G	51	11
447	I	77	22
447	J	77	45
447	H	91	91
447	B	173	183
447	C	71	367
447	E	76	735
447	F	89	1471
448	A	0	2
448	D	0	5
448	G	51	11
448	H	77	23
448	F	90	46
448	J	91	92
448	E	77	184
448	C	76	368
448	I	79	736
448	B	181	1472
449	A	0	2
449	D	0	5
449	G	51	11
449	H	77	23
449	F	90	46
449	J	91	92
449	E	77	184
449	C	76	368
449	I	79	736
449	B	182	1473
450	A	0	2
450	D	0	5
450	G	51	11
450	H	77	23
450	F	90	46
450	J	91	92
450	E	77	184
450	C	76	368
450	I	80	737
450	B	183	1474
451	A	0	2
451	D	0	5
451	G	51	11
451	H	77	23
451	F	90	46
451	J	91	92
451	E	77	184
451	C	76	368
451	I	80	737
451	B	184	1475
452	A	0	2
452	D	0	5
452	G	51	11
452	H	77	23
452	F	90	46
452	J	91	92
452	E	77	184
452	B	180	369
452	C	77	738
452	I	82	1476
453	A	0	2
453	D	0	5
453	G	51	11
453	H	77	23
453	F	90	46
453	J	91	92
453	E	77	184
453	B	180	369
453	C	77	738
453	I	83	1477
454	A	0	2
454	D	0	5
454	G	51	11
454	H	77	23
454	F	90	46
454	J	91	92
454	E	77	184
454	B	180	369
454	I	81	739
454	C	78	1478
455	A	0	2
455	D	0	5
455	G	51	11
455	H	77	23
455	F	90	46
455	J	91	92
455	E	77	184
455	B	180	369
455	I	81	739
455	C	79	1479
456	A	0	2
456	D	0	5
456	G	51	11
456	H	77	23
456	F	90	46
456	J	91	92
456	B	179	185
456	C	80	370
456	I	84	740
456	E	79	1480
457	A	0	2
457	D	0	5
457	G	51	11
457	H	77	23
457	F	90	46
457	J	91	92
457	B	179	185
457	C	80	370
457	I	84	740
457	E	80	1481
458	A	0	2
458	D	0	5
458	G	51	11
458	H	77	23
458	F	90	46
458	J	91	92
458	B	179	185
458	C	80	370
458	I	85	741
458	E	81	1482
459	A	0	2
459	D	0	5
459	G	51	11
459	H	77	23
459	F	90	46
459	J	91	92
459	B	179	185
459	C	80	370
459	I	85	741
459	E	82	1483
460	A	0	2
460	D	0	5
460	G	51	11
460	H	77	23
460	F	90	46
460	J	91	92
460	B	179	185
460	E	78	371
460	C	81	742
460	I	86	1484
461	A	0	2
461	D	0	5
461	G	51	11
461	H	77	23
461	F	90	46
461	J	91	92
461	B	179	185
461	E	78	371
461	C	81	742
461	I	87	1485
462	A	0	2
462	D	0	5
462	G	51	11
462	H	77	23
462	F	90	46
462	J	91	92
462	B	179	185
462	E	78	371
462	C	82	743
462	I	88	1486
463	A	0	2
463	D	0	5
463	G	51	11
463	H	77	23
463	F	90	46
463	J	91	92
463	B	179	185
463	E	78	371
463	C	82	743
463	I	89	1487
464	A	0	2
464	D	0	5
464	G	51	11
464	H	77	23
464	F	90	46
464	I	78	93
464	E	83	186
464	B	185	372
464	J	92	744
464	C	85	1488
465	A	0	2
465	D	0	5
465	G	51	11
465	H	77	23
465	F	90	46
465	I	78	93
465	E	83	186
465	B	185	372
465	J	92	744
465	C	86	1489
466	A	0	2
466	D	0	5
466	G	51	11
466	H	77	23
466	F	90	46
466	I	78	93
466	E	83	186
466	B	185	372
466	J	93	745
466	C	87	1490
467	A	0	2
467	D	0	5
467	G	51	11
467	H	77	23
467	F	90	46
467	I	78	93
467	E	83	186
467	B	185	372
467	J	93	745
467	C	88	1491
468	A	0	2
468	D	0	5
468	G	51	11
468	H	77	23
468	F	90	46
468	I	78	93
468	E	83	186
468	C	84	373
468	B	186	746
468	J	95	1492
469	A	0	2
469	D	0	5
469	G	51	11
469	H	77	23
469	F	90	46
469	I	78	93
469	E	83	186
469	C	84	373
469	B	186	746
469	J	96	1493
470	A	0	2
470	D	0	5
470	G	51	11
470	H	77	23
470	F	90	46
470	I	78	93
470	E	83	186
470	C	84	373
470	J	94	747
470	B	187	1494
471	A	0	2
471	D	0	5
471	G	51	11
471	H	77	23
471	F	90	46
471	I	78	93
471	E	83	186
471	C	84	373
471	J	94	747
471	B	188	1495
472	A	0	2
472	D	0	5
472	G	51	11
472	H	77	23
472	F	90	46
472	I	78	93
472	C	83	187
472	B	189	374
472	J	97	748
472	E	85	1496
473	A	0	2
473	D	0	5
473	G	51	11
473	H	77	23
473	F	90	46
473	I	78	93
473	C	83	187
473	B	189	374
473	J	97	748
473	E	86	1497
474	A	0	2
474	D	0	5
474	G	51	11
474	H	77	23
474	F	90	46
474	I	78	93
474	C	83	187
474	B	189	374
474	J	98	749
474	E	87	1498
475	A	0	2
475	D	0	5
475	G	51	11
475	H	77	23
475	F	90	46
475	I	78	93
475	C	83	187
475	B	189	374
475	J	98	749
475	E	88	1499
476	A	0	2
476	D	0	5
476	G	51	11
476	H	77	23
476	F	90	46
476	I	78	93
476	C	83	187
476	E	84	375
476	B	190	750
476	J	99	1500
477	A	0	2
477	D	0	5
477	G	51	11
477	H	77	23
477	F	90	46
477	I	78	93
477	C	83	187
477	E	84	375
477	B	190	750
477	J	100	1501
478	A	0	2
478	D	0	5
478	G	51	11
478	H	77	23
478	F	90	46
478	I	78	93
478	C	83	187
478	E	84	375
478	B	191	751
478	J	101	1502
479	A	0	2
479	D	0	5
479	G	51	11
479	H	77	23
479	F	90	46
479	I	78	93
479	C	83	187
479	E	84	375
479	B	191	751
479	J	102	1503
480	A	0	2
480	D	0	5
480	G	51	11
480	H	77	23
480	J	90	47
480	F	91	94
480	B	192	188
480	C	89	376
480	I	91	752
480	E	91	1504
481	A	0	2
481	D	0	5
481	G	51	11
481	H	77	23
481	J	90	47
481	F	91	94
481	B	192	188
481	C	89	376
481	I	91	752
481	E	92	1505
482	A	0	2
482	D	0	5
482	G	51	11
482	H	77	23
482	J	90	47
482	F	91	94
482	B	192	188
482	C	89	376
482	I	92	753
482	E	93	1506
483	A	0	2
483	D	0	5
483	G	51	11
483	H	77	23
483	J	90	47
483	F	91	94
483	B	192	188
483	C	89	376
483	I	92	753
483	E	94	1507
484	A	0	2
484	D	0	5
484	G	51	11
484	H	77	23
484	J	90	47
484	F	91	94
484	B	192	188
484	E	90	377
484	C	90	754
484	I	94	1508
485	A	0	2
485	D	0	5
485	G	51	11
485	H	77	23
485	J	90	47
485	F	91	94
485	B	192	188
485	E	90	377
485	C	90	754
485	I	95	1509
486	A	0	2
486	D	0	5
486	G	51	11
486	H	77	23
486	J	90	47
486	F	91	94
486	B	192	188
486	E	90	377
486	I	93	755
486	C	91	1510
487	A	0	2
487	D	0	5
487	G	51	11
487	H	77	23
487	J	90	47
487	F	91	94
487	B	192	188
487	E	90	377
487	I	93	755
487	C	92	1511
488	A	0	2
488	D	0	5
488	G	51	11
488	H	77	23
488	J	90	47
488	F	91	94
488	E	89	189
488	C	93	378
488	I	96	756
488	B	194	1512
489	A	0	2
489	D	0	5
489	G	51	11
489	H	77	23
489	J	90	47
489	F	91	94
489	E	89	189
489	C	93	378
489	I	96	756
489	B	195	1513
490	A	0	2
490	D	0	5
490	G	51	11
490	H	77	23
490	J	90	47
490	F	91	94
490	E	89	189
490	C	93	378
490	I	97	757
490	B	196	1514
491	A	0	2
491	D	0	5
491	G	51	11
491	H	77	23
491	J	90	47
491	F	91	94
491	E	89	189
491	C	93	378
491	I	97	757
491	B	197	1515
492	A	0	2
492	D	0	5
492	G	51	11
492	H	77	23
492	J	90	47
492	F	91	94
492	E	89	189
492	B	193	379
492	C	94	758
492	I	98	1516
493	A	0	2
493	D	0	5
493	G	51	11
493	H	77	23
493	J	90	47
493	F	91	94
493	E	89	189
493	B	193	379
493	C	94	758
493	I	99	1517
494	A	0	2
494	D	0	5
494	G	51	11
494	H	77	23
494	J	90	47
494	F	91	94
494	E	89	189
494	B	193	379
494	C	95	759
494	I	100	1518
495	A	0	2
495	D	0	5
495	G	51	11
495	H	77	23
495	J	90	47
495	F	91	94
495	E	89	189
495	B	193	379
495	C	95	759
495	I	101	1519
496	A	0	2
496	D	0	5
496	G	51	11
496	H	77	23
496	J	90	47
496	I	90	95
496	B	198	190
496	E	95	380
496	F	92	760
496	C	98	1520
497	A	0	2
497	D	0	5
497	G	51	11
497	H	77	23
497	J	90	47
497	I	90	95
497	B	198	190
497	E	95	380
497	F	92	760
497	C	99	1521
498	A	0	2
498	D	0	5
498	G	51	11
498	H	77	23
498	J	90	47
498	I	90	95
498	B	198	190
498	E	95	380
498	F	93	761
498	C	100	1522
499	A	0	2
499	D	0	5
499	G	51	11
499	H	77	23
499	J	90	47
499	I	90	95
499	B	198	190
499	E	95	380
499	F	93	761
499	C	101	1523
500	A	0	2
500	D	0	5
500	G	51	11
500	H	77	23
500	J	90	47
500	I	90	95
500	B	198	190
500	C	97	381
500	E	96	762
500	F	95	1524
501	A	0	2
501	D	0	5
501	G	51	11
501	H	77	23
501	J	90	47
501	I	90	95
501	B	198	190
501	C	97	381
501	E	96	762
501	F	96	1525
502	A	0	2
502	D	0	5
502	G	51	11
502	H	77	23
502	J	90	47
502	I	90	95
502	B	198	190
502	C	97	381
502	F	94	763
502	E	97	1526
503	A	0	2
503	D	0	5
503	G	51	11
503	H	77	23
503	J	90	47
503	I	90	95
503	B	198	190
503	C	97	381
503	F	94	763
503	E	98	1527
504	A	0	2
504	D	0	5
504	G	51	11
504	H	77	23
504	J	90	47
504	I	90	95
504	C	96	191
504	E	99	382
504	F	97	764
504	B	200	1528
505	A	0	2
505	D	0	5
505	G	51	11
505	H	77	23
505	J	90	47
505	I	90	95
505	C	96	191
505	E	99	382
505	F	97	764
505	B	201	1529
506	A	0	2
506	D	0	5
506	G	51	11
506	H	77	23
506	J	90	47
506	I	90	95
506	C	96	191
506	E	99	382
506	F	98	765
506	B	202	1530
507	A	0	2
507	D	0	5
507	G	51	11
507	H	77	23
507	J	90	47
507	I	90	95
507	C	96	191
507	E	99	382
507	F	98	765
507	B	203	1531
508	A	0	2
508	D	0	5
508	G	51	11
508	H	77	23
508	J	90	47
508	I	90	95
508	C	96	191
508	B	199	383
508	E	100	766
508	F	99	1532
509	A	0	2
509	D	0	5
509	G	51	11
509	H	77	23
509	J	90	47
509	I	90	95
509	C	96	191
509	B	199	383
509	E	100	766
509	F	100	1533
510	A	0	2
510	D	0	5
510	G	51	11
510	H	77	23
510	J	90	47
510	I	90	95
510	C	96	191
510	B	199	383
510	E	101	767
510	F	101	1534
511	A	0	2
511	D	0	5
511	G	51	11
511	H	77	23
511	J	90	47
511	I	90	95
511	C	96	191
511	B	199	383
511	E	101	767
511	F	102	1535
512	B	0	3
512	C	102	6
512	F	103	12
512	E	102	24
512	J	103	48
512	G	103	96
512	H	104	192
512	A	1	384
512	I	104	768
512	D	105	1536
513	B	0	3
513	C	102	6
513	F	103	12
513	E	102	24
513	J	103	48
513	G	103	96
513	H	104	192
513	A	1	384
513	I	104	768
513	D	106	1537
514	B	0	3
514	C	102	6
514	F	103	12
514	E	102	24
514	J	103	48
514	G	103	96
514	H	104	192
514	A	1	384
514	I	105	769
514	D	107	1538
515	B	0	3
515	C	102	6
515	F	103	12
515	E	102	24
515	J	103	48
515	G	103	96
515	H	104	192
515	A	1	384
515	I	105	769
515	D	108	1539
516	B	0	3
516	C	102	6
516	F	103	12
516	E	102	24
516	J	103	48
516	G	103	96
516	H	104	192
516	D	104	385
516	A	2	770
