target_slot	color	position	swapped_node
171	D	68	298
171	F	46	597
171	B	70	1195
172	A	0	2
172	C	0	4
172	G	0	9
172	I	26	18
172	H	26	37
172	J	26	74
172	E	13	149
172	B	66	299
172	D	69	598
172	F	47	1196
173	A	0	2
173	C	0	4
173	G	0	9
173	I	26	18
173	H	26	37
173	J	26	74
173	E	13	149
173	B	66	299
173	D	69	598
173	F	48	1197
174	A	0	2
174	C	0	4
174	G	0	9
174	I	26	18
174	H	26	37
174	J	26	74
174	E	13	149
174	B	66	299
174	D	70	599
174	F	49	1198
175	A	0	2
175	C	0	4
175	G	0	9
175	I	26	18
175	H	26	37
175	J	26	74
175	E	13	149
175	B	66	299
175	D	70	599
175	F	50	1199
176	A	0	2
176	C	0	4
176	G	0	9
176	I	26	18
176	H	26	37
176	F	39	75
176	B	71	150
176	E	19	300
176	J	27	600
176	D	73	1200
177	A	0	2
177	C	0	4
177	G	0	9
177	I	26	18
177	H	26	37
177	F	39	75
177	B	71	150
177	E	19	300
177	J	27	600
177	D	74	1201
178	A	0	2
178	C	0	4
178	G	0	9
178	I	26	18
178	H	26	37
178	F	39	75
178	B	71	150
178	E	19	300
178	J	28	601
178	D	75	1202
179	A	0	2
179	C	0	4
179	G	0	9
179	I	26	18
179	H	26	37
179	F	39	75
179	B	71	150
179	E	19	300
179	J	28	601
179	D	76	1203
180	A	0	2
180	C	0	4
180	G	0	9
180	I	26	18
180	H	26	37
180	F	39	75
180	B	71	150
180	D	72	301
180	E	20	602
180	J	30	1204
181	A	0	2
181	C	0	4
181	G	0	9
181	I	26	18
181	H	26	37
181	F	39	75
181	B	71	150
181	D	72	301
181	E	20	602
181	J	31	1205
182	A	0	2
182	C	0	4
182	G	0	9
182	I	26	18
182	H	26	37
182	F	39	75
182	B	71	150
182	D	72	301
182	J	29	603
182	E	21	1206
183	A	0	2
183	C	0	4
183	G	0	9
183	I	26	18
183	H	26	37
183	F	39	75
183	B	71	150
183	D	72	301
183	J	29	603
183	E	22	1207
184	A	0	2
184	C	0	4
184	G	0	9
184	I	26	18
184	H	26	37
184	F	39	75
184	D	71	151
184	E	23	302
184	J	32	604
184	B	73	1208
185	A	0	2
185	C	0	4
185	G	0	9
185	I	26	18
185	H	26	37
185	F	39	75
185	D	71	151
185	E	23	302
185	J	32	604
185	B	74	1209
186	A	0	2
186	C	0	4
186	G	0	9
186	I	26	18
186	H	26	37
186	F	39	75
186	D	71	151
186	E	23	302
186	J	33	605
186	B	75	1210
187	A	0	2
187	C	0	4
187	G	0	9
187	I	26	18
187	H	26	37
187	F	39	75
187	D	71	151
187	E	23	302
187	J	33	605
187	B	76	1211
188	A	0	2
188	C	0	4
188	G	0	9
188	I	26	18
188	H	26	37
188	F	39	75
188	D	71	151
188	B	72	303
188	E	24	606
188	J	34	1212
189	A	0	2
189	C	0	4
189	G	0	9
189	I	26	18
189	H	26	37
189	F	39	75
189	D	71	151
189	B	72	303
189	E	24	606
189	J	35	1213
190	A	0	2
190	C	0	4
190	G	0	9
190	I	26	18
190	H	26	37
190	F	39	75
190	D	71	151
190	B	72	303
190	E	25	607
190	J	36	1214
191	A	0	2
191	C	0	4
191	G	0	9
191	I	26	18
191	H	26	37
191	F	39	75
191	D	71	151
191	B	72	303
191	E	25	607
191	J	37	1215
192	A	0	2
192	C	0	4
192	G	0	9
192	F	25	19
192	J	38	38
192	H	40	76
192	E	26	152
192	B	77	304
192	I	28	608
192	D	79	1216
193	A	0	2
193	C	0	4
193	G	0	9
193	F	25	19
193	J	38	38
193	H	40	76
193	E	26	152
193	B	77	304
193	I	28	608
193	D	80	1217
194	A	0	2
194	C	0	4
194	G	0	9
194	F	25	19
194	J	38	38
194	H	40	76
194	E	26	152
194	B	77	304
194	I	29	609
194	D	81	1218
195	A	0	2
195	C	0	4
195	G	0	9
195	F	25	19
195	J	38	38
195	H	40	76
195	E	26	152
195	B	77	304
195	I	29	609
195	D	82	1219
196	A	0	2
196	C	0	4
196	G	0	9
196	F	25	19
196	J	38	38
196	H	40	76
196	E	26	152
196	D	78	305
196	B	78	610
196	I	31	1220
197	A	0	2
197	C	0	4
197	G	0	9
197	F	25	19
197	J	38	38
197	H	40	76
197	E	26	152
197	D	78	305
197	B	78	610
197	I	32	1221
198	A	0	2
198	C	0	4
198	G	0	9
198	F	25	19
198	J	38	38
198	H	40	76
198	E	26	152
198	D	78	305
198	I	30	611
198	B	79	1222
199	A	0	2
199	C	0	4
199	G	0	9
199	F	25	19
199	J	38	38
199	H	40	76
199	E	26	152
199	D	78	305
199	I	30	611
199	B	80	1223
200	A	0	2
200	C	0	4
200	G	0	9
200	F	25	19
200	J	38	38
200	H	40	76
200	D	77	153
200	B	81	306
200	I	33	612
200	E	28	1224
201	A	0	2
201	C	0	4
201	G	0	9
201	F	25	19
201	J	38	38
201	H	40	76
201	D	77	153
201	B	81	306
201	I	33	612
201	E	29	1225
202	A	0	2
202	C	0	4
202	G	0	9
202	F	25	19
202	J	38	38
202	H	40	76
202	D	77	153
202	B	81	306
202	I	34	613
202	E	30	1226
203	A	0	2
203	C	0	4
203	G	0	9
203	F	25	19
203	J	38	38
203	H	40	76
203	D	77	153
203	B	81	306
203	I	34	613
203	E	31	1227
204	A	0	2
204	C	0	4
204	G	0	9
204	F	25	19
204	J	38	38
204	H	40	76
204	D	77	153
204	E	27	307
204	B	82	614
204	I	35	1228
205	A	0	2
205	C	0	4
205	G	0	9
205	F	25	19
205	J	38	38
205	H	40	76
205	D	77	153
205	E	27	307
205	B	82	614
205	I	36	1229
206	A	0	2
206	C	0	4
206	G	0	9
206	F	25	19
206	J	38	38
206	H	40	76
206	D	77	153
206	E	27	307
206	B	83	615
206	I	37	1230
207	A	0	2
207	C	0	4
207	G	0	9
207	F	25	19
207	J	38	38
207	H	40	76
207	D	77	153
207	E	27	307
207	B	83	615
207	I	38	1231
208	A	0	2
208	C	0	4
208	G	0	9
208	F	25	19
208	J	38	38
208	I	27	77
208	E	32	154
208	D	83	308
208	H	41	616
208	B	86	1232
209	A	0	2
209	C	0	4
209	G	0	9
209	F	25	19
209	J	38	38
209	I	27	77
209	E	32	154
209	D	83	308
209	H	41	616
209	B	87	1233
210	A	0	2
210	C	0	4
210	G	0	9
210	F	25	19
210	J	38	38
210	I	27	77
210	E	32	154
210	D	83	308
210	H	42	617
210	B	88	1234
211	A	0	2
211	C	0	4
211	G	0	9
211	F	25	19
211	J	38	38
211	I	27	77
211	E	32	154
211	D	83	308
211	H	42	617
211	B	89	1235
212	A	0	2
212	C	0	4
212	G	0	9
212	F	25	19
212	J	38	38
212	I	27	77
212	E	32	154
212	B	85	309
212	D	84	618
212	H	44	1236
213	A	0	2
213	C	0	4
213	G	0	9
213	F	25	19
213	J	38	38
213	I	27	77
213	E	32	154
213	B	85	309
213	D	84	618
213	H	45	1237
214	A	0	2
214	C	0	4
214	G	0	9
214	F	25	19
214	J	38	38
214	I	27	77
214	E	32	154
214	B	85	309
214	H	43	619
214	D	85	1238
215	A	0	2
215	C	0	4
215	G	0	9
215	F	25	19
215	J	38	38
215	I	27	77
215	E	32	154
215	B	85	309
215	H	43	619
215	D	86	1239
216	A	0	2
216	C	0	4
216	G	0	9
216	F	25	19
216	J	38	38
216	I	27	77
216	B	84	155
216	D	87	310
216	H	46	620
216	E	34	1240
217	A	0	2
217	C	0	4
217	G	0	9
217	F	25	19
217	J	38	38
217	I	27	77
217	B	84	155
217	D	87	310
217	H	46	620
217	E	35	1241
218	A	0	2
218	C	0	4
218	G	0	9
218	F	25	19
218	J	38	38
218	I	27	77
218	B	84	155
218	D	87	310
218	H	47	621
218	E	36	1242
219	A	0	2
219	C	0	4
219	G	0	9
219	F	25	19
219	J	38	38
219	I	27	77
219	B	84	155
219	D	87	310
219	H	47	621
219	E	37	1243
220	A	0	2
220	C	0	4
220	G	0	9
220	F	25	19
220	J	38	38
220	I	27	77
220	B	84	155
220	E	33	311
220	D	88	622
220	H	48	1244
221	A	0	2
221	C	0	4
221	G	0	9
221	F	25	19
221	J	38	38
221	I	27	77
221	B	84	155
221	E	33	311
221	D	88	622
221	H	49	1245
222	A	0	2
222	C	0	4
222	G	0	9
222	F	25	19
222	J	38	38
222	I	27	77
222	B	84	155
222	E	33	311
222	D	89	623
222	H	50	1246
223	A	0	2
223	C	0	4
223	G	0	9
223	F	25	19
223	J	38	38
223	I	27	77
223	B	84	155
223	E	33	311
223	D	89	623
223	H	51	1247
224	A	0	2
224	C	0	4
224	G	0	9
224	F	25	19
224	H	39	39
224	J	39	78
224	D	90	156
224	B	90	312
224	I	40	624
224	E	40	1248
225	A	0	2
225	C	0	4
225	G	0	9
225	F	25	19
225	H	39	39
225	J	39	78
225	D	90	156
225	B	90	312
225	I	40	624
225	E	41	1249
226	A	0	2
226	C	0	4
226	G	0	9
226	F	25	19
226	H	39	39
226	J	39	78
226	D	90	156
226	B	90	312
226	I	41	625
226	E	42	1250
227	A	0	2
227	C	0	4
227	G	0	9
227	F	25	19
227	H	39	39
227	J	39	78
227	D	90	156
227	B	90	312
227	I	41	625
227	E	43	1251
228	A	0	2
228	C	0	4
228	G	0	9
228	F	25	19
228	H	39	39
228	J	39	78
228	D	90	156
228	E	39	313
228	B	91	626
228	I	43	1252
229	A	0	2
229	C	0	4
229	G	0	9
229	F	25	19
229	H	39	39
229	J	39	78
229	D	90	156
229	E	39	313
229	B	91	626
229	I	44	1253
230	A	0	2
230	C	0	4
230	G	0	9
230	F	25	19
230	H	39	39
230	J	39	78
230	D	90	156
230	E	39	313
230	I	42	627
230	B	92	1254
231	A	0	2
231	C	0	4
231	G	0	9
231	F	25	19
231	H	39	39
231	J	39	78
231	D	90	156
231	E	39	313
231	I	42	627
231	B	93	1255
232	A	0	2
232	C	0	4
232	G	0	9
232	F	25	19
232	H	39	39
232	J	39	78
232	E	38	157
232	B	94	314
232	I	45	628
232	D	92	1256
233	A	0	2
233	C	0	4
233	G	0	9
233	F	25	19
233	H	39	39
233	J	39	78
233	E	38	157
233	B	94	314
233	I	45	628
233	D	93	1257
234	A	0	2
234	C	0	4
234	G	0	9
234	F	25	19
234	H	39	39
234	J	39	78
234	E	38	157
234	B	94	314
234	I	46	629
234	D	94	1258
235	A	0	2
235	C	0	4
235	G	0	9
235	F	25	19
235	H	39	39
235	J	39	78
235	E	38	157
235	B	94	314
235	I	46	629
235	D	95	1259
236	A	0	2
236	C	0	4
236	G	0	9
236	F	25	19
236	H	39	39
236	J	39	78
236	E	38	157
236	D	91	315
236	B	95	630
236	I	47	1260
237	A	0	2
237	C	0	4
237	G	0	9
237	F	25	19
237	H	39	39
237	J	39	78
237	E	38	157
237	D	91	315
237	B	95	630
237	I	48	1261
238	A	0	2
238	C	0	4
238	G	0	9
238	F	25	19
238	H	39	39
238	J	39	78
238	E	38	157
238	D	91	315
238	B	96	631
238	I	49	1262
239	A	0	2
239	C	0	4
239	G	0	9
239	F	25	19
239	H	39	39
239	J	39	78
239	E	38	157
239	D	91	315
239	B	96	631
239	I	50	1263
240	A	0	2
240	C	0	4
240	G	0	9
240	F	25	19
240	H	39	39
240	I	39	79
240	D	96	158
240	E	44	316
240	J	40	632
240	B	99	1264
241	A	0	2
241	C	0	4
241	G	0	9
241	F	25	19
241	H	39	39
241	I	39	79
241	D	96	158
241	E	44	316
241	J	40	632
241	B	100	1265
242	A	0	2
242	C	0	4
242	G	0	9
242	F	25	19
242	H	39	39
242	I	39	79
242	D	96	158
242	E	44	316
242	J	41	633
242	B	101	1266
243	A	0	2
243	C	0	4
243	G	0	9
243	F	25	19
243	H	39	39
243	I	39	79
243	D	96	158
243	E	44	316
243	J	41	633
243	B	102	1267
244	A	0	2
244	C	0	4
244	G	0	9
244	F	25	19
244	H	39	39
244	I	39	79
244	D	96	158
244	B	98	317
244	E	45	634
244	J	43	1268
245	A	0	2
245	C	0	4
245	G	0	9
245	F	25	19
245	H	39	39
245	I	39	79
245	D	96	158
245	B	98	317
245	E	45	634
245	J	44	1269
246	A	0	2
246	C	0	4
246	G	0	9
246	F	25	19
246	H	39	39
246	I	39	79
246	D	96	158
246	B	98	317
246	J	42	635
246	E	46	1270
247	A	0	2
247	C	0	4
247	G	0	9
247	F	25	19
247	H	39	39
247	I	39	79
247	D	96	158
247	B	98	317
247	J	42	635
247	E	47	1271
248	A	0	2
248	C	0	4
248	G	0	9
248	F	25	19
248	H	39	39
248	I	39	79
248	B	97	159
248	E	48	318
248	J	45	636
248	D	98	1272
249	A	0	2
249	C	0	4
249	G	0	9
249	F	25	19
249	H	39	39
249	I	39	79
249	B	97	159
249	E	48	318
249	J	45	636
249	D	99	1273
250	A	0	2
250	C	0	4
250	G	0	9
250	F	25	19
250	H	39	39
250	I	39	79
250	B	97	159
250	E	48	318
250	J	46	637
250	D	100	1274
251	A	0	2
251	C	0	4
251	G	0	9
251	F	25	19
251	H	39	39
251	I	39	79
251	B	97	159
251	E	48	318
251	J	46	637
251	D	101	1275
252	A	0	2
252	C	0	4
252	G	0	9
252	F	25	19
252	H	39	39
252	I	39	79
252	B	97	159
252	D	97	319
252	E	49	638
252	J	47	1276
253	A	0	2
253	C	0	4
253	G	0	9
253	F	25	19
253	H	39	39
253	I	39	79
253	B	97	159
253	D	97	319
253	E	49	638
253	J	48	1277
254	A	0	2
254	C	0	4
254	G	0	9
254	F	25	19
254	H	39	39
254	I	39	79
254	B	97	159
254	D	97	319
254	E	50	639
254	J	49	1278
255	A	0	2
255	C	0	4
255	G	0	9
255	F	25	19
255	H	39	39
255	I	39	79
255	B	97	159
255	D	97	319
255	E	50	639
255	J	50	1279
256	A	0	2
256	D	0	5
256	E	51	10
256	H	52	20
256	F	51	40
256	J	52	80
256	C	1	160
256	B	103	320
256	G	53	640
256	I	54	1280
257	A	0	2
257	D	0	5
257	E	51	10
257	H	52	20
257	F	51	40
257	J	52	80
257	C	1	160
257	B	103	320
257	G	53	640
257	I	55	1281
258	A	0	2
258	D	0	5
258	E	51	10
258	H	52	20
258	F	51	40
258	J	52	80
258	C	1	160
258	B	103	320
258	G	54	641
258	I	56	1282
259	A	0	2
259	D	0	5
259	E	51	10
259	H	52	20
259	F	51	40
259	J	52	80
259	C	1	160
259	B	103	320
259	G	54	641
259	I	57	1283
260	A	0	2
260	D	0	5
260	E	51	10
260	H	52	20
260	F	51	40
260	J	52	80
260	C	1	160
260	I	53	321
260	B	104	642
260	G	56	1284
261	A	0	2
261	D	0	5
261	E	51	10
261	H	52	20
261	F	51	40
261	J	52	80
261	C	1	160
261	I	53	321
261	B	104	642
261	G	57	1285
262	A	0	2
262	D	0	5
262	E	51	10
262	H	52	20
262	F	51	40
262	J	52	80
262	C	1	160
262	I	53	321
262	G	55	643
262	B	105	1286
263	A	0	2
263	D	0	5
263	E	51	10
263	H	52	20
263	F	51	40
263	J	52	80
263	C	1	160
263	I	53	321
263	G	55	643
263	B	106	1287
264	A	0	2
264	D	0	5
264	E	51	10
264	H	52	20
264	F	51	40
264	J	52	80
264	I	52	161
264	B	107	322
264	G	58	644
264	C	3	1288
265	A	0	2
265	D	0	5
265	E	51	10
265	H	52	20
265	F	51	40
265	J	52	80
265	I	52	161
265	B	107	322
265	G	58	644
265	C	4	1289
266	A	0	2
266	D	0	5
266	E	51	10
266	H	52	20
266	F	51	40
266	J	52	80
266	I	52	161
266	B	107	322
266	G	59	645
266	C	5	1290
267	A	0	2
267	D	0	5
267	E	51	10
267	H	52	20
267	F	51	40
267	J	52	80
267	I	52	161
267	B	107	322
267	G	59	645
267	C	6	1291
268	A	0	2
268	D	0	5
268	E	51	10
268	H	52	20
268	F	51	40
268	J	52	80
268	I	52	161
268	C	2	323
268	B	108	646
268	G	60	1292
269	A	0	2
269	D	0	5
269	E	51	10
269	H	52	20
269	F	51	40
269	J	52	80
269	I	52	161
269	C	2	323
269	B	108	646
269	G	61	1293
270	A	0	2
270	D	0	5
270	E	51	10
270	H	52	20
270	F	51	40
270	J	52	80
270	I	52	161
270	C	2	323
270	B	109	647
270	G	62	1294
271	A	0	2
271	D	0	5
271	E	51	10
271	H	52	20
271	F	51	40
271	J	52	80
271	I	52	161
271	C	2	323
271	B	109	647
271	G	63	1295
272	A	0	2
272	D	0	5
272	E	51	10
272	H	52	20
272	F	51	40
272	G	52	81
272	C	7	162
272	I	58	324
272	J	53	648
272	B	112	1296
273	A	0	2
273	D	0	5
273	E	51	10
273	H	52	20
273	F	51	40
273	G	52	81
273	C	7	162
273	I	58	324
273	J	53	648
273	B	113	1297
274	A	0	2
274	D	0	5
274	E	51	10
274	H	52	20
274	F	51	40
274	G	52	81
274	C	7	162
274	I	58	324
274	J	54	649
274	B	114	1298
275	A	0	2
275	D	0	5
275	E	51	10
275	H	52	20
275	F	51	40
275	G	52	81
275	C	7	162
275	I	58	324
275	J	54	649
275	B	115	1299
276	A	0	2
276	D	0	5
276	E	51	10
276	H	52	20
276	F	51	40
276	G	52	81
276	C	7	162
276	B	111	325
276	I	59	650
276	J	56	1300
277	A	0	2
277	D	0	5
277	E	51	10
277	H	52	20
277	F	51	40
277	G	52	81
277	C	7	162
277	B	111	325
277	I	59	650
277	J	57	1301
278	A	0	2
278	D	0	5
278	E	51	10
278	H	52	20
278	F	51	40
278	G	52	81
278	C	7	162
278	B	111	325
278	J	55	651
278	I	60	1302
279	A	0	2
279	D	0	5
279	E	51	10
279	H	52	20
279	F	51	40
279	G	52	81
279	C	7	162
279	B	111	325
279	J	55	651
279	I	61	1303
280	A	0	2
280	D	0	5
280	E	51	10
280	H	52	20
280	F	51	40
280	G	52	81
280	B	110	163
280	I	62	326
280	J	58	652
280	C	9	1304
281	A	0	2
281	D	0	5
281	E	51	10
281	H	52	20
281	F	51	40
281	G	52	81
281	B	110	163
281	I	62	326
281	J	58	652
281	C	10	1305
282	A	0	2
282	D	0	5
282	E	51	10
282	H	52	20
282	F	51	40
282	G	52	81
282	B	110	163
282	I	62	326
282	J	59	653
282	C	11	1306
283	A	0	2
283	D	0	5
283	E	51	10
283	H	52	20
283	F	51	40
283	G	52	81
283	B	110	163
283	I	62	326
283	J	59	653
283	C	12	1307
284	A	0	2
284	D	0	5
284	E	51	10
284	H	52	20
284	F	51	40
284	G	52	81
284	B	110	163
284	C	8	327
284	I	63	654
284	J	60	1308
285	A	0	2
285	D	0	5
285	E	51	10
285	H	52	20
285	F	51	40
285	G	52	81
285	B	110	163
285	C	8	327
285	I	63	654
285	J	61	1309
286	A	0	2
286	D	0	5
286	E	51	10
286	H	52	20
286	F	51	40
286	G	52	81
286	B	110	163
286	C	8	327
286	I	64	655
286	J	62	1310
287	A	0	2
287	D	0	5
287	E	51	10
287	H	52	20
287	F	51	40
287	G	52	81
287	B	110	163
287	C	8	327
287	I	64	655
287	J	63	1311
288	A	0	2
288	D	0	5
288	E	51	10
288	H	52	20
288	J	51	41
288	F	52	82
288	B	116	164
288	C	13	328
288	I	66	656
288	G	66	1312
289	A	0	2
289	D	0	5
289	E	51	10
289	H	52	20
289	J	51	41
289	F	52	82
289	B	116	164
289	C	13	328
289	I	66	656
289	G	67	1313
290	A	0	2
290	D	0	5
290	E	51	10
290	H	52	20
290	J	51	41
290	F	52	82
290	B	116	164
290	C	13	328
290	I	67	657
290	G	68	1314
291	A	0	2
291	D	0	5
291	E	51	10
291	H	52	20
291	J	51	41
291	F	52	82
291	B	116	164
291	C	13	328
291	I	67	657
291	G	69	1315
292	A	0	2
292	D	0	5
292	E	51	10
292	H	52	20
292	J	51	41
292	F	52	82
292	B	116	164
292	G	65	329
292	C	14	658
292	I	69	1316
293	A	0	2
293	D	0	5
293	E	51	10
293	H	52	20
293	J	51	41
293	F	52	82
293	B	116	164
293	G	65	329
293	C	14	658
293	I	70	1317
294	A	0	2
294	D	0	5
294	E	51	10
294	H	52	20
294	J	51	41
294	F	52	82
294	B	116	164
294	G	65	329
294	I	68	659
294	C	15	1318
295	A	0	2
295	D	0	5
295	E	51	10
295	H	52	20
295	J	51	41
295	F	52	82
295	B	116	164
295	G	65	329
295	I	68	659
295	C	16	1319
296	A	0	2
296	D	0	5
296	E	51	10
296	H	52	20
296	J	51	41
296	F	52	82
296	G	64	165
296	C	17	330
296	I	71	660
296	B	118	1320
297	A	0	2
297	D	0	5
297	E	51	10
297	H	52	20
297	J	51	41
297	F	52	82
297	G	64	165
297	C	17	330
297	I	71	660
297	B	119	1321
298	A	0	2
298	D	0	5
298	E	51	10
298	H	52	20
298	J	51	41
298	F	52	82
298	G	64	165
298	C	17	330
298	I	72	661
298	B	120	1322
299	A	0	2
299	D	0	5
299	E	51	10
299	H	52	20
299	J	51	41
299	F	52	82
299	G	64	165
299	C	17	330
299	I	72	661
299	B	121	1323
300	A	0	2
300	D	0	5
300	E	51	10
300	H	52	20
300	J	51	41
300	F	52	82
300	G	64	165
300	B	117	331
300	C	18	662
300	I	73	1324
301	A	0	2
301	D	0	5
301	E	51	10
301	H	52	20
301	J	51	41
301	F	52	82
301	G	64	165
301	B	117	331
301	C	18	662
301	I	74	1325
302	A	0	2
302	D	0	5
302	E	51	10
302	H	52	20
302	J	51	41
302	F	52	82
302	G	64	165
302	B	117	331
302	C	19	663
302	I	75	1326
303	A	0	2
303	D	0	5
303	E	51	10
303	H	52	20
303	J	51	41
303	F	52	82
303	G	64	165
303	B	117	331
303	C	19	663
303	I	76	1327
304	A	0	2
304	D	0	5
304	E	51	10
304	H	52	20
304	J	51	41
304	I	65	83
304	B	122	166
304	G	70	332
304	F	53	664
304	C	22	1328
305	A	0	2
305	D	0	5
305	E	51	10
305	H	52	20
305	J	51	41
305	I	65	83
305	B	122	166
305	G	70	332
305	F	53	664
305	C	23	1329
306	A	0	2
306	D	0	5
306	E	51	10
306	H	52	20
306	J	51	41
306	I	65	83
306	B	122	166
306	G	70	332
306	F	54	665
306	C	24	1330
307	A	0	2
307	D	0	5
307	E	51	10
307	H	52	20
307	J	51	41
307	I	65	83
307	B	122	166
307	G	70	332
307	F	54	665
307	C	25	1331
308	A	0	2
308	D	0	5
308	E	51	10
308	H	52	20
308	J	51	41
308	I	65	83
308	B	122	166
308	C	21	333
308	G	71	666
308	F	56	1332
309	A	0	2
309	D	0	5
309	E	51	10
309	H	52	20
309	J	51	41
309	I	65	83
309	B	122	166
309	C	21	333
309	G	71	666
309	F	57	1333
310	A	0	2
310	D	0	5
310	E	51	10
310	H	52	20
310	J	51	41
310	I	65	83
310	B	122	166
310	C	21	333
310	F	55	667
310	G	72	1334
311	A	0	2
311	D	0	5
311	E	51	10
311	H	52	20
311	J	51	41
311	I	65	83
311	B	122	166
311	C	21	333
311	F	55	667
311	G	73	1335
312	A	0	2
312	D	0	5
312	E	51	10
312	H	52	20
312	J	51	41
312	I	65	83
312	C	20	167
312	G	74	334
312	F	58	668
312	B	124	1336
313	A	0	2
313	D	0	5
313	E	51	10
313	H	52	20
313	J	51	41
313	I	65	83
313	C	20	167
313	G	74	334
313	F	58	668
313	B	125	1337
314	A	0	2
314	D	0	5
314	E	51	10
314	H	52	20
314	J	51	41
314	I	65	83
314	C	20	167
314	G	74	334
314	F	59	669
314	B	126	1338
315	A	0	2
315	D	0	5
315	E	51	10
315	H	52	20
315	J	51	41
315	I	65	83
315	C	20	167
315	G	74	334
315	F	59	669
315	B	127	1339
316	A	0	2
316	D	0	5
316	E	51	10
316	H	52	20
316	J	51	41
316	I	65	83
316	C	20	167
316	B	123	335
316	G	75	670
316	F	60	1340
317	A	0	2
317	D	0	5
317	E	51	10
317	H	52	20
317	J	51	41
317	I	65	83
317	C	20	167
317	B	123	335
317	G	75	670
317	F	61	1341
318	A	0	2
318	D	0	5
318	E	51	10
318	H	52	20
318	J	51	41
318	I	65	83
318	C	20	167
318	B	123	335
318	G	76	671
318	F	62	1342
319	A	0	2
319	D	0	5
319	E	51	10
319	H	52	20
319	J	51	41
319	I	65	83
319	C	20	167
319	B	123	335
319	G	76	671
319	F	63	1343
320	A	0	2
320	D	0	5
320	E	51	10
320	I	51	21
320	F	64	42
320	J	65	84
320	G	77	168
320	B	128	336
320	H	54	672
320	C	28	1344
321	A	0	2
321	D	0	5
321	E	51	10
321	I	51	21
321	F	64	42
321	J	65	84
321	G	77	168
321	B	128	336
321	H	54	672
321	C	29	1345
322	A	0	2
322	D	0	5
322	E	51	10
322	I	51	21
322	F	64	42
322	J	65	84
322	G	77	168
322	B	128	336
322	H	55	673
322	C	30	1346
323	A	0	2
323	D	0	5
323	E	51	10
323	I	51	21
323	F	64	42
323	J	65	84
323	G	77	168
323	B	128	336
323	H	55	673
323	C	31	1347
324	A	0	2
324	D	0	5
324	E	51	10
324	I	51	21
324	F	64	42
324	J	65	84
324	G	77	168
324	C	27	337
324	B	129	674
324	H	57	1348
325	A	0	2
325	D	0	5
325	E	51	10
325	I	51	21
325	F	64	42
325	J	65	84
325	G	77	168
325	C	27	337
325	B	129	674
325	H	58	1349
326	A	0	2
326	D	0	5
326	E	51	10
326	I	51	21
326	F	64	42
326	J	65	84
326	G	77	168
326	C	27	337
326	H	56	675
326	B	130	1350
327	A	0	2
327	D	0	5
327	E	51	10
327	I	51	21
327	F	64	42
327	J	65	84
327	G	77	168
327	C	27	337
327	H	56	675
327	B	131	1351
328	A	0	2
328	D	0	5
328	E	51	10
328	I	51	21
328	F	64	42
328	J	65	84
328	C	26	169
328	B	132	338
328	H	59	676
328	G	79	1352
329	A	0	2
329	D	0	5
329	E	51	10
329	I	51	21
329	F	64	42
329	J	65	84
329	C	26	169
329	B	132	338
329	H	59	676
329	G	80	1353
330	A	0	2
330	D	0	5
330	E	51	10
330	I	51	21
330	F	64	42
330	J	65	84
330	C	26	169
330	B	132	338
330	H	60	677
330	G	81	1354
331	A	0	2
331	D	0	5
331	E	51	10
331	I	51	21
331	F	64	42
331	J	65	84
331	C	26	169
331	B	132	338
331	H	60	677
331	G	82	1355
332	A	0	2
332	D	0	5
332	E	51	10
332	I	51	21
332	F	64	42
332	J	65	84
332	C	26	169
332	G	78	339
332	B	133	678
332	H	61	1356
333	A	0	2
333	D	0	5
333	E	51	10
333	I	51	21
333	F	64	42
333	J	65	84
333	C	26	169
333	G	78	339
333	B	133	678
333	H	62	1357
334	A	0	2
334	D	0	5
334	E	51	10
334	I	51	21
334	F	64	42
334	J	65	84
334	C	26	169
334	G	78	339
334	B	134	679
334	H	63	1358
335	A	0	2
335	D	0	5
335	E	51	10
335	I	51	21
335	F	64	42
335	J	65	84
335	C	26	169
335	G	78	339
335	B	134	679
335	H	64	1359
336	A	0	2
336	D	0	5
336	E	51	10
336	I	51	21
336	F	64	42
336	H	53	85
336	G	83	170
336	C	32	340
336	J	66	680
336	B	137	1360
337	A	0	2
337	D	0	5
337	E	51	10
337	I	51	21
337	F	64	42
337	H	53	85
337	G	83	170
337	C	32	340
337	J	66	680
337	B	138	1361
338	A	0	2
338	D	0	5
338	E	51	10
338	I	51	21
338	F	64	42
338	H	53	85
338	G	83	170
338	C	32	340
338	J	67	681
338	B	139	1362
339	A	0	2
339	D	0	5
339	E	51	10
339	I	51	21
339	F	64	42
339	H	53	85
339	G	83	170
339	C	32	340
339	J	67	681
339	B	140	1363
340	A	0	2
340	D	0	5
340	E	51	10
340	I	51	21
340	F	64	42
340	H	53	85
340	G	83	170
340	B	136	341
340	C	33	682
340	J	69	1364
341	A	0	2
341	D	0	5
341	E	51	10
341	I	51	21
341	F	64	42
341	H	53	85
341	G	83	170
341	B	136	341
341	C	33	682
341	J	70	1365
342	A	0	2
342	D	0	5
342	E	51	10
342	I	51	21
342	F	64	42
342	H	53	85
342	G	83	170
342	B	136	341
342	J	68	683
342	C	34	1366
343	A	0	2
343	D	0	5
343	E	51	10
343	I	51	21
343	F	64	42
343	H	53	85
343	G	83	170
343	B	136	341
343	J	68	683
343	C	35	1367
344	A	0	2
344	D	0	5
344	E	51	10
