backend,dataset,height,scheme,active_records,width,max_bucket,query_samples,completed_queries,setup_ms,client_query_ms,server_total_ms,server_parallel_ms,client_decode_ms,offline_kb,online_upload_kb,online_download_kb,online_total_kb,evidence,stored_records
SimplePIR-full-api,Polygon zkEVM recent,128,PBC-SMT,766,17,,50,50,7.8882559999999975,12.000013320000003,0.04191084000000001,0.004595079999999999,0.600190619999999,13056,12.75,12.75,25.5,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM recent,128,SparseTreePIR,766,11,,50,50,3.640585999999998,7.4498678399999685,0.027168579999999998,0.0038007000000000006,0.21423037999999933,5632,6.1875,5.5,11.6875,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM multi-window,128,PBC-SMT,2694,21,,50,50,24.386932999999992,17.45441011999998,0.07957496000000003,0.00563048,1.3136310800000035,26880,25.59375,26.25,51.84375,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM multi-window,128,SparseTreePIR,2694,14,,50,50,8.975197999999997,10.476535419999998,0.044131119999999996,0.0047805400000000015,0.5693756600000001,12544,13.125,12.25,25.375,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM broad,128,PBC-SMT,14078,26,,50,50,108.59544600000001,30.791844359999814,0.22007013999999997,0.013570480000000001,3.149097879999993,66560,68.25,65,133.25,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,Polygon zkEVM broad,128,SparseTreePIR,14078,17,,50,50,45.64675800000001,16.94462336,0.10493169999999997,0.007902500000000002,1.5639085199999954,32640,30.28125,31.875,62.15625,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,ZKsync Era sample,128,PBC-SMT,1910,20,,50,50,19.05992900000001,15.486934580000007,0.07279956,0.004815040000000001,1.1269018599999963,23040,20.625,22.5,43.125,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,ZKsync Era sample,128,SparseTreePIR,1910,13,,50,50,9.370732000000002,9.372285099999987,0.03563889999999999,0.004640180000000001,0.43469873999999975,9984,10.96875,9.75,20.71875,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,ZKsync Era broad,128,PBC-SMT,15478,26,,50,50,117.19467,31.675895860000033,0.25338326,0.012818079999999999,3.3373221800000117,69888,70.6875,68.25,138.9375,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,ZKsync Era broad,128,SparseTreePIR,15478,17,,50,50,43.151828,17.321894360000027,0.10981210000000002,0.01001828,1.5538941199999994,32640,33.46875,31.875,65.34375,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,FuelLabs SMT test vectors,128,PBC-SMT,198,14,,50,50,3.9603379999999997,8.967822839999995,0.03199492,0.004047359999999999,0.25856113999999986,6144,6,6,12,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
SimplePIR-full-api,FuelLabs SMT test vectors,128,SparseTreePIR,198,9,,50,50,2.09451,5.776248859999992,0.021663799999999997,0.0037511600000000008,0.11698130000000027,3456,2.53125,3.375,5.90625,full 32-byte digest retrieval through SimplePIR Go API; recovered chunks are verified,
PIANO-local-runner,Polygon zkEVM recent,128,PBC-SMT,766,17,136,50,850,16.508,3.509,0.0,0.0,0.0,172.40625,86.328125,6.640625,92.96875,PIANO executable runner over the exact real-workload bucket-size vector,2298
PIANO-local-runner,Polygon zkEVM recent,128,SparseTreePIR,766,11,70,50,385,6.002,1.166,0.0,0.0,0.0,73.21875,27.070312,3.007812,30.078125,PIANO executable runner over the exact real-workload bucket-size vector,766
PIANO-local-runner,Polygon zkEVM multi-window,128,PBC-SMT,2694,21,385,50,1050,88.413,9.837,0.0,0.0,0.0,435.09375,172.265625,8.203125,180.46875,PIANO executable runner over the exact real-workload bucket-size vector,8082
PIANO-local-runner,Polygon zkEVM multi-window,128,SparseTreePIR,2694,14,193,50,700,31.052,4.547,0.0,0.0,0.0,193.5,82.03125,5.46875,87.5,PIANO executable runner over the exact real-workload bucket-size vector,2694
PIANO-local-runner,Polygon zkEVM broad,128,PBC-SMT,14078,26,1625,50,1300,305.809,13.329,0.0,0.0,0.0,1424.4375,416.40625,10.15625,426.5625,PIANO executable runner over the exact real-workload bucket-size vector,42234
PIANO-local-runner,Polygon zkEVM broad,128,SparseTreePIR,14078,17,829,50,850,111.931,6.848,0.0,0.0,0.0,594.46875,199.21875,6.640625,205.859375,PIANO executable runner over the exact real-workload bucket-size vector,14078
PIANO-local-runner,ZKsync Era sample,128,PBC-SMT,1910,20,287,50,1000,49.477,6.452,0.004,0.004,0.0,346.875,140.625,7.8125,148.4375,PIANO executable runner over the exact real-workload bucket-size vector,5730
PIANO-local-runner,ZKsync Era sample,128,SparseTreePIR,1910,13,147,50,650,17.635,3.754,0.0,0.0,0.0,136.5,66.015625,5.078125,71.09375,PIANO executable runner over the exact real-workload bucket-size vector,1910
PIANO-local-runner,ZKsync Era broad,128,PBC-SMT,15478,26,1786,50,1300,486.562,19.974,0.0,0.0,0.0,1503.9375,436.71875,10.15625,446.875,PIANO executable runner over the exact real-workload bucket-size vector,46434
PIANO-local-runner,ZKsync Era broad,128,SparseTreePIR,15478,17,911,50,850,162.822,10.198,0.0,0.0,0.0,623.15625,205.859375,6.640625,212.5,PIANO executable runner over the exact real-workload bucket-size vector,15478
PIANO-local-runner,FuelLabs SMT test vectors,128,PBC-SMT,198,14,43,50,336,2.858,0.979,0.0,0.0,0.0,60.75,19.5,2.625,22.125,PIANO executable runner over the exact real-workload bucket-size vector,594
PIANO-local-runner,FuelLabs SMT test vectors,128,SparseTreePIR,198,9,23,50,126,1.365,0.317,0.0,0.0,0.0,27.0,5.90625,0.984375,6.890625,PIANO executable runner over the exact real-workload bucket-size vector,198
