key,address,leaf_type,first_seen_block
zksync-era:0xa55aad155f5f078a05d48a357ab840f41b766c02:account_leaf:storage_root,0xa55aad155f5f078a05d48a357ab840f41b766c02,storage_root,69634871
zksync-era:0x13598fd0986d0e33c402f6907f05acf720224527:account_leaf:balance,0x13598fd0986d0e33c402f6907f05acf720224527,balance,69634871
zksync-era:0x13598fd0986d0e33c402f6907f05acf720224527:account_leaf:nonce,0x13598fd0986d0e33c402f6907f05acf720224527,nonce,69634871
zksync-era:0x13598fd0986d0e33c402f6907f05acf720224527:account_leaf:code,0x13598fd0986d0e33c402f6907f05acf720224527,code,69634871
zksync-era:0x13598fd0986d0e33c402f6907f05acf720224527:account_leaf:storage_root,0x13598fd0986d0e33c402f6907f05acf720224527,storage_root,69634871
zksync-era:0xa717f380f0316464ce4ac3f16f408336535735a1:account_leaf:balance,0xa717f380f0316464ce4ac3f16f408336535735a1,balance,69635071
zksync-era:0xa717f380f0316464ce4ac3f16f408336535735a1:account_leaf:nonce,0xa717f380f0316464ce4ac3f16f408336535735a1,nonce,69635071
zksync-era:0xa717f380f0316464ce4ac3f16f408336535735a1:account_leaf:code,0xa717f380f0316464ce4ac3f16f408336535735a1,code,69635071
zksync-era:0xa717f380f0316464ce4ac3f16f408336535735a1:account_leaf:storage_root,0xa717f380f0316464ce4ac3f16f408336535735a1,storage_root,69635071
zksync-era:0x5aea5775959fbc2557cc8789bc1bf90a239d9a91:account_leaf:balance,0x5aea5775959fbc2557cc8789bc1bf90a239d9a91,balance,69635071
zksync-era:0x5aea5775959fbc2557cc8789bc1bf90a239d9a91:account_leaf:nonce,0x5aea5775959fbc2557cc8789bc1bf90a239d9a91,nonce,69635071
zksync-era:0x5aea5775959fbc2557cc8789bc1bf90a239d9a91:account_leaf:code,0x5aea5775959fbc2557cc8789bc1bf90a239d9a91,code,69635071
zksync-era:0x5aea5775959fbc2557cc8789bc1bf90a239d9a91:account_leaf:storage_root,0x5aea5775959fbc2557cc8789bc1bf90a239d9a91,storage_root,69635071
zksync-era:0x0e1c8368d1cb9390a41205891eb49d6b7904dfd7:account_leaf:balance,0x0e1c8368d1cb9390a41205891eb49d6b7904dfd7,balance,69635271
zksync-era:0x0e1c8368d1cb9390a41205891eb49d6b7904dfd7:account_leaf:nonce,0x0e1c8368d1cb9390a41205891eb49d6b7904dfd7,nonce,69635271
zksync-era:0x0e1c8368d1cb9390a41205891eb49d6b7904dfd7:account_leaf:code,0x0e1c8368d1cb9390a41205891eb49d6b7904dfd7,code,69635271
zksync-era:0x0e1c8368d1cb9390a41205891eb49d6b7904dfd7:account_leaf:storage_root,0x0e1c8368d1cb9390a41205891eb49d6b7904dfd7,storage_root,69635271
zksync-era:0xc144dca2ab4bb4284cfd6424ef60bfeb6543c87a:account_leaf:balance,0xc144dca2ab4bb4284cfd6424ef60bfeb6543c87a,balance,69635471
zksync-era:0xc144dca2ab4bb4284cfd6424ef60bfeb6543c87a:account_leaf:nonce,0xc144dca2ab4bb4284cfd6424ef60bfeb6543c87a,nonce,69635471
zksync-era:0xc144dca2ab4bb4284cfd6424ef60bfeb6543c87a:account_leaf:code,0xc144dca2ab4bb4284cfd6424ef60bfeb6543c87a,code,69635471
zksync-era:0xc144dca2ab4bb4284cfd6424ef60bfeb6543c87a:account_leaf:storage_root,0xc144dca2ab4bb4284cfd6424ef60bfeb6543c87a,storage_root,69635471
zksync-era:0x341e94069f53234fe6dabef707ad424830525715:account_leaf:balance,0x341e94069f53234fe6dabef707ad424830525715,balance,69635471
zksync-era:0x341e94069f53234fe6dabef707ad424830525715:account_leaf:nonce,0x341e94069f53234fe6dabef707ad424830525715,nonce,69635471
zksync-era:0x341e94069f53234fe6dabef707ad424830525715:account_leaf:code,0x341e94069f53234fe6dabef707ad424830525715,code,69635471
zksync-era:0x341e94069f53234fe6dabef707ad424830525715:account_leaf:storage_root,0x341e94069f53234fe6dabef707ad424830525715,storage_root,69635471
zksync-era:0x36ebc7fa4794111e39490f4e2fb532be5da63a8b:account_leaf:balance,0x36ebc7fa4794111e39490f4e2fb532be5da63a8b,balance,69635471
zksync-era:0x36ebc7fa4794111e39490f4e2fb532be5da63a8b:account_leaf:nonce,0x36ebc7fa4794111e39490f4e2fb532be5da63a8b,nonce,69635471
zksync-era:0x36ebc7fa4794111e39490f4e2fb532be5da63a8b:account_leaf:code,0x36ebc7fa4794111e39490f4e2fb532be5da63a8b,code,69635471
zksync-era:0x36ebc7fa4794111e39490f4e2fb532be5da63a8b:account_leaf:storage_root,0x36ebc7fa4794111e39490f4e2fb532be5da63a8b,storage_root,69635471
zksync-era:0x1d17cbcf0d6d143135ae902365d2e5e2a16538d4:account_leaf:balance,0x1d17cbcf0d6d143135ae902365d2e5e2a16538d4,balance,69635471
zksync-era:0x1d17cbcf0d6d143135ae902365d2e5e2a16538d4:account_leaf:nonce,0x1d17cbcf0d6d143135ae902365d2e5e2a16538d4,nonce,69635471
zksync-era:0x1d17cbcf0d6d143135ae902365d2e5e2a16538d4:account_leaf:code,0x1d17cbcf0d6d143135ae902365d2e5e2a16538d4,code,69635471
zksync-era:0x1d17cbcf0d6d143135ae902365d2e5e2a16538d4:account_leaf:storage_root,0x1d17cbcf0d6d143135ae902365d2e5e2a16538d4,storage_root,69635471
zksync-era:0x39e098a153ad69834a9dac32f0fca92066ad03f4:account_leaf:balance,0x39e098a153ad69834a9dac32f0fca92066ad03f4,balance,69635671
zksync-era:0x39e098a153ad69834a9dac32f0fca92066ad03f4:account_leaf:nonce,0x39e098a153ad69834a9dac32f0fca92066ad03f4,nonce,69635671
zksync-era:0x39e098a153ad69834a9dac32f0fca92066ad03f4:account_leaf:code,0x39e098a153ad69834a9dac32f0fca92066ad03f4,code,69635671
zksync-era:0x39e098a153ad69834a9dac32f0fca92066ad03f4:account_leaf:storage_root,0x39e098a153ad69834a9dac32f0fca92066ad03f4,storage_root,69635671
zksync-era:0x339d413ccefd986b1b3647a9cfa9cbbe70a30749:account_leaf:balance,0x339d413ccefd986b1b3647a9cfa9cbbe70a30749,balance,69635871
zksync-era:0x339d413ccefd986b1b3647a9cfa9cbbe70a30749:account_leaf:nonce,0x339d413ccefd986b1b3647a9cfa9cbbe70a30749,nonce,69635871
zksync-era:0x339d413ccefd986b1b3647a9cfa9cbbe70a30749:account_leaf:code,0x339d413ccefd986b1b3647a9cfa9cbbe70a30749,code,69635871
