key,address,leaf_type,first_seen_block
zksync-era:0xe09348c518c51671a54fce1f16a1d55ede6c7c58:account_leaf:nonce,0xe09348c518c51671a54fce1f16a1d55ede6c7c58,nonce,70088262
zksync-era:0xe09348c518c51671a54fce1f16a1d55ede6c7c58:account_leaf:code,0xe09348c518c51671a54fce1f16a1d55ede6c7c58,code,70088262
zksync-era:0xe09348c518c51671a54fce1f16a1d55ede6c7c58:account_leaf:storage_root,0xe09348c518c51671a54fce1f16a1d55ede6c7c58,storage_root,70088262
zksync-era:0xe0055b74422bec15cb1625792c4aa0bedcc61aa7:account_leaf:balance,0xe0055b74422bec15cb1625792c4aa0bedcc61aa7,balance,70088462
zksync-era:0xe0055b74422bec15cb1625792c4aa0bedcc61aa7:account_leaf:nonce,0xe0055b74422bec15cb1625792c4aa0bedcc61aa7,nonce,70088462
zksync-era:0xe0055b74422bec15cb1625792c4aa0bedcc61aa7:account_leaf:code,0xe0055b74422bec15cb1625792c4aa0bedcc61aa7,code,70088462
zksync-era:0xe0055b74422bec15cb1625792c4aa0bedcc61aa7:account_leaf:storage_root,0xe0055b74422bec15cb1625792c4aa0bedcc61aa7,storage_root,70088462
zksync-era:0xcd340e92a3588532bc879e4e68f9e0c7c2c95549:account_leaf:balance,0xcd340e92a3588532bc879e4e68f9e0c7c2c95549,balance,70088462
zksync-era:0xcd340e92a3588532bc879e4e68f9e0c7c2c95549:account_leaf:nonce,0xcd340e92a3588532bc879e4e68f9e0c7c2c95549,nonce,70088462
zksync-era:0xcd340e92a3588532bc879e4e68f9e0c7c2c95549:account_leaf:code,0xcd340e92a3588532bc879e4e68f9e0c7c2c95549,code,70088462
zksync-era:0xcd340e92a3588532bc879e4e68f9e0c7c2c95549:account_leaf:storage_root,0xcd340e92a3588532bc879e4e68f9e0c7c2c95549,storage_root,70088462
zksync-era:0x9d5adefefbc2ad84c3938fa5c4c1fe1fa88c6547:account_leaf:balance,0x9d5adefefbc2ad84c3938fa5c4c1fe1fa88c6547,balance,70088662
zksync-era:0x9d5adefefbc2ad84c3938fa5c4c1fe1fa88c6547:account_leaf:nonce,0x9d5adefefbc2ad84c3938fa5c4c1fe1fa88c6547,nonce,70088662
zksync-era:0x9d5adefefbc2ad84c3938fa5c4c1fe1fa88c6547:account_leaf:code,0x9d5adefefbc2ad84c3938fa5c4c1fe1fa88c6547,code,70088662
