case,method,repeat,n,N,m,buckets,max_bucket,rounded_entries,pir_dimensions,proofs,serialized_proof_wall_ms,route_ms,query_ms,query_roundtrip_ms,answer_ms,answer_roundtrip_ms,decode_ms,proof_verify_ms,online_framed_bytes,server_preprocess_ms,client_keygen_ms,public_key_roundtrip_ms,galois_key_payload_bytes,relin_key_payload_bytes,public_key_framed_bytes,public_map_payload_bytes,common_metadata_payload_bytes,encryption_parameters_payload_bytes,setup_client_to_server_payload_bytes,setup_server_to_client_payload_bytes,active_digest_payload_bytes,replicated_record_payload_bytes,max_padded_bucket_payload_bytes,backend_rounded_raw_payload_bytes,ntt_coefficient_payload_bytes,ntt_plaintexts,encoded_db_bytes,persistent_setup_wall_ms,combined_peak_rss_after_setup_bytes,combined_peak_rss_final_bytes,setup_serialized_payload_bytes
uniform_n1000,pbc,0,1000,1998,13,20,341,384,64x6,2,305.404545,0.0238605,4.991322,0.2658145,299.098256,0.1039555,0.862339,0.054853,1048955,77.437949,126.709961,224.417669,37822464,1573267,39395747,96072,84088,153,39395731,180313,63936,191808,218240,245760,11796480,60,11796480,459.563719,295559168,341172224,39576044
uniform_n1000,ab,0,1000,1998,13,13,154,192,64x3,2,299.676599,0.005873,3.7008135,0.2611575,294.7618255,0.100108,0.782661,0.061112,1048955,31.629108,106.951868,165.323895,37822464,1573267,39395747,32080,84088,153,39395731,116321,63936,63936,64064,79872,5898240,30,5898240,328.764969,285519872,327593984,39512052
complete_h10,treepir,0,1024,2046,10,10,205,256,64x4,2,301.50962300000003,0.0067535,3.6410400000000003,0.28309249999999997,296.40607850000004,0.12274,1.0215525,0.024819,1048955,35.978143,108.483869,159.531957,37822464,1573267,39395747,32824,67896,153,39395731,100873,65472,65472,65600,81920,7864320,40,7864320,328.508007,288632832,330051584,39496604
complete_h10,ab,0,1024,2046,10,10,205,256,64x4,2,300.827879,0.005297,3.473695,0.2792245,296.07165299999997,0.137181,0.8334699999999999,0.024452500000000002,1048955,36.778569,106.327751,174.031589,37822464,1573267,39395747,32824,67896,153,39395731,100873,65472,65472,65600,81920,7864320,40,7864320,341.546002,288636928,330055680,39496604
complete_h10,pbc,0,1024,2046,10,15,446,448,64x7,2,294.6628125,0.0214975,3.3950655000000003,0.276486,290.02474500000005,0.108835,0.808554,0.0242015,1048955,74.2544,104.520468,150.43802,37822464,1573267,39395747,98336,67896,153,39395731,166385,65472,196416,214080,215040,13762560,70,13762560,355.458813,298491904,342401024,39562116
