method,repeat,sample_index,target_index,end_to_end_ms,known_value_decode_and_routing_ms,query_generation_ms,serialize_transport_answer_ms,decode_ms,assembly_rootcheck_ms,upload_wire_bytes,download_wire_bytes,valid_root,corruption_rejected,recovered_siblings,logical_queries
activebalance,0,80,43,5.320103,0.009953,4.76669,0.297279,0.230665,0.014318,4336,5200,True,True,"[{'level': 121, 'digest_hex': '2e9aa5cdb970d38e1d9791815e23846f5cf5ca9f20382a97e3b1f9317cbb6206'}, {'level': 124, 'digest_hex': 'b0babbd5eeb2242c85a526622567f21ea19757b4b8e977ab068eb5853b2476c3'}, {'level': 125, 'digest_hex': '6793468840419c766ff8e5cf0cd377f57081c09468d3072bdac29bd7052dfd13'}, {'level': 126, 'digest_hex': '7bf8a33390ca8b03c73429b298fde20e07ab842d53189f7617929a5f5aee8fca'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
activebalance,0,81,62,6.966629,0.007674,6.247283,0.465858,0.228781,0.015564,4336,5200,True,True,"[{'level': 120, 'digest_hex': 'a7ffd6759338357d6e2ed151f2110b5c9f8d3706e7643b63176d352dabd50bb8'}, {'level': 121, 'digest_hex': 'b554c2d69dd12dbc50e3d39de48f05e00932468844c8b882eed95ad735110ecb'}, {'level': 123, 'digest_hex': '62aef58e89a5d57fc1db006cadb66343ecf4efb0ec2efe9442f03b33996a0a07'}, {'level': 124, 'digest_hex': 'd251933359f24f6ab0385e437a222e01997d4870ace952d330284c208c079aee'}, {'level': 125, 'digest_hex': 'e5872fcc90baee04b3549eb6524522f9e5f4738cf9711bd02a08feac9e363e99'}, {'level': 126, 'digest_hex': 'e01b6602c5b23ea13716cf6fe63a1e9e49a1b1dd9e9d58491935637551d7b36f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",9
activebalance,0,82,12,7.074303,0.008492,6.424199,0.304383,0.316942,0.019295,4336,5200,True,True,"[{'level': 122, 'digest_hex': '4d75b55dcd6c27e06b81ae604114246922b0a8f62cdfdfe17cadd3a7434585c0'}, {'level': 123, 'digest_hex': '185a00cc6ce2a696a3259dd844da78f3225b0820b5710c325fc956f19d358f93'}, {'level': 124, 'digest_hex': 'f14a10fa70c768bfd802cee24c74db14ff2588aab0c47c40adbeefe2e345d528'}, {'level': 125, 'digest_hex': 'e99647cc6db780a3da4075137e80ce9c3c103839ee84e5ddc5e1fadb51546ca3'}, {'level': 126, 'digest_hex': '315e0c4751043a683a3bea17699a4d0483a7351d379a71b378fb8a4b6ee608a4'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
activebalance,0,83,14,8.805642,0.009235,8.099741,0.406924,0.275956,0.011947,4336,5200,True,True,"[{'level': 121, 'digest_hex': '2c06798f5c9dc6d70f616521e79bda335695193b7c133606380361f0cec646af'}, {'level': 123, 'digest_hex': '46766f96255f7f01f199c9d2fec86a2bf4610ca221556e199707c76d860ad8dc'}, {'level': 124, 'digest_hex': '9cf4e82baf206f56dd5b0c98ee2bcc0f3943a3e456fe81ae3ec445bd39cc97ca'}, {'level': 125, 'digest_hex': '0cf76ea1ff1977e0eccf349ea33e4f52d6b6d015dd69145da274e31eb2430036'}, {'level': 126, 'digest_hex': '315e0c4751043a683a3bea17699a4d0483a7351d379a71b378fb8a4b6ee608a4'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
activebalance,0,84,16,4.514666,0.007777,3.969257,0.226084,0.298961,0.011975,4336,5200,True,True,"[{'level': 122, 'digest_hex': 'f3e75e54f496070cf65492f54c58adc399197f925924e832bfe1fa0d681ada93'}, {'level': 123, 'digest_hex': 'e62a1e8259f03a69922a668fb8962947361bb77472274f985e57682807c76752'}, {'level': 124, 'digest_hex': '9cf4e82baf206f56dd5b0c98ee2bcc0f3943a3e456fe81ae3ec445bd39cc97ca'}, {'level': 125, 'digest_hex': '0cf76ea1ff1977e0eccf349ea33e4f52d6b6d015dd69145da274e31eb2430036'}, {'level': 126, 'digest_hex': '315e0c4751043a683a3bea17699a4d0483a7351d379a71b378fb8a4b6ee608a4'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
activebalance,0,85,50,6.759937,0.007488,6.076003,0.392549,0.27065,0.011842,4336,5200,True,True,"[{'level': 119, 'digest_hex': '392fd2dcf7691e28ddea43df911b2db06f226b95c5147b2e576e517d0407f5f9'}, {'level': 121, 'digest_hex': '7d376b59de2d0011dc5b5ac12801539ff356f4de688df6953e5327bb7ba59c37'}, {'level': 123, 'digest_hex': '65e13bc6b488a211b040acbcaee2d855a9cb69113a337d37341526c97803e927'}, {'level': 124, 'digest_hex': 'ea0e4a563829e0812902f4c35dd2ce829fc84bf0865d575122d19bd0d961bf3a'}, {'level': 125, 'digest_hex': '33ed0295599fba9562575b79eb736d699cb0025f41971fd2a296c1e87da97577'}, {'level': 126, 'digest_hex': 'e01b6602c5b23ea13716cf6fe63a1e9e49a1b1dd9e9d58491935637551d7b36f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",9
activebalance,0,86,9,5.344807,0.006891,4.765228,0.260396,0.29463,0.016617,4336,5200,True,True,"[{'level': 119, 'digest_hex': 'b0958777fe044aa9dc9e9f8a4c46f7e1caa72c4e7f8070f8ce74225754cb1777'}, {'level': 120, 'digest_hex': 'd511018bb8058a0dd25c80c1732bb5183c2996f963f384a7aaad8e72e24399e3'}, {'level': 121, 'digest_hex': '9181f62547ae5af12f5307f29e76f4eaae1f59aab7f184fd43d53ae4ca77c7c8'}, {'level': 123, 'digest_hex': '7f19730e1b6fbcdf342dcf27961f932ca6ab4dd755cc158fa47f6e9ed840d96a'}, {'level': 124, 'digest_hex': 'f14a10fa70c768bfd802cee24c74db14ff2588aab0c47c40adbeefe2e345d528'}, {'level': 125, 'digest_hex': 'e99647cc6db780a3da4075137e80ce9c3c103839ee84e5ddc5e1fadb51546ca3'}, {'level': 126, 'digest_hex': '315e0c4751043a683a3bea17699a4d0483a7351d379a71b378fb8a4b6ee608a4'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
activebalance,0,87,63,7.371274,0.009724,6.433319,0.609136,0.303879,0.014052,4336,5200,True,True,"[{'level': 121, 'digest_hex': '878ca07bae9473ccd2484f4248c92646942974116a0b8ce48bdbd1e485cc62d7'}, {'level': 123, 'digest_hex': '62aef58e89a5d57fc1db006cadb66343ecf4efb0ec2efe9442f03b33996a0a07'}, {'level': 124, 'digest_hex': 'd251933359f24f6ab0385e437a222e01997d4870ace952d330284c208c079aee'}, {'level': 125, 'digest_hex': 'e5872fcc90baee04b3549eb6524522f9e5f4738cf9711bd02a08feac9e363e99'}, {'level': 126, 'digest_hex': 'e01b6602c5b23ea13716cf6fe63a1e9e49a1b1dd9e9d58491935637551d7b36f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",9
activebalance,0,88,29,6.09429,0.008975,5.494074,0.290341,0.285661,0.014426,4336,5200,True,True,"[{'level': 122, 'digest_hex': '67699e77673389bacd967ad6407adb711b6bf70f9db4342bf1856c4bba34944c'}, {'level': 124, 'digest_hex': 'be506c35ea18c129fef8ad5753a7de7a13ac172e42f5e292452b519f97bc1506'}, {'level': 125, 'digest_hex': '16686314da3ceeba8277009441d66add11621e51e3c1a39abec394b7df1e1736'}, {'level': 126, 'digest_hex': '7bf8a33390ca8b03c73429b298fde20e07ab842d53189f7617929a5f5aee8fca'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
activebalance,0,89,40,6.786571,0.007976,6.141803,0.361664,0.262344,0.011641,4336,5200,True,True,"[{'level': 118, 'digest_hex': 'fd4848e4b21cb9a5965ae1e88a4e32d993458709f3f4fbea34c689d81b0d640c'}, {'level': 119, 'digest_hex': 'ca493719661f56daad6cb2664540c023b5b490b1066c30f9fbd300f4c91e885c'}, {'level': 121, 'digest_hex': '12fbed6b426a7c88cf60460d8dcc45058dfd236d772af0114121f4fcc33c287e'}, {'level': 124, 'digest_hex': 'b0babbd5eeb2242c85a526622567f21ea19757b4b8e977ab068eb5853b2476c3'}, {'level': 125, 'digest_hex': '6793468840419c766ff8e5cf0cd377f57081c09468d3072bdac29bd7052dfd13'}, {'level': 126, 'digest_hex': '7bf8a33390ca8b03c73429b298fde20e07ab842d53189f7617929a5f5aee8fca'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
activebalance,0,90,11,4.823115,0.008088,4.300686,0.222162,0.279751,0.01171,4336,5200,True,True,"[{'level': 120, 'digest_hex': '301a3fa9ba38a26eb95df2c605a6a4af7e6a523f4d2a26483eb73917955405b0'}, {'level': 121, 'digest_hex': '297cb565af098eecbe6b6202aac6d6b687f72f50c1fce919a158610caac143fa'}, {'level': 123, 'digest_hex': '7f19730e1b6fbcdf342dcf27961f932ca6ab4dd755cc158fa47f6e9ed840d96a'}, {'level': 124, 'digest_hex': 'f14a10fa70c768bfd802cee24c74db14ff2588aab0c47c40adbeefe2e345d528'}, {'level': 125, 'digest_hex': 'e99647cc6db780a3da4075137e80ce9c3c103839ee84e5ddc5e1fadb51546ca3'}, {'level': 126, 'digest_hex': '315e0c4751043a683a3bea17699a4d0483a7351d379a71b378fb8a4b6ee608a4'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
activebalance,0,91,81,6.076793,0.007221,5.451051,0.363522,0.241307,0.012676,4336,5200,True,True,"[{'level': 121, 'digest_hex': '950a9ad15f0a3101836b2a2781eec1451946474438578ca6933faf2d804be7b5'}, {'level': 122, 'digest_hex': '5056769174d35787ff6eb17e9129ffa6fda8628c8ff13b949ec78892f62360ad'}, {'level': 123, 'digest_hex': 'f1bf8f33e60f8f16fcc877fa04536ec85ab7523f926e59374c59678e346c4165'}, {'level': 124, 'digest_hex': '8f568b63de16712e0987fbd40f05524debcee56ba9789d5c8aa621d0a3d3f9ef'}, {'level': 125, 'digest_hex': '6997de0c1dd07363560e375f98fa4c3afd63860df0608d0fb82ec15a6783e3ac'}, {'level': 126, 'digest_hex': '38d2df1ec713ed325301c34d9e24cf6a25baf9b3f6c096eb21aea943ec9e980f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",9
activebalance,0,92,97,5.05888,0.007663,4.293662,0.4418,0.299628,0.015511,4336,5200,True,True,"[{'level': 120, 'digest_hex': '2d7742f684f4940a4f1ea932ed424cc44af290fd6acf351796082a5fac2701d6'}, {'level': 121, 'digest_hex': '7f1bca6e48a9e8378a54a7b23a946c905ea1df4476227e4bd964a7df7c63bfad'}, {'level': 123, 'digest_hex': '8ae449c13980c04f2da5c2da468c734e1b35e06089c1f46019b9de7b92a975ff'}, {'level': 124, 'digest_hex': 'b9e57154f39b6479af3a5c656b25050c772f3f270a63a27ebed6354029a84350'}, {'level': 125, 'digest_hex': '71f0e9718caadc6301d222446dadf08835f3c3b061c7173f35931de02bc61723'}, {'level': 126, 'digest_hex': '38d2df1ec713ed325301c34d9e24cf6a25baf9b3f6c096eb21aea943ec9e980f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",9
activebalance,0,93,10,9.33149,0.007345,8.149989,0.896808,0.257589,0.017764,4336,5200,True,True,"[{'level': 120, 'digest_hex': '972dca7a173a36a2df97e67df838c29cfe66c778dcf98f1b72fd19efbd1bfb9c'}, {'level': 121, 'digest_hex': '297cb565af098eecbe6b6202aac6d6b687f72f50c1fce919a158610caac143fa'}, {'level': 123, 'digest_hex': '7f19730e1b6fbcdf342dcf27961f932ca6ab4dd755cc158fa47f6e9ed840d96a'}, {'level': 124, 'digest_hex': 'f14a10fa70c768bfd802cee24c74db14ff2588aab0c47c40adbeefe2e345d528'}, {'level': 125, 'digest_hex': 'e99647cc6db780a3da4075137e80ce9c3c103839ee84e5ddc5e1fadb51546ca3'}, {'level': 126, 'digest_hex': '315e0c4751043a683a3bea17699a4d0483a7351d379a71b378fb8a4b6ee608a4'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
activebalance,0,94,87,6.346868,0.009914,5.658196,0.281303,0.382991,0.013331,4336,5200,True,True,"[{'level': 120, 'digest_hex': '5bca2b44a829c4205f911ead0843e96a9a8b40aa61212b8544ef3d1d041ef7a3'}, {'level': 121, 'digest_hex': '57ad095412cdd230e8a70579fb511d004cb182166b9e43026bd525a79ac20bad'}, {'level': 122, 'digest_hex': '4d46a05b508ec72ba72ae55f55be9e8b6dede780cf6fb55faa6b420c293bcd22'}, {'level': 123, 'digest_hex': '03f10449b5028f0d82bedf2413a4e7db250d4415adb695f8696dce0d9e052e7e'}, {'level': 124, 'digest_hex': '430ec155962640f226905643a9726ac7d3161f41c3fa25e332b4cd3bd7791288'}, {'level': 125, 'digest_hex': '6997de0c1dd07363560e375f98fa4c3afd63860df0608d0fb82ec15a6783e3ac'}, {'level': 126, 'digest_hex': '38d2df1ec713ed325301c34d9e24cf6a25baf9b3f6c096eb21aea943ec9e980f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",9
activebalance,0,95,32,5.981882,0.009193,5.378426,0.365632,0.215537,0.011074,4336,5200,True,True,"[{'level': 119, 'digest_hex': 'ad3668a17b433e1ea5d365a279457b428b7582122b5d566d430a2e1b72caa322'}, {'level': 120, 'digest_hex': 'b4153ef1ce9dd501aafb7d97e2d86d8e420e926856d10430587d5be9ecb9989a'}, {'level': 122, 'digest_hex': 'ad62e6f0aa8802ae14cc0e4e7f47c6eb0a58e9c24eb0199f9722a35ccdd60dd7'}, {'level': 123, 'digest_hex': '74064c60fe58cb811cfbfdf7262e8c8bae63490b47eddf93bc5448ff16a8a301'}, {'level': 124, 'digest_hex': '546f2717fad16bbc7b4c7a5ded7e30928a3a8b21c1c1983c275fa0308f4c5933'}, {'level': 125, 'digest_hex': '16686314da3ceeba8277009441d66add11621e51e3c1a39abec394b7df1e1736'}, {'level': 126, 'digest_hex': '7bf8a33390ca8b03c73429b298fde20e07ab842d53189f7617929a5f5aee8fca'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
activebalance,0,96,5,4.512437,0.005563,4.042126,0.201865,0.250926,0.010989,4336,5200,True,True,"[{'level': 117, 'digest_hex': '08403c68bbb9a3bd986b99583133af9e3a3f5e8d71e50169f36043c46f33c098'}, {'level': 121, 'digest_hex': '9de76315d5e9232fe6558ed20a67b28c8e1170339c262b509449846683b2f266'}, {'level': 122, 'digest_hex': 'b2aec8cfe9ea6c1fd358f9488e53f774f66b464cf688393e100546ada1950d78'}, {'level': 123, 'digest_hex': 'efe91eb5d2d911747440a907c7d61b34927946a64078285f401ea897badaac05'}, {'level': 124, 'digest_hex': 'e6e332c8eec00720011367d821c2a0f87bef9e35651b8ffee1cc11ef28990133'}, {'level': 125, 'digest_hex': 'e99647cc6db780a3da4075137e80ce9c3c103839ee84e5ddc5e1fadb51546ca3'}, {'level': 126, 'digest_hex': '315e0c4751043a683a3bea17699a4d0483a7351d379a71b378fb8a4b6ee608a4'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
activebalance,0,97,57,6.667198,0.006623,5.971413,0.397783,0.277281,0.01278,4336,5200,True,True,"[{'level': 118, 'digest_hex': '77f86f385dbb02f00583540d7c6fc5dce70edc074500db6e219cd5aa7ed19d4c'}, {'level': 121, 'digest_hex': 'b6e02df7f589b18e2522f7fb7a67b0e46321dfeb96185405f6e40dac28caf503'}, {'level': 122, 'digest_hex': 'b6bc862997180d0b084bf23f406d335950bba1c78abeca1974e7ef8f02cf212f'}, {'level': 124, 'digest_hex': '5c70d3c31dd0a9b2e87343711b9586e76b0c91eab00d032e9953a87cefcd66bf'}, {'level': 125, 'digest_hex': '33ed0295599fba9562575b79eb736d699cb0025f41971fd2a296c1e87da97577'}, {'level': 126, 'digest_hex': 'e01b6602c5b23ea13716cf6fe63a1e9e49a1b1dd9e9d58491935637551d7b36f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",9
activebalance,0,98,42,5.202402,0.009434,4.6775,0.235215,0.267968,0.011686,4336,5200,True,True,"[{'level': 119, 'digest_hex': '541b2cec4f25195af20438694ec12d3cbdca5ccf278e363c5caa42fd9d6fcd99'}, {'level': 121, 'digest_hex': '12fbed6b426a7c88cf60460d8dcc45058dfd236d772af0114121f4fcc33c287e'}, {'level': 124, 'digest_hex': 'b0babbd5eeb2242c85a526622567f21ea19757b4b8e977ab068eb5853b2476c3'}, {'level': 125, 'digest_hex': '6793468840419c766ff8e5cf0cd377f57081c09468d3072bdac29bd7052dfd13'}, {'level': 126, 'digest_hex': '7bf8a33390ca8b03c73429b298fde20e07ab842d53189f7617929a5f5aee8fca'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
activebalance,0,99,35,5.95931,0.005955,5.278895,0.381577,0.280438,0.011437,4336,5200,True,True,"[{'level': 119, 'digest_hex': '6c19882b15a4ad777e33d7d0757f6b29ee11d1ac67c2f4c7de92435a91364be4'}, {'level': 121, 'digest_hex': '122b56691dd719e16d0fc9783f8a97d38efb3941fdb370b16755c5461530d8ba'}, {'level': 122, 'digest_hex': 'ca54b1678b79967f4edfa2c85e178942b70635ba24de3cdc92ee4851cae5eff4'}, {'level': 123, 'digest_hex': '74064c60fe58cb811cfbfdf7262e8c8bae63490b47eddf93bc5448ff16a8a301'}, {'level': 124, 'digest_hex': '546f2717fad16bbc7b4c7a5ded7e30928a3a8b21c1c1983c275fa0308f4c5933'}, {'level': 125, 'digest_hex': '16686314da3ceeba8277009441d66add11621e51e3c1a39abec394b7df1e1736'}, {'level': 126, 'digest_hex': '7bf8a33390ca8b03c73429b298fde20e07ab842d53189f7617929a5f5aee8fca'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",9
full_cache,1,0,29,0.029704,0.00071,0,0,0.000269,0.025497,0,0,True,True,"[{'level': 122, 'digest_hex': '67699e77673389bacd967ad6407adb711b6bf70f9db4342bf1856c4bba34944c'}, {'level': 124, 'digest_hex': 'be506c35ea18c129fef8ad5753a7de7a13ac172e42f5e292452b519f97bc1506'}, {'level': 125, 'digest_hex': '16686314da3ceeba8277009441d66add11621e51e3c1a39abec394b7df1e1736'}, {'level': 126, 'digest_hex': '7bf8a33390ca8b03c73429b298fde20e07ab842d53189f7617929a5f5aee8fca'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",0
full_cache,1,1,89,0.032762,0.003529,0,0,0.000263,0.02561,0,0,True,True,"[{'level': 120, 'digest_hex': '41994bd7a3c77c2aa053f31843a9bdb7514165e31d4c026dbc15213149701372'}, {'level': 121, 'digest_hex': 'c2528105617bc7675883acd0d0b9d8e86596e2daf35b75e3661d9dd373732ec1'}, {'level': 122, 'digest_hex': '4d46a05b508ec72ba72ae55f55be9e8b6dede780cf6fb55faa6b420c293bcd22'}, {'level': 123, 'digest_hex': '03f10449b5028f0d82bedf2413a4e7db250d4415adb695f8696dce0d9e052e7e'}, {'level': 124, 'digest_hex': '430ec155962640f226905643a9726ac7d3161f41c3fa25e332b4cd3bd7791288'}, {'level': 125, 'digest_hex': '6997de0c1dd07363560e375f98fa4c3afd63860df0608d0fb82ec15a6783e3ac'}, {'level': 126, 'digest_hex': '38d2df1ec713ed325301c34d9e24cf6a25baf9b3f6c096eb21aea943ec9e980f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",0
full_cache,1,2,76,0.031638,0.001488,0,0,0.000521,0.025739,0,0,True,True,"[{'level': 120, 'digest_hex': 'e464c14956776ccff7dcd9fd1c59f2c1cdcb52744d668c84165c8807bc143c85'}, {'level': 121, 'digest_hex': '6dbd4759f455750dba06ff8a9f28dd53e358575ec22bad49cc90c6bf4265c7d5'}, {'level': 123, 'digest_hex': 'c68a0c114c7e4730f66b16386671571a18bcf4a1cdf5440b931defc2f69aa795'}, {'level': 124, 'digest_hex': '8f568b63de16712e0987fbd40f05524debcee56ba9789d5c8aa621d0a3d3f9ef'}, {'level': 125, 'digest_hex': '6997de0c1dd07363560e375f98fa4c3afd63860df0608d0fb82ec15a6783e3ac'}, {'level': 126, 'digest_hex': '38d2df1ec713ed325301c34d9e24cf6a25baf9b3f6c096eb21aea943ec9e980f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",0
full_cache,1,3,0,0.030858,0.001003,0,0,0.000316,0.025489,0,0,True,True,"[{'level': 118, 'digest_hex': '998be4dbea1c5eab68387b304ea3d6237584793b5784b36d3ebf7c6b74c2003a'}, {'level': 123, 'digest_hex': 'f3435c8972a7e38a6cbdb45cdcb2b03e952deec3f7b964a1582282bbaae93aa5'}, {'level': 124, 'digest_hex': 'e6e332c8eec00720011367d821c2a0f87bef9e35651b8ffee1cc11ef28990133'}, {'level': 125, 'digest_hex': 'e99647cc6db780a3da4075137e80ce9c3c103839ee84e5ddc5e1fadb51546ca3'}, {'level': 126, 'digest_hex': '315e0c4751043a683a3bea17699a4d0483a7351d379a71b378fb8a4b6ee608a4'}, {'level': 127, 'digest_hex': 'a854a8743ea7befa730539e0ab2b7bfdd29468c00eb65c7234c71b983da875de'}]",0
full_cache,1,4,91,0.030565,0.000992,0,0,0.000386,0.025461,0,0,True,True,"[{'level': 119, 'digest_hex': '2b9fde550367a456e13b5a16b4211fbdc00ca60396b107d5958cdd4c72ba1a2c'}, {'level': 122, 'digest_hex': '98183e3e3b84cf6251ad9eabcbb8428581a79d9b0483da8e2b84bdf985a707e1'}, {'level': 123, 'digest_hex': '03f10449b5028f0d82bedf2413a4e7db250d4415adb695f8696dce0d9e052e7e'}, {'level': 124, 'digest_hex': '430ec155962640f226905643a9726ac7d3161f41c3fa25e332b4cd3bd7791288'}, {'level': 125, 'digest_hex': '6997de0c1dd07363560e375f98fa4c3afd63860df0608d0fb82ec15a6783e3ac'}, {'level': 126, 'digest_hex': '38d2df1ec713ed325301c34d9e24cf6a25baf9b3f6c096eb21aea943ec9e980f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",0
full_cache,1,5,70,0.030468,0.001391,0,0,0.000325,0.025465,0,0,True,True,"[{'level': 120, 'digest_hex': 'c94748b83399a3a1c24332c3941fcfc7efa2c4aa094d566f102860315220ac28'}, {'level': 121, 'digest_hex': '51b5800878d97056e68db8a60b65372d9a216a42efaa3e260f92bc6ba338605e'}, {'level': 122, 'digest_hex': '4144a69750944a8e6b83342283984aae805d1830899e52c5f1df78d8b67079c2'}, {'level': 123, 'digest_hex': '7e4618d8ed676162c94b361acbcd6f3f141154a41eeb7510ef5e4f217966888c'}, {'level': 124, 'digest_hex': '5ddd4fa2bc3cc52b2720271e3ac14515ecc3dccb146065fa4dd9d0bc146d457f'}, {'level': 125, 'digest_hex': 'e5872fcc90baee04b3549eb6524522f9e5f4738cf9711bd02a08feac9e363e99'}, {'level': 126, 'digest_hex': 'e01b6602c5b23ea13716cf6fe63a1e9e49a1b1dd9e9d58491935637551d7b36f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",0
full_cache,1,6,56,0.031249,0.001379,0,0,0.000379,0.02548,0,0,True,True,"[{'level': 121, 'digest_hex': '4dca07128626f942a64acafbd5d035164e586d0a1eba898f8e2ba01c1e626aa9'}, {'level': 122, 'digest_hex': 'b6bc862997180d0b084bf23f406d335950bba1c78abeca1974e7ef8f02cf212f'}, {'level': 124, 'digest_hex': '5c70d3c31dd0a9b2e87343711b9586e76b0c91eab00d032e9953a87cefcd66bf'}, {'level': 125, 'digest_hex': '33ed0295599fba9562575b79eb736d699cb0025f41971fd2a296c1e87da97577'}, {'level': 126, 'digest_hex': 'e01b6602c5b23ea13716cf6fe63a1e9e49a1b1dd9e9d58491935637551d7b36f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",0
full_cache,1,7,52,0.0495,0.000994,0,0,0.000589,0.025651,0,0,True,True,"[{'level': 120, 'digest_hex': '1f03af31beb99bfdbff7080ca3ddde15c6331b4e1845275bde0d6c1d7f289ff5'}, {'level': 121, 'digest_hex': 'e079b6f0e31b900ac1d71e3b1ad0235c360476a721f06ebb8904e6631a7ab55c'}, {'level': 123, 'digest_hex': '65e13bc6b488a211b040acbcaee2d855a9cb69113a337d37341526c97803e927'}, {'level': 124, 'digest_hex': 'ea0e4a563829e0812902f4c35dd2ce829fc84bf0865d575122d19bd0d961bf3a'}, {'level': 125, 'digest_hex': '33ed0295599fba9562575b79eb736d699cb0025f41971fd2a296c1e87da97577'}, {'level': 126, 'digest_hex': 'e01b6602c5b23ea13716cf6fe63a1e9e49a1b1dd9e9d58491935637551d7b36f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",0
full_cache,1,8,60,0.052544,0.001268,0,0,0.000472,0.025567,0,0,True,True,"[{'level': 121, 'digest_hex': 'a4e9ddbd9c721177d6c5e8aee6c003d46494be517f59f2e4520052c9ab0b0be2'}, {'level': 122, 'digest_hex': 'f12d841e355c613c68fb64fb3920ce5e7a2dd602203605bc3df69224b8c5bda6'}, {'level': 124, 'digest_hex': '5c70d3c31dd0a9b2e87343711b9586e76b0c91eab00d032e9953a87cefcd66bf'}, {'level': 125, 'digest_hex': '33ed0295599fba9562575b79eb736d699cb0025f41971fd2a296c1e87da97577'}, {'level': 126, 'digest_hex': 'e01b6602c5b23ea13716cf6fe63a1e9e49a1b1dd9e9d58491935637551d7b36f'}, {'level': 127, 'digest_hex': 'c8388628e7bb108f12608fa1a01abea3402af69b79655745f6acd288fdc4ff64'}]",0
