case,method,repeat,target_id,serialized_proof_wall_ms,route_ms,query_ms,query_roundtrip_ms,answer_ms,answer_roundtrip_ms,decode_ms,proof_verify_ms,online_framed_bytes,real_records,valid_root_independently_verified
cluster90_n10000,ab,0,7967,312.071181,0.012527,3.486238,0.229022,307.291966,0.10021,0.886919,0.06052,1048955,22,True
cluster90_n10000,ab,0,9205,302.912469,0.010861,4.029426,0.307374,297.423606,0.09828,0.983275,0.055524,1048955,11,True
cluster90_n10000,ab,0,5982,317.757989,0.014319,3.249306,0.192892,313.094039,0.101917,0.98918,0.112371,1048955,22,True
cluster90_n10000,ab,0,8678,303.236712,0.046094,3.490883,0.189458,298.42431,0.106124,0.91847,0.057264,1048955,23,True
cluster90_n10000,ab,0,3455,308.849378,0.027261,3.20201,0.231991,303.897352,0.083804,1.344451,0.058574,1048955,25,True
cluster90_n10000,ab,0,4684,300.840061,0.015363,3.341756,0.209845,296.330049,0.104973,0.77659,0.057164,1048955,24,True
complete_h10,treepir,0,71,298.193017,0.00619,2.805143,0.281166,294.173343,0.123079,0.777283,0.022737,1048955,10,True
complete_h10,treepir,0,431,296.489371,0.00614,2.357718,0.184312,293.003344,0.102986,0.808821,0.02304,1048955,10,True
complete_h10,treepir,0,66,299.881366,0.005863,3.166948,0.251191,295.334033,0.128515,0.966026,0.025619,1048955,10,True
complete_h10,treepir,0,181,310.074171,0.005925,2.908905,0.234823,305.836702,0.132145,0.9259,0.02568,1048955,10,True
complete_h10,treepir,0,466,303.543249,0.006508,2.567101,0.213903,299.80022,0.103267,0.823604,0.024968,1048955,10,True
complete_h10,treepir,0,934,303.360658,0.00591,2.402261,0.209978,299.788422,0.106634,0.820859,0.022977,1048955,10,True
complete_h10,treepir,0,40,319.496414,0.006475,2.443385,0.196643,315.921675,0.101438,0.798162,0.025561,1048955,10,True
complete_h10,treepir,0,187,302.952169,0.005906,2.392092,0.175841,299.134851,0.096307,1.120634,0.023508,1048955,10,True
complete_h10,treepir,0,694,302.470373,0.007531,2.570823,0.39199,298.3398,0.112542,1.016519,0.027125,1048955,10,True
complete_h10,treepir,0,753,312.411126,0.005405,2.974823,0.227706,307.974523,0.116571,1.08162,0.02634,1048955,10,True
complete_h10,pbc,0,71,296.647818,0.022056,3.7109,0.385761,291.577556,0.094831,0.826797,0.02686,1048955,10,True
complete_h10,pbc,0,431,300.125759,0.022622,2.842499,0.201884,295.783018,0.126408,1.119984,0.025773,1048955,10,True
complete_h10,pbc,0,66,307.082597,0.021604,2.902547,0.214663,303.00018,0.095367,0.822707,0.023267,1048955,10,True
complete_h10,pbc,0,181,308.091894,0.022689,2.718184,0.18442,304.214159,0.096478,0.830474,0.022783,1048955,10,True
complete_h10,pbc,0,466,305.558841,0.020026,2.636028,0.21443,301.842392,0.083077,0.738631,0.021887,1048955,10,True
complete_h10,pbc,0,934,300.921008,0.021754,3.030088,0.225403,296.569393,0.111853,0.931424,0.0267,1048955,10,True
complete_h10,pbc,0,40,298.773707,0.02483,3.165849,0.200269,294.411649,0.112065,0.832762,0.02345,1048955,10,True
complete_h10,pbc,0,187,302.315097,0.022325,2.688683,0.170434,298.50034,0.096701,0.809555,0.023939,1048955,10,True
complete_h10,pbc,0,694,297.01843,0.02168,3.265014,0.247979,292.504511,0.114502,0.836679,0.024007,1048955,10,True
complete_h10,pbc,0,753,310.078987,0.022607,3.215343,0.234498,305.629652,0.097596,0.851163,0.024563,1048955,10,True
complete_h10,ab,0,71,304.391286,0.006593,2.822086,0.310643,300.188695,0.164857,0.872721,0.021943,1048955,10,True
complete_h10,ab,0,431,296.232265,0.006804,2.78542,0.220039,292.250552,0.126165,0.815235,0.024515,1048955,10,True
complete_h10,ab,0,66,306.961797,0.006986,2.630662,0.198964,303.191561,0.118335,0.78907,0.023431,1048955,10,True
complete_h10,ab,0,181,296.569304,0.006798,3.158265,0.300708,291.709062,0.161064,1.204982,0.024247,1048955,10,True
complete_h10,ab,0,466,304.84759,0.006545,2.48745,0.17676,301.075989,0.107571,0.966061,0.023914,1048955,10,True
complete_h10,ab,0,934,296.948833,0.005095,2.542771,0.206385,292.918218,0.099055,1.150017,0.023693,1048955,10,True
complete_h10,ab,0,40,298.915608,0.006247,3.388674,0.250599,294.363923,0.100265,0.777421,0.025274,1048955,10,True
complete_h10,ab,0,187,297.225125,0.007954,2.982927,0.326084,292.989901,0.098317,0.791887,0.023758,1048955,10,True
complete_h10,ab,0,694,288.595796,0.014299,2.329093,0.164676,285.123483,0.103076,0.83162,0.026753,1048955,10,True
complete_h10,ab,0,753,298.815614,0.006146,3.085629,0.235479,294.210235,0.150312,1.097197,0.027445,1048955,10,True
uniform_n1000,pbc,0,916,297.662128,0.026554,3.065105,0.192618,293.390456,0.09828,0.815905,0.069063,1048955,11,True
uniform_n1000,pbc,0,798,307.604452,0.026478,2.823532,0.177296,303.597627,0.095598,0.824937,0.055451,1048955,13,True
uniform_n1000,pbc,0,770,306.444805,0.02494,3.227224,0.236407,302.032341,0.092066,0.772547,0.056037,1048955,10,True
uniform_n1000,pbc,0,376,295.021377,0.025463,2.936741,0.217792,290.835879,0.10093,0.842309,0.057468,1048955,9,True
uniform_n1000,pbc,0,976,290.779046,0.027897,2.937878,0.150557,286.682979,0.090142,0.833279,0.053161,1048955,9,True
uniform_n1000,pbc,0,468,303.131001,0.032743,3.323092,0.214867,298.585134,0.10536,0.811826,0.054418,1048955,11,True
uniform_n1000,pbc,0,759,311.395348,0.025161,2.868438,0.192487,307.241761,0.104135,0.894044,0.065063,1048955,10,True
uniform_n1000,pbc,0,514,302.755834,0.025988,2.771629,0.182388,298.541555,0.078747,1.093279,0.058461,1048955,11,True
uniform_n1000,pbc,0,292,299.112351,0.02497,2.990604,0.161346,294.953649,0.092536,0.828028,0.057084,1048955,10,True
uniform_n1000,pbc,0,46,292.797227,0.024869,3.104315,0.164798,287.939051,0.092328,1.381081,0.086316,1048955,10,True
uniform_n1000,ab,0,916,321.713344,0.005704,2.507198,0.165519,317.925608,0.107314,0.933397,0.065896,1048955,11,True
uniform_n1000,ab,0,798,332.877105,0.007204,3.073111,0.404381,328.298319,0.106968,0.901879,0.081959,1048955,13,True
uniform_n1000,ab,0,770,332.181738,0.006623,2.873973,0.281057,327.933071,0.110953,0.910265,0.061711,1048955,10,True
uniform_n1000,ab,0,376,327.984774,0.008317,2.94083,0.242853,323.733123,0.111205,0.882984,0.061131,1048955,9,True
uniform_n1000,ab,0,976,329.394314,0.006577,2.814301,0.246214,324.957669,0.118322,1.186198,0.060221,1048955,9,True
uniform_n1000,ab,0,468,327.315477,0.006946,2.813316,0.249888,323.126895,0.129714,0.92378,0.061894,1048955,11,True
uniform_n1000,ab,0,759,329.118722,0.006158,3.635617,0.236084,324.159929,0.113129,0.903826,0.060555,1048955,10,True
uniform_n1000,ab,0,514,324.914495,0.007089,2.804458,0.464363,320.520355,0.110819,0.943565,0.060228,1048955,11,True
uniform_n1000,ab,0,292,335.960021,0.007722,3.398157,0.380501,330.710791,0.128994,1.254905,0.073951,1048955,10,True
uniform_n1000,ab,0,46,324.733499,0.007226,3.284258,0.239945,319.983607,0.121269,1.033379,0.060119,1048955,10,True
uniform_n100000,pbc,0,4341,838.833203,0.063752,6.950416,0.615541,830.593483,0.082392,0.459903,0.062886,1311220,15,True
uniform_n100000,pbc,0,2563,839.432316,0.058197,6.108385,0.461847,832.167134,0.102727,0.46839,0.061836,1311220,17,True
uniform_n100000,pbc,0,32877,850.034219,0.061937,6.645106,0.443077,842.118712,0.093328,0.595015,0.07262,1311220,18,True
uniform_n100000,pbc,0,25699,865.195299,0.064015,5.902021,0.495046,857.997551,0.073422,0.595603,0.063922,1311220,16,True
uniform_n100000,pbc,0,44461,864.844902,0.064997,5.805778,0.345453,858.01686,0.076047,0.469445,0.062208,1311220,17,True
uniform_n100000,pbc,0,65796,845.097617,0.060863,5.851951,0.437835,838.108313,0.084169,0.488287,0.061753,1311220,17,True
uniform_n100000,pbc,0,69428,859.274114,0.067091,6.31907,0.458893,851.810208,0.08295,0.469636,0.062899,1311220,18,True
uniform_n100000,pbc,0,55961,836.290249,0.061265,5.879719,0.428602,829.233717,0.093917,0.523998,0.065024,1311220,18,True
uniform_n100000,pbc,0,37474,865.151424,0.066974,6.329021,0.477272,857.475337,0.271828,0.464163,0.061905,1311220,17,True
uniform_n100000,pbc,0,47863,839.211732,0.062562,6.069896,0.509573,831.819455,0.075293,0.46826,0.191056,1311220,18,True
uniform_n100000,ab,0,4341,573.972644,0.021048,4.38504,0.321174,568.668065,0.073515,0.442403,0.057863,1311220,15,True
uniform_n100000,ab,0,2563,556.556536,0.019128,4.291168,0.346624,551.377105,0.05864,0.404929,0.054678,1311220,17,True
uniform_n100000,ab,0,32877,572.016162,0.02274,4.414726,0.508779,566.48761,0.0669,0.455064,0.057036,1311220,18,True
uniform_n100000,ab,0,25699,556.334733,0.021301,4.752509,0.368179,550.637516,0.078335,0.416509,0.056442,1311220,16,True
uniform_n100000,ab,0,44461,585.636336,0.022693,4.307091,0.266198,580.452494,0.075425,0.450377,0.058233,1311220,17,True
uniform_n100000,ab,0,65796,565.406283,0.025148,4.544604,0.524639,559.77439,0.058611,0.41505,0.05924,1311220,17,True
uniform_n100000,ab,0,69428,571.680087,0.026573,4.420391,0.304033,566.355899,0.073453,0.438503,0.056837,1311220,18,True
uniform_n100000,ab,0,55961,560.943285,0.024864,5.012556,0.408295,554.932349,0.069748,0.430689,0.061074,1311220,18,True
uniform_n100000,ab,0,37474,563.823865,0.025899,4.932376,0.394562,557.926459,0.066727,0.418529,0.055561,1311220,17,True
uniform_n100000,ab,0,47863,556.071479,0.025195,4.336575,0.4121,550.7204,0.072757,0.43841,0.060639,1311220,18,True
complete_h14,ab,0,9421,322.987379,0.013344,2.938679,0.207568,318.897757,0.109814,0.789576,0.026127,1048955,14,True
complete_h14,ab,0,7832,317.040871,0.012923,3.074076,0.252917,312.730251,0.102155,0.839747,0.024636,1048955,14,True
complete_h14,ab,0,9534,326.59565,0.014047,2.86815,0.228542,322.498172,0.097658,0.860541,0.02548,1048955,14,True
complete_h14,ab,0,640,333.608913,0.012416,3.050501,0.226191,329.209292,0.131356,0.950788,0.024473,1048955,14,True
complete_h14,ab,0,9368,332.742722,0.013555,2.593818,0.180522,329.020716,0.099309,0.807546,0.024501,1048955,14,True
complete_h14,ab,0,6910,314.697015,0.012152,2.683856,0.75585,310.409513,0.085206,0.722891,0.023984,1048955,14,True
complete_h14,ab,0,7304,320.41727,0.010986,2.520707,0.243728,316.657974,0.106332,0.832876,0.024822,1048955,14,True
complete_h14,ab,0,1482,323.70552,0.013439,2.605403,0.186077,319.886728,0.11454,0.870483,0.025645,1048955,14,True
complete_h14,ab,0,8104,316.964281,0.012514,2.961614,0.178589,312.833672,0.096578,0.853598,0.024873,1048955,14,True
complete_h14,ab,0,13990,327.536567,0.011319,2.565549,0.212121,323.732488,0.161364,0.825021,0.024559,1048955,14,True
complete_h14,treepir,0,9421,319.451096,0.012578,3.267988,0.215704,315.039166,0.106609,0.779066,0.026112,1048955,14,True
complete_h14,treepir,0,7832,318.30111,0.014712,3.248127,0.228945,313.631134,0.111623,1.033651,0.028485,1048955,14,True
complete_h14,treepir,0,9534,336.169351,0.01024,3.842265,0.265949,331.121572,0.111107,0.791351,0.023531,1048955,14,True
complete_h14,treepir,0,640,315.752619,0.010757,3.138805,0.205615,311.220308,0.107356,1.037961,0.027322,1048955,14,True
complete_h14,treepir,0,9368,310.893227,0.012006,2.610061,0.182142,306.851063,0.08237,1.126257,0.026092,1048955,14,True
complete_h14,treepir,0,6910,320.421196,0.011564,2.786078,0.209433,316.437802,0.101543,0.844022,0.027468,1048955,14,True
complete_h14,treepir,0,7304,313.401738,0.012009,2.513586,0.163019,309.76059,0.105471,0.818141,0.025997,1048955,14,True
complete_h14,treepir,0,1482,300.674231,0.012528,2.6035,0.22899,296.924039,0.099822,0.775894,0.026144,1048955,14,True
complete_h14,treepir,0,8104,328.635346,0.012607,3.092937,0.200988,324.40942,0.093971,0.795081,0.02609,1048955,14,True
complete_h14,treepir,0,13990,318.178017,0.012242,2.879308,0.278208,313.42917,0.13473,1.291723,0.034296,1048955,14,True
complete_h14,pbc,0,9421,468.668441,0.061339,4.552014,0.38969,462.944333,0.074887,0.612013,0.029347,1311220,14,True
complete_h14,pbc,0,7832,483.15736,0.047778,6.206401,0.472457,475.903104,0.068272,0.430775,0.024272,1311220,14,True
complete_h14,pbc,0,9534,467.969897,0.033756,4.729678,0.399259,462.304504,0.06164,0.414356,0.023804,1311220,14,True
complete_h14,pbc,0,640,493.700993,0.033414,4.719368,0.385558,487.929191,0.063377,0.538673,0.027151,1311220,14,True
complete_h14,pbc,0,9368,463.398842,0.038662,4.930881,0.387934,457.538051,0.055711,0.420444,0.024071,1311220,14,True
complete_h14,pbc,0,6910,478.641711,0.049013,4.35796,0.315485,473.390096,0.05356,0.448531,0.024422,1311220,14,True
complete_h14,pbc,0,7304,461.432346,0.03425,4.971859,0.395793,455.503369,0.062153,0.437508,0.024246,1311220,14,True
complete_h14,pbc,0,1482,468.639721,0.034768,4.491623,0.268014,463.33892,0.057808,0.420285,0.025011,1311220,14,True
complete_h14,pbc,0,8104,476.031623,0.034214,4.426478,0.319588,470.769981,0.050106,0.402777,0.02462,1311220,14,True
complete_h14,pbc,0,13990,468.876659,0.037668,4.80377,0.411017,463.040143,0.056929,0.495995,0.027367,1311220,14,True
cluster90_n10000,ab,1,4767,328.699276,0.014546,3.509354,0.192255,323.819642,0.112097,0.977528,0.068867,1048955,23,True
cluster90_n10000,ab,1,3173,326.404079,0.015294,3.646286,0.271357,321.378724,0.098374,0.883003,0.106495,1048955,25,True
cluster90_n10000,ab,1,4238,337.17147,0.014606,3.817355,0.290181,331.921812,0.110963,0.947898,0.0626,1048955,23,True
cluster90_n10000,ab,1,1497,343.965181,0.013631,6.538752,0.259904,336.074317,0.115062,0.895132,0.062519,1048955,23,True
cluster90_n10000,ab,1,1069,328.29448,0.013328,3.422209,0.25204,323.47409,0.098965,0.963466,0.065892,1048955,25,True
cluster90_n10000,ab,1,9205,330.709535,0.01056,3.542502,0.239892,325.929579,0.096186,0.829374,0.058367,1048955,11,True
cluster90_n10000,ab,1,9052,330.325651,0.01003,3.977698,0.277396,325.016491,0.096849,0.882444,0.060677,1048955,10,True
cluster90_n10000,ab,1,529,327.402409,0.01358,3.373633,0.180258,322.814968,0.104631,0.852316,0.059955,1048955,23,True
cluster90_n10000,ab,1,4109,322.913191,0.013156,3.316654,0.228793,318.244628,0.102015,0.925978,0.077734,1048955,24,True
cluster90_n10000,ab,1,542,331.103375,0.01282,6.429158,0.273403,323.365425,0.101626,0.857518,0.058951,1048955,23,True
cluster90_n10000,pbc,1,4767,338.116447,0.07264,5.137878,0.308035,331.459525,0.106386,0.967035,0.05971,1048955,23,True
cluster90_n10000,pbc,1,3173,340.161495,0.062353,4.843241,0.239423,333.998569,0.099986,0.853902,0.059904,1048955,25,True
cluster90_n10000,pbc,1,4238,346.298749,0.06032,4.269433,0.282639,340.635161,0.107791,0.873116,0.066213,1048955,23,True
cluster90_n10000,pbc,1,1497,331.655436,0.067509,4.320098,0.298604,325.950634,0.087675,0.849372,0.076812,1048955,23,True
cluster90_n10000,pbc,1,1069,333.621389,0.063086,4.45053,0.215272,327.289697,0.114039,1.40726,0.075945,1048955,25,True
cluster90_n10000,pbc,1,9205,317.323696,0.058656,4.273913,0.239047,311.548436,0.092269,1.052354,0.055096,1048955,11,True
cluster90_n10000,pbc,1,9052,318.108515,0.049704,4.099512,0.236777,312.663444,0.092143,0.907728,0.055267,1048955,10,True
cluster90_n10000,pbc,1,529,316.918546,0.052541,4.632847,0.248156,311.011019,0.096213,0.814726,0.057535,1048955,23,True
cluster90_n10000,pbc,1,4109,310.383527,0.061778,3.952178,0.240648,304.914229,0.188987,0.966039,0.055352,1048955,24,True
cluster90_n10000,pbc,1,542,307.093597,0.056323,3.890816,0.21886,301.953469,0.112198,0.80065,0.056481,1048955,23,True
complete_h14,treepir,1,640,328.357884,0.013062,4.185362,0.297992,322.671737,0.102639,1.052212,0.030203,1048955,14,True
complete_h14,treepir,1,12050,315.959816,0.014392,3.083914,0.245896,311.736991,0.085755,0.762802,0.026182,1048955,14,True
complete_h14,treepir,1,630,310.148395,0.010627,2.794367,0.221056,306.168352,0.097687,0.826662,0.026235,1048955,14,True
complete_h14,treepir,1,15935,317.978469,0.009412,2.944901,0.610042,313.474444,0.121926,0.789121,0.02485,1048955,14,True
complete_h14,treepir,1,1482,318.610359,0.015986,2.57021,0.218013,314.879304,0.10004,0.79921,0.02397,1048955,14,True
complete_h14,treepir,1,8104,324.180647,0.009738,2.80231,0.233858,320.20913,0.099153,0.796711,0.026191,1048955,14,True
complete_h14,treepir,1,13990,317.507219,0.011194,3.152884,0.417356,312.886546,0.125149,0.885121,0.025107,1048955,14,True
complete_h14,treepir,1,16144,320.26715,0.010632,3.155193,0.200631,315.87205,0.099366,0.900488,0.024804,1048955,14,True
complete_h14,treepir,1,2898,318.386377,0.011347,3.955263,0.227715,313.285825,0.095559,0.78087,0.026334,1048955,14,True
complete_h14,treepir,1,8477,343.50084,0.011948,2.579933,0.237911,339.673017,0.099791,0.866984,0.026886,1048955,14,True
complete_h14,pbc,1,640,483.369114,0.033031,4.47897,0.44895,477.885149,0.060379,0.432396,0.024991,1311220,14,True
complete_h14,pbc,1,12050,474.712201,0.036316,4.766899,0.478974,468.936437,0.054346,0.410188,0.024446,1311220,14,True
complete_h14,pbc,1,630,474.562611,0.034869,4.722368,0.401936,468.838347,0.063221,0.47071,0.026663,1311220,14,True
complete_h14,pbc,1,15935,512.676789,0.036392,4.592169,0.474583,506.965826,0.065529,0.509916,0.028014,1311220,14,True
complete_h14,pbc,1,1482,494.754686,0.037496,5.370816,0.482941,488.317616,0.062012,0.451948,0.026602,1311220,14,True
complete_h14,pbc,1,8104,518.351098,0.037893,5.024187,0.474462,512.249049,0.066799,0.466007,0.027223,1311220,14,True
complete_h14,pbc,1,13990,511.324517,0.039176,5.505577,0.665131,504.554891,0.060273,0.46847,0.027567,1311220,14,True
complete_h14,pbc,1,16144,501.080571,0.037177,5.891497,0.416194,494.187549,0.054257,0.462719,0.026759,1311220,14,True
complete_h14,pbc,1,2898,498.387969,0.033794,4.660577,0.274869,492.758852,0.055049,0.575307,0.026415,1311220,14,True
complete_h14,pbc,1,8477,504.012055,0.039847,5.998096,0.435778,496.9926,0.051931,0.464213,0.025487,1311220,14,True
complete_h14,ab,1,640,307.532121,0.01349,2.839789,0.210417,303.512528,0.100567,0.825841,0.025719,1048955,14,True
complete_h14,ab,1,12050,319.553043,0.011931,2.709023,0.335264,315.561533,0.098038,0.808019,0.025591,1048955,14,True
complete_h14,ab,1,630,341.028848,0.012833,3.67599,0.434796,335.979348,0.101253,0.795884,0.024573,1048955,14,True
complete_h14,ab,1,15935,309.960954,0.009182,2.741695,0.209793,306.053983,0.097496,0.820983,0.024747,1048955,14,True
complete_h14,ab,1,1482,320.179619,0.012087,3.086141,0.20374,315.945318,0.105078,0.797892,0.025322,1048955,14,True
complete_h14,ab,1,8104,332.209641,0.011973,2.692081,0.180774,328.391215,0.101902,0.804101,0.024604,1048955,14,True
complete_h14,ab,1,13990,313.053497,0.011403,2.668452,0.29911,309.117087,0.109153,0.820126,0.024343,1048955,14,True
complete_h14,ab,1,16144,318.700144,0.010011,2.601103,0.207172,314.970727,0.09858,0.78407,0.025135,1048955,14,True
complete_h14,ab,1,2898,311.440688,0.015384,2.697722,0.234748,307.57916,0.095225,0.78974,0.026043,1048955,14,True
complete_h14,ab,1,8477,311.068426,0.012348,3.22573,0.321953,306.499717,0.09579,0.883156,0.024908,1048955,14,True
prefix64_n10000,ab,1,8224,309.605471,0.013505,3.166339,0.227266,305.133218,0.103105,0.903681,0.054611,1048955,11,True
prefix64_n10000,ab,1,8963,324.567405,0.010406,3.104077,0.191324,320.273999,0.102605,0.824125,0.056879,1048955,15,True
prefix64_n10000,ab,1,3731,317.942471,0.011811,2.72242,0.168452,313.772493,0.108254,1.100609,0.054975,1048955,14,True
prefix64_n10000,ab,1,6995,303.839556,0.011984,2.784374,0.217364,299.750736,0.087916,0.921495,0.063083,1048955,13,True
prefix64_n10000,ab,1,320,325.476642,0.011633,2.78326,0.168744,321.191766,0.127952,1.133493,0.056075,1048955,14,True
prefix64_n10000,ab,1,4238,308.877887,0.01333,2.983698,0.154895,304.716519,0.09506,0.856247,0.055089,1048955,14,True
prefix64_n10000,ab,1,5557,301.114171,0.021947,3.155572,0.25158,296.490769,0.093225,1.016571,0.08021,1048955,13,True
prefix64_n10000,ab,1,1449,322.473818,0.011529,2.944847,0.190912,318.29332,0.09646,0.878012,0.054549,1048955,14,True
prefix64_n10000,ab,1,3455,307.517355,0.01087,3.769497,0.234517,302.384817,0.141218,0.916047,0.056844,1048955,12,True
prefix64_n10000,ab,1,529,313.711743,0.010842,2.761978,0.185506,309.768691,0.129381,0.798131,0.053621,1048955,13,True
prefix64_n10000,pbc,1,8224,317.820146,0.037681,3.036294,0.209629,313.575318,0.118092,0.782469,0.055885,1048955,11,True
prefix64_n10000,pbc,1,8963,324.816029,0.041554,3.418578,0.280756,320.072938,0.097148,0.84427,0.057179,1048955,15,True
prefix64_n10000,pbc,1,3731,327.435565,0.039442,3.761729,0.247925,322.295868,0.108404,0.920188,0.058045,1048955,14,True
prefix64_n10000,pbc,1,6995,318.262254,0.041677,3.182448,0.229598,313.768932,0.085266,0.894202,0.056195,1048955,13,True
prefix64_n10000,pbc,1,320,316.895848,0.037941,3.310637,0.178007,312.259851,0.118598,0.923278,0.063515,1048955,14,True
prefix64_n10000,pbc,1,4238,315.731189,0.051213,4.226672,0.240077,310.241856,0.100827,0.809287,0.056937,1048955,14,True
prefix64_n10000,pbc,1,5557,322.371049,0.040654,3.35405,0.241002,317.532996,0.097831,1.042869,0.057483,1048955,13,True
prefix64_n10000,pbc,1,1449,331.934633,0.041343,3.252845,0.179603,327.508939,0.097044,0.796512,0.054924,1048955,14,True
prefix64_n10000,pbc,1,3455,315.115808,0.039845,3.084164,0.166769,310.912353,0.0963,0.759499,0.054127,1048955,12,True
prefix64_n10000,pbc,1,529,320.287493,0.039789,3.293137,0.200304,315.579126,0.150382,0.959863,0.060999,1048955,13,True
complete_h10,ab,1,588,309.158461,0.006155,2.469472,0.222846,305.498723,0.118072,0.815389,0.023906,1048955,10,True
complete_h10,ab,1,456,308.350185,0.006052,2.915731,0.227117,304.266664,0.118937,0.788402,0.022699,1048955,10,True
complete_h10,ab,1,529,324.218338,0.005924,2.865919,0.299821,320.077971,0.119332,0.821038,0.024892,1048955,10,True
complete_h10,ab,1,925,299.746212,0.005685,2.944204,0.277078,295.517209,0.119581,0.855138,0.024079,1048955,10,True
complete_h10,ab,1,401,314.153537,0.006209,3.526006,0.245287,308.970361,0.114842,1.260411,0.026896,1048955,10,True
complete_h10,ab,1,513,297.052032,0.00623,3.148074,0.191388,292.697732,0.112359,0.870551,0.022618,1048955,10,True
complete_h10,ab,1,466,305.579707,0.005216,3.405849,0.223021,300.965759,0.094992,0.858987,0.022278,1048955,10,True
complete_h10,ab,1,133,302.678909,0.006667,2.810374,0.23585,298.677823,0.098848,0.82057,0.025005,1048955,10,True
complete_h10,ab,1,396,300.893038,0.00663,2.665133,0.220469,297.102735,0.09811,0.772445,0.024112,1048955,10,True
complete_h10,ab,1,184,305.695816,0.006631,2.656414,0.356539,301.758078,0.123423,0.769503,0.022213,1048955,10,True
complete_h10,treepir,1,588,314.374228,0.006098,2.969911,0.242198,310.255947,0.101248,0.773503,0.021825,1048955,10,True
complete_h10,treepir,1,456,312.037362,0.006287,2.326319,0.213412,308.536561,0.121911,0.806718,0.023006,1048955,10,True
complete_h10,treepir,1,529,301.878553,0.005947,2.447325,0.242938,298.262623,0.118356,0.775883,0.02267,1048955,10,True
complete_h10,treepir,1,925,306.564064,0.006192,3.091138,0.253172,302.261687,0.126578,0.798667,0.022968,1048955,10,True
complete_h10,treepir,1,401,318.056632,0.006366,2.579022,0.218713,314.342442,0.09791,0.785577,0.023359,1048955,10,True
complete_h10,treepir,1,513,307.568855,0.005247,2.348278,0.190985,304.007589,0.112649,0.877702,0.02337,1048955,10,True
complete_h10,treepir,1,466,325.964034,0.006495,2.637284,0.20915,322.052122,0.108093,0.922923,0.024872,1048955,10,True
complete_h10,treepir,1,133,312.932633,0.007379,2.74216,0.205982,309.063182,0.101605,0.784955,0.024268,1048955,10,True
complete_h10,treepir,1,396,305.709005,0.006646,2.383429,0.549693,301.839286,0.099268,0.804041,0.023625,1048955,10,True
complete_h10,treepir,1,184,300.832399,0.006913,2.352453,0.245404,297.336563,0.09896,0.76469,0.02417,1048955,10,True
complete_h10,pbc,1,588,312.512987,0.021072,3.181257,0.163753,308.170801,0.102312,0.845436,0.025226,1048955,10,True
complete_h10,pbc,1,456,309.869062,0.02233,2.962981,0.207828,305.679541,0.127387,0.840777,0.024134,1048955,10,True
complete_h10,pbc,1,529,319.866495,0.021082,2.984662,0.1828,315.72959,0.086316,0.836267,0.023142,1048955,10,True
complete_h10,pbc,1,925,325.403111,0.021323,3.20966,0.253438,320.939154,0.108479,0.842297,0.02503,1048955,10,True
complete_h10,pbc,1,401,314.069092,0.02188,2.702668,0.173443,310.113469,0.157508,0.873678,0.023597,1048955,10,True
complete_h10,pbc,1,513,312.32185,0.038361,3.005665,0.433125,307.882587,0.100784,0.834487,0.023733,1048955,10,True
complete_h10,pbc,1,466,322.482063,0.021604,2.798399,0.16661,318.440776,0.103653,0.92305,0.025342,1048955,10,True
complete_h10,pbc,1,133,315.540561,0.022198,2.795723,0.237506,310.784501,0.093702,1.578052,0.025014,1048955,10,True
complete_h10,pbc,1,396,319.247637,0.023225,2.810531,0.205793,314.938585,0.113572,1.128565,0.023431,1048955,10,True
complete_h10,pbc,1,184,338.583426,0.022452,2.800415,0.177123,334.592862,0.100136,0.860249,0.026919,1048955,10,True
uniform_n100000,pbc,1,72418,854.580835,0.083053,5.729201,0.337045,847.803788,0.089165,0.472731,0.061401,1311220,17,True
uniform_n100000,pbc,1,55961,836.978093,0.063281,5.590067,0.483815,830.193365,0.07361,0.499621,0.069701,1311220,18,True
uniform_n100000,pbc,1,4341,929.514029,0.0646,5.934453,0.364694,922.109717,0.094741,0.874648,0.06586,1311220,15,True
uniform_n100000,pbc,1,63742,917.547524,0.068821,6.681723,0.582121,909.318507,0.09488,0.710552,0.086536,1311220,19,True
uniform_n100000,pbc,1,32877,910.488545,0.087051,8.359336,0.499703,900.254429,0.157781,1.025313,0.099269,1311220,18,True
uniform_n100000,pbc,1,37474,900.547241,0.082931,8.04856,0.426453,891.069495,0.086203,0.761613,0.066912,1311220,17,True
uniform_n100000,pbc,1,8555,925.720134,0.155368,6.70009,0.47417,917.702984,0.096902,0.508258,0.077922,1311220,16,True
uniform_n100000,pbc,1,69428,894.674023,0.094029,5.950588,0.433194,887.197923,0.162966,0.743985,0.086111,1311220,18,True
uniform_n100000,pbc,1,2523,849.14263,0.065147,6.426955,0.435596,841.577429,0.074158,0.497931,0.061584,1311220,17,True
uniform_n100000,pbc,1,27640,833.516568,0.056593,5.605266,0.441574,826.800324,0.077448,0.468837,0.062615,1311220,17,True
uniform_n100000,ab,1,72418,564.50248,0.023167,4.597048,0.30832,558.99002,0.069252,0.452765,0.058021,1311220,17,True
uniform_n100000,ab,1,55961,561.913933,0.023053,5.177425,0.410569,555.75829,0.062135,0.420573,0.057022,1311220,18,True
uniform_n100000,ab,1,4341,558.602976,0.018884,4.719068,0.44848,552.852557,0.069006,0.430732,0.060359,1311220,15,True
