id,source_index,n,N,m,B_joint,OPT,original_AB,pair_union,three_color,three_then_four,original_AB_coloring_seconds,pair_additional_seconds,three_additional_seconds,four_additional_seconds,final_stop
S0823,823,14,26,6,5,5,5,5,5,5,0.0015338999219238758,1.1299969628453255e-05,6.900052540004253e-06,1.8200022168457508e-05,capacity_certificate
S0824,824,14,26,6,5,5,5,5,5,5,0.001140700071118772,9.400071576237679e-06,5.699926987290382e-06,4.900037311017513e-06,capacity_certificate
S0825,825,14,26,6,5,5,5,5,5,5,0.001204199972562492,6.900052540004253e-06,5.300040356814861e-06,4.999921657145023e-06,capacity_certificate
S0826,826,14,26,6,5,5,5,5,5,5,0.0016165000852197409,1.1399970389902592e-05,6.200047209858894e-06,5.399924702942371e-06,capacity_certificate
S0827,827,14,26,6,5,5,5,5,5,5,0.0016662999987602234,7.899943739175797e-06,6.200047209858894e-06,5.299923941493034e-06,capacity_certificate
S0828,828,14,26,6,5,5,6,6,6,5,0.0011000999948009849,0.00019369996152818203,0.002693300019018352,0.02013359998818487,capacity_certificate
S0829,829,14,26,6,5,5,5,5,5,5,0.00114799989387393,9.599956683814526e-06,6.00004568696022e-06,4.999921657145023e-06,capacity_certificate
S0830,830,14,26,6,5,5,5,5,5,5,0.0012922999449074268,7.6000578701496124e-06,7.2999391704797745e-06,5.200039595365524e-06,capacity_certificate
S0831,831,14,26,6,5,5,5,5,5,5,0.0018204000080004334,9.599956683814526e-06,6.300047971308231e-06,5.100038833916187e-06,capacity_certificate
S0832,832,14,26,6,5,5,5,5,5,5,0.0014021999668329954,9.00006853044033e-06,6.299931555986404e-06,7.200054824352264e-06,capacity_certificate
S0833,833,14,26,6,5,5,5,5,5,5,0.0012729999143630266,9.299954399466515e-06,7.200054824352264e-06,6.700051017105579e-06,capacity_certificate
S0834,834,14,26,6,5,5,5,5,5,5,0.0020037000067532063,9.199953638017178e-06,6.300047971308231e-06,6.200047209858894e-06,capacity_certificate
S0835,835,14,26,6,5,5,5,5,5,5,0.001354200066998601,7.5999414548277855e-06,6.100046448409557e-06,5.100038833916187e-06,capacity_certificate
S0836,836,14,26,6,5,5,5,5,5,5,0.001028600032441318,8.400063961744308e-06,6.7999353632330894e-06,5.900044925510883e-06,capacity_certificate
S0837,837,14,26,6,5,5,5,5,5,5,0.001042200019583106,1.7999904230237007e-05,2.2600055672228336e-05,7.899943739175797e-06,capacity_certificate
S0838,838,14,26,6,5,5,5,5,5,5,0.0009131999686360359,8.100061677396297e-06,5.799927748739719e-06,5.300040356814861e-06,capacity_certificate
S0839,839,14,26,6,5,5,5,5,5,5,0.001396800042130053,1.0999967344105244e-05,6.700051017105579e-06,2.4399952962994576e-05,capacity_certificate
S0840,840,14,26,6,5,5,5,5,5,5,0.0014902000548318028,9.999959729611874e-06,6.200047209858894e-06,5.09992241859436e-06,capacity_certificate
S0841,841,14,26,6,5,5,5,5,5,5,0.000997799914330244,7.800059393048286e-06,5.199923180043697e-06,4.300032742321491e-06,capacity_certificate
S0842,842,14,26,6,5,5,5,5,5,5,0.000767099903896451,7.899943739175797e-06,5.800044164061546e-06,3.120000474154949e-05,capacity_certificate
S0843,843,14,26,6,5,5,5,5,5,5,0.0008743000216782093,7.70005863159895e-06,4.899920895695686e-06,4.00003045797348e-06,capacity_certificate
S0844,844,14,26,6,5,5,5,5,5,5,0.0008221999742090702,6.6999346017837524e-06,5.100038833916187e-06,4.400033503770828e-06,capacity_certificate
S0845,845,14,26,6,5,5,5,5,5,5,0.0008321999339386821,8.899951353669167e-06,5.100038833916187e-06,3.999914042651653e-06,capacity_certificate
S0846,846,14,26,6,5,5,5,5,5,5,0.001123199937865138,7.300055585801601e-06,4.899920895695686e-06,4.200031980872154e-06,capacity_certificate
S0847,847,14,26,6,5,5,5,5,5,5,0.0010569998994469643,3.160000778734684e-05,5.600042641162872e-06,4.399917088449001e-06,capacity_certificate
S0848,848,14,26,6,5,5,5,5,5,5,0.0008668999653309584,6.400048732757568e-06,4.500034265220165e-06,3.899913281202316e-06,capacity_certificate
S0849,849,14,26,5,6,6,7,7,6,6,0.0004916000179946423,0.0001327999634668231,0.0014905999414622784,5.100038833916187e-06,capacity_certificate
S0850,850,14,26,6,5,5,5,5,5,5,0.0007592999609187245,6.600050255656242e-06,3.900029696524143e-06,3.3999094739556313e-06,capacity_certificate
S0851,851,14,26,6,5,5,5,5,5,5,0.000645300024189055,6.199930794537067e-06,4.100031219422817e-06,3.400025889277458e-06,capacity_certificate
S0852,852,14,26,6,5,5,5,5,5,5,0.0007011000998318195,6.100046448409557e-06,4.200031980872154e-06,3.300025127828121e-06,capacity_certificate
S0853,853,14,26,6,5,5,5,5,5,5,0.0006963999476283789,5.399924702942371e-06,4.100031219422817e-06,3.400025889277458e-06,capacity_certificate
S0854,854,14,26,6,5,5,5,5,5,5,0.0007822000188753009,5.500041879713535e-06,4.300032742321491e-06,3.899913281202316e-06,capacity_certificate
S0855,855,14,26,6,5,5,5,5,5,5,0.001171399955637753,4.5500113628804684e-05,6.700051017105579e-06,5.300040356814861e-06,capacity_certificate
S0856,856,14,26,6,5,5,5,5,5,5,0.0009793000062927604,8.09994526207447e-06,5.600042641162872e-06,4.899920895695686e-06,capacity_certificate
S0857,857,14,26,6,5,5,5,5,5,5,0.0009084999328479171,7.300055585801601e-06,4.899920895695686e-06,4.400033503770828e-06,capacity_certificate
S0858,858,14,26,6,5,5,5,5,5,5,0.0007478999905288219,5.300040356814861e-06,4.100031219422817e-06,3.6999117583036423e-06,capacity_certificate
S0859,859,14,26,6,5,5,5,5,5,5,0.0009218000341206789,7.2999391704797745e-06,5.00003807246685e-06,4.300032742321491e-06,capacity_certificate
S0860,860,14,26,6,5,5,5,5,5,5,0.0008971999632194638,6.7999353632330894e-06,5.100038833916187e-06,4.400033503770828e-06,capacity_certificate
S0861,861,14,26,6,5,5,5,5,5,5,0.000950200017541647,6.9999368861317635e-06,5.400041118264198e-06,4.900037311017513e-06,capacity_certificate
S0862,862,14,26,6,5,5,5,5,5,5,0.0009408000623807311,5.999929271638393e-06,5.00003807246685e-06,4.500034265220165e-06,capacity_certificate
S0863,863,14,26,6,5,5,5,5,5,5,0.0015510000521317124,1.1299969628453255e-05,6.09993003308773e-06,5.00003807246685e-06,capacity_certificate
S0864,864,14,26,6,5,5,5,5,5,5,0.0007382000330835581,6.200047209858894e-06,4.500034265220165e-06,3.4999102354049683e-06,capacity_certificate
S0865,865,14,26,6,5,5,5,5,5,5,0.0008168999338522553,7.1999384090304375e-06,4.300032742321491e-06,3.700028173625469e-06,capacity_certificate
S0866,866,14,26,6,5,5,5,5,5,5,0.0006748000159859657,4.700035788118839e-06,3.500026650726795e-06,3.200024366378784e-06,capacity_certificate
S0867,867,14,26,6,5,5,5,5,5,5,0.0007217000238597393,6.800051778554916e-06,5.300040356814861e-06,3.7999125197529793e-06,capacity_certificate
S0868,868,14,26,6,5,5,5,5,5,5,0.0006826999597251415,5.199923180043697e-06,3.600027412176132e-06,3.400025889277458e-06,capacity_certificate
S0869,869,14,26,6,5,5,5,5,5,5,0.0006676999619230628,4.999921657145023e-06,4.700035788118839e-06,3.100023604929447e-06,capacity_certificate
S0870,870,14,26,6,5,5,5,5,5,5,0.0010357999708503485,1.5300000086426735e-05,1.0199961252510548e-05,8.400063961744308e-06,capacity_certificate
S0871,871,14,26,6,5,5,5,5,5,5,0.0011260000756010413,8.299946784973145e-06,4.500034265220165e-06,5.100038833916187e-06,capacity_certificate
S0872,872,14,26,6,5,5,5,5,5,5,0.0007918999763205647,6.100046448409557e-06,3.999914042651653e-06,3.200024366378784e-06,capacity_certificate
S0873,873,14,26,6,5,5,5,5,5,5,0.0006845999741926789,5.00003807246685e-06,3.500026650726795e-06,4.200031980872154e-06,capacity_certificate
S0874,874,14,26,6,5,5,5,5,5,5,0.0008663999615237117,6.09993003308773e-06,3.8000289350748062e-06,3.300025127828121e-06,capacity_certificate
S0875,875,14,26,6,5,5,5,5,5,5,0.0007827999070286751,6.120000034570694e-05,8.09994526207447e-06,2.2700056433677673e-05,capacity_certificate
S0876,876,14,26,6,5,5,5,5,5,5,0.0008050999604165554,5.999929271638393e-06,4.200031980872154e-06,3.400025889277458e-06,capacity_certificate
S0877,877,14,26,5,6,6,7,7,6,6,0.0005675000138580799,0.00011199992150068283,0.0012570000253617764,4.500034265220165e-06,capacity_certificate
S0878,878,14,26,6,5,5,5,5,5,5,0.0006706999847665429,6.300047971308231e-06,4.09991480410099e-06,3.400025889277458e-06,capacity_certificate
S0879,879,14,26,6,5,5,5,5,5,5,0.0007232000352814794,5.999929271638393e-06,4.200031980872154e-06,3.900029696524143e-06,capacity_certificate
S0880,880,14,26,6,5,5,5,5,5,5,0.0008415000047534704,6.500049494206905e-06,4.599918611347675e-06,3.8000289350748062e-06,capacity_certificate
S0881,881,14,26,6,5,5,5,5,5,5,0.0007309999782592058,5.699926987290382e-06,3.900029696524143e-06,3.400025889277458e-06,capacity_certificate
S0882,882,14,26,6,5,5,5,5,5,5,0.0006699999794363976,5.09992241859436e-06,4.00003045797348e-06,3.200024366378784e-06,capacity_certificate
S0883,883,14,26,6,5,5,5,5,5,5,0.0007353998953476548,8.100061677396297e-06,4.700035788118839e-06,3.4999102354049683e-06,capacity_certificate
S0884,884,14,26,6,5,5,5,5,5,5,0.0007507000118494034,5.999929271638393e-06,3.900029696524143e-06,3.200024366378784e-06,capacity_certificate
S0885,885,14,26,6,5,5,5,5,5,5,0.0008043000707402825,5.799927748739719e-06,3.8000289350748062e-06,3.100023604929447e-06,capacity_certificate
S0886,886,14,26,5,6,6,7,7,6,6,0.00030999991577118635,0.00011150003410875797,0.001240900019183755,3.6999117583036423e-06,capacity_certificate
S0887,887,14,26,6,5,5,5,5,5,5,0.0007088999263942242,5.200039595365524e-06,3.899913281202316e-06,3.200024366378784e-06,capacity_certificate
S0888,888,14,26,6,5,5,5,5,5,5,0.0006828999612480402,4.600035026669502e-06,3.6999117583036423e-06,3.100023604929447e-06,capacity_certificate
S0889,889,14,26,5,6,6,7,7,6,6,0.0002908000024035573,0.00011679995805025101,0.0011804000241681933,4.100031219422817e-06,capacity_certificate
S0890,890,14,26,6,6,6,6,6,6,6,0.0012144999345764518,5.200039595365524e-06,3.899913281202316e-06,3.400025889277458e-06,capacity_certificate
S0891,891,14,26,6,5,5,6,6,6,5,0.0009723000694066286,0.00014730007387697697,0.0019583000103011727,0.017158799921162426,capacity_certificate
S0892,892,14,26,6,5,5,5,5,5,5,0.0008219999726861715,7.1999384090304375e-06,4.00003045797348e-06,3.500026650726795e-06,capacity_certificate
S0893,893,14,26,6,5,5,5,5,5,5,0.0008098999969661236,6.9999368861317635e-06,3.900029696524143e-06,3.700028173625469e-06,capacity_certificate
S0894,894,14,26,6,5,5,5,5,5,5,0.000987500068731606,7.699942216277122e-06,4.800036549568176e-06,3.8000289350748062e-06,capacity_certificate
S0895,895,14,26,6,5,5,5,5,5,5,0.0008494999492540956,5.299923941493034e-06,3.900029696524143e-06,3.400025889277458e-06,capacity_certificate
S0896,896,14,26,6,5,5,5,5,5,5,0.0008323999354615808,4.700035788118839e-06,3.6999117583036423e-06,3.300025127828121e-06,capacity_certificate
S0897,897,14,26,6,5,5,6,6,5,5,0.0006572999991476536,0.00015440001152455807,0.0028732999926432967,4.699919372797012e-06,capacity_certificate
S0898,898,14,26,6,5,5,5,5,5,5,0.0011006999993696809,6.600050255656242e-06,3.999914042651653e-06,3.200024366378784e-06,capacity_certificate
S0899,899,14,26,6,5,5,5,5,5,5,0.0012069999938830733,6.400048732757568e-06,4.199915565550327e-06,3.300025127828121e-06,capacity_certificate
S0900,900,14,26,6,5,5,5,5,5,5,0.001218099961988628,7.899943739175797e-06,4.900037311017513e-06,3.600027412176132e-06,capacity_certificate
S0901,901,14,26,6,5,5,5,5,5,5,0.0012112000258639455,5.900044925510883e-06,4.399917088449001e-06,3.8000289350748062e-06,capacity_certificate
S0902,902,14,26,6,5,5,5,5,5,5,0.0011786000104621053,4.900037311017513e-06,4.799920134246349e-06,3.300025127828121e-06,capacity_certificate
S0903,903,14,26,6,5,5,5,5,5,5,0.0011262999614700675,4.700035788118839e-06,3.4999102354049683e-06,3.00002284348011e-06,capacity_certificate
S0904,904,14,26,6,5,5,5,5,5,5,0.0012369999894872308,7.1999384090304375e-06,5.100038833916187e-06,3.3999094739556313e-06,capacity_certificate
S0905,905,14,26,6,5,5,5,5,5,5,0.0011251999530941248,5.00003807246685e-06,3.700028173625469e-06,3.300025127828121e-06,capacity_certificate
S0906,906,14,26,6,5,5,5,5,5,5,0.001056700013577938,4.800036549568176e-06,3.700028173625469e-06,4.199915565550327e-06,capacity_certificate
S0907,907,14,26,6,5,5,5,5,5,5,0.0010940999491140246,4.900037311017513e-06,3.500026650726795e-06,3.1999079510569572e-06,capacity_certificate
S0908,908,14,26,6,5,5,5,5,5,5,0.0009951000101864338,5.799927748739719e-06,3.500026650726795e-06,4.300032742321491e-06,capacity_certificate
S0909,909,14,26,6,5,5,5,5,5,5,0.0010111000156030059,7.00005330145359e-06,4.09991480410099e-06,3.00002284348011e-06,capacity_certificate
S0910,910,14,26,6,5,5,5,5,5,5,0.0009176000021398067,4.699919372797012e-06,3.700028173625469e-06,3.300025127828121e-06,capacity_certificate
S0911,911,14,26,6,5,5,5,5,5,5,0.0009857999393716455,4.799920134246349e-06,3.600027412176132e-06,3.100023604929447e-06,capacity_certificate
S0912,912,14,26,6,5,5,5,5,5,5,0.0011793000157922506,6.7999353632330894e-06,4.300032742321491e-06,3.500026650726795e-06,capacity_certificate
S0913,913,14,26,6,5,5,5,5,5,5,0.0014690998941659927,6.600050255656242e-06,4.499917849898338e-06,4.00003045797348e-06,capacity_certificate
S0914,914,14,26,6,5,5,5,5,5,5,0.001230300054885447,7.100054062902927e-06,5.299923941493034e-06,4.700035788118839e-06,capacity_certificate
S0915,915,14,26,6,5,5,5,5,5,5,0.00165200000628829,9.7999582067132e-06,6.600050255656242e-06,5.799927748739719e-06,capacity_certificate
S0916,916,14,26,6,5,5,5,5,5,5,0.0015456000110134482,8.300063200294971e-06,5.300040356814861e-06,4.300032742321491e-06,capacity_certificate
S0917,917,14,26,6,5,5,5,5,5,5,0.0014434999320656061,7.100054062902927e-06,5.300040356814861e-06,4.399917088449001e-06,capacity_certificate
S0918,918,14,26,6,5,5,5,5,5,5,0.001443500048480928,9.999959729611874e-06,5.900044925510883e-06,4.599918611347675e-06,capacity_certificate
S0919,919,14,26,6,5,5,5,5,5,5,0.0014703000197187066,8.900067768990993e-06,5.799927748739719e-06,4.700035788118839e-06,capacity_certificate
S0920,920,14,26,6,5,5,5,5,5,5,0.001798100071027875,7.5999414548277855e-06,4.900037311017513e-06,4.500034265220165e-06,capacity_certificate
S0921,921,14,26,5,6,6,6,6,6,6,0.0010010000551119447,7.300055585801601e-06,4.700035788118839e-06,3.899913281202316e-06,capacity_certificate
S0922,922,14,26,6,5,5,5,5,5,5,0.0011821999214589596,7.500057108700275e-06,4.699919372797012e-06,4.00003045797348e-06,capacity_certificate
S0923,923,14,26,6,5,5,5,5,5,5,0.0010628999443724751,1.8000020645558834e-05,1.1199968867003918e-05,9.299954399466515e-06,capacity_certificate
S0924,924,14,26,6,5,5,5,5,5,5,0.0010334999533370137,7.1999384090304375e-06,4.500034265220165e-06,3.700028173625469e-06,capacity_certificate
S0925,925,14,26,6,5,5,5,5,5,5,0.0010272000217810273,5.899928510189056e-06,3.8000289350748062e-06,3.100023604929447e-06,capacity_certificate
S0926,926,14,26,6,5,5,5,5,5,5,0.0010636999504640698,5.399924702942371e-06,4.00003045797348e-06,3.600027412176132e-06,capacity_certificate
S0927,927,14,26,6,5,5,5,5,5,5,0.0013913000002503395,8.09994526207447e-06,5.600042641162872e-06,4.799920134246349e-06,capacity_certificate
S0928,928,14,26,6,5,5,5,5,5,5,0.0011783000081777573,8.199946023523808e-06,5.600042641162872e-06,4.600035026669502e-06,capacity_certificate
S0929,929,14,26,6,5,5,5,5,5,5,0.0011875999625772238,6.7999353632330894e-06,5.200039595365524e-06,4.700035788118839e-06,capacity_certificate
S0930,930,14,26,6,5,5,5,5,5,5,0.0015687000704929233,8.499948307871819e-06,6.00004568696022e-06,5.100038833916187e-06,capacity_certificate
S0931,931,14,26,6,5,5,5,5,5,5,0.0013852999545633793,7.79994297772646e-06,5.100038833916187e-06,4.100031219422817e-06,capacity_certificate
S0932,932,14,26,6,5,5,5,5,5,5,0.0013551999581977725,7.4999406933784485e-06,5.800044164061546e-06,5.999929271638393e-06,capacity_certificate
S0933,933,14,26,6,5,5,5,5,5,5,0.0017146000172942877,1.1200085282325745e-05,0.00010730000212788582,9.199953638017178e-06,capacity_certificate
S0934,934,14,26,6,5,5,5,5,5,5,0.0016138999490067363,9.199953638017178e-06,6.500049494206905e-06,5.500041879713535e-06,capacity_certificate
S0935,935,14,26,6,5,5,5,5,5,5,0.001969599979929626,1.0399962775409222e-05,6.800051778554916e-06,5.399924702942371e-06,capacity_certificate
S0936,936,14,26,6,5,5,5,5,5,5,0.0020219000289216638,9.7999582067132e-06,5.999929271638393e-06,4.600035026669502e-06,capacity_certificate
S0937,937,14,26,6,5,5,5,5,5,5,0.00148610002361238,9.09995287656784e-06,5.700043402612209e-06,5.09992241859436e-06,capacity_certificate
S0938,938,14,26,5,6,6,6,6,6,6,0.0014432999305427074,8.599949069321156e-06,5.800044164061546e-06,4.999921657145023e-06,capacity_certificate
S0939,939,14,26,6,5,5,5,5,5,5,0.0014345000963658094,8.600065484642982e-06,5.299923941493034e-06,4.900037311017513e-06,capacity_certificate
S0940,940,14,26,6,5,5,5,5,5,5,0.001435799989849329,7.900060154497623e-06,5.700043402612209e-06,5.199923180043697e-06,capacity_certificate
S0941,941,14,26,6,5,5,5,5,5,5,0.0026009000139310956,1.109996810555458e-05,8.100061677396297e-06,5.799927748739719e-06,capacity_certificate
S0942,942,14,26,6,5,5,5,5,5,5,0.0018681000219658017,9.70007386058569e-06,6.5999338403344154e-06,5.400041118264198e-06,capacity_certificate
S0943,943,14,26,6,5,5,5,5,5,5,0.0016963999951258302,9.09995287656784e-06,7.200054824352264e-06,4.899920895695686e-06,capacity_certificate
S0944,944,14,26,6,5,5,5,5,5,5,0.001434599980711937,7.6000578701496124e-06,5.699926987290382e-06,4.800036549568176e-06,capacity_certificate
S0945,945,14,26,6,5,5,5,5,5,5,0.0015827000606805086,7.900060154497623e-06,6.100046448409557e-06,6.9999368861317635e-06,capacity_certificate
S0946,946,14,26,6,5,5,5,5,5,5,0.0015459000132977962,8.199946023523808e-06,5.800044164061546e-06,4.700035788118839e-06,capacity_certificate
S0947,947,14,26,6,5,5,5,5,5,5,0.0015423999866470695,1.0599964298307896e-05,6.200047209858894e-06,6.6999346017837524e-06,capacity_certificate
S0948,948,14,26,6,5,5,5,5,5,5,0.0021189000690355897,1.1599971912801266e-05,7.2999391704797745e-06,6.100046448409557e-06,capacity_certificate
S0949,949,14,26,6,5,5,5,5,5,5,0.0021192000713199377,1.1299969628453255e-05,7.899943739175797e-06,6.900052540004253e-06,capacity_certificate
S0950,950,14,26,6,5,5,5,5,5,5,0.002040599938482046,1.2699980288743973e-05,7.4999406933784485e-06,5.900044925510883e-06,capacity_certificate
S0951,951,14,26,6,5,5,5,5,5,5,0.0018162999767810106,9.500072337687016e-06,6.9999368861317635e-06,6.100046448409557e-06,capacity_certificate
S0952,952,14,26,5,6,6,6,6,6,6,0.002184899989515543,1.279998105019331e-05,7.699942216277122e-06,6.800051778554916e-06,capacity_certificate
S0953,953,14,26,6,5,5,5,5,5,5,0.00187590008135885,1.2300093658268452e-05,8.199946023523808e-06,6.900052540004253e-06,capacity_certificate
S0954,954,14,26,6,5,5,5,5,5,5,0.002486899960786104,1.070008147507906e-05,7.2999391704797745e-06,6.100046448409557e-06,capacity_certificate
S0955,955,14,26,6,5,5,5,5,5,5,0.0020725999493151903,1.0800082236528397e-05,8.599949069321156e-06,6.00004568696022e-06,capacity_certificate
S0956,956,14,26,5,6,6,6,6,6,6,0.0019420000026002526,9.499955922365189e-06,5.900044925510883e-06,4.799920134246349e-06,capacity_certificate
S0957,957,14,26,6,5,5,5,5,5,5,0.0014482000842690468,7.5999414548277855e-06,5.400041118264198e-06,4.799920134246349e-06,capacity_certificate
S0958,958,14,26,6,5,5,5,5,5,5,0.0016728999326005578,8.599949069321156e-06,6.00004568696022e-06,5.300040356814861e-06,capacity_certificate
S0959,959,14,26,6,5,5,5,5,5,5,0.0019484999356791377,1.0899966582655907e-05,6.8999361246824265e-06,5.700043402612209e-06,capacity_certificate
S0960,960,14,26,5,6,6,6,6,6,6,0.0009588999673724174,1.0499963536858559e-05,7.00005330145359e-06,6.09993003308773e-06,capacity_certificate
S0961,961,14,26,5,6,6,6,6,6,6,0.0010770000517368317,1.0900082997977734e-05,8.199946023523808e-06,6.900052540004253e-06,capacity_certificate
S0962,962,14,26,5,6,6,6,6,6,6,0.0010726000182330608,1.200009137392044e-05,8.09994526207447e-06,6.500049494206905e-06,capacity_certificate
S0963,963,14,26,6,5,5,6,6,5,5,0.0013617000076919794,0.000322899897582829,0.006524100084789097,1.1699972674250603e-05,capacity_certificate
S0964,964,14,26,6,5,5,5,5,5,5,0.002730900072492659,1.680001150816679e-05,9.7999582067132e-06,8.499948307871819e-06,capacity_certificate
S0965,965,14,26,6,5,5,5,5,5,5,0.0022854999406263232,1.5300000086426735e-05,9.999959729611874e-06,8.699949830770493e-06,capacity_certificate
S0966,966,14,26,6,5,5,5,5,5,5,0.002125700004398823,1.2599979527294636e-05,8.500064723193645e-06,7.2999391704797745e-06,capacity_certificate
S0967,967,14,26,6,5,5,5,5,5,5,0.0019023000495508313,1.1600088328123093e-05,8.600065484642982e-06,7.4999406933784485e-06,capacity_certificate
S0968,968,14,26,6,5,5,5,5,5,5,0.002392300055362284,1.6200006939470768e-05,1.1399970389902592e-05,9.999959729611874e-06,capacity_certificate
S0969,969,14,26,6,5,5,5,5,5,5,0.002233599894680083,1.0599964298307896e-05,8.200062438845634e-06,7.3999399319291115e-06,capacity_certificate
S0970,970,14,26,6,5,5,5,5,5,5,0.002302599954418838,1.3399985618889332e-05,8.599949069321156e-06,7.200054824352264e-06,capacity_certificate
S0971,971,14,26,6,5,5,5,5,5,5,0.0025473000714555383,1.6099889762699604e-05,1.0600080713629723e-05,8.499948307871819e-06,capacity_certificate
S0972,972,14,26,6,5,5,5,5,5,5,0.0023842999944463372,1.7400016076862812e-05,1.079996582120657e-05,9.09995287656784e-06,capacity_certificate
S0973,973,14,26,6,5,5,5,5,5,5,0.0019863999914377928,1.5300000086426735e-05,1.009996049106121e-05,8.400063961744308e-06,capacity_certificate
S0974,974,14,26,6,5,5,5,5,5,5,0.0017093999776989222,2.050003968179226e-05,9.09995287656784e-06,8.600065484642982e-06,capacity_certificate
S0975,975,14,26,6,5,5,5,5,5,5,0.0015611000126227736,1.1299969628453255e-05,7.200054824352264e-06,6.5999338403344154e-06,capacity_certificate
S0976,976,14,26,6,5,5,5,5,5,5,0.0016889000544324517,1.4400109648704529e-05,8.699949830770493e-06,7.5999414548277855e-06,capacity_certificate
S0977,977,14,26,6,5,5,5,5,5,5,0.002368499990552664,1.4599994756281376e-05,9.7999582067132e-06,8.200062438845634e-06,capacity_certificate
S0978,978,14,26,6,5,5,5,5,5,5,0.0020578999537974596,1.5400000847876072e-05,8.500064723193645e-06,7.0999376475811005e-06,capacity_certificate
S0979,979,14,26,6,5,5,5,5,5,5,0.0021288000280037522,1.1399970389902592e-05,7.1999384090304375e-06,5.600042641162872e-06,capacity_certificate
S0980,980,14,26,6,5,5,5,5,5,5,0.0015022000297904015,9.00006853044033e-06,6.7999353632330894e-06,5.600042641162872e-06,capacity_certificate
S0981,981,14,26,6,5,5,5,5,5,5,0.00196899997536093,1.009996049106121e-05,6.300047971308231e-06,5.199923180043697e-06,capacity_certificate
