id,source_index,n,N,m,B_joint,OPT,original_AB,pair_union,three_color,three_then_four,original_AB_coloring_seconds,pair_additional_seconds,three_additional_seconds,four_additional_seconds,final_stop
S0325,325,12,22,6,5,5,5,5,5,5,0.0011341000208631158,1.7600017599761486e-05,6.800051778554916e-06,5.699926987290382e-06,capacity_certificate
S0326,326,12,22,6,5,5,5,5,5,5,0.0013524999376386404,7.699942216277122e-06,5.600042641162872e-06,4.800036549568176e-06,capacity_certificate
S0327,327,12,22,6,4,4,5,5,4,4,0.0010967999696731567,0.00020819995552301407,0.0024406000738963485,4.999921657145023e-06,capacity_certificate
S0328,328,12,22,6,4,4,5,5,4,4,0.0012529999949038029,0.0002351999282836914,0.003024199977517128,7.70005863159895e-06,capacity_certificate
S0329,329,12,22,6,4,4,5,5,4,4,0.0009473999962210655,0.00023260002490133047,0.0039218999445438385,7.200054824352264e-06,capacity_certificate
S0330,330,12,22,6,4,4,5,5,4,4,0.0011224000481888652,0.00024119997397065163,0.003366100019775331,7.0999376475811005e-06,capacity_certificate
S0331,331,12,22,6,4,4,5,5,4,4,0.0010223999852314591,0.00021769991144537926,0.003421099972911179,6.300047971308231e-06,capacity_certificate
S0332,332,12,22,6,4,4,5,5,4,4,0.0010350000811740756,0.0002297000028192997,0.003208399983122945,6.800051778554916e-06,capacity_certificate
S0333,333,12,22,6,4,4,5,5,4,4,0.0014665999915450811,0.00033359997905790806,0.0031645999988541007,4.599918611347675e-06,capacity_certificate
S0334,334,12,22,6,4,4,4,4,4,4,0.0013274999801069498,1.2699980288743973e-05,7.4999406933784485e-06,5.800044164061546e-06,capacity_certificate
S0335,335,12,22,6,4,4,4,4,4,4,0.0010722000151872635,1.0699965059757233e-05,9.300070814788342e-06,6.5999338403344154e-06,capacity_certificate
S0336,336,12,22,6,4,4,4,4,4,4,0.0010255000088363886,1.3899989426136017e-05,8.899951353669167e-06,7.200054824352264e-06,capacity_certificate
S0337,337,12,22,6,4,4,4,4,4,4,0.0014482999686151743,1.0499963536858559e-05,6.8999361246824265e-06,6.00004568696022e-06,capacity_certificate
S0338,338,12,22,6,4,4,4,4,4,4,0.0009788000024855137,1.2399978004395962e-05,7.300055585801601e-06,5.900044925510883e-06,capacity_certificate
S0339,339,12,22,6,4,4,4,4,4,4,0.0018621999770402908,1.5199999324977398e-05,9.399955160915852e-06,7.6000578701496124e-06,capacity_certificate
S0340,340,12,22,5,5,5,5,5,5,5,0.0016847000224515796,1.0800082236528397e-05,9.599956683814526e-06,6.100046448409557e-06,capacity_certificate
S0341,341,12,22,6,4,4,4,4,4,4,0.0008956999517977238,7.400056347250938e-06,5.899928510189056e-06,4.700035788118839e-06,capacity_certificate
S0342,342,12,22,6,4,4,4,4,4,4,0.0015908998902887106,9.70007386058569e-06,5.599926225841045e-06,4.200031980872154e-06,capacity_certificate
S0343,343,12,22,6,4,4,4,4,4,4,0.0011198000283911824,8.00006091594696e-06,4.899920895695686e-06,3.8000289350748062e-06,capacity_certificate
S0344,344,12,22,6,4,4,4,4,4,4,0.001069099991582334,6.700051017105579e-06,4.600035026669502e-06,3.899913281202316e-06,capacity_certificate
S0345,345,12,22,6,4,4,4,4,4,4,0.0013598999939858913,9.199953638017178e-06,5.800044164061546e-06,4.500034265220165e-06,capacity_certificate
S0346,346,12,22,5,5,5,5,5,5,5,0.0011365999234840274,8.699949830770493e-06,6.00004568696022e-06,5.09992241859436e-06,capacity_certificate
S0347,347,12,22,6,4,4,4,4,4,4,0.0006833999650552869,7.3999399319291115e-06,5.200039595365524e-06,4.200031980872154e-06,capacity_certificate
S0348,348,12,22,6,4,4,4,4,4,4,0.0011463999981060624,7.4999406933784485e-06,5.400041118264198e-06,4.500034265220165e-06,capacity_certificate
S0349,349,12,22,6,4,4,4,4,4,4,0.0016574000474065542,1.1699972674250603e-05,6.5999338403344154e-06,5.400041118264198e-06,capacity_certificate
S0350,350,12,22,5,5,5,5,5,5,5,0.0012060999870300293,9.399955160915852e-06,8.300063200294971e-06,5.299923941493034e-06,capacity_certificate
S0351,351,12,22,5,5,5,5,5,5,5,0.0015124999918043613,9.899958968162537e-06,6.400048732757568e-06,5.09992241859436e-06,capacity_certificate
S0352,352,12,22,6,4,4,4,4,4,4,0.0010620999382808805,1.109996810555458e-05,7.400056347250938e-06,5.900044925510883e-06,capacity_certificate
S0353,353,12,22,6,4,4,4,4,4,4,0.0014592999359592795,8.599949069321156e-06,6.00004568696022e-06,5.399924702942371e-06,capacity_certificate
S0354,354,12,22,6,4,4,4,4,4,4,0.0013276999816298485,8.199946023523808e-06,5.300040356814861e-06,4.800036549568176e-06,capacity_certificate
S0355,355,12,22,6,4,4,4,4,4,4,0.0010589000303298235,6.900052540004253e-06,4.399917088449001e-06,3.8000289350748062e-06,capacity_certificate
S0356,356,12,22,5,5,5,5,5,5,5,0.0008390999864786863,7.900060154497623e-06,5.00003807246685e-06,4.200031980872154e-06,capacity_certificate
S0357,357,12,22,5,5,5,5,5,5,5,0.0009603999787941575,7.100054062902927e-06,5.100038833916187e-06,4.499917849898338e-06,capacity_certificate
S0358,358,12,22,6,4,4,4,4,4,4,0.0013722000876441598,1.279998105019331e-05,6.600050255656242e-06,5.09992241859436e-06,capacity_certificate
S0359,359,12,22,6,4,4,4,4,4,4,0.001909599988721311,8.899951353669167e-06,5.900044925510883e-06,5.09992241859436e-06,capacity_certificate
S0360,360,12,22,5,5,5,5,5,5,5,0.0011389999417588115,7.6000578701496124e-06,4.699919372797012e-06,3.900029696524143e-06,capacity_certificate
S0361,361,12,22,5,5,5,5,5,5,5,0.001188000082038343,8.399947546422482e-06,4.800036549568176e-06,3.600027412176132e-06,capacity_certificate
S0362,362,12,22,5,5,5,5,5,5,5,0.0010117999045178294,7.1999384090304375e-06,4.800036549568176e-06,4.00003045797348e-06,capacity_certificate
S0363,363,12,22,6,4,4,5,5,4,4,0.0010842999909073114,0.00024259998463094234,0.0028649000450968742,5.999929271638393e-06,capacity_certificate
S0364,364,12,22,6,4,4,4,4,4,4,0.0007342000026255846,1.00000761449337e-05,5.499925464391708e-06,4.500034265220165e-06,capacity_certificate
S0365,365,12,22,6,4,4,4,4,4,4,0.0007301999721676111,8.499948307871819e-06,6.100046448409557e-06,4.999921657145023e-06,capacity_certificate
S0366,366,12,22,6,4,4,4,4,4,4,0.0009235000470653176,9.299954399466515e-06,5.900044925510883e-06,5.100038833916187e-06,capacity_certificate
S0367,367,12,22,6,4,4,4,4,4,4,0.0014324999647215009,9.299954399466515e-06,5.800044164061546e-06,4.900037311017513e-06,capacity_certificate
S0368,368,12,22,6,4,4,4,4,4,4,0.000896400073543191,9.499955922365189e-06,9.400071576237679e-06,5.899928510189056e-06,capacity_certificate
S0369,369,12,22,6,4,4,4,4,4,4,0.0017978999530896544,1.9700033590197563e-05,1.079996582120657e-05,9.699957445263863e-06,capacity_certificate
S0370,370,12,22,5,5,5,5,5,5,5,0.0012295000487938523,9.399955160915852e-06,6.500049494206905e-06,5.300040356814861e-06,capacity_certificate
S0371,371,12,22,6,4,4,4,4,4,4,0.0017519999528303742,8.70006624609232e-06,5.400041118264198e-06,4.499917849898338e-06,capacity_certificate
S0372,372,12,22,6,4,4,4,4,4,4,0.0008560999995097518,1.0199961252510548e-05,6.100046448409557e-06,4.799920134246349e-06,capacity_certificate
S0373,373,12,22,6,4,4,4,4,4,4,0.0008170000510290265,8.499948307871819e-06,5.600042641162872e-06,4.600035026669502e-06,capacity_certificate
S0374,374,12,22,6,4,4,4,4,4,4,0.0009030000073835254,1.479999627918005e-05,8.699949830770493e-06,6.600050255656242e-06,capacity_certificate
S0375,375,12,22,6,4,4,4,4,4,4,0.001227300032041967,1.009996049106121e-05,6.300047971308231e-06,5.599926225841045e-06,capacity_certificate
S0376,376,12,22,5,5,5,5,5,5,5,0.0009116999572142959,9.300070814788342e-06,5.699926987290382e-06,4.300032742321491e-06,capacity_certificate
S0377,377,12,22,6,4,4,4,4,4,4,0.0010470999404788017,1.209997572004795e-05,6.200047209858894e-06,5.699926987290382e-06,capacity_certificate
S0378,378,12,22,6,4,4,4,4,4,4,0.0015478000277653337,1.079996582120657e-05,3.370002377778292e-05,5.900044925510883e-06,capacity_certificate
S0379,379,12,22,6,4,4,4,4,4,4,0.0013497000327333808,7.4999406933784485e-06,5.500041879713535e-06,4.600035026669502e-06,capacity_certificate
S0380,380,12,22,5,5,5,5,5,5,5,0.0011331000132486224,8.09994526207447e-06,4.700035788118839e-06,3.600027412176132e-06,capacity_certificate
S0381,381,12,22,5,5,5,5,5,5,5,0.03655079996678978,1.1899974197149277e-05,6.600050255656242e-06,5.499925464391708e-06,capacity_certificate
S0382,382,12,22,6,4,4,4,4,4,4,0.0009562999475747347,9.500072337687016e-06,6.199930794537067e-06,5.500041879713535e-06,capacity_certificate
S0383,383,12,22,5,5,5,5,5,5,5,0.0019238999811932445,1.2399978004395962e-05,7.70005863159895e-06,6.199930794537067e-06,capacity_certificate
S0384,384,12,22,5,5,5,5,5,5,5,0.0016826000064611435,1.379998866468668e-05,8.600065484642982e-06,6.299931555986404e-06,capacity_certificate
S0385,385,12,22,6,4,4,4,4,4,4,0.0025294999359175563,1.9000028260052204e-05,1.1199968867003918e-05,8.399947546422482e-06,capacity_certificate
S0386,386,12,22,5,5,5,5,5,5,5,0.0016692999051883817,1.0300078429281712e-05,6.6999346017837524e-06,6.00004568696022e-06,capacity_certificate
S0387,387,12,22,5,5,5,5,5,5,5,0.002475599991157651,1.200009137392044e-05,7.999944500625134e-06,6.400048732757568e-06,capacity_certificate
S0388,388,12,22,6,4,4,4,4,4,4,0.000977999996393919,9.900075383484364e-06,7.0999376475811005e-06,6.00004568696022e-06,capacity_certificate
S0389,389,12,22,6,4,4,4,4,4,4,0.0008287000237032771,7.800059393048286e-06,5.499925464391708e-06,5.100038833916187e-06,capacity_certificate
S0390,390,12,22,6,4,4,4,4,4,4,0.0007999000372365117,7.70005863159895e-06,5.399924702942371e-06,4.700035788118839e-06,capacity_certificate
S0391,391,12,22,6,4,4,4,4,4,4,0.0008842999814078212,9.199953638017178e-06,5.900044925510883e-06,4.700035788118839e-06,capacity_certificate
S0392,392,12,22,6,4,4,4,4,4,4,0.0006899000145494938,6.09993003308773e-06,4.500034265220165e-06,4.00003045797348e-06,capacity_certificate
S0393,393,12,22,5,5,5,5,5,5,5,0.0009180000051856041,6.600050255656242e-06,5.09992241859436e-06,4.600035026669502e-06,capacity_certificate
S0394,394,12,22,6,4,4,4,4,4,4,0.000937800039537251,8.400063961744308e-06,5.699926987290382e-06,5.00003807246685e-06,capacity_certificate
S0395,395,12,22,6,4,4,4,4,4,4,0.001020899973809719,1.109996810555458e-05,6.8999361246824265e-06,5.200039595365524e-06,capacity_certificate
S0396,396,12,22,6,4,4,4,4,4,4,0.0009362000273540616,8.399947546422482e-06,6.400048732757568e-06,5.09992241859436e-06,capacity_certificate
S0397,397,12,22,5,5,5,5,5,5,5,0.0012811999768018723,1.5099998563528061e-05,6.7999353632330894e-06,5.800044164061546e-06,capacity_certificate
S0398,398,12,22,5,5,5,5,5,5,5,0.00123259995598346,1.0999967344105244e-05,7.100054062902927e-06,5.599926225841045e-06,capacity_certificate
S0399,399,12,22,6,4,4,4,4,4,4,0.0012790999608114362,1.1399970389902592e-05,7.800059393048286e-06,6.5999338403344154e-06,capacity_certificate
S0400,400,12,22,5,5,5,5,5,5,5,0.00164020003285259,1.279998105019331e-05,7.900060154497623e-06,6.199930794537067e-06,capacity_certificate
S0401,401,12,22,5,5,5,5,5,5,5,0.0015969999367371202,9.900075383484364e-06,6.4999330788850784e-06,5.400041118264198e-06,capacity_certificate
S0402,402,12,22,5,5,5,5,5,5,5,0.001028900034725666,8.600065484642982e-06,6.199930794537067e-06,5.300040356814861e-06,capacity_certificate
S0403,403,12,22,5,5,5,5,5,5,5,0.001269300002604723,1.0199961252510548e-05,6.00004568696022e-06,4.599918611347675e-06,capacity_certificate
S0404,404,12,22,4,6,6,6,6,6,6,0.0008483999408781528,7.200054824352264e-06,5.300040356814861e-06,4.199915565550327e-06,capacity_certificate
S0405,405,12,22,6,4,4,4,4,4,4,0.0011600999860092998,1.1499971151351929e-05,7.300055585801601e-06,5.699926987290382e-06,capacity_certificate
S0406,406,12,22,6,4,4,4,4,4,4,0.0014769000699743629,1.98000343516469e-05,9.599956683814526e-06,7.900060154497623e-06,capacity_certificate
S0407,407,12,22,6,4,4,4,4,4,4,0.001011399901472032,8.299946784973145e-06,5.800044164061546e-06,5.400041118264198e-06,capacity_certificate
S0408,408,12,22,5,5,5,5,5,5,5,0.0008292000275105238,8.79995059221983e-06,5.300040356814861e-06,4.299916326999664e-06,capacity_certificate
S0409,409,12,22,5,5,5,5,5,5,5,0.000889900024048984,8.599949069321156e-06,5.900044925510883e-06,4.800036549568176e-06,capacity_certificate
S0410,410,12,22,6,4,4,4,4,4,4,0.0008441999088972807,9.199953638017178e-06,5.500041879713535e-06,4.399917088449001e-06,capacity_certificate
S0411,411,12,22,5,5,5,5,5,5,5,0.0008990999776870012,7.900060154497623e-06,6.09993003308773e-06,5.300040356814861e-06,capacity_certificate
S0412,412,12,22,5,5,5,5,5,5,5,0.001380199915729463,8.199946023523808e-06,5.300040356814861e-06,5.00003807246685e-06,capacity_certificate
S0413,413,12,22,5,5,5,5,5,5,5,0.0011484000133350492,8.499948307871819e-06,5.500041879713535e-06,0.00010179996024817228,capacity_certificate
S0414,414,12,22,5,5,5,5,5,5,5,0.0011995999375358224,6.4999330788850784e-06,5.100038833916187e-06,4.00003045797348e-06,capacity_certificate
S0415,415,12,22,6,4,4,4,4,4,4,0.0007287999615073204,7.300055585801601e-06,5.09992241859436e-06,4.200031980872154e-06,capacity_certificate
S0416,416,12,22,6,4,4,4,4,4,4,0.001165800029411912,3.460003063082695e-05,4.900037311017513e-06,3.6999117583036423e-06,capacity_certificate
S0417,417,12,22,6,4,4,4,4,4,4,0.0010998999932780862,1.2399978004395962e-05,4.800036549568176e-06,4.299916326999664e-06,capacity_certificate
S0418,418,12,22,6,4,4,4,4,4,4,0.0012432000366970897,7.00005330145359e-06,5.600042641162872e-06,4.399917088449001e-06,capacity_certificate
S0419,419,12,22,6,4,4,4,4,4,4,0.001588999992236495,1.0100076906383038e-05,5.999929271638393e-06,5.00003807246685e-06,capacity_certificate
S0420,420,12,22,6,4,4,4,4,4,4,0.0012774000642821193,8.800067007541656e-06,5.599926225841045e-06,4.200031980872154e-06,capacity_certificate
S0421,421,12,22,6,4,4,4,4,4,4,0.001325500081293285,1.1899974197149277e-05,7.6000578701496124e-06,6.299931555986404e-06,capacity_certificate
S0422,422,12,22,6,4,4,4,4,4,4,0.0016289000632241368,1.1999974958598614e-05,8.00006091594696e-06,6.3999323174357414e-06,capacity_certificate
S0423,423,12,22,5,5,5,5,5,5,5,0.000640600104816258,1.0599964298307896e-05,7.400056347250938e-06,6.100046448409557e-06,capacity_certificate
S0424,424,12,22,5,5,5,5,5,5,5,0.0008057999657467008,1.070008147507906e-05,7.239996921271086e-05,1.6200006939470768e-05,capacity_certificate
S0425,425,12,22,5,5,5,5,5,5,5,0.0007337999995797873,1.0499963536858559e-05,6.500049494206905e-06,5.599926225841045e-06,capacity_certificate
S0426,426,12,22,5,5,5,5,5,5,5,0.0013232999481260777,1.3899989426136017e-05,9.900075383484364e-06,7.4999406933784485e-06,capacity_certificate
S0427,427,12,22,5,5,5,5,5,5,5,0.0011097999522462487,6.9999368861317635e-06,5.600042641162872e-06,4.399917088449001e-06,capacity_certificate
S0428,428,12,22,6,4,4,4,4,4,4,0.0015116999857127666,1.5300000086426735e-05,9.299954399466515e-06,6.900052540004253e-06,capacity_certificate
S0429,429,12,22,6,4,4,4,4,4,4,0.001510299975052476,8.900067768990993e-06,6.400048732757568e-06,5.500041879713535e-06,capacity_certificate
S0430,430,12,22,6,4,4,4,4,4,4,0.001716800034046173,1.1699972674250603e-05,7.900060154497623e-06,6.3999323174357414e-06,capacity_certificate
S0431,431,12,22,6,4,4,4,4,4,4,0.0014786000829190016,8.899951353669167e-06,6.00004568696022e-06,5.500041879713535e-06,capacity_certificate
S0432,432,12,22,6,4,4,4,4,4,4,0.0015032000374048948,9.900075383484364e-06,5.999929271638393e-06,4.800036549568176e-06,capacity_certificate
S0433,433,12,22,5,5,5,5,5,5,5,0.0007194000063464046,7.0999376475811005e-06,4.700035788118839e-06,3.899913281202316e-06,capacity_certificate
S0434,434,12,22,5,5,5,5,5,5,5,0.0005675000138580799,6.500049494206905e-06,4.699919372797012e-06,4.300032742321491e-06,capacity_certificate
S0435,435,12,22,6,4,4,4,4,4,4,0.0010098000057041645,5.199923180043697e-06,3.8000289350748062e-06,3.400025889277458e-06,capacity_certificate
S0436,436,12,22,5,5,5,5,5,5,5,0.0004293000092729926,4.400033503770828e-06,3.700028173625469e-06,3.300025127828121e-06,capacity_certificate
S0437,437,12,22,5,5,5,5,5,5,5,0.0003789999755099416,4.00003045797348e-06,3.200024366378784e-06,2.599903382360935e-06,capacity_certificate
S0438,438,12,22,5,5,5,5,5,5,5,0.00039039994589984417,4.00003045797348e-06,3.100023604929447e-06,2.6999041438102722e-06,capacity_certificate
S0439,439,12,22,4,6,6,6,6,6,6,0.00030889990739524364,5.00003807246685e-06,2.7999049052596092e-06,2.300017513334751e-06,capacity_certificate
S0440,440,12,22,5,5,5,5,5,5,5,0.0003279000520706177,5.699926987290382e-06,3.100023604929447e-06,2.400018274784088e-06,capacity_certificate
S0441,441,12,22,5,5,5,5,5,5,5,0.0003501999890431762,4.500034265220165e-06,2.800021320581436e-06,2.6999041438102722e-06,capacity_certificate
S0442,442,12,22,5,5,5,5,5,5,5,0.0005128999473527074,4.100031219422817e-06,2.800021320581436e-06,2.500019036233425e-06,capacity_certificate
S0443,443,12,22,5,5,5,5,5,5,5,0.0004981000674888492,3.5999109968543053e-06,2.700020559132099e-06,2.300017513334751e-06,capacity_certificate
S0444,444,12,22,6,4,4,4,4,4,4,0.00076149997767061,4.100031219422817e-06,2.900022082030773e-06,2.600019797682762e-06,capacity_certificate
S0445,445,12,22,6,4,4,4,4,4,4,0.0010276999091729522,6.500049494206905e-06,3.899913281202316e-06,3.900029696524143e-06,capacity_certificate
S0446,446,12,22,5,5,5,5,5,5,5,0.0004904000088572502,5.500041879713535e-06,3.3999094739556313e-06,2.800021320581436e-06,capacity_certificate
S0447,447,12,22,6,4,4,4,4,4,4,0.0008084999863058329,4.999921657145023e-06,3.8000289350748062e-06,3.500026650726795e-06,capacity_certificate
S0448,448,12,22,5,5,5,5,5,5,5,0.00035069999285042286,3.8000289350748062e-06,2.900022082030773e-06,2.499902620911598e-06,capacity_certificate
S0449,449,12,22,6,4,4,4,4,4,4,0.0007072999142110348,3.700028173625469e-06,3.00002284348011e-06,2.500019036233425e-06,capacity_certificate
S0450,450,12,22,5,5,5,5,5,5,5,0.0005535000236704946,6.8999361246824265e-06,3.500026650726795e-06,2.600019797682762e-06,capacity_certificate
S0451,451,12,22,6,4,4,4,4,4,4,0.0008154999231919646,5.899928510189056e-06,3.200024366378784e-06,2.600019797682762e-06,capacity_certificate
S0452,452,12,22,6,4,4,4,4,4,4,0.0007431999547407031,5.800044164061546e-06,3.3999094739556313e-06,2.700020559132099e-06,capacity_certificate
S0453,453,12,22,6,4,4,4,4,4,4,0.0007229000329971313,4.300032742321491e-06,2.8999056667089462e-06,2.600019797682762e-06,capacity_certificate
S0454,454,12,22,5,5,5,5,5,5,5,0.00032899994403123856,3.8000289350748062e-06,2.800021320581436e-06,2.500019036233425e-06,capacity_certificate
S0455,455,12,22,5,5,5,5,5,5,5,0.0003581999335438013,3.8000289350748062e-06,2.900022082030773e-06,2.600019797682762e-06,capacity_certificate
S0456,456,12,22,6,4,4,4,4,4,4,0.0008268000092357397,4.500034265220165e-06,3.400025889277458e-06,3.200024366378784e-06,capacity_certificate
S0457,457,12,22,5,5,5,5,5,5,5,0.0004325000336393714,5.800044164061546e-06,3.6999117583036423e-06,3.00002284348011e-06,capacity_certificate
S0458,458,12,22,5,5,5,5,5,5,5,0.0006952999392524362,9.26000066101551e-05,8.499948307871819e-06,3.600027412176132e-06,capacity_certificate
S0459,459,12,22,5,5,5,5,5,5,5,0.0006710001034662127,7.800059393048286e-06,4.600035026669502e-06,3.3999094739556313e-06,capacity_certificate
S0460,460,12,22,5,5,5,5,5,5,5,0.0008795999456197023,7.2999391704797745e-06,4.300032742321491e-06,3.500026650726795e-06,capacity_certificate
S0461,461,12,22,4,6,6,6,6,6,6,0.0004552999744191766,5.600042641162872e-06,3.6999117583036423e-06,3.200024366378784e-06,capacity_certificate
S0462,462,12,22,6,4,4,4,4,4,4,0.001400599954649806,8.200062438845634e-06,4.999921657145023e-06,3.900029696524143e-06,capacity_certificate
S0463,463,12,22,5,5,5,5,5,5,5,0.00066840008366853,8.300063200294971e-06,4.900037311017513e-06,3.7999125197529793e-06,capacity_certificate
S0464,464,12,22,5,5,5,5,5,5,5,0.0005014999769628048,5.200039595365524e-06,4.100031219422817e-06,3.2999087125062943e-06,capacity_certificate
S0465,465,12,22,5,5,5,5,5,5,5,0.0005005999701097608,4.900037311017513e-06,3.600027412176132e-06,3.2999087125062943e-06,capacity_certificate
S0466,466,12,22,4,6,6,6,6,6,6,0.00041480001527816057,9.499955922365189e-06,3.8000289350748062e-06,3.300025127828121e-06,capacity_certificate
S0467,467,12,22,5,5,5,5,5,5,5,0.0005095000378787518,6.300047971308231e-06,5.019991658627987e-05,3.600027412176132e-06,capacity_certificate
S0468,468,12,22,5,5,5,5,5,5,5,0.0006626000395044684,5.399924702942371e-06,3.700028173625469e-06,2.800021320581436e-06,capacity_certificate
S0469,469,12,22,5,5,5,5,5,5,5,0.0007834000280126929,3.260001540184021e-05,2.2799940779805183e-05,4.500034265220165e-06,capacity_certificate
S0470,470,12,22,4,6,6,6,6,6,6,0.0002749999985098839,5.09992241859436e-06,3.400025889277458e-06,2.800021320581436e-06,capacity_certificate
S0471,471,12,22,4,6,6,6,6,6,6,0.00026789994444698095,4.500034265220165e-06,3.1999079510569572e-06,2.700020559132099e-06,capacity_certificate
S0472,472,12,22,4,6,6,6,6,6,6,0.00035989994648844004,5.700043402612209e-06,3.700028173625469e-06,3.2999087125062943e-06,capacity_certificate
S0473,473,13,24,6,6,6,6,6,6,6,0.0011208000360056758,7.00005330145359e-06,4.500034265220165e-06,4.199915565550327e-06,capacity_certificate
S0474,474,13,24,6,5,5,6,6,6,5,0.0007312999805435538,0.00025679997634142637,0.0014915000647306442,0.009463800000958145,capacity_certificate
S0475,475,13,24,6,5,5,5,5,5,5,0.0005400000372901559,8.70006624609232e-06,4.299916326999664e-06,3.400025889277458e-06,capacity_certificate
S0476,476,13,24,6,5,5,5,5,5,5,0.0005286000669002533,4.700035788118839e-06,3.600027412176132e-06,3.200024366378784e-06,capacity_certificate
S0477,477,13,24,6,5,5,5,5,5,5,0.000532899983227253,4.599918611347675e-06,3.8000289350748062e-06,3.300025127828121e-06,capacity_certificate
S0478,478,13,24,6,5,5,5,5,5,5,0.0005494999932125211,4.700035788118839e-06,3.5999109968543053e-06,3.300025127828121e-06,capacity_certificate
S0479,479,13,24,6,5,5,5,5,5,5,0.0005379000212997198,4.500034265220165e-06,3.700028173625469e-06,3.300025127828121e-06,capacity_certificate
S0480,480,13,24,6,5,5,5,5,5,5,0.0011137999827042222,7.4999406933784485e-06,4.700035788118839e-06,3.900029696524143e-06,capacity_certificate
S0481,481,13,24,6,5,5,5,5,5,5,0.0009347000159323215,5.800044164061546e-06,4.599918611347675e-06,3.900029696524143e-06,capacity_certificate
S0482,482,13,24,6,5,5,5,5,5,5,0.0011343000223860145,1.1300086043775082e-05,1.1499971151351929e-05,8.699949830770493e-06,capacity_certificate
S0483,483,13,24,6,5,5,5,5,5,5,0.0012832999927923083,9.599956683814526e-06,6.400048732757568e-06,5.899928510189056e-06,capacity_certificate
S0484,484,13,24,6,5,5,5,5,5,5,0.0017954000504687428,1.1399970389902592e-05,7.200054824352264e-06,5.699926987290382e-06,capacity_certificate
S0485,485,13,24,6,5,5,5,5,5,5,0.0015130999963730574,9.7999582067132e-06,7.100054062902927e-06,5.999929271638393e-06,capacity_certificate
S0486,486,13,24,6,5,5,5,5,5,5,0.001799900084733963,1.179997343569994e-05,7.899943739175797e-06,6.600050255656242e-06,capacity_certificate
S0487,487,13,24,6,5,5,5,5,5,5,0.0016430000541731715,9.70007386058569e-06,6.9999368861317635e-06,5.700043402612209e-06,capacity_certificate
S0488,488,13,24,6,5,5,5,5,5,5,0.0015740999951958656,1.1100084520876408e-05,6.7999353632330894e-06,5.700043402612209e-06,capacity_certificate
S0489,489,13,24,6,5,5,5,5,5,5,0.0014557000249624252,1.0999967344105244e-05,7.800059393048286e-06,6.7999353632330894e-06,capacity_certificate
S0490,490,13,24,6,5,5,5,5,5,5,0.001236199983395636,9.899958968162537e-06,7.2999391704797745e-06,6.00004568696022e-06,capacity_certificate
S0491,491,13,24,6,5,5,5,5,5,5,0.0017519000684842467,1.0999967344105244e-05,7.4999406933784485e-06,6.600050255656242e-06,capacity_certificate
S0492,492,13,24,6,5,5,5,5,5,5,0.0015258000930771232,8.09994526207447e-06,5.700043402612209e-06,5.00003807246685e-06,capacity_certificate
S0493,493,13,24,6,5,5,5,5,5,5,0.0012876999098807573,1.3199984095990658e-05,6.800051778554916e-06,5.599926225841045e-06,capacity_certificate
S0494,494,13,24,6,5,5,5,5,5,5,0.0011038000229746103,7.1999384090304375e-06,4.800036549568176e-06,4.100031219422817e-06,capacity_certificate
S0495,495,13,24,6,5,5,5,5,5,5,0.0008911999175325036,4.700035788118839e-06,3.999914042651653e-06,3.400025889277458e-06,capacity_certificate
S0496,496,13,24,6,5,5,5,5,5,5,0.0012525999918580055,6.00004568696022e-06,3.700028173625469e-06,3.0999071896076202e-06,capacity_certificate
S0497,497,13,24,6,5,5,5,5,5,5,0.000788699951954186,5.800044164061546e-06,4.299916326999664e-06,3.8000289350748062e-06,capacity_certificate
S0498,498,13,24,6,5,5,5,5,5,5,0.0007587999571114779,6.400048732757568e-06,4.600035026669502e-06,3.999914042651653e-06,capacity_certificate
S0499,499,13,24,6,5,5,5,5,5,5,0.000759500078856945,4.800036549568176e-06,3.8000289350748062e-06,3.2999087125062943e-06,capacity_certificate
S0500,500,13,24,6,5,5,5,5,5,5,0.000699399970471859,6.8999361246824265e-06,4.300032742321491e-06,3.500026650726795e-06,capacity_certificate
S0501,501,13,24,6,5,5,5,5,5,5,0.001025900011882186,5.500041879713535e-06,4.199915565550327e-06,3.600027412176132e-06,capacity_certificate
S0502,502,13,24,6,5,5,5,5,5,5,0.0009116999572142959,6.800051778554916e-06,4.599918611347675e-06,4.00003045797348e-06,capacity_certificate
S0503,503,13,24,6,5,5,5,5,5,5,0.0012959999730810523,8.299946784973145e-06,5.600042641162872e-06,4.899920895695686e-06,capacity_certificate
S0504,504,13,24,5,6,6,6,6,6,6,0.001072299899533391,9.600073099136353e-06,5.899928510189056e-06,4.900037311017513e-06,capacity_certificate
S0505,505,13,24,6,5,5,5,5,5,5,0.0009581999620422721,7.900060154497623e-06,6.3999323174357414e-06,0.00017440004739910364,capacity_certificate
S0506,506,13,24,6,5,5,5,5,5,5,0.000834000064060092,8.09994526207447e-06,5.200039595365524e-06,4.200031980872154e-06,capacity_certificate
S0507,507,13,24,6,5,5,5,5,5,5,0.000771000050008297,5.300040356814861e-06,4.400033503770828e-06,3.5999109968543053e-06,capacity_certificate
S0508,508,13,24,6,5,5,5,5,5,5,0.0006853999802842736,4.500034265220165e-06,3.700028173625469e-06,3.2999087125062943e-06,capacity_certificate
