backend,case,leaves,repeats_each,ab_setup_seconds,ab_hint_mib,ab_public_A_or_keys_mib,ab_directory_mib,ab_serialized_initialization_mib,ab_cache_reference_mib,ab_digest_only_mib,ab_combined_peak_rss_gib,pbc_setup_seconds,pbc_hint_mib,pbc_public_A_or_keys_mib,pbc_directory_mib,pbc_serialized_initialization_mib,pbc_cache_reference_mib,pbc_digest_only_mib,pbc_combined_peak_rss_gib
VBPIR,uniform_n1000,1000,3,0.3338177276666667,0.0,37.57069683074951,0.11078643798828125,37.6816291809082,0.14116668701171875,0.06097412109375,0.45037206013997394,0.365456182,0.0,37.57069683074951,0.17181396484375,37.74265670776367,0.14116668701171875,0.06097412109375,0.4511680603027344
VBPIR,uniform_n10000,10000,3,0.6852076696666667,0.0,37.57069683074951,1.0721206665039062,38.64296340942383,1.3771286010742188,0.61029052734375,0.4508857727050781,1.0239773063333333,0.0,37.57069683074951,1.6824798583984375,39.25332260131836,1.3771286010742188,0.61029052734375,0.4509747823079427
VBPIR,uniform_n100000,100000,3,4.376602230333333,0.0,37.57069683074951,10.685188293457031,48.25603103637695,13.736747741699219,6.10345458984375,1.1608568827311199,8.287840026333333,0.0,37.57069683074951,16.788726806640625,54.35956954956055,13.736747741699219,6.10345458984375,1.6397488911946614
SimplePIR,uniform_n1000,1000,3,0.08391248333333334,3.9609375,2.640625,0.14593219757080078,6.749627113342285,0.19839000701904297,0.06097412109375,1.2101682027180989,0.18573684633333334,8.125,6.71875,0.1809844970703125,15.02801513671875,0.19839000701904297,0.06097412109375,1.2101364135742188
SimplePIR,uniform_n10000,10000,3,0.3640860573333333,12.0859375,11.22265625,1.4610366821289062,24.772451400756836,1.967437744140625,0.61029052734375,1.2061932881673176,0.7839116730000001,26.40625,24.171875,1.8565797805786133,52.439019203186035,1.967437744140625,0.61029052734375,1.2092488606770833
SimplePIR,uniform_n100000,100000,3,2.0405242273333335,42.65625,39.2109375,15.298830032348633,97.16950225830078,20.173053741455078,6.10345458984375,1.2047437032063801,4.707415016666666,87.75,88.0,19.67622947692871,195.4315700531006,20.173053741455078,6.10345458984375,1.2052752176920574
