target_slot	color	position	swapped_node
86	C	0	4
86	E	0	8
86	H	0	16
86	M	0	32
86	G	0	64
86	K	0	128
86	J	1	257
86	N	19	514
86	B	20	1029
86	D	24	2058
86	L	11	4117
86	I	30	8235
86	F	26	16470
87	A	0	2
87	C	0	4
87	E	0	8
87	H	0	16
87	M	0	32
87	G	0	64
87	K	0	128
87	J	1	257
87	N	19	514
87	B	20	1029
87	D	24	2058
87	L	11	4117
87	I	30	8235
87	F	27	16471
88	A	0	2
88	C	0	4
88	E	0	8
88	H	0	16
88	M	0	32
88	G	0	64
88	K	0	128
88	J	1	257
88	N	19	514
88	B	20	1029
88	F	20	2059
88	D	25	4118
88	I	31	8236
88	L	16	16472
89	A	0	2
89	C	0	4
89	E	0	8
89	H	0	16
89	M	0	32
89	G	0	64
89	K	0	128
89	J	1	257
89	N	19	514
89	B	20	1029
89	F	20	2059
89	D	25	4118
89	I	31	8236
89	L	17	16473
90	A	0	2
90	C	0	4
90	E	0	8
90	H	0	16
90	M	0	32
90	G	0	64
90	K	0	128
90	J	1	257
90	N	19	514
90	B	20	1029
90	F	20	2059
90	D	25	4118
90	I	32	8237
90	L	18	16474
91	A	0	2
91	C	0	4
91	E	0	8
91	H	0	16
91	M	0	32
91	G	0	64
91	K	0	128
91	J	1	257
91	N	19	514
91	B	20	1029
91	F	20	2059
91	D	25	4118
91	I	32	8237
91	L	19	16475
92	A	0	2
92	C	0	4
92	E	0	8
92	H	0	16
92	M	0	32
92	G	0	64
92	K	0	128
92	J	1	257
92	N	19	514
92	B	20	1029
92	F	20	2059
92	L	15	4119
92	D	26	8238
92	I	33	16476
93	A	0	2
93	C	0	4
93	E	0	8
93	H	0	16
93	M	0	32
93	G	0	64
93	K	0	128
93	J	1	257
93	N	19	514
93	B	20	1029
93	F	20	2059
93	L	15	4119
93	D	26	8238
93	I	34	16477
94	A	0	2
94	C	0	4
94	E	0	8
94	H	0	16
94	M	0	32
94	G	0	64
94	K	0	128
94	J	1	257
94	N	19	514
94	B	20	1029
94	F	20	2059
94	L	15	4119
94	D	27	8239
94	I	35	16478
95	A	0	2
95	C	0	4
95	E	0	8
95	H	0	16
95	M	0	32
95	G	0	64
95	K	0	128
95	J	1	257
95	N	19	514
95	B	20	1029
95	F	20	2059
95	L	15	4119
95	D	27	8239
95	I	36	16479
96	A	0	2
96	C	0	4
96	E	0	8
96	H	0	16
96	M	0	32
96	G	0	64
96	K	0	128
96	J	1	257
96	I	19	515
96	F	28	1030
96	D	28	2060
96	N	20	4120
96	L	21	8240
96	B	32	16480
97	A	0	2
97	C	0	4
97	E	0	8
97	H	0	16
97	M	0	32
97	G	0	64
97	K	0	128
97	J	1	257
97	I	19	515
97	F	28	1030
97	D	28	2060
97	N	20	4120
97	L	21	8240
97	B	33	16481
98	A	0	2
98	C	0	4
98	E	0	8
98	H	0	16
98	M	0	32
98	G	0	64
98	K	0	128
98	J	1	257
98	I	19	515
98	F	28	1030
98	D	28	2060
98	N	20	4120
98	B	31	8241
98	L	22	16482
99	A	0	2
99	C	0	4
99	E	0	8
99	H	0	16
99	M	0	32
99	G	0	64
99	K	0	128
99	J	1	257
99	I	19	515
99	F	28	1030
99	D	28	2060
99	N	20	4120
99	B	31	8241
99	L	23	16483
100	A	0	2
100	C	0	4
100	E	0	8
100	H	0	16
100	M	0	32
100	G	0	64
100	K	0	128
100	J	1	257
100	I	19	515
100	F	28	1030
100	D	28	2060
100	L	20	4121
100	N	21	8242
100	B	34	16484
101	A	0	2
101	C	0	4
101	E	0	8
101	H	0	16
101	M	0	32
101	G	0	64
101	K	0	128
101	J	1	257
101	I	19	515
101	F	28	1030
101	D	28	2060
101	L	20	4121
101	N	21	8242
101	B	35	16485
102	A	0	2
102	C	0	4
102	E	0	8
102	H	0	16
102	M	0	32
102	G	0	64
102	K	0	128
102	J	1	257
102	I	19	515
102	F	28	1030
102	D	28	2060
102	L	20	4121
102	N	22	8243
102	B	36	16486
103	A	0	2
103	C	0	4
103	E	0	8
103	H	0	16
103	M	0	32
103	G	0	64
103	K	0	128
103	J	1	257
103	I	19	515
103	F	28	1030
103	D	28	2060
103	L	20	4121
103	N	22	8243
103	B	37	16487
104	A	0	2
104	C	0	4
104	E	0	8
104	H	0	16
104	M	0	32
104	G	0	64
104	K	0	128
104	J	1	257
104	I	19	515
104	F	28	1030
104	B	30	2061
104	D	29	4122
104	L	24	8244
104	N	24	16488
105	A	0	2
105	C	0	4
105	E	0	8
105	H	0	16
105	M	0	32
105	G	0	64
105	K	0	128
105	J	1	257
105	I	19	515
105	F	28	1030
105	B	30	2061
105	D	29	4122
105	L	24	8244
105	N	25	16489
106	A	0	2
106	C	0	4
106	E	0	8
106	H	0	16
106	M	0	32
106	G	0	64
106	K	0	128
106	J	1	257
106	I	19	515
106	F	28	1030
106	B	30	2061
106	D	29	4122
106	L	25	8245
106	N	26	16490
107	A	0	2
107	C	0	4
107	E	0	8
107	H	0	16
107	M	0	32
107	G	0	64
107	K	0	128
107	J	1	257
107	I	19	515
107	F	28	1030
107	B	30	2061
107	D	29	4122
107	L	25	8245
107	N	27	16491
108	A	0	2
108	C	0	4
108	E	0	8
108	H	0	16
108	M	0	32
108	G	0	64
108	K	0	128
108	J	1	257
108	I	19	515
108	F	28	1030
108	B	30	2061
108	N	23	4123
108	D	30	8246
108	L	27	16492
109	A	0	2
109	C	0	4
109	E	0	8
109	H	0	16
109	M	0	32
109	G	0	64
109	K	0	128
109	J	1	257
109	I	19	515
109	F	28	1030
109	B	30	2061
109	N	23	4123
109	D	30	8246
109	L	28	16493
110	A	0	2
110	C	0	4
110	E	0	8
110	H	0	16
110	M	0	32
110	G	0	64
110	K	0	128
110	J	1	257
110	I	19	515
110	F	28	1030
110	B	30	2061
110	N	23	4123
110	L	26	8247
110	D	31	16494
111	A	0	2
111	C	0	4
111	E	0	8
111	H	0	16
111	M	0	32
111	G	0	64
111	K	0	128
111	J	1	257
111	I	19	515
111	F	28	1030
111	B	30	2061
111	N	23	4123
111	L	26	8247
111	D	32	16495
112	A	0	2
112	C	0	4
112	E	0	8
112	H	0	16
112	M	0	32
112	G	0	64
112	K	0	128
112	J	1	257
112	I	19	515
112	B	29	1031
112	D	33	2062
112	L	29	4124
112	N	29	8248
112	F	31	16496
113	A	0	2
113	C	0	4
113	E	0	8
113	H	0	16
113	M	0	32
113	G	0	64
113	K	0	128
113	J	1	257
113	I	19	515
113	B	29	1031
113	D	33	2062
113	L	29	4124
113	N	29	8248
113	F	32	16497
114	A	0	2
114	C	0	4
114	E	0	8
114	H	0	16
114	M	0	32
114	G	0	64
114	K	0	128
114	J	1	257
114	I	19	515
114	B	29	1031
114	D	33	2062
114	L	29	4124
114	F	30	8249
114	N	30	16498
115	A	0	2
115	C	0	4
115	E	0	8
115	H	0	16
115	M	0	32
115	G	0	64
115	K	0	128
115	J	1	257
115	I	19	515
115	B	29	1031
115	D	33	2062
115	L	29	4124
115	F	30	8249
115	N	31	16499
116	A	0	2
116	C	0	4
116	E	0	8
116	H	0	16
116	M	0	32
116	G	0	64
116	K	0	128
116	J	1	257
116	I	19	515
116	B	29	1031
116	D	33	2062
116	N	28	4125
116	L	30	8250
116	F	33	16500
117	A	0	2
117	C	0	4
117	E	0	8
117	H	0	16
117	M	0	32
117	G	0	64
117	K	0	128
117	J	1	257
117	I	19	515
117	B	29	1031
117	D	33	2062
117	N	28	4125
117	L	30	8250
117	F	34	16501
118	A	0	2
118	C	0	4
118	E	0	8
118	H	0	16
118	M	0	32
118	G	0	64
118	K	0	128
118	J	1	257
118	I	19	515
118	B	29	1031
118	D	33	2062
118	N	28	4125
118	L	31	8251
118	F	35	16502
119	A	0	2
119	C	0	4
119	E	0	8
119	H	0	16
119	M	0	32
