target_slot	color	position	swapped_node
0	A	0	2
0	C	0	4
0	E	0	8
0	H	0	16
0	M	0	32
0	G	0	64
0	K	0	128
0	L	1	256
0	N	1	512
0	F	1	1024
0	B	1	2048
0	I	2	4096
0	J	3	8192
0	D	4	16384
1	A	0	2
1	C	0	4
1	E	0	8
1	H	0	16
1	M	0	32
1	G	0	64
1	K	0	128
1	L	1	256
1	N	1	512
1	F	1	1024
1	B	1	2048
1	I	2	4096
1	J	3	8192
1	D	5	16385
2	A	0	2
2	C	0	4
2	E	0	8
2	H	0	16
2	M	0	32
2	G	0	64
2	K	0	128
2	L	1	256
2	N	1	512
2	F	1	1024
2	B	1	2048
2	I	2	4096
2	D	3	8193
2	J	4	16386
3	A	0	2
3	C	0	4
3	E	0	8
3	H	0	16
3	M	0	32
3	G	0	64
3	K	0	128
3	L	1	256
3	N	1	512
3	F	1	1024
3	B	1	2048
3	I	2	4096
3	D	3	8193
3	J	5	16387
4	A	0	2
4	C	0	4
4	E	0	8
4	H	0	16
4	M	0	32
4	G	0	64
4	K	0	128
4	L	1	256
4	N	1	512
4	F	1	1024
4	B	1	2048
4	J	2	4097
4	I	3	8194
4	D	6	16388
5	A	0	2
5	C	0	4
5	E	0	8
5	H	0	16
5	M	0	32
5	G	0	64
5	K	0	128
5	L	1	256
5	N	1	512
5	F	1	1024
5	B	1	2048
5	J	2	4097
5	I	3	8194
5	D	7	16389
6	A	0	2
6	C	0	4
6	E	0	8
6	H	0	16
6	M	0	32
6	G	0	64
6	K	0	128
6	L	1	256
6	N	1	512
6	F	1	1024
6	B	1	2048
6	J	2	4097
6	I	4	8195
6	D	8	16390
7	A	0	2
7	C	0	4
7	E	0	8
7	H	0	16
7	M	0	32
7	G	0	64
7	K	0	128
7	L	1	256
7	N	1	512
7	F	1	1024
7	B	1	2048
7	J	2	4097
7	I	4	8195
7	D	9	16391
8	A	0	2
8	C	0	4
8	E	0	8
8	H	0	16
8	M	0	32
8	G	0	64
8	K	0	128
8	L	1	256
8	N	1	512
8	F	1	1024
8	D	2	2049
8	B	2	4098
8	J	6	8196
8	I	6	16392
9	A	0	2
9	C	0	4
9	E	0	8
9	H	0	16
9	M	0	32
9	G	0	64
9	K	0	128
9	L	1	256
9	N	1	512
9	F	1	1024
9	D	2	2049
9	B	2	4098
9	J	6	8196
9	I	7	16393
10	A	0	2
10	C	0	4
10	E	0	8
10	H	0	16
10	M	0	32
10	G	0	64
10	K	0	128
10	L	1	256
10	N	1	512
10	F	1	1024
10	D	2	2049
10	B	2	4098
10	J	7	8197
10	I	8	16394
11	A	0	2
11	C	0	4
11	E	0	8
11	H	0	16
11	M	0	32
11	G	0	64
11	K	0	128
11	L	1	256
11	N	1	512
11	F	1	1024
11	D	2	2049
11	B	2	4098
11	J	7	8197
11	I	9	16395
12	A	0	2
12	C	0	4
12	E	0	8
12	H	0	16
12	M	0	32
12	G	0	64
12	K	0	128
12	L	1	256
12	N	1	512
12	F	1	1024
12	D	2	2049
12	I	5	4099
12	B	3	8198
12	J	9	16396
13	A	0	2
13	C	0	4
13	E	0	8
13	H	0	16
13	M	0	32
13	G	0	64
13	K	0	128
13	L	1	256
13	N	1	512
13	F	1	1024
13	D	2	2049
13	I	5	4099
13	B	3	8198
13	J	10	16397
14	A	0	2
14	C	0	4
14	E	0	8
14	H	0	16
14	M	0	32
14	G	0	64
14	K	0	128
14	L	1	256
14	N	1	512
14	F	1	1024
14	D	2	2049
14	I	5	4099
14	J	8	8199
14	B	4	16398
15	A	0	2
15	C	0	4
15	E	0	8
15	H	0	16
15	M	0	32
15	G	0	64
15	K	0	128
15	L	1	256
15	N	1	512
15	F	1	1024
15	D	2	2049
15	I	5	4099
15	J	8	8199
15	B	5	16399
16	A	0	2
16	C	0	4
16	E	0	8
16	H	0	16
16	M	0	32
16	G	0	64
16	K	0	128
16	L	1	256
16	N	1	512
16	D	1	1025
16	B	6	2050
16	I	10	4100
16	J	12	8200
16	F	4	16400
17	A	0	2
17	C	0	4
17	E	0	8
17	H	0	16
17	M	0	32
17	G	0	64
17	K	0	128
17	L	1	256
17	N	1	512
17	D	1	1025
17	B	6	2050
17	I	10	4100
17	J	12	8200
17	F	5	16401
18	A	0	2
18	C	0	4
18	E	0	8
18	H	0	16
18	M	0	32
18	G	0	64
18	K	0	128
18	L	1	256
18	N	1	512
18	D	1	1025
18	B	6	2050
18	I	10	4100
18	F	3	8201
18	J	13	16402
19	A	0	2
19	C	0	4
19	E	0	8
19	H	0	16
19	M	0	32
19	G	0	64
19	K	0	128
19	L	1	256
19	N	1	512
19	D	1	1025
19	B	6	2050
19	I	10	4100
19	F	3	8201
19	J	14	16403
20	A	0	2
20	C	0	4
20	E	0	8
20	H	0	16
20	M	0	32
20	G	0	64
20	K	0	128
20	L	1	256
20	N	1	512
20	D	1	1025
20	B	6	2050
20	J	11	4101
20	I	11	8202
20	F	6	16404
21	A	0	2
21	C	0	4
21	E	0	8
21	H	0	16
21	M	0	32
21	G	0	64
21	K	0	128
21	L	1	256
21	N	1	512
21	D	1	1025
21	B	6	2050
21	J	11	4101
21	I	11	8202
21	F	7	16405
22	A	0	2
22	C	0	4
22	E	0	8
22	H	0	16
22	M	0	32
22	G	0	64
22	K	0	128
22	L	1	256
22	N	1	512
22	D	1	1025
22	B	6	2050
22	J	11	4101
22	I	12	8203
22	F	8	16406
23	A	0	2
23	C	0	4
23	E	0	8
23	H	0	16
23	M	0	32
23	G	0	64
23	K	0	128
23	L	1	256
23	N	1	512
23	D	1	1025
23	B	6	2050
23	J	11	4101
23	I	12	8203
23	F	9	16407
24	A	0	2
24	C	0	4
24	E	0	8
24	H	0	16
24	M	0	32
24	G	0	64
24	K	0	128
24	L	1	256
24	N	1	512
24	D	1	1025
24	F	2	2051
24	B	7	4102
24	I	13	8204
24	J	16	16408
25	A	0	2
25	C	0	4
25	E	0	8
25	H	0	16
25	M	0	32
25	G	0	64
25	K	0	128
25	L	1	256
25	N	1	512
25	D	1	1025
25	F	2	2051
25	B	7	4102
25	I	13	8204
25	J	17	16409
26	A	0	2
26	C	0	4
26	E	0	8
26	H	0	16
26	M	0	32
26	G	0	64
26	K	0	128
26	L	1	256
26	N	1	512
26	D	1	1025
26	F	2	2051
26	B	7	4102
26	I	14	8205
26	J	18	16410
27	A	0	2
27	C	0	4
27	E	0	8
27	H	0	16
27	M	0	32
27	G	0	64
27	K	0	128
27	L	1	256
27	N	1	512
27	D	1	1025
27	F	2	2051
27	B	7	4102
27	I	14	8205
27	J	19	16411
28	A	0	2
28	C	0	4
28	E	0	8
28	H	0	16
28	M	0	32
28	G	0	64
28	K	0	128
28	L	1	256
28	N	1	512
28	D	1	1025
28	F	2	2051
28	J	15	4103
28	B	8	8206
28	I	15	16412
29	A	0	2
29	C	0	4
29	E	0	8
29	H	0	16
29	M	0	32
29	G	0	64
29	K	0	128
29	L	1	256
29	N	1	512
29	D	1	1025
29	F	2	2051
29	J	15	4103
29	B	8	8206
29	I	16	16413
30	A	0	2
30	C	0	4
30	E	0	8
30	H	0	16
30	M	0	32
30	G	0	64
30	K	0	128
30	L	1	256
30	N	1	512
30	D	1	1025
30	F	2	2051
30	J	15	4103
30	B	9	8207
30	I	17	16414
31	A	0	2
31	C	0	4
31	E	0	8
31	H	0	16
31	M	0	32
31	G	0	64
31	K	0	128
31	L	1	256
31	N	1	512
31	D	1	1025
31	F	2	2051
31	J	15	4103
31	B	9	8207
31	I	18	16415
32	A	0	2
32	C	0	4
32	E	0	8
32	H	0	16
32	M	0	32
32	G	0	64
32	K	0	128
32	L	1	256
32	I	1	513
32	F	10	1026
32	B	10	2052
32	N	2	4104
32	J	21	8208
32	D	13	16416
33	A	0	2
33	C	0	4
33	E	0	8
33	H	0	16
33	M	0	32
33	G	0	64
33	K	0	128
33	L	1	256
33	I	1	513
33	F	10	1026
33	B	10	2052
33	N	2	4104
33	J	21	8208
33	D	14	16417
34	A	0	2
34	C	0	4
34	E	0	8
34	H	0	16
34	M	0	32
34	G	0	64
34	K	0	128
34	L	1	256
34	I	1	513
34	F	10	1026
34	B	10	2052
34	N	2	4104
34	D	12	8209
34	J	22	16418
35	A	0	2
35	C	0	4
35	E	0	8
35	H	0	16
35	M	0	32
35	G	0	64
35	K	0	128
35	L	1	256
35	I	1	513
35	F	10	1026
35	B	10	2052
35	N	2	4104
35	D	12	8209
35	J	23	16419
36	A	0	2
36	C	0	4
36	E	0	8
36	H	0	16
36	M	0	32
36	G	0	64
36	K	0	128
36	L	1	256
36	I	1	513
36	F	10	1026
36	B	10	2052
36	J	20	4105
36	N	3	8210
36	D	15	16420
37	A	0	2
37	C	0	4
37	E	0	8
37	H	0	16
37	M	0	32
37	G	0	64
37	K	0	128
37	L	1	256
37	I	1	513
37	F	10	1026
37	B	10	2052
37	J	20	4105
37	N	3	8210
37	D	16	16421
38	A	0	2
38	C	0	4
38	E	0	8
38	H	0	16
38	M	0	32
38	G	0	64
38	K	0	128
38	L	1	256
38	I	1	513
38	F	10	1026
38	B	10	2052
38	J	20	4105
38	N	4	8211
38	D	17	16422
39	A	0	2
39	C	0	4
39	E	0	8
39	H	0	16
39	M	0	32
39	G	0	64
39	K	0	128
39	L	1	256
39	I	1	513
39	F	10	1026
39	B	10	2052
39	J	20	4105
39	N	4	8211
39	D	18	16423
40	A	0	2
40	C	0	4
40	E	0	8
40	H	0	16
40	M	0	32
40	G	0	64
40	K	0	128
40	L	1	256
40	I	1	513
40	F	10	1026
40	D	11	2053
40	B	11	4106
40	J	24	8212
40	N	6	16424
41	A	0	2
41	C	0	4
41	E	0	8
41	H	0	16
41	M	0	32
41	G	0	64
41	K	0	128
41	L	1	256
41	I	1	513
41	F	10	1026
41	D	11	2053
41	B	11	4106
41	J	24	8212
41	N	7	16425
42	A	0	2
42	C	0	4
42	E	0	8
42	H	0	16
42	M	0	32
42	G	0	64
42	K	0	128
42	L	1	256
42	I	1	513
42	F	10	1026
42	D	11	2053
42	B	11	4106
42	J	25	8213
42	N	8	16426
43	A	0	2
43	C	0	4
43	E	0	8
43	H	0	16
43	M	0	32
43	G	0	64
43	K	0	128
43	L	1	256
43	I	1	513
43	F	10	1026
43	D	11	2053
43	B	11	4106
43	J	25	8213
43	N	9	16427
44	A	0	2
44	C	0	4
44	E	0	8
44	H	0	16
44	M	0	32
44	G	0	64
44	K	0	128
44	L	1	256
44	I	1	513
44	F	10	1026
44	D	11	2053
44	N	5	4107
44	B	12	8214
44	J	27	16428
45	A	0	2
45	C	0	4
45	E	0	8
45	H	0	16
45	M	0	32
45	G	0	64
45	K	0	128
45	L	1	256
45	I	1	513
45	F	10	1026
45	D	11	2053
45	N	5	4107
45	B	12	8214
45	J	28	16429
46	A	0	2
46	C	0	4
46	E	0	8
46	H	0	16
46	M	0	32
46	G	0	64
46	K	0	128
46	L	1	256
46	I	1	513
46	F	10	1026
46	D	11	2053
46	N	5	4107
46	J	26	8215
46	B	13	16430
47	A	0	2
47	C	0	4
47	E	0	8
47	H	0	16
47	M	0	32
47	G	0	64
47	K	0	128
47	L	1	256
47	I	1	513
47	F	10	1026
47	D	11	2053
47	N	5	4107
47	J	26	8215
47	B	14	16431
48	A	0	2
48	C	0	4
48	E	0	8
48	H	0	16
48	M	0	32
48	G	0	64
48	K	0	128
48	L	1	256
48	I	1	513
48	D	10	1027
48	B	15	2054
48	J	29	4108
48	N	11	8216
48	F	13	16432
49	A	0	2
49	C	0	4
49	E	0	8
49	H	0	16
49	M	0	32
49	G	0	64
49	K	0	128
49	L	1	256
49	I	1	513
49	D	10	1027
49	B	15	2054
49	J	29	4108
49	N	11	8216
49	F	14	16433
50	A	0	2
50	C	0	4
50	E	0	8
50	H	0	16
50	M	0	32
50	G	0	64
50	K	0	128
50	L	1	256
50	I	1	513
50	D	10	1027
50	B	15	2054
50	J	29	4108
50	F	12	8217
50	N	12	16434
51	A	0	2
51	C	0	4
51	E	0	8
51	H	0	16
51	M	0	32
51	G	0	64
51	K	0	128
51	L	1	256
51	I	1	513
51	D	10	1027
51	B	15	2054
51	J	29	4108
51	F	12	8217
51	N	13	16435
52	A	0	2
52	C	0	4
52	E	0	8
52	H	0	16
52	M	0	32
52	G	0	64
52	K	0	128
52	L	1	256
52	I	1	513
52	D	10	1027
52	B	15	2054
52	N	10	4109
52	J	30	8218
52	F	15	16436
53	A	0	2
53	C	0	4
53	E	0	8
53	H	0	16
53	M	0	32
53	G	0	64
53	K	0	128
53	L	1	256
53	I	1	513
53	D	10	1027
53	B	15	2054
53	N	10	4109
53	J	30	8218
53	F	16	16437
54	A	0	2
54	C	0	4
54	E	0	8
54	H	0	16
54	M	0	32
54	G	0	64
54	K	0	128
54	L	1	256
54	I	1	513
54	D	10	1027
54	B	15	2054
54	N	10	4109
54	J	31	8219
54	F	17	16438
55	A	0	2
55	C	0	4
55	E	0	8
55	H	0	16
55	M	0	32
55	G	0	64
55	K	0	128
55	L	1	256
55	I	1	513
55	D	10	1027
55	B	15	2054
55	N	10	4109
55	J	31	8219
55	F	18	16439
56	A	0	2
56	C	0	4
56	E	0	8
56	H	0	16
56	M	0	32
56	G	0	64
56	K	0	128
56	L	1	256
56	I	1	513
56	D	10	1027
56	F	11	2055
56	B	16	4110
56	N	14	8220
56	J	33	16440
57	A	0	2
57	C	0	4
57	E	0	8
57	H	0	16
57	M	0	32
57	G	0	64
57	K	0	128
57	L	1	256
57	I	1	513
57	D	10	1027
57	F	11	2055
57	B	16	4110
57	N	14	8220
57	J	34	16441
58	A	0	2
58	C	0	4
58	E	0	8
58	H	0	16
58	M	0	32
58	G	0	64
58	K	0	128
58	L	1	256
58	I	1	513
58	D	10	1027
58	F	11	2055
58	B	16	4110
58	N	15	8221
58	J	35	16442
59	A	0	2
59	C	0	4
59	E	0	8
59	H	0	16
59	M	0	32
59	G	0	64
59	K	0	128
59	L	1	256
59	I	1	513
59	D	10	1027
59	F	11	2055
59	B	16	4110
59	N	15	8221
59	J	36	16443
60	A	0	2
60	C	0	4
60	E	0	8
60	H	0	16
60	M	0	32
60	G	0	64
60	K	0	128
60	L	1	256
60	I	1	513
60	D	10	1027
60	F	11	2055
60	J	32	4111
60	B	17	8222
60	N	17	16444
61	A	0	2
61	C	0	4
61	E	0	8
61	H	0	16
61	M	0	32
61	G	0	64
61	K	0	128
61	L	1	256
61	I	1	513
61	D	10	1027
61	F	11	2055
61	J	32	4111
61	B	17	8222
61	N	18	16445
62	A	0	2
62	C	0	4
62	E	0	8
62	H	0	16
62	M	0	32
62	G	0	64
62	K	0	128
62	L	1	256
62	I	1	513
62	D	10	1027
62	F	11	2055
62	J	32	4111
62	N	16	8223
62	B	18	16446
63	A	0	2
63	C	0	4
63	E	0	8
63	H	0	16
63	M	0	32
63	G	0	64
63	K	0	128
63	L	1	256
63	I	1	513
63	D	10	1027
63	F	11	2055
63	J	32	4111
63	N	16	8223
63	B	19	16447
64	A	0	2
64	C	0	4
64	E	0	8
64	H	0	16
64	M	0	32
64	G	0	64
64	K	0	128
64	J	1	257
64	N	19	514
64	F	19	1028
64	D	19	2056
64	I	20	4112
64	L	3	8224
64	B	23	16448
65	A	0	2
65	C	0	4
65	E	0	8
65	H	0	16
65	M	0	32
65	G	0	64
65	K	0	128
65	J	1	257
65	N	19	514
65	F	19	1028
65	D	19	2056
65	I	20	4112
65	L	3	8224
65	B	24	16449
66	A	0	2
66	C	0	4
66	E	0	8
66	H	0	16
66	M	0	32
66	G	0	64
66	K	0	128
66	J	1	257
66	N	19	514
66	F	19	1028
66	D	19	2056
66	I	20	4112
66	B	22	8225
66	L	4	16450
67	A	0	2
67	C	0	4
67	E	0	8
67	H	0	16
67	M	0	32
67	G	0	64
67	K	0	128
67	J	1	257
67	N	19	514
67	F	19	1028
67	D	19	2056
67	I	20	4112
67	B	22	8225
67	L	5	16451
68	A	0	2
68	C	0	4
68	E	0	8
68	H	0	16
68	M	0	32
68	G	0	64
68	K	0	128
68	J	1	257
68	N	19	514
68	F	19	1028
68	D	19	2056
68	L	2	4113
68	I	21	8226
68	B	25	16452
69	A	0	2
69	C	0	4
69	E	0	8
69	H	0	16
69	M	0	32
69	G	0	64
69	K	0	128
69	J	1	257
69	N	19	514
69	F	19	1028
69	D	19	2056
69	L	2	4113
69	I	21	8226
69	B	26	16453
70	A	0	2
70	C	0	4
70	E	0	8
70	H	0	16
70	M	0	32
70	G	0	64
70	K	0	128
70	J	1	257
70	N	19	514
70	F	19	1028
70	D	19	2056
70	L	2	4113
70	I	22	8227
70	B	27	16454
71	A	0	2
71	C	0	4
71	E	0	8
71	H	0	16
71	M	0	32
71	G	0	64
71	K	0	128
71	J	1	257
71	N	19	514
71	F	19	1028
71	D	19	2056
71	L	2	4113
71	I	22	8227
71	B	28	16455
72	A	0	2
72	C	0	4
72	E	0	8
72	H	0	16
72	M	0	32
72	G	0	64
72	K	0	128
72	J	1	257
72	N	19	514
72	F	19	1028
72	B	21	2057
72	D	20	4114
72	L	6	8228
72	I	24	16456
73	A	0	2
73	C	0	4
73	E	0	8
73	H	0	16
73	M	0	32
73	G	0	64
73	K	0	128
73	J	1	257
73	N	19	514
73	F	19	1028
73	B	21	2057
73	D	20	4114
73	L	6	8228
73	I	25	16457
74	A	0	2
74	C	0	4
74	E	0	8
74	H	0	16
74	M	0	32
74	G	0	64
74	K	0	128
74	J	1	257
74	N	19	514
74	F	19	1028
74	B	21	2057
74	D	20	4114
74	L	7	8229
74	I	26	16458
75	A	0	2
75	C	0	4
75	E	0	8
75	H	0	16
75	M	0	32
75	G	0	64
75	K	0	128
75	J	1	257
75	N	19	514
75	F	19	1028
75	B	21	2057
75	D	20	4114
75	L	7	8229
75	I	27	16459
76	A	0	2
76	C	0	4
76	E	0	8
76	H	0	16
76	M	0	32
76	G	0	64
76	K	0	128
76	J	1	257
76	N	19	514
76	F	19	1028
76	B	21	2057
76	I	23	4115
76	D	21	8230
76	L	9	16460
77	A	0	2
77	C	0	4
77	E	0	8
77	H	0	16
77	M	0	32
77	G	0	64
77	K	0	128
77	J	1	257
77	N	19	514
77	F	19	1028
77	B	21	2057
77	I	23	4115
77	D	21	8230
77	L	10	16461
78	A	0	2
78	C	0	4
78	E	0	8
78	H	0	16
78	M	0	32
78	G	0	64
78	K	0	128
78	J	1	257
78	N	19	514
78	F	19	1028
78	B	21	2057
78	I	23	4115
78	L	8	8231
78	D	22	16462
79	A	0	2
79	C	0	4
79	E	0	8
79	H	0	16
79	M	0	32
79	G	0	64
79	K	0	128
79	J	1	257
79	N	19	514
79	F	19	1028
79	B	21	2057
79	I	23	4115
79	L	8	8231
79	D	23	16463
80	A	0	2
80	C	0	4
80	E	0	8
80	H	0	16
80	M	0	32
80	G	0	64
80	K	0	128
80	J	1	257
80	N	19	514
80	B	20	1029
80	D	24	2058
80	I	28	4116
80	L	12	8232
80	F	22	16464
81	A	0	2
81	C	0	4
81	E	0	8
81	H	0	16
81	M	0	32
81	G	0	64
81	K	0	128
81	J	1	257
81	N	19	514
81	B	20	1029
81	D	24	2058
81	I	28	4116
81	L	12	8232
81	F	23	16465
82	A	0	2
82	C	0	4
82	E	0	8
82	H	0	16
82	M	0	32
82	G	0	64
82	K	0	128
82	J	1	257
82	N	19	514
82	B	20	1029
82	D	24	2058
82	I	28	4116
82	F	21	8233
82	L	13	16466
83	A	0	2
83	C	0	4
83	E	0	8
83	H	0	16
83	M	0	32
83	G	0	64
83	K	0	128
83	J	1	257
83	N	19	514
83	B	20	1029
83	D	24	2058
83	I	28	4116
83	F	21	8233
83	L	14	16467
84	A	0	2
84	C	0	4
84	E	0	8
84	H	0	16
84	M	0	32
84	G	0	64
84	K	0	128
84	J	1	257
84	N	19	514
84	B	20	1029
84	D	24	2058
84	L	11	4117
84	I	29	8234
84	F	24	16468
85	A	0	2
85	C	0	4
85	E	0	8
85	H	0	16
85	M	0	32
85	G	0	64
85	K	0	128
85	J	1	257
85	N	19	514
85	B	20	1029
85	D	24	2058
85	L	11	4117
85	I	29	8234
85	F	25	16469
86	A	0	2
