color	position	swapped_node
A	317	3210
A	318	6422
A	319	12846
A	320	12847
A	321	3212
A	322	6426
A	323	12854
A	324	25710
A	325	25711
A	326	3214
A	327	6430
A	328	12862
A	329	25726
A	330	25727
A	331	1608
A	332	3219
A	333	12873
A	334	25744
A	335	25745
A	336	25748
A	337	25749
A	338	25750
A	339	25751
A	340	1610
A	341	3223
A	342	12889
A	343	25776
A	344	25777
A	345	25780
A	346	25781
A	347	25782
A	348	25783
A	349	1612
A	350	3227
A	351	12905
A	352	25808
A	353	25809
A	354	25812
A	355	25813
A	356	25814
A	357	25815
A	358	1614
A	359	3231
A	360	12921
A	361	25840
A	362	25841
A	363	25844
A	364	25845
A	365	25846
A	366	25847
A	367	1616
A	368	3235
A	369	12937
A	370	25872
A	371	25873
A	372	25876
A	373	25877
A	374	25878
A	375	25879
A	376	1618
A	377	3239
A	378	12953
A	379	25904
A	380	25905
A	381	25908
A	382	25909
A	383	25910
A	384	25911
A	385	1620
A	386	3243
A	387	12969
A	388	25936
A	389	25937
A	390	25940
A	391	25941
A	392	25942
A	393	25943
A	394	1622
A	395	3247
A	396	12985
A	397	25968
A	398	25969
A	399	25972
A	400	25973
A	401	25974
A	402	25975
A	403	3248
A	404	6498
A	405	12998
A	406	25998
A	407	25999
A	408	3250
A	409	6502
A	410	13006
A	411	13007
A	412	3252
A	413	6506
A	414	13014
A	415	26030
A	416	26031
A	417	3254
A	418	6510
A	419	13022
A	420	26046
A	421	26047
A	422	1628
A	423	3259
A	424	13033
A	425	26064
A	426	26065
A	427	26068
A	428	26069
A	429	26070
A	430	26071
A	431	1630
A	432	3263
A	433	13049
A	434	26096
A	435	26097
A	436	26100
A	437	26101
A	438	26102
A	439	26103
A	440	1632
A	441	3267
A	442	13065
A	443	26128
A	444	26129
A	445	26132
A	446	26133
A	447	26134
A	448	26135
A	449	1634
A	450	3271
A	451	13081
A	452	26160
A	453	26161
A	454	26164
A	455	26165
A	456	26166
A	457	26167
A	458	1636
A	459	3275
A	460	13097
A	461	26192
A	462	26193
A	463	26196
A	464	26197
A	465	26198
A	466	26199
A	467	1638
A	468	3279
A	469	13113
A	470	26224
A	471	26225
A	472	26228
A	473	26229
A	474	26230
A	475	26231
A	476	3280
A	477	6562
A	478	13126
A	479	26254
A	480	26255
A	481	3282
A	482	6566
A	483	13134
A	484	13135
A	485	3284
A	486	6570
A	487	13142
A	488	26286
A	489	26287
A	490	3286
A	491	6574
A	492	13150
A	493	26302
A	494	26303
A	495	1645
A	496	3289
A	497	13153
A	498	26304
A	499	26305
A	500	26308
A	501	26309
A	502	26310
A	503	26311
A	504	1647
A	505	3293
A	506	13169
A	507	26336
A	508	26337
A	509	26340
A	510	26341
A	511	26342
A	512	26343
A	513	1648
A	514	3299
A	515	13193
A	516	26384
A	517	26385
A	518	26388
A	519	26389
A	520	26390
A	521	26391
A	522	1650
A	523	3303
A	524	13209
A	525	26416
A	526	26417
A	527	26420
A	528	26421
A	529	26422
A	530	26423
A	531	1652
A	532	3307
A	533	13225
A	534	26448
A	535	26449
A	536	26452
A	537	26453
A	538	26454
A	539	26455
A	540	1654
A	541	3311
A	542	13241
A	543	26480
A	544	26481
A	545	26484
A	546	26485
A	547	26486
A	548	26487
A	549	3312
A	550	6626
A	551	13254
A	552	26510
A	553	26511
A	554	3314
A	555	6630
A	556	13262
A	557	13263
A	558	3316
A	559	6634
A	560	13270
A	561	26542
A	562	26543
A	563	3318
A	564	6638
A	565	13278
A	566	26558
A	567	26559
A	568	1660
A	569	3323
A	570	13289
A	571	26576
A	572	26577
A	573	26580
A	574	26581
A	575	26582
A	576	26583
A	577	1662
A	578	3327
A	579	13305
A	580	26608
A	581	26609
A	582	26612
A	583	26613
A	584	26614
A	585	26615
A	586	3328
A	587	6658
A	588	13318
A	589	26638
A	590	26639
A	591	3330
A	592	6662
A	593	13326
A	594	13327
A	595	3332
A	596	6666
A	597	13334
A	598	26670
A	599	26671
A	600	3334
A	601	6670
A	602	13342
A	603	26686
A	604	26687
A	605	1669
A	606	3337
A	607	13345
A	608	26688
A	609	26689
A	610	26692
A	611	26693
A	612	26694
A	613	26695
A	614	1671
A	615	3341
A	616	13361
A	617	26720
A	618	26721
A	619	26724
A	620	26725
A	621	26726
A	622	26727
A	623	3344
A	624	6690
A	625	13382
A	626	26766
A	627	26767
A	628	3346
A	629	6694
A	630	13390
A	631	13391
A	632	3348
A	633	6698
A	634	13398
A	635	26798
A	636	26799
A	637	3350
A	638	6702
A	639	13406
A	640	26814
A	641	26815
A	642	1677
A	643	3353
A	644	13409
A	645	26816
A	646	26817
A	647	26820
A	648	26821
A	649	26822
A	650	26823
A	651	1679
A	652	3357
A	653	13425
A	654	26848
A	655	26849
A	656	26852
A	657	26853
A	658	26854
A	659	26855
A	660	3360
A	661	6722
A	662	13446
A	663	26894
A	664	26895
A	665	3362
A	666	6726
A	667	13454
A	668	13455
A	669	3364
A	670	6730
A	671	13462
A	672	26926
A	673	26927
A	674	3366
A	675	6734
A	676	13470
A	677	26942
A	678	26943
A	679	1685
A	680	3369
A	681	13473
A	682	26944
A	683	26945
A	684	26948
A	685	26949
A	686	26950
A	687	26951
A	688	1687
A	689	3373
A	690	13489
A	691	26976
A	692	26977
A	693	26980
A	694	26981
A	695	26982
A	696	26983
A	697	845
A	698	6752
A	699	13506
A	700	13507
A	701	6755
A	702	27016
A	703	27017
A	704	27018
A	705	27019
A	706	6756
A	707	13514
A	708	13515
A	709	13516
A	710	13517
A	711	27036
A	712	27037
A	713	27038
A	714	27039
A	715	847
A	716	6768
A	717	13538
A	718	13539
A	719	6771
A	720	27080
A	721	27081
A	722	27082
A	723	27083
A	724	6773
A	725	13544
A	726	27090
A	727	27091
A	728	13548
A	729	13549
A	730	13551
A	731	27100
A	732	27101
A	733	3392
A	734	6786
A	735	13574
A	736	27150
A	737	27151
A	738	3394
A	739	6790
A	740	13582
A	741	13583
A	742	3396
A	743	6794
A	744	13590
A	745	27182
A	746	27183
A	747	3398
A	748	6798
A	749	13598
A	750	27198
A	751	27199
A	752	1701
A	753	3401
A	754	13601
A	755	27200
A	756	27201
A	757	27204
A	758	27205
A	759	27206
A	760	27207
A	761	1703
A	762	3405
A	763	13617
A	764	27232
A	765	27233
A	766	27236
A	767	27237
A	768	27238
A	769	27239
A	770	1704
A	771	3411
A	772	13641
A	773	27280
A	774	27281
A	775	27284
A	776	27285
A	777	27286
A	778	27287
A	779	1706
A	780	3415
A	781	13657
A	782	27312
A	783	27313
A	784	27316
A	785	27317
A	786	27318
A	787	27319
A	788	1708
A	789	3419
A	790	13673
A	791	27344
A	792	27345
A	793	27348
A	794	27349
A	795	27350
A	796	27351
A	797	1710
A	798	3423
A	799	13689
A	800	27376
A	801	27377
A	802	27380
A	803	27381
A	804	27382
A	805	27383
A	806	3424
A	807	6850
A	808	13702
A	809	27406
A	810	27407
A	811	3426
A	812	6854
A	813	13710
A	814	13711
A	815	3428
A	816	6858
A	817	13718
A	818	27438
A	819	27439
A	820	3430
A	821	6862
A	822	13726
A	823	27454
A	824	27455
A	825	1717
A	826	3433
A	827	13729
A	828	27456
A	829	27457
A	830	27460
A	831	27461
A	832	27462
A	833	27463
A	834	1719
A	835	3437
A	836	13745
A	837	27488
A	838	27489
A	839	27492
A	840	27493
A	841	27494
A	842	27495
A	843	861
A	844	6880
A	845	13762
A	846	13763
A	847	6883
A	848	27528
A	849	27529
A	850	27530
A	851	27531
A	852	6884
A	853	13770
A	854	13771
A	855	13772
A	856	13773
A	857	27548
A	858	27549
A	859	27550
A	860	27551
A	861	863
A	862	6896
A	863	13794
A	864	13795
A	865	6899
A	866	27592
A	867	27593
A	868	27594
A	869	27595
A	870	6901
A	871	13800
A	872	27602
A	873	27603
A	874	13804
A	875	13805
A	876	13807
A	877	27612
A	878	27613
A	879	3456
A	880	6914
A	881	13830
A	882	27662
A	883	27663
A	884	3458
A	885	6918
A	886	13838
A	887	13839
A	888	3460
A	889	6922
A	890	13846
A	891	27694
A	892	27695
A	893	3462
A	894	6926
A	895	13854
A	896	27710
A	897	27711
A	898	1733
A	899	3465
A	900	13857
A	901	27712
A	902	27713
A	903	27716
A	904	27717
A	905	27718
A	906	27719
A	907	1735
A	908	3469
A	909	13873
A	910	27744
A	911	27745
A	912	27748
A	913	27749
A	914	27750
A	915	27751
A	916	1736
A	917	3475
A	918	13897
A	919	27792
A	920	27793
A	921	27796
A	922	27797
A	923	27798
A	924	27799
A	925	1738
A	926	3479
A	927	13913
A	928	27824
A	929	27825
A	930	27828
A	931	27829
A	932	27830
A	933	27831
A	934	1740
A	935	3483
A	936	13929
A	937	27856
A	938	27857
A	939	27860
A	940	27861
A	941	27862
A	942	27863
A	943	1742
A	944	3487
A	945	13945
A	946	27888
A	947	27889
A	948	27892
A	949	27893
A	950	27894
A	951	27895
A	952	3488
A	953	6978
A	954	13958
A	955	27918
A	956	27919
A	957	3490
A	958	6982
A	959	13966
A	960	13967
A	961	3492
A	962	6986
A	963	13974
A	964	27950
A	965	27951
A	966	3494
A	967	6990
A	968	13982
A	969	27966
A	970	27967
A	971	1749
A	972	3497
A	973	13985
A	974	27968
A	975	27969
A	976	27972
A	977	27973
A	978	27974
A	979	27975
A	980	1751
A	981	3501
A	982	14001
A	983	28000
A	984	28001
A	985	28004
A	986	28005
A	987	28006
A	988	28007
A	989	877
A	990	7008
A	991	14018
A	992	14019
A	993	7011
A	994	28040
A	995	28041
A	996	28042
A	997	28043
A	998	7012
A	999	14026
A	1000	14027
A	1001	14028
A	1002	14029
A	1003	28060
A	1004	28061
A	1005	28062
A	1006	28063
A	1007	879
A	1008	7024
A	1009	14050
A	1010	14051
A	1011	7027
A	1012	28104
A	1013	28105
A	1014	28106
A	1015	28107
A	1016	7029
A	1017	14056
A	1018	28114
A	1019	28115
A	1020	14060
A	1021	14061
A	1022	14063
A	1023	28124
A	1024	28125
A	1025	3520
A	1026	7042
A	1027	14086
A	1028	28174
A	1029	28175
A	1030	3522
A	1031	7046
A	1032	14094
A	1033	14095
A	1034	3524
A	1035	7050
A	1036	14102
A	1037	28206
A	1038	28207
A	1039	3526
A	1040	7054
A	1041	14110
A	1042	28222
A	1043	28223
A	1044	1765
A	1045	3529
A	1046	14113
A	1047	28224
A	1048	28225
A	1049	28228
A	1050	28229
A	1051	28230
A	1052	28231
A	1053	1767
A	1054	3533
A	1055	14129
A	1056	28256
A	1057	28257
A	1058	28260
A	1059	28261
A	1060	28262
A	1061	28263
A	1062	1768
A	1063	3539
A	1064	14153
A	1065	28304
A	1066	28305
A	1067	28308
A	1068	28309
A	1069	28310
A	1070	28311
A	1071	1770
A	1072	3543
A	1073	14169
A	1074	28336
A	1075	28337
A	1076	28340
A	1077	28341
A	1078	28342
A	1079	28343
A	1080	1772
A	1081	3547
A	1082	14185
A	1083	28368
A	1084	28369
A	1085	28372
A	1086	28373
A	1087	28374
A	1088	28375
A	1089	1774
A	1090	3551
A	1091	14201
A	1092	28400
A	1093	28401
A	1094	28404
A	1095	28405
A	1096	28406
A	1097	28407
A	1098	3552
A	1099	7106
A	1100	14214
A	1101	28430
A	1102	28431
A	1103	3554
A	1104	7110
A	1105	14222
A	1106	14223
A	1107	3556
A	1108	7114
A	1109	14230
A	1110	28462
A	1111	28463
A	1112	3558
A	1113	7118
A	1114	14238
A	1115	28478
A	1116	28479
A	1117	1781
A	1118	3561
A	1119	14241
A	1120	28480
A	1121	28481
A	1122	28484
A	1123	28485
A	1124	28486
A	1125	28487
A	1126	1783
A	1127	3565
A	1128	14257
A	1129	28512
A	1130	28513
A	1131	28516
A	1132	28517
A	1133	28518
A	1134	28519
A	1135	1784
A	1136	3571
A	1137	14281
A	1138	28560
A	1139	28561
A	1140	28564
A	1141	28565
A	1142	28566
A	1143	28567
A	1144	1786
A	1145	3575
A	1146	14297
A	1147	28592
A	1148	28593
A	1149	28596
A	1150	28597
A	1151	28598
A	1152	28599
A	1153	1788
A	1154	3579
A	1155	14313
A	1156	28624
A	1157	28625
A	1158	28628
A	1159	28629
A	1160	28630
A	1161	28631
A	1162	1790
A	1163	3583
A	1164	14329
A	1165	28656
A	1166	28657
A	1167	28660
A	1168	28661
A	1169	28662
A	1170	28663
A	1171	3584
A	1172	7170
A	1173	14342
A	1174	28686
A	1175	28687
A	1176	3586
A	1177	7174
A	1178	14350
A	1179	14351
A	1180	3588
A	1181	7178
A	1182	14358
A	1183	28718
A	1184	28719
A	1185	3590
A	1186	7182
A	1187	14366
A	1188	28734
A	1189	28735
A	1190	1797
A	1191	3593
A	1192	14369
A	1193	28736
A	1194	28737
A	1195	28740
A	1196	28741
A	1197	28742
A	1198	28743
A	1199	1799
A	1200	3597
A	1201	14385
A	1202	28768
A	1203	28769
A	1204	28772
A	1205	28773
A	1206	28774
A	1207	28775
A	1208	3600
A	1209	7202
A	1210	14406
A	1211	28814
A	1212	28815
A	1213	3602
A	1214	7206
A	1215	14414
A	1216	14415
A	1217	3604
A	1218	7210
A	1219	14422
A	1220	28846
A	1221	28847
A	1222	3606
A	1223	7214
A	1224	14430
A	1225	28862
A	1226	28863
A	1227	1805
A	1228	3609
A	1229	14433
A	1230	28864
A	1231	28865
A	1232	28868
A	1233	28869
A	1234	28870
A	1235	28871
A	1236	1807
A	1237	3613
A	1238	14449
A	1239	28896
A	1240	28897
A	1241	28900
A	1242	28901
A	1243	28902
A	1244	28903
A	1245	3616
A	1246	7234
A	1247	14470
A	1248	28942
A	1249	28943
A	1250	3618
A	1251	7238
A	1252	14478
A	1253	14479
A	1254	3620
A	1255	7242
A	1256	14486
A	1257	28974
A	1258	28975
A	1259	3622
A	1260	7246
A	1261	14494
A	1262	28990
A	1263	28991
A	1264	1813
A	1265	3625
A	1266	14497
A	1267	28992
A	1268	28993
A	1269	28996
A	1270	28997
A	1271	28998
A	1272	28999
A	1273	1815
A	1274	3629
A	1275	14513
A	1276	29024
A	1277	29025
A	1278	29028
A	1279	29029
A	1280	29030
A	1281	29031
A	1282	909
A	1283	7264
A	1284	14530
A	1285	14531
A	1286	7267
A	1287	29064
A	1288	29065
A	1289	29066
A	1290	29067
A	1291	7268
A	1292	14538
A	1293	14539
A	1294	14540
A	1295	14541
A	1296	29084
A	1297	29085
A	1298	29086
A	1299	29087
A	1300	911
A	1301	7280
A	1302	14562
A	1303	14563
A	1304	7283
A	1305	29128
A	1306	29129
A	1307	29130
A	1308	29131
A	1309	7285
A	1310	14568
A	1311	29138
A	1312	29139
A	1313	14572
A	1314	14573
A	1315	14575
A	1316	29148
A	1317	29149
A	1318	3648
A	1319	7298
A	1320	14598
A	1321	29198
A	1322	29199
A	1323	3650
A	1324	7302
A	1325	14606
A	1326	14607
A	1327	3652
A	1328	7306
A	1329	14614
A	1330	29230
A	1331	29231
A	1332	3654
A	1333	7310
A	1334	14622
A	1335	29246
A	1336	29247
A	1337	1829
A	1338	3657
A	1339	14625
A	1340	29248
A	1341	29249
A	1342	29252
A	1343	29253
A	1344	29254
A	1345	29255
A	1346	1831
A	1347	3661
A	1348	14641
A	1349	29280
A	1350	29281
A	1351	29284
A	1352	29285
A	1353	29286
A	1354	29287
A	1355	1832
A	1356	3667
A	1357	14665
A	1358	29328
A	1359	29329
A	1360	29332
A	1361	29333
A	1362	29334
A	1363	29335
A	1364	1834
A	1365	3671
A	1366	14681
A	1367	29360
A	1368	29361
A	1369	29364
A	1370	29365
A	1371	29366
A	1372	29367
A	1373	1836
A	1374	3675
A	1375	14697
A	1376	29392
A	1377	29393
A	1378	29396
A	1379	29397
A	1380	29398
A	1381	29399
A	1382	1838
A	1383	3679
A	1384	14713
A	1385	29424
A	1386	29425
A	1387	29428
A	1388	29429
A	1389	29430
A	1390	29431
A	1391	3680
A	1392	7362
A	1393	14726
A	1394	29454
A	1395	29455
A	1396	3682
A	1397	7366
A	1398	14734
A	1399	14735
A	1400	3684
A	1401	7370
A	1402	14742
A	1403	29486
A	1404	29487
A	1405	3686
A	1406	7374
A	1407	14750
A	1408	29502
A	1409	29503
A	1410	1845
A	1411	3689
A	1412	14753
A	1413	29504
A	1414	29505
A	1415	29508
A	1416	29509
A	1417	29510
A	1418	29511
A	1419	1847
A	1420	3693
A	1421	14769
A	1422	29536
A	1423	29537
A	1424	29540
A	1425	29541
A	1426	29542
A	1427	29543
A	1428	925
A	1429	7392
A	1430	14786
A	1431	14787
A	1432	7395
A	1433	29576
A	1434	29577
A	1435	29578
A	1436	29579
A	1437	7396
A	1438	14794
A	1439	14795
A	1440	14796
A	1441	14797
A	1442	29596
A	1443	29597
A	1444	29598
A	1445	29599
A	1446	927
A	1447	7408
A	1448	14818
A	1449	14819
A	1450	7411
A	1451	29640
A	1452	29641
A	1453	29642
A	1454	29643
A	1455	7413
A	1456	14824
A	1457	29650
A	1458	29651
A	1459	14828
A	1460	14829
A	1461	14831
A	1462	29660
A	1463	29661
A	1464	3712
A	1465	7426
A	1466	14854
A	1467	29710
A	1468	29711
A	1469	3714
A	1470	7430
A	1471	14862
A	1472	14863
A	1473	3716
A	1474	7434
A	1475	14870
A	1476	29742
A	1477	29743
A	1478	3718
A	1479	7438
A	1480	14878
A	1481	29758
A	1482	29759
A	1483	1861
A	1484	3721
A	1485	14881
A	1486	29760
A	1487	29761
A	1488	29764
A	1489	29765
A	1490	29766
A	1491	29767
A	1492	1863
A	1493	3725
A	1494	14897
A	1495	29792
A	1496	29793
A	1497	29796
A	1498	29797
A	1499	29798
A	1500	29799
A	1501	1864
A	1502	3731
A	1503	14921
A	1504	29840
A	1505	29841
A	1506	29844
A	1507	29845
A	1508	29846
A	1509	29847
A	1510	1866
A	1511	3735
A	1512	14937
A	1513	29872
A	1514	29873
A	1515	29876
A	1516	29877
A	1517	29878
A	1518	29879
A	1519	1868
A	1520	3739
A	1521	14953
A	1522	29904
A	1523	29905
A	1524	29908
A	1525	29909
A	1526	29910
A	1527	29911
A	1528	1870
A	1529	3743
A	1530	14969
A	1531	29936
A	1532	29937
A	1533	29940
A	1534	29941
A	1535	29942
A	1536	29943
A	1537	3744
A	1538	7490
A	1539	14982
A	1540	29966
A	1541	29967
A	1542	3746
A	1543	7494
A	1544	14990
A	1545	14991
A	1546	3748
A	1547	7498
A	1548	14998
A	1549	29998
A	1550	29999
A	1551	3750
A	1552	7502
A	1553	15006
A	1554	30014
A	1555	30015
A	1556	1877
A	1557	3753
A	1558	15009
A	1559	30016
A	1560	30017
A	1561	30020
A	1562	30021
A	1563	30022
A	1564	30023
A	1565	1879
A	1566	3757
A	1567	15025
A	1568	30048
A	1569	30049
A	1570	30052
A	1571	30053
A	1572	30054
A	1573	30055
A	1574	941
A	1575	7520
A	1576	15042
A	1577	15043
A	1578	7523
A	1579	30088
A	1580	30089
A	1581	30090
A	1582	30091
A	1583	7524
A	1584	15050
A	1585	15051
A	1586	15052
A	1587	15053
A	1588	30108
A	1589	30109
A	1590	30110
A	1591	30111
A	1592	943
A	1593	7536
A	1594	15074
A	1595	15075
A	1596	7539
A	1597	30152
A	1598	30153
A	1599	30154
A	1600	30155
A	1601	7541
A	1602	15080
A	1603	30162
A	1604	30163
A	1605	15084
A	1606	15085
A	1607	15087
A	1608	30172
A	1609	30173
A	1610	3776
A	1611	7554
A	1612	15110
A	1613	30222
A	1614	30223
A	1615	3778
A	1616	7558
A	1617	15118
A	1618	15119
A	1619	3780
A	1620	7562
A	1621	15126
A	1622	30254
A	1623	30255
A	1624	3782
A	1625	7566
A	1626	15134
A	1627	30270
A	1628	30271
A	1629	1893
A	1630	3785
A	1631	15137
A	1632	30272
A	1633	30273
A	1634	30276
A	1635	30277
A	1636	30278
A	1637	30279
A	1638	1895
A	1639	3789
A	1640	15153
A	1641	30304
A	1642	30305
A	1643	30308
A	1644	30309
A	1645	30310
A	1646	30311
A	1647	1896
A	1648	3795
A	1649	15177
A	1650	30352
A	1651	30353
A	1652	30356
A	1653	30357
A	1654	30358
A	1655	30359
A	1656	1898
A	1657	3799
A	1658	15193
A	1659	30384
A	1660	30385
A	1661	30388
A	1662	30389
A	1663	30390
A	1664	30391
A	1665	1900
A	1666	3803
A	1667	15209
A	1668	30416
A	1669	30417
A	1670	30420
A	1671	30421
A	1672	30422
A	1673	30423
A	1674	1902
A	1675	3807
A	1676	15225
A	1677	30448
A	1678	30449
A	1679	30452
A	1680	30453
A	1681	30454
A	1682	30455
A	1683	3808
A	1684	7618
A	1685	15238
A	1686	30478
A	1687	30479
A	1688	3810
A	1689	7622
A	1690	15246
A	1691	15247
A	1692	3812
A	1693	7626
A	1694	15254
A	1695	30510
A	1696	30511
A	1697	3814
A	1698	7630
A	1699	15262
A	1700	30526
A	1701	30527
A	1702	1909
A	1703	3817
A	1704	15265
A	1705	30528
A	1706	30529
A	1707	30532
A	1708	30533
A	1709	30534
A	1710	30535
A	1711	1911
A	1712	3821
A	1713	15281
A	1714	30560
A	1715	30561
A	1716	30564
A	1717	30565
A	1718	30566
A	1719	30567
A	1720	1912
A	1721	3827
A	1722	15305
A	1723	30608
A	1724	30609
A	1725	30612
A	1726	30613
A	1727	30614
A	1728	30615
A	1729	1914
A	1730	3831
A	1731	15321
A	1732	30640
A	1733	30641
A	1734	30644
A	1735	30645
A	1736	30646
A	1737	30647
A	1738	1916
A	1739	3835
A	1740	15337
A	1741	30672
A	1742	30673
A	1743	30676
A	1744	30677
A	1745	30678
A	1746	30679
A	1747	1918
A	1748	3839
A	1749	15353
A	1750	30704
A	1751	30705
A	1752	30708
A	1753	30709
A	1754	30710
A	1755	30711
A	1756	1921
A	1757	3841
A	1758	15361
A	1759	30720
A	1760	30721
A	1761	30724
A	1762	30725
A	1763	30726
A	1764	30727
A	1765	1923
A	1766	3845
A	1767	15377
A	1768	30752
A	1769	30753
A	1770	30756
A	1771	30757
A	1772	30758
A	1773	30759
A	1774	3848
A	1775	7698
A	1776	15398
A	1777	30798
A	1778	30799
A	1779	3850
A	1780	7702
A	1781	15406
A	1782	15407
A	1783	3852
A	1784	7706
A	1785	15414
A	1786	30830
A	1787	30831
A	1788	3854
A	1789	7710
A	1790	15422
A	1791	30846
A	1792	30847
A	1793	1928
A	1794	3859
A	1795	15433
A	1796	30864
A	1797	30865
A	1798	30868
A	1799	30869
A	1800	30870
A	1801	30871
A	1802	1930
A	1803	3863
A	1804	15449
A	1805	30896
A	1806	30897
A	1807	30900
A	1808	30901
A	1809	30902
A	1810	30903
A	1811	1932
A	1812	3867
A	1813	15465
A	1814	30928
A	1815	30929
A	1816	30932
A	1817	30933
A	1818	30934
A	1819	30935
A	1820	1934
A	1821	3871
A	1822	15481
A	1823	30960
A	1824	30961
A	1825	30964
A	1826	30965
A	1827	30966
A	1828	30967
A	1829	1936
A	1830	3875
A	1831	15497
A	1832	30992
A	1833	30993
A	1834	30996
A	1835	30997
A	1836	30998
A	1837	30999
A	1838	1938
A	1839	3879
A	1840	15513
A	1841	31024
A	1842	31025
A	1843	31028
A	1844	31029
A	1845	31030
A	1846	31031
A	1847	1940
A	1848	3883
A	1849	15529
A	1850	31056
A	1851	31057
A	1852	31060
A	1853	31061
A	1854	31062
A	1855	31063
A	1856	1942
A	1857	3887
A	1858	15545
A	1859	31088
A	1860	31089
A	1861	31092
A	1862	31093
A	1863	31094
A	1864	31095
A	1865	3888
A	1866	7778
A	1867	15558
A	1868	31118
A	1869	31119
A	1870	3890
A	1871	7782
A	1872	15566
A	1873	15567
