method,repeat,sample_index,ct_index,end_to_end_ms,record_hash_and_routing_ms,query_generation_ms,serialize_transport_answer_ms,decode_ms,assembly_rootcheck_ms,upload_wire_bytes,download_wire_bytes,valid_root,corruption_rejected,recovered_siblings,logical_queries
full_cache,0,70,116,0.025051,0.002821,0,0,0.000384,0.018819,0,0,True,True,"[{'level': 117, 'digest_hex': '44ce263f70c99a14cd1425237bc36256f8fc55d84c4f7550b929cc961ea1f8f3'}, {'level': 120, 'digest_hex': '76342e3b7f5cd3b0ebd5730d6541264730447cad28453666ec6c2b57ad806197'}, {'level': 121, 'digest_hex': '11a5e85485996e70baadf54a3c49e446adcda20bb42acf4679541f3565543a7c'}, {'level': 122, 'digest_hex': '4faa2cf36f63c4f6a9e48cc679df37464d5ae21fff44deadaf7341387c0106d5'}, {'level': 123, 'digest_hex': '88865cde4ec058db4b856b2bdf62b53640450aff1b73084bc6b6f9607507bbf8'}, {'level': 124, 'digest_hex': 'a9fcf9cfb5c95663e19395f60af02f47ee5aebcafff367fab21debad547677fb'}, {'level': 125, 'digest_hex': '29b54295362e29301d8f133a39bc7261fa5e7c58a70853fefbc70df871218774'}, {'level': 126, 'digest_hex': 'f8aed5f51b0d7e2c672656f155f94ee8dfb0e931b76eec22a3dde98cdb700187'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",0
full_cache,0,71,471,0.026018,0.004372,0,0,0.000306,0.018791,0,0,True,True,"[{'level': 120, 'digest_hex': '5d44317b7827d7b6c95a3aea196ef911edb2f41b6efbe93636478e6462a967a3'}, {'level': 121, 'digest_hex': '3fa78a280ec05dcda685758db00352947859dabc816950e68da2f9dffa7aa74d'}, {'level': 122, 'digest_hex': '2ae51035d857c568e3353387e2a3fbf8a8d26105a9954a10fa04b1c8c3a49cee'}, {'level': 123, 'digest_hex': '7954bb8a7854906cf307b5141a0f0514da57248afac74a9599ccf0ba58208e7b'}, {'level': 124, 'digest_hex': 'e9da4645a00dfc3c1f7f5d7f1e9a1eba7c9d313b91704703fb448f02dc70446c'}, {'level': 125, 'digest_hex': '2ad43199b78d7383334f94d550d44bd4f80cfef4d927c11994d2a2c9d4d9aaed'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",0
full_cache,0,72,30,0.027075,0.005515,0,0,0.00029,0.018767,0,0,True,True,"[{'level': 117, 'digest_hex': 'e83773bffe2ce0806da6d9b84a27d0b7caff1ca3dd9cf0950105b6cb24bdee0c'}, {'level': 120, 'digest_hex': '2292585acc3f2b78ff76eea004d9e77d3c499e88051afe9d84dbdf898fdeb96e'}, {'level': 121, 'digest_hex': '8f9d8030b3e7910206800b93316f9f2567ae575269e6771a80a226552ab9b28e'}, {'level': 122, 'digest_hex': '9880600f0364f031a96eff173fb9e110c9121fbef35481ce63bab4c54fd95942'}, {'level': 123, 'digest_hex': 'b2a45cdaf0ceb25b13c3d9f311da9bb916d74d3b7c5f51c4a0ac16e87d3c77f9'}, {'level': 124, 'digest_hex': 'f8a012750665f55ef6560fa3b29892c9a18e0689b6513dd1b23cde2e9df30f41'}, {'level': 125, 'digest_hex': '2546bc49263f0a573e7688064996c44bd523df41f08e940b182356e68d07e16b'}, {'level': 126, 'digest_hex': 'cea7b244eb5e5135d8edb4657ff89bed666ca228019f2679005cdf2381f837eb'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",0
full_cache,0,73,458,0.024565,0.00284,0,0,0.000321,0.018771,0,0,True,True,"[{'level': 118, 'digest_hex': 'acd7b4146d6bba5e167ac55cf31f13040cb3c8d2eb4f439c0f8c5b329473985d'}, {'level': 119, 'digest_hex': '09d59d61bf96379f5c2f6e8bc3eb10b7335e281463a1280156c14c92e499fd1f'}, {'level': 120, 'digest_hex': 'c70b678aa0a2e4e4b21dac1e35313df413d47174c72b121e69cf70c5097dfd47'}, {'level': 121, 'digest_hex': '8f9d8030b3e7910206800b93316f9f2567ae575269e6771a80a226552ab9b28e'}, {'level': 122, 'digest_hex': '9880600f0364f031a96eff173fb9e110c9121fbef35481ce63bab4c54fd95942'}, {'level': 123, 'digest_hex': 'b2a45cdaf0ceb25b13c3d9f311da9bb916d74d3b7c5f51c4a0ac16e87d3c77f9'}, {'level': 124, 'digest_hex': 'f8a012750665f55ef6560fa3b29892c9a18e0689b6513dd1b23cde2e9df30f41'}, {'level': 125, 'digest_hex': '2546bc49263f0a573e7688064996c44bd523df41f08e940b182356e68d07e16b'}, {'level': 126, 'digest_hex': 'cea7b244eb5e5135d8edb4657ff89bed666ca228019f2679005cdf2381f837eb'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",0
full_cache,0,74,312,0.023804,0.00228,0,0,0.000212,0.018802,0,0,True,True,"[{'level': 119, 'digest_hex': '0586dd4428ba1977c4fc5835cfe151700639d67b6caa455eda601f385434d798'}, {'level': 121, 'digest_hex': 'd712ef53a4dcce5d9cfff983c8b1adb10f08338d00b68c326999527d8d978fb0'}, {'level': 122, 'digest_hex': '7ccf734e751c9170cf41ac021237b10a664803f422e0d3dde2849dca3909c76d'}, {'level': 123, 'digest_hex': 'abfc74a373420455bb426936183eaa06e6dc5793592c1328c251aa7e95dce20f'}, {'level': 124, 'digest_hex': '2b3e4e4888f70b7063cb6f676c0edd147eb862201bff0f844b47fdffefddc91f'}, {'level': 125, 'digest_hex': '29b54295362e29301d8f133a39bc7261fa5e7c58a70853fefbc70df871218774'}, {'level': 126, 'digest_hex': 'f8aed5f51b0d7e2c672656f155f94ee8dfb0e931b76eec22a3dde98cdb700187'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",0
full_cache,0,75,194,0.024021,0.002372,0,0,0.000299,0.01877,0,0,True,True,"[{'level': 118, 'digest_hex': '98e25ff9c5a872674d29785f9ae2623d54f0b343287471c493f3b0158c1614d2'}, {'level': 120, 'digest_hex': 'da143febc9338c14292a58b7a36217940d9ed4ace819609a7626435cb6e135fe'}, {'level': 121, 'digest_hex': '9c9e23b2ba6c6d8b29747c125b2ae97515c7b5a2c30dd2932205250734d2d97a'}, {'level': 122, 'digest_hex': 'a48635b032f37456d7e385dbce8bece9504b67177c43cb7cfa05c5f94dbf3185'}, {'level': 123, 'digest_hex': 'a8f60155bd401c8147750adc9124bdc062b444baea34e6c06978524897c7d090'}, {'level': 124, 'digest_hex': 'b7f06cb87f95c76e9bf344bcede815dfb4119a12a8ce2106c05e398206ae6437'}, {'level': 125, 'digest_hex': '4cb37f60530ff2f9a94ee1075351ac9a725323e6a2014bda2d126be7d3ca65e0'}, {'level': 126, 'digest_hex': 'f018bce1c75dbf694db7dd27dfc6faae13b8952bbc7f1474a863487738696a4c'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",0
full_cache,0,76,201,0.036659,0.01432,0,0,0.000402,0.01892,0,0,True,True,"[{'level': 117, 'digest_hex': '724f57b363959eb758acbd9cfe7cd2c55fb83ddebdd6e082fb7533d415348eb1'}, {'level': 118, 'digest_hex': '832d3b813eba5f2dfb7b9ed52213cf15fbdfcc492268cfe116b963df29cb885f'}, {'level': 120, 'digest_hex': 'f9884ad64acf68ef4ff6f0998cc01c0eb02e53106ac07ead6c53fb6081f2560a'}, {'level': 121, 'digest_hex': '0f100ca7ec37ae94c3ff1e09870399b76f3b969ad9d9bf910f18acb805e171d2'}, {'level': 122, 'digest_hex': 'eff08c51189db67d2ed50c03107c810aa1594ae44b2a17afba1006ed4b07ed65'}, {'level': 123, 'digest_hex': '88b017c9364d14722cec9f47e0367f046ad0d0487e5760d9c66d12c79e4a7015'}, {'level': 124, 'digest_hex': '464c2138f45615065ead9496fab09b2d4e50008d15c9856548f0d5b097be6913'}, {'level': 125, 'digest_hex': '554944124c280a5e0937efba4bf2115340ec2dc0b87b6de022065b0e5f9b20c5'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",0
full_cache,0,77,402,0.024317,0.002541,0,0,0.000329,0.018781,0,0,True,True,"[{'level': 119, 'digest_hex': '848c579e7f806d81b7b67cff0b1b7300fb49bae8aa7745107241a1a8e9c2f4c8'}, {'level': 120, 'digest_hex': 'e8f342741549d4edf9136850a11e6c36744b4f9124f2dce2699cc7769e42fc67'}, {'level': 121, 'digest_hex': '3aafe35a570517194ab5c6f471e19e19fbf6a2f5f77ae5c70ec9de24461ea81a'}, {'level': 122, 'digest_hex': 'fb523113e94d27b5277be15f48c9a7d62da2b351c4fe650bfefb654ba56c7918'}, {'level': 123, 'digest_hex': '168353f9d869be38734985005e3d49bace32a5d6df5243b3f32a7d0f63c86c6b'}, {'level': 124, 'digest_hex': 'f8a012750665f55ef6560fa3b29892c9a18e0689b6513dd1b23cde2e9df30f41'}, {'level': 125, 'digest_hex': '2546bc49263f0a573e7688064996c44bd523df41f08e940b182356e68d07e16b'}, {'level': 126, 'digest_hex': 'cea7b244eb5e5135d8edb4657ff89bed666ca228019f2679005cdf2381f837eb'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",0
full_cache,0,78,93,0.025037,0.003119,0,0,0.000343,0.018868,0,0,True,True,"[{'level': 116, 'digest_hex': '4da7a1c72eab6ccaa9b570349d28c43b2429e859eefe23268263dfc307a0dbfd'}, {'level': 118, 'digest_hex': '71f7059c9fa2b1324013e85e0419e8ea0ed4012b638f968075962cb6083b4ac9'}, {'level': 121, 'digest_hex': 'b656dd6866c10bce7e79f2ecf5c32e1de72e03163d7603fbce9cdf2b7715388e'}, {'level': 122, 'digest_hex': '40c76acff13331863f876e84718acb9f906622e3883fc519b0b254da8e56c226'}, {'level': 123, 'digest_hex': 'ceb9ea6cbee5ff32b823e29436f0404bfe5ce1efabc66bf84408675f0b5c6066'}, {'level': 124, 'digest_hex': 'c8ce229f49326e06763bbd2ce799c0115162808d721d483bd1ca14760972c0a8'}, {'level': 125, 'digest_hex': '554944124c280a5e0937efba4bf2115340ec2dc0b87b6de022065b0e5f9b20c5'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",0
full_cache,0,79,225,0.02633,0.004468,0,0,0.000357,0.018805,0,0,True,True,"[{'level': 117, 'digest_hex': 'fd480ae90ac03621cebb5ea01d11a5dbec18f8dccccca0eddccb2fc5878fd21e'}, {'level': 119, 'digest_hex': 'defece1a4a81bb7cdaef7ae0225f3684ab2a1ce5dffaff712e425056da83f5d1'}, {'level': 121, 'digest_hex': 'ca75f365fd1e4f6afff03f0e1754e11149f903d3065afbdb778f943ece173d60'}, {'level': 122, 'digest_hex': '58f78210b1899d45204ecc7d92ae4f4dcca38024381c3a2a31412e4bde180912'}, {'level': 123, 'digest_hex': '8f5a93a6b87a32b8e12945e613ff886ea27e8535982cecd11941ef467ec414c4'}, {'level': 124, 'digest_hex': '36d32a34b01ea9580c701559fb8ac88bba8a2c82d43a84608e1ca2d91ea72216'}, {'level': 125, 'digest_hex': '055020f61f398fbf2d121b08bbf652475507d1bdb3be20b8cc8198d4644331fc'}, {'level': 126, 'digest_hex': 'cea7b244eb5e5135d8edb4657ff89bed666ca228019f2679005cdf2381f837eb'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",0
full_cache,0,80,9,0.0338,0.01091,0,0,0.000529,0.019104,0,0,True,True,"[{'level': 118, 'digest_hex': 'a114f80c565a955f5566657d1c4d08bc96d773fe3dc3badb514f64c2a621daef'}, {'level': 120, 'digest_hex': '6c935794f4b4bb23d7bd300312f6225dc8ad2182c50e290db2b555ab5bedfbff'}, {'level': 121, 'digest_hex': 'c91933d36aeff93e51a5f3160ddcd6c4977377a15965ba4910b581bdebdbb09f'}, {'level': 122, 'digest_hex': 'd7f1008cbbd8145e26307f94cb013b4fee808e55bcbe098274a8a3451c4cd831'}, {'level': 123, 'digest_hex': '5f7e3a740c33506fd2b2e40e9c6e48ac236faafe9441ad69909a746aaf66d255'}, {'level': 124, 'digest_hex': '940faa7ec3211b8d9c377f94ab042689800a3f308bf636ddf78f6214975bd090'}, {'level': 125, 'digest_hex': '2ad43199b78d7383334f94d550d44bd4f80cfef4d927c11994d2a2c9d4d9aaed'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",0
full_cache,0,81,216,0.025139,0.003252,0,0,0.000239,0.018835,0,0,True,True,"[{'level': 120, 'digest_hex': 'abb5560b5aeaeb758a5c40bc316f41c00192337847d750c0a687470c9552bee4'}, {'level': 121, 'digest_hex': '60d87217d82b268ec12882b66c8dac934b7109ed6bf2d0a09c008936615e0ece'}, {'level': 122, 'digest_hex': 'e1ecb18f9f8235b59fc8f56b11017a0fd0ba99fc7c305d949dc5b527fcc87bd7'}, {'level': 123, 'digest_hex': '92d36277e8b0a04d18b7ccd7ea552595cd14cb79fa1eaf2ab585b88e601a127e'}, {'level': 124, 'digest_hex': '40ff32f314fef5ee51fd705fe8ca0ee89981410ce3c73d4bbdb79c5aaf04e997'}, {'level': 125, 'digest_hex': '9634a15ce604cf0e60008cffe0ecef82724be038d589cb28eb123db460060698'}, {'level': 126, 'digest_hex': 'f8aed5f51b0d7e2c672656f155f94ee8dfb0e931b76eec22a3dde98cdb700187'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",0
full_cache,0,82,475,0.024994,0.003326,0,0,0.000338,0.018823,0,0,True,True,"[{'level': 118, 'digest_hex': 'bb624c2a5dbddfb1a559196d15dacf30d1110b2afb1fdf95734c870ee4ec1282'}, {'level': 119, 'digest_hex': 'd0a61c7ac5401326b838b6bf0c6d7d4217efa9332a364666295bab1d6bc93e0f'}, {'level': 120, 'digest_hex': 'e82c18a0048208e23b6f4f3e7f7ccbd800e0afd06cf1c591f7552d4d0b77b071'}, {'level': 121, 'digest_hex': '5557952cded0a3320f55ec59c2eaf3f9006c7059071cbad8530bb8c8ea6c6d05'}, {'level': 122, 'digest_hex': '4eeb6ded70703e86112d44ac9b808fb1761799b4df0d0f45b0418da87bbddd3d'}, {'level': 123, 'digest_hex': 'cea242bc9d7842a721789e8d98c91b7b9d8186fbe205d581cd4bbe2c0135f446'}, {'level': 124, 'digest_hex': 'e9da4645a00dfc3c1f7f5d7f1e9a1eba7c9d313b91704703fb448f02dc70446c'}, {'level': 125, 'digest_hex': '2ad43199b78d7383334f94d550d44bd4f80cfef4d927c11994d2a2c9d4d9aaed'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",0
full_cache,0,83,38,0.024998,0.003165,0,0,0.000387,0.018832,0,0,True,True,"[{'level': 117, 'digest_hex': '528e8cb3fee2b0ab4b0dab8b279dcac469ac34ad1b9eb83a3ea0173151d1fb08'}, {'level': 118, 'digest_hex': '069d63ac6bbc885c251f82652971811af873aa462105f2e40852ab254c1d4086'}, {'level': 119, 'digest_hex': '406e6bb39f79a53e30095ce4467dea298d8730d836ea82883ac8bed8f3155fa9'}, {'level': 120, 'digest_hex': '334a5360a0e4e772d6d1f9dbcfaa31eee01bc0c49b815dfb4b2ea637fad1f832'}, {'level': 121, 'digest_hex': 'e4d91a5532f0882e1b38519fb2b0dc79810a9e9e91c8f8b3cb2185f4f2a9afd1'}, {'level': 122, 'digest_hex': '0c1be2f9bfd77b3ef8283cd17d3b58b6ed521d3a2535bb2a0888ac77d1f1ed31'}, {'level': 123, 'digest_hex': '820bfb931f48dcbeaea4daf3e92b49f3baa15f122a2a533c60504c72a7f4bbfd'}, {'level': 124, 'digest_hex': 'eaf61524d1f986b700746029c61d214e73ada671af3c20ef277aff71dbe3537b'}, {'level': 125, 'digest_hex': '1f7833108f5253ddbe8504072cbcec15e7b9d14340b2b4bd473c19c1883dad19'}, {'level': 126, 'digest_hex': 'f018bce1c75dbf694db7dd27dfc6faae13b8952bbc7f1474a863487738696a4c'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",0
full_cache,0,84,145,0.027915,0.006305,0,0,0.000291,0.018753,0,0,True,True,"[{'level': 120, 'digest_hex': 'ed30a75d8888b9f9e77792b3b14dda8ec538abbadfcdab04fb568f8a0e995b44'}, {'level': 121, 'digest_hex': '4ea00f0244af521bf102bd50b2cfde6f7df95875c1e3ba947b0ae239474e513a'}, {'level': 122, 'digest_hex': '36c38a828c2dc75640d644db9c163c51308ca485e7b47c93d9e6112c36df9a5a'}, {'level': 123, 'digest_hex': '09ec564fa4f27a22f017e0edc3e65ae9d07295b0892676f4cdf7e4fd3c350f4b'}, {'level': 124, 'digest_hex': 'e11955940a41607baf5a59f89fd6bc8080e17649e298c133d9aac99a20126bef'}, {'level': 125, 'digest_hex': '4cb37f60530ff2f9a94ee1075351ac9a725323e6a2014bda2d126be7d3ca65e0'}, {'level': 126, 'digest_hex': 'f018bce1c75dbf694db7dd27dfc6faae13b8952bbc7f1474a863487738696a4c'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",0
full_cache,0,85,385,0.024334,0.002633,0,0,0.000311,0.018741,0,0,True,True,"[{'level': 118, 'digest_hex': 'c7ca8da8f40bc1050b26330b02a5a6ece520bbf5490b7fa8808f57d602ebdb1a'}, {'level': 119, 'digest_hex': 'e6dbeca7a8678175d7e3e5d82e1c2420bf054d88349c280ed1aeaa6a2de8f405'}, {'level': 120, 'digest_hex': 'f45ce3a611ec9ed44fc796ea5c542f754aa8218fbcc411319546b63f0ecd8018'}, {'level': 121, 'digest_hex': '3aa4dcfa0fefef102a1e3e2c048e8123370db989afc460de3e9ac68326390b56'}, {'level': 122, 'digest_hex': 'c8625edc563e4a4fd0256c282b42c53655764e3daa4f9f3e167eaefdb7e4553a'}, {'level': 123, 'digest_hex': 'd81b612e27733710c9d9297284d764d95406a24f8887514ed213d96b40afec4d'}, {'level': 124, 'digest_hex': '2b3e4e4888f70b7063cb6f676c0edd147eb862201bff0f844b47fdffefddc91f'}, {'level': 125, 'digest_hex': '29b54295362e29301d8f133a39bc7261fa5e7c58a70853fefbc70df871218774'}, {'level': 126, 'digest_hex': 'f8aed5f51b0d7e2c672656f155f94ee8dfb0e931b76eec22a3dde98cdb700187'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",0
full_cache,0,86,501,0.024183,0.002487,0,0,0.000276,0.018722,0,0,True,True,"[{'level': 115, 'digest_hex': '16d28641de7133df4d25e2ca2b600effef23cd2fb741b96894a1cdf1ec54b9ac'}, {'level': 120, 'digest_hex': 'd99f64e176b60e655251158b39f967af28b9793ef0eada4fba17ecc61f9ca361'}, {'level': 121, 'digest_hex': '41a36cce3987e96120ce247ea65f1ae9bfde0771db90f6b6a14692599dd8a4c1'}, {'level': 122, 'digest_hex': '59bac067d81361bfd9760f999332680c13d0367dce182fd77d3a0ec802f12bf9'}, {'level': 123, 'digest_hex': '370b392d52316915e5f8be4593556e233d77e47d94291b929ab68c28f4bd92ad'}, {'level': 124, 'digest_hex': 'd2832a57b6a7b9a517b507f057b5c273ede65365a07118dca6af725cc4eb0b97'}, {'level': 125, 'digest_hex': '2546bc49263f0a573e7688064996c44bd523df41f08e940b182356e68d07e16b'}, {'level': 126, 'digest_hex': 'cea7b244eb5e5135d8edb4657ff89bed666ca228019f2679005cdf2381f837eb'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",0
full_cache,0,87,140,0.02897,0.004593,0,0,0.000302,0.021123,0,0,True,True,"[{'level': 115, 'digest_hex': 'ce1636dde95246029bb441587b3f96231238cd6031bd697445f7390a743dfbbe'}, {'level': 121, 'digest_hex': '87d0d2c2c71305caf0b08772f925bb6fd20a75a63a0bd6fa652772af17b24068'}, {'level': 122, 'digest_hex': '11ced7436def318a6160c329daaf6861256b6c2dad75a9dd59f5c84a9837fbad'}, {'level': 123, 'digest_hex': '644aa1dbbfe4f72cea920026f1465d61d4074d9da54fd99b7962d3449353b428'}, {'level': 124, 'digest_hex': '464c2138f45615065ead9496fab09b2d4e50008d15c9856548f0d5b097be6913'}, {'level': 125, 'digest_hex': '554944124c280a5e0937efba4bf2115340ec2dc0b87b6de022065b0e5f9b20c5'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",0
full_cache,0,88,243,0.029651,0.003701,0,0,0.000415,0.021259,0,0,True,True,"[{'level': 119, 'digest_hex': 'd3e30cfb061467544d8c832df831c3f013e736674c37ffd9d41d78a89753bff9'}, {'level': 120, 'digest_hex': '01707c68c543ffdad2b6c666a4af91bfdfad014b79f0655abda96ca358fde7b3'}, {'level': 121, 'digest_hex': '42560f3e5db96d7e0a85f12693f0576ccf18c507b59f134206150a836f167b7e'}, {'level': 122, 'digest_hex': '08c5e50bcd43041d42566c96f9848d94a63335b8348a3e80a7104ad2a407016f'}, {'level': 123, 'digest_hex': 'ceb9ea6cbee5ff32b823e29436f0404bfe5ce1efabc66bf84408675f0b5c6066'}, {'level': 124, 'digest_hex': 'c8ce229f49326e06763bbd2ce799c0115162808d721d483bd1ca14760972c0a8'}, {'level': 125, 'digest_hex': '554944124c280a5e0937efba4bf2115340ec2dc0b87b6de022065b0e5f9b20c5'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",0
full_cache,0,89,32,0.02925,0.004877,0,0,0.000332,0.021133,0,0,True,True,"[{'level': 115, 'digest_hex': '01304a8712177e427b68ad9691375e8c514a358eb4a8aa6d26865804221956f0'}, {'level': 117, 'digest_hex': '4bbe4d7008ced0414eb00f9cda973b351b368ddb2319ccf5cb038fc395e0de33'}, {'level': 119, 'digest_hex': '14b3c28111acb82b2f6239224a088977df980c64a63cab5b0ae233c981d47033'}, {'level': 121, 'digest_hex': '31bc23c0251213a0fafa1ce239c9db1f0dfbc9a03deb4f72069c33c5c7b4e345'}, {'level': 122, 'digest_hex': '8df6268af24ce7c5ccafa91dca0e30cc6488d2cef2526c2678297d285c26aacf'}, {'level': 123, 'digest_hex': 'cc6b8313dac2e5867b308581a7c5a8f45a3d947f74a5e107724814fad89f6206'}, {'level': 124, 'digest_hex': '8d85ea0c89253e54a54385efe42dac1c10a14d6977561fa0118b9c9c2b44700a'}, {'level': 125, 'digest_hex': '055020f61f398fbf2d121b08bbf652475507d1bdb3be20b8cc8198d4644331fc'}, {'level': 126, 'digest_hex': 'cea7b244eb5e5135d8edb4657ff89bed666ca228019f2679005cdf2381f837eb'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",0
full_cache,0,90,466,0.035443,0.009938,0,0,0.000554,0.021223,0,0,True,True,"[{'level': 114, 'digest_hex': '9a93abd240b90f124ae3a84b5eed3ab2618701ca089e228dc5ab9548b909b228'}, {'level': 118, 'digest_hex': '25e34d5d3992fa219f8ece5945dbb9436ba5e5b4c462a503871171a31f8d6d94'}, {'level': 120, 'digest_hex': '6fa7da53fff8d5b530833c5115273a8573894c84a822bbfa383aad6bab963359'}, {'level': 121, 'digest_hex': '6b1dc026d75d6f08a5d34aa3707528c360d5da9d366e6357b61de4c172a6bd82'}, {'level': 122, 'digest_hex': 'eff08c51189db67d2ed50c03107c810aa1594ae44b2a17afba1006ed4b07ed65'}, {'level': 123, 'digest_hex': '88b017c9364d14722cec9f47e0367f046ad0d0487e5760d9c66d12c79e4a7015'}, {'level': 124, 'digest_hex': '464c2138f45615065ead9496fab09b2d4e50008d15c9856548f0d5b097be6913'}, {'level': 125, 'digest_hex': '554944124c280a5e0937efba4bf2115340ec2dc0b87b6de022065b0e5f9b20c5'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",0
full_cache,0,91,414,0.026877,0.002685,0,0,0.00023,0.021115,0,0,True,True,"[{'level': 116, 'digest_hex': 'dc247c4b652991a37b8b477d1c76fd20907848525239444dc1001102d20533b2'}, {'level': 121, 'digest_hex': '1178ad2ebb07ebe45e7a66eae259cd5d4a66b141b9fec74734d68576d1af2a3f'}, {'level': 122, 'digest_hex': 'ee454f377570a892bcaa1a70fb74e437ed9606ba1ac170c80dfc13a839eec501'}, {'level': 123, 'digest_hex': 'eb1c11e6f02a78511163919053383a35b34b5172a60ef829729d970c2125ec0c'}, {'level': 124, 'digest_hex': 'e11955940a41607baf5a59f89fd6bc8080e17649e298c133d9aac99a20126bef'}, {'level': 125, 'digest_hex': '4cb37f60530ff2f9a94ee1075351ac9a725323e6a2014bda2d126be7d3ca65e0'}, {'level': 126, 'digest_hex': 'f018bce1c75dbf694db7dd27dfc6faae13b8952bbc7f1474a863487738696a4c'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",0
