method,repeat,sample_index,ct_index,end_to_end_ms,record_hash_and_routing_ms,query_generation_ms,serialize_transport_answer_ms,decode_ms,assembly_rootcheck_ms,upload_wire_bytes,download_wire_bytes,valid_root,corruption_rejected,recovered_siblings,logical_queries
first_fit,2,49,274,7.23528,0.012683,6.405681,0.286535,0.517968,0.011188,8656,8912,True,True,"[{'level': 119, 'digest_hex': '4f879d7f5187ba180848b8712552730ea79cf438960b74775b58fd0f67c9f33b'}, {'level': 120, 'digest_hex': 'f6b501f81db52fd0daa0e33b3386dea02eef4725001e907e4c8821b9ea1d61f6'}, {'level': 121, 'digest_hex': 'c91933d36aeff93e51a5f3160ddcd6c4977377a15965ba4910b581bdebdbb09f'}, {'level': 122, 'digest_hex': 'd7f1008cbbd8145e26307f94cb013b4fee808e55bcbe098274a8a3451c4cd831'}, {'level': 123, 'digest_hex': '5f7e3a740c33506fd2b2e40e9c6e48ac236faafe9441ad69909a746aaf66d255'}, {'level': 124, 'digest_hex': '940faa7ec3211b8d9c377f94ab042689800a3f308bf636ddf78f6214975bd090'}, {'level': 125, 'digest_hex': '2ad43199b78d7383334f94d550d44bd4f80cfef4d927c11994d2a2c9d4d9aaed'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
first_fit,2,50,444,9.072408,0.012893,7.946635,0.63362,0.46679,0.011619,8656,8912,True,True,"[{'level': 119, 'digest_hex': '7701701e49de3315de357f94012b87dee568245a586697c2c280aa441aefe4cc'}, {'level': 121, 'digest_hex': '641bf19847d2e5fad6b8da85c6c8375ff83aef14616a07a12ccd01a49e8b25da'}, {'level': 122, 'digest_hex': '36ebf1a38ae27159ea70faf6aa1078e5562afdd0d53da6f6f6a7ebbdfd719966'}, {'level': 123, 'digest_hex': '786d95adeb70a5535d0d6247cbcca36a151f8954228a51221a91ad082845e961'}, {'level': 124, 'digest_hex': 'c8ce229f49326e06763bbd2ce799c0115162808d721d483bd1ca14760972c0a8'}, {'level': 125, 'digest_hex': '554944124c280a5e0937efba4bf2115340ec2dc0b87b6de022065b0e5f9b20c5'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
first_fit,2,51,189,7.525647,0.009103,6.650628,0.298041,0.555393,0.011562,8656,8912,True,True,"[{'level': 117, 'digest_hex': 'a3f9322a71d9b028c7d8e9e951628bdd92e9012c3dbb61b11e58e2a398de59b3'}, {'level': 119, 'digest_hex': '060a038c4291c385dec6cc49e17c7d223ddbf3943074c4b87b0c5d911c785bbc'}, {'level': 120, 'digest_hex': '1b1ae4dcbcaf32e91f6e5868717b688f531d84cabd1950e12ab3ce730d41d291'}, {'level': 121, 'digest_hex': '91e61f41affe611923fd7d3a9cc22c4d3fc89211678f695bbb70bdc157f846df'}, {'level': 122, 'digest_hex': '61a017afa41e5c2f120eaa97473c4d51967be33c07c06f6ea8b6366a692bcdb1'}, {'level': 123, 'digest_hex': '6e01597c391da5ce9f72f7892871a934feeae4781f6c2bd24cad8d6f120ff637'}, {'level': 124, 'digest_hex': 'd2832a57b6a7b9a517b507f057b5c273ede65365a07118dca6af725cc4eb0b97'}, {'level': 125, 'digest_hex': '2546bc49263f0a573e7688064996c44bd523df41f08e940b182356e68d07e16b'}, {'level': 126, 'digest_hex': 'cea7b244eb5e5135d8edb4657ff89bed666ca228019f2679005cdf2381f837eb'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",13
first_fit,2,52,430,8.755333,0.009593,7.360387,0.864056,0.506385,0.01411,8656,8912,True,True,"[{'level': 117, 'digest_hex': 'e31dc8b1b16a55a63ec135b4177a2cb25806a3e59c4a2115198bc1d173abd09a'}, {'level': 118, 'digest_hex': '5696768e0579daa22064ddaeef9e4754de20c63f2f47d0123054458b4380d04a'}, {'level': 120, 'digest_hex': 'ae14f0d35dd73093405e2ded406ced4d1ac2167c10d11da98b49a475ca1d0f1d'}, {'level': 121, 'digest_hex': '07c94b338c536acc5b4649693c7428b4ac61fa3e30814c975703302a24828d1f'}, {'level': 122, 'digest_hex': '84263ff5007dd1c589d4d4117e15acc83b99cf7044e07f6230591a41a31375d1'}, {'level': 123, 'digest_hex': 'a40584a12f1377ad4892e01c64d8d9bad23337021003f0d47c7b989819d3e07f'}, {'level': 124, 'digest_hex': 'eaf61524d1f986b700746029c61d214e73ada671af3c20ef277aff71dbe3537b'}, {'level': 125, 'digest_hex': '1f7833108f5253ddbe8504072cbcec15e7b9d14340b2b4bd473c19c1883dad19'}, {'level': 126, 'digest_hex': 'f018bce1c75dbf694db7dd27dfc6faae13b8952bbc7f1474a863487738696a4c'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",13
first_fit,2,53,63,7.723287,0.011563,6.945332,0.249837,0.503881,0.011866,8656,8912,True,True,"[{'level': 119, 'digest_hex': '2f2e5ab8d7f52f5cd2bcfb615c4fc3c346dd807f7dd8cc34fc784ce600b3c2c9'}, {'level': 120, 'digest_hex': '9ec4ff757d99013571011ff9172278ad85ce77080012d1e07a423619916de9a3'}, {'level': 121, 'digest_hex': 'bf33d47065d46303b4796e2014b4b9fc9993eade2a4cd8bc904d0f5f231a8117'}, {'level': 122, 'digest_hex': 'e993bd92d71374d5202edd61a64ff4aa5e8db9eeb44d5a92dd6b03708a671a5e'}, {'level': 123, 'digest_hex': '7954bb8a7854906cf307b5141a0f0514da57248afac74a9599ccf0ba58208e7b'}, {'level': 124, 'digest_hex': 'e9da4645a00dfc3c1f7f5d7f1e9a1eba7c9d313b91704703fb448f02dc70446c'}, {'level': 125, 'digest_hex': '2ad43199b78d7383334f94d550d44bd4f80cfef4d927c11994d2a2c9d4d9aaed'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
first_fit,2,54,144,12.672007,0.009531,11.284389,0.792615,0.567777,0.016899,8656,8912,True,True,"[{'level': 115, 'digest_hex': '95e6d1abbfa8af73d72541dbab78df7eeb146f8d5f37cad571a0e67118a1dcb9'}, {'level': 120, 'digest_hex': '237e1e89b2418406ac620d81749ebafb4a2bf00332bae2841be459d887c134be'}, {'level': 121, 'digest_hex': '12b78965052d1e673bbcf0216d973c433925f3596b15dec2e4eaeaf4fd1f6854'}, {'level': 122, 'digest_hex': '40c76acff13331863f876e84718acb9f906622e3883fc519b0b254da8e56c226'}, {'level': 123, 'digest_hex': 'ceb9ea6cbee5ff32b823e29436f0404bfe5ce1efabc66bf84408675f0b5c6066'}, {'level': 124, 'digest_hex': 'c8ce229f49326e06763bbd2ce799c0115162808d721d483bd1ca14760972c0a8'}, {'level': 125, 'digest_hex': '554944124c280a5e0937efba4bf2115340ec2dc0b87b6de022065b0e5f9b20c5'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
first_fit,2,55,86,8.760891,0.014313,7.735286,0.367618,0.629214,0.013215,8656,8912,True,True,"[{'level': 118, 'digest_hex': '135502c24f336083893871248bb44e65385b7e3482a962ad508e16aa65d6c882'}, {'level': 120, 'digest_hex': '27cbc9c543a9ee0500b950b172e5ed954681794f56f4bd4304ea14d46c5edaec'}, {'level': 121, 'digest_hex': '385fad20e3dedca1fa13bc77b6c067593f5b98f790f1d21ff9f4c83a16ce694f'}, {'level': 122, 'digest_hex': '4460c0eaeaeaa688059750939e8f05d2c7f57e3cc47ec5055e460c5f17f21fa4'}, {'level': 123, 'digest_hex': 'b2a45cdaf0ceb25b13c3d9f311da9bb916d74d3b7c5f51c4a0ac16e87d3c77f9'}, {'level': 124, 'digest_hex': 'f8a012750665f55ef6560fa3b29892c9a18e0689b6513dd1b23cde2e9df30f41'}, {'level': 125, 'digest_hex': '2546bc49263f0a573e7688064996c44bd523df41f08e940b182356e68d07e16b'}, {'level': 126, 'digest_hex': 'cea7b244eb5e5135d8edb4657ff89bed666ca228019f2679005cdf2381f837eb'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",13
first_fit,2,56,481,8.031634,0.012121,7.208524,0.307856,0.490566,0.011908,8656,8912,True,True,"[{'level': 111, 'digest_hex': '8002e15eb70f21e2561768b89459a23c72c611c9bcdc83ba94318e7370a495d0'}, {'level': 119, 'digest_hex': 'eac68298b6b65190dd5c8c08c33e1782fdd260c8c9b69eff9d74c83cd14d2c60'}, {'level': 120, 'digest_hex': 'de4990a01ae86cd2ce2b76fff05067649f708278f231475c84a785a158e3c57a'}, {'level': 121, 'digest_hex': '8e1948aeb7b21d4e39fb51ff179d592a0453873b931e0906a2b1656e0b846184'}, {'level': 122, 'digest_hex': '99a690aed5979b62addad5652288290fab419aed780a3e4dd7dbed61cbd90dca'}, {'level': 123, 'digest_hex': 'cea242bc9d7842a721789e8d98c91b7b9d8186fbe205d581cd4bbe2c0135f446'}, {'level': 124, 'digest_hex': 'e9da4645a00dfc3c1f7f5d7f1e9a1eba7c9d313b91704703fb448f02dc70446c'}, {'level': 125, 'digest_hex': '2ad43199b78d7383334f94d550d44bd4f80cfef4d927c11994d2a2c9d4d9aaed'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
first_fit,2,57,136,11.087757,0.013293,10.151414,0.513518,0.396456,0.01169,8656,8912,True,True,"[{'level': 118, 'digest_hex': '95f6f9d07a2e1b47dea664e723ffdc162b0fff907648674c2cb0743fd504ccc4'}, {'level': 120, 'digest_hex': '230eb1e4a99b641ead9c90ead76a6d36b0e415f2d0fbeb2eb762ee8f364e1b71'}, {'level': 121, 'digest_hex': '8e1948aeb7b21d4e39fb51ff179d592a0453873b931e0906a2b1656e0b846184'}, {'level': 122, 'digest_hex': '99a690aed5979b62addad5652288290fab419aed780a3e4dd7dbed61cbd90dca'}, {'level': 123, 'digest_hex': 'cea242bc9d7842a721789e8d98c91b7b9d8186fbe205d581cd4bbe2c0135f446'}, {'level': 124, 'digest_hex': 'e9da4645a00dfc3c1f7f5d7f1e9a1eba7c9d313b91704703fb448f02dc70446c'}, {'level': 125, 'digest_hex': '2ad43199b78d7383334f94d550d44bd4f80cfef4d927c11994d2a2c9d4d9aaed'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
first_fit,2,58,297,7.941179,0.010865,6.935972,0.361254,0.616579,0.014243,8656,8912,True,True,"[{'level': 120, 'digest_hex': 'c1680eb6380f6c7eba67759668b89476cab417323840781a27bb9b27c2b58ab6'}, {'level': 121, 'digest_hex': 'a5baa298902ea9016418a7382f457660afabe8a032cb24da70252f8a4bc2b174'}, {'level': 122, 'digest_hex': '977e215801500c5117a9bac5368653a8406623854e0248258866cfc10c24c7a2'}, {'level': 123, 'digest_hex': 'b9d64f309a42c77890d1eb8bc14d6c8fffb17d0477da1ce06a6d6ec2ee0559a5'}, {'level': 124, 'digest_hex': '490c1540bff5d98a1d7ba2f50745b9edea69e517e1aba4ff73b043d6df7c52a8'}, {'level': 125, 'digest_hex': '9634a15ce604cf0e60008cffe0ecef82724be038d589cb28eb123db460060698'}, {'level': 126, 'digest_hex': 'f8aed5f51b0d7e2c672656f155f94ee8dfb0e931b76eec22a3dde98cdb700187'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
first_fit,2,59,132,10.371552,0.011697,9.172317,0.668754,0.506233,0.011762,8656,8912,True,True,"[{'level': 118, 'digest_hex': 'ca680f3802734deed51545a5e49ed11ba99d7ad35947afb4a98e7d50efade7be'}, {'level': 120, 'digest_hex': 'de75b36a3b8adf4f18eb639e04fc2ea601a0593f860b3a79845f7f46d7f971de'}, {'level': 121, 'digest_hex': 'f543226bdae8df1a13b7d5fcebc23bc7c0f5cdb7faf708fce065c87640f80d9e'}, {'level': 122, 'digest_hex': 'd7fe157de64bc8eb61877e205c9c9776b1ead2ff1bf7752686d9c6f91481c6dd'}, {'level': 123, 'digest_hex': '8f5a93a6b87a32b8e12945e613ff886ea27e8535982cecd11941ef467ec414c4'}, {'level': 124, 'digest_hex': '36d32a34b01ea9580c701559fb8ac88bba8a2c82d43a84608e1ca2d91ea72216'}, {'level': 125, 'digest_hex': '055020f61f398fbf2d121b08bbf652475507d1bdb3be20b8cc8198d4644331fc'}, {'level': 126, 'digest_hex': 'cea7b244eb5e5135d8edb4657ff89bed666ca228019f2679005cdf2381f837eb'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",13
first_fit,2,60,33,7.940112,0.010962,6.979017,0.28526,0.650304,0.013489,8656,8912,True,True,"[{'level': 120, 'digest_hex': '237aa9958863b3b9c26168f02e82e5951dc21d26340abc4ece91ed4aee85ec7a'}, {'level': 121, 'digest_hex': '050fba137eb2e6e66fa4cad1841db1d5932d2e34a599e8b60fa3a73cfd5a688d'}, {'level': 122, 'digest_hex': 'd5d7c2b81b077b07c17d7bbd0a51a677eb8db0086f4a403f6e5f3f4ae6d69b67'}, {'level': 123, 'digest_hex': '6e01597c391da5ce9f72f7892871a934feeae4781f6c2bd24cad8d6f120ff637'}, {'level': 124, 'digest_hex': 'd2832a57b6a7b9a517b507f057b5c273ede65365a07118dca6af725cc4eb0b97'}, {'level': 125, 'digest_hex': '2546bc49263f0a573e7688064996c44bd523df41f08e940b182356e68d07e16b'}, {'level': 126, 'digest_hex': 'cea7b244eb5e5135d8edb4657ff89bed666ca228019f2679005cdf2381f837eb'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",13
first_fit,2,61,22,9.090688,0.012347,8.327861,0.263036,0.474668,0.011857,8656,8912,True,True,"[{'level': 120, 'digest_hex': '15a3b9b09067dee71fc3eb9e6f0d6b9382226af3a22a23ef6b5d23ff5806409c'}, {'level': 121, 'digest_hex': '263c765bda17038551f7d9040f66ad1a1f261dcababb9b92a85cfa46e494db02'}, {'level': 122, 'digest_hex': '1af4f9a8709496df4b6cfa9be973f85c50fde45cb109913e56aae04424b620bb'}, {'level': 123, 'digest_hex': 'eb1c11e6f02a78511163919053383a35b34b5172a60ef829729d970c2125ec0c'}, {'level': 124, 'digest_hex': 'e11955940a41607baf5a59f89fd6bc8080e17649e298c133d9aac99a20126bef'}, {'level': 125, 'digest_hex': '4cb37f60530ff2f9a94ee1075351ac9a725323e6a2014bda2d126be7d3ca65e0'}, {'level': 126, 'digest_hex': 'f018bce1c75dbf694db7dd27dfc6faae13b8952bbc7f1474a863487738696a4c'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",13
first_fit,2,62,366,12.040697,0.008897,10.817629,0.712983,0.488098,0.011868,8656,8912,True,True,"[{'level': 114, 'digest_hex': '95f6cb1b069f58c46f39e36c7823c65bfac49f8bcf4b06db3f3d272ba0c1dc77'}, {'level': 117, 'digest_hex': 'bd130cea889ccf11c98f84d0cd60653799c2386f95ca50eabba452ca7e2daacb'}, {'level': 118, 'digest_hex': '5a1ada01c8e807d57834989d48703f5410f183e8e28a8f12a78a8a5bd6286a1f'}, {'level': 119, 'digest_hex': '4bbe46f326638b61fdf7d3b9b09e7ce337c1609172c141d0081ea75569fd04a5'}, {'level': 120, 'digest_hex': '69371548ece8f3d403b4f9259a440ad4f4295eb05a0f1745b643e32390364eea'}, {'level': 121, 'digest_hex': '3980645100679a890b201f6d3823bd5db40de3f13d2a525a0742ef20359ca545'}, {'level': 122, 'digest_hex': '55c85b9abfdfd8195169e58fd34cce98681f056a40916ef15e7da439a143faf0'}, {'level': 123, 'digest_hex': '9da1ea9e327729baad723d2fa8637a3a50418f6e37a167dcb3437c815b9ee2ec'}, {'level': 124, 'digest_hex': 'a9fcf9cfb5c95663e19395f60af02f47ee5aebcafff367fab21debad547677fb'}, {'level': 125, 'digest_hex': '29b54295362e29301d8f133a39bc7261fa5e7c58a70853fefbc70df871218774'}, {'level': 126, 'digest_hex': 'f8aed5f51b0d7e2c672656f155f94ee8dfb0e931b76eec22a3dde98cdb700187'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
first_fit,2,63,123,7.770594,0.010603,6.68864,0.424127,0.632849,0.013002,8656,8912,True,True,"[{'level': 119, 'digest_hex': 'd3a3fe83baa64459f86a0fc3f95a7c8633ec7b4981c1bc298e75ab8f2fa88ab0'}, {'level': 120, 'digest_hex': '5db65bff3e1ea2472c8f21a62c608d9dbb0a035511445f4ca614a2b7b27b3b8f'}, {'level': 121, 'digest_hex': 'b4d0e5ef184aa72fb7b33f687fe588fe004478b68b1ad67ccabe3da1899123e6'}, {'level': 122, 'digest_hex': 'ee4d3f6c6e0fa6149def4814a7816b5b049daacb57284070dcc3d833f3f86e4f'}, {'level': 123, 'digest_hex': '637ac5e48e0d9290adb0307181009f27d9257eaecc2d394ff0cf0e7a7a70f36c'}, {'level': 124, 'digest_hex': '8d85ea0c89253e54a54385efe42dac1c10a14d6977561fa0118b9c9c2b44700a'}, {'level': 125, 'digest_hex': '055020f61f398fbf2d121b08bbf652475507d1bdb3be20b8cc8198d4644331fc'}, {'level': 126, 'digest_hex': 'cea7b244eb5e5135d8edb4657ff89bed666ca228019f2679005cdf2381f837eb'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",13
first_fit,2,64,335,7.649841,0.011831,6.816976,0.262388,0.544063,0.013357,8656,8912,True,True,"[{'level': 116, 'digest_hex': 'a7e1acb122c93f7aaa0109265f9c768eec94b0d0e3198eeb6b46efceb0dbcde7'}, {'level': 117, 'digest_hex': 'ff90cac04d6a89c4c8d2d0101e9909025a3760ed5ea503a972eac258b95887ac'}, {'level': 119, 'digest_hex': '13b59fb645849fdc933ca6fd2df6803ef23c4d41755ab15dc434fcc0609bef13'}, {'level': 120, 'digest_hex': 'bf8658aefb13b46040625ad56ab39621b5d789ef3014595ae78987ad3886a6c1'}, {'level': 121, 'digest_hex': '269f248f81aa1b87a8ab92ce4a3d6d1969fe820b128f5ec4133655f43125f7aa'}, {'level': 122, 'digest_hex': '11ced7436def318a6160c329daaf6861256b6c2dad75a9dd59f5c84a9837fbad'}, {'level': 123, 'digest_hex': '644aa1dbbfe4f72cea920026f1465d61d4074d9da54fd99b7962d3449353b428'}, {'level': 124, 'digest_hex': '464c2138f45615065ead9496fab09b2d4e50008d15c9856548f0d5b097be6913'}, {'level': 125, 'digest_hex': '554944124c280a5e0937efba4bf2115340ec2dc0b87b6de022065b0e5f9b20c5'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
first_fit,2,65,169,13.278177,0.011222,12.128026,0.722484,0.403662,0.011882,8656,8912,True,True,"[{'level': 118, 'digest_hex': '4467d5c2980bdaae70b03d4c7ce8ed1cae1d694ffdde44430b4ca6c450d5e510'}, {'level': 119, 'digest_hex': '02cf90a71ed73400e9e656ec2530b5ea980647a82d5bf2e32c31dc28e09ea28b'}, {'level': 120, 'digest_hex': '605785ff85e1c819cd351921b719b9e5ec76f87cac402966f3cc21ed290f02b0'}, {'level': 121, 'digest_hex': 'a1dd086a4fd486bbce8a0b986b0f4ef3d17736405254e68aec7c23f969ada44d'}, {'level': 122, 'digest_hex': '2f43cdfc608143c522269b43eb01808778438b46d39eb2dd44dd54eeaab1fb2a'}, {'level': 123, 'digest_hex': 'abfc74a373420455bb426936183eaa06e6dc5793592c1328c251aa7e95dce20f'}, {'level': 124, 'digest_hex': '2b3e4e4888f70b7063cb6f676c0edd147eb862201bff0f844b47fdffefddc91f'}, {'level': 125, 'digest_hex': '29b54295362e29301d8f133a39bc7261fa5e7c58a70853fefbc70df871218774'}, {'level': 126, 'digest_hex': 'f8aed5f51b0d7e2c672656f155f94ee8dfb0e931b76eec22a3dde98cdb700187'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
first_fit,2,66,363,7.831537,0.012023,7.057808,0.269998,0.478565,0.01227,8656,8912,True,True,"[{'level': 119, 'digest_hex': 'bf291eb61999b7c8c09d5ee7340d51b273edcc8b0095a26ec2abd3ccb84dcced'}, {'level': 120, 'digest_hex': 'f77ecb73a6ed7f9c9ed6e367a9f4dd040788da2dbd0175d5419dc741c5da7095'}, {'level': 121, 'digest_hex': '764e39870f1ab1666c0ffcab319a03b176ff28f26892763f29a0e9109400fdc6'}, {'level': 122, 'digest_hex': '468706e7def5a0f10e1e01722cfabb3435f4457c8e2ea18f6d6067b2e4abf3a8'}, {'level': 123, 'digest_hex': '637ac5e48e0d9290adb0307181009f27d9257eaecc2d394ff0cf0e7a7a70f36c'}, {'level': 124, 'digest_hex': '8d85ea0c89253e54a54385efe42dac1c10a14d6977561fa0118b9c9c2b44700a'}, {'level': 125, 'digest_hex': '055020f61f398fbf2d121b08bbf652475507d1bdb3be20b8cc8198d4644331fc'}, {'level': 126, 'digest_hex': 'cea7b244eb5e5135d8edb4657ff89bed666ca228019f2679005cdf2381f837eb'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",13
first_fit,2,67,195,8.46118,0.012458,7.23076,0.566055,0.639006,0.011891,8656,8912,True,True,"[{'level': 119, 'digest_hex': '1f70978d43edf9a03b995ee0f9f4d11b5bc1f84c35b05ecad8f10280f5eca9d0'}, {'level': 120, 'digest_hex': '0505eecd5296442075afdc1c4219900514cea7a803e2eea24923d8fefbcc053f'}, {'level': 121, 'digest_hex': 'a5baa298902ea9016418a7382f457660afabe8a032cb24da70252f8a4bc2b174'}, {'level': 122, 'digest_hex': '977e215801500c5117a9bac5368653a8406623854e0248258866cfc10c24c7a2'}, {'level': 123, 'digest_hex': 'b9d64f309a42c77890d1eb8bc14d6c8fffb17d0477da1ce06a6d6ec2ee0559a5'}, {'level': 124, 'digest_hex': '490c1540bff5d98a1d7ba2f50745b9edea69e517e1aba4ff73b043d6df7c52a8'}, {'level': 125, 'digest_hex': '9634a15ce604cf0e60008cffe0ecef82724be038d589cb28eb123db460060698'}, {'level': 126, 'digest_hex': 'f8aed5f51b0d7e2c672656f155f94ee8dfb0e931b76eec22a3dde98cdb700187'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
first_fit,2,68,489,10.693423,0.013427,9.477666,0.671475,0.517669,0.011473,8656,8912,True,True,"[{'level': 120, 'digest_hex': '962c502219590c1c528acd0a68bc9f4e22c254b128c025e136cb561c13d5995a'}, {'level': 121, 'digest_hex': '1c4b359a7ea6a11ea3e511f286f5237fabd1f55ed2d0e371933ec3ad17646d7b'}, {'level': 122, 'digest_hex': 'e993bd92d71374d5202edd61a64ff4aa5e8db9eeb44d5a92dd6b03708a671a5e'}, {'level': 123, 'digest_hex': '7954bb8a7854906cf307b5141a0f0514da57248afac74a9599ccf0ba58208e7b'}, {'level': 124, 'digest_hex': 'e9da4645a00dfc3c1f7f5d7f1e9a1eba7c9d313b91704703fb448f02dc70446c'}, {'level': 125, 'digest_hex': '2ad43199b78d7383334f94d550d44bd4f80cfef4d927c11994d2a2c9d4d9aaed'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
first_fit,2,69,292,7.394828,0.010472,6.567732,0.331393,0.471748,0.012376,8656,8912,True,True,"[{'level': 117, 'digest_hex': '53d442ebafd53088d829628cf003a6ca10bb9e8e84fae91869be7079f91ddb5f'}, {'level': 119, 'digest_hex': '8ceb31e02febc4b41270b818402496af9480465fa94d85545a48668e5a028581'}, {'level': 120, 'digest_hex': '5d3391bd43a08d72fe369d440a94c89310dd5c05a8533df9f46ea0f662fc2fb4'}, {'level': 121, 'digest_hex': '87e3ce64e66c61dae00e08cbe7a3d18931057aa9d327eb26841416afb6eab8d4'}, {'level': 122, 'digest_hex': '84263ff5007dd1c589d4d4117e15acc83b99cf7044e07f6230591a41a31375d1'}, {'level': 123, 'digest_hex': 'a40584a12f1377ad4892e01c64d8d9bad23337021003f0d47c7b989819d3e07f'}, {'level': 124, 'digest_hex': 'eaf61524d1f986b700746029c61d214e73ada671af3c20ef277aff71dbe3537b'}, {'level': 125, 'digest_hex': '1f7833108f5253ddbe8504072cbcec15e7b9d14340b2b4bd473c19c1883dad19'}, {'level': 126, 'digest_hex': 'f018bce1c75dbf694db7dd27dfc6faae13b8952bbc7f1474a863487738696a4c'}, {'level': 127, 'digest_hex': 'e7f13443ae48a820bd75cbdf526e4928f6a091731de031108d9bf7ee756b519a'}]",13
first_fit,2,70,343,10.351124,0.010561,8.812609,1.017546,0.496468,0.012694,8656,8912,True,True,"[{'level': 119, 'digest_hex': '4e6b9953dbb6602aa49365ae05b0a5c33d4b9ac3ac7f6941ab4c0016525bc4d5'}, {'level': 120, 'digest_hex': 'f6b501f81db52fd0daa0e33b3386dea02eef4725001e907e4c8821b9ea1d61f6'}, {'level': 121, 'digest_hex': 'c91933d36aeff93e51a5f3160ddcd6c4977377a15965ba4910b581bdebdbb09f'}, {'level': 122, 'digest_hex': 'd7f1008cbbd8145e26307f94cb013b4fee808e55bcbe098274a8a3451c4cd831'}, {'level': 123, 'digest_hex': '5f7e3a740c33506fd2b2e40e9c6e48ac236faafe9441ad69909a746aaf66d255'}, {'level': 124, 'digest_hex': '940faa7ec3211b8d9c377f94ab042689800a3f308bf636ddf78f6214975bd090'}, {'level': 125, 'digest_hex': '2ad43199b78d7383334f94d550d44bd4f80cfef4d927c11994d2a2c9d4d9aaed'}, {'level': 126, 'digest_hex': '35e2dda1a2677dba5da516466d1a50d02a455a9289f2df1ec9c1e95ba1e7ad96'}, {'level': 127, 'digest_hex': '725e822aac00e436e65de553a79089ba2661ee3e4f7140e21fc76f162f1225aa'}]",13
