dataset,height,method,repeat,sample_index,target_slot,query_ms,answer_ms,decode_ms,backend_wall_ms,routing_ms,proof_assembly_verify_ms,processing_ms,online_bytes,valid_root
Polygon broad,128,hybrid,1,0,0x414c106650eee99bb1f1501dd3f17778,19.206740999999994,0.207253,2.1311750000000007,21.610934,0.061247000019193365,0.10994600000913124,21.782127000028325,63264,True
Polygon broad,128,hybrid,1,1,0x67ce4ceb5b44c77b97b6b82ac18203ef,14.097124000000003,0.15264100000000003,2.0911830000000005,16.403686,0.02579599998853155,0.07032899998193898,16.49981099997047,63264,True
Polygon broad,128,hybrid,1,2,0x568240ea0eea95db24ac0ca973ab8f5a,14.990753000000012,0.180056,2.2178020000000007,17.447034,0.017662999994172424,0.06777000004376532,17.532467000037936,63264,True
Polygon broad,128,hybrid,1,3,0x893f240c012d5b580681d534bc0a5de8,14.573364999999999,0.16041399999999995,2.137708000000001,16.938876,0.0330560000065816,0.0676290000001245,17.039561000006707,63264,True
Polygon broad,128,hybrid,1,4,0x3db7b48790b7eaf97288bf74f14633d8,14.214609999999993,0.18864199999999998,2.118381000000001,16.581677,0.017914000011387543,0.067105999960404,16.66669699997179,63264,True
Polygon broad,128,hybrid,1,5,0x4338e0ac950a9f3c0154dd0f199a0d90,16.059372,0.18748999999999996,2.0907680000000006,18.401657,0.011081000025114918,0.17815499995776918,18.590892999982884,63264,True
Polygon broad,128,hybrid,1,6,0x15f2427c0bb614b76bd9b06db68e6d80,22.384736,0.22952099999999995,2.38549,25.111858,0.01815699999951903,0.07633699999587407,25.206351999995395,63264,True
Polygon broad,128,hybrid,1,7,0x12d7d5d3153678cb15be8a27a03cfff2,22.341686000000006,0.19822599999999999,2.4113470000000006,25.026677,0.012060000017299899,0.07245799997690483,25.111194999994204,63264,True
Polygon broad,128,hybrid,1,8,0xb02856c434c6c37bc721db6b9f1abd6a,19.591011999999996,0.18566800000000003,2.2379929999999995,22.083132,0.022902000011981727,0.07387400000880007,22.17990800002078,63264,True
Polygon broad,128,hybrid,1,9,0xa6630e571870db86e5a38856805a7dcd,15.166558000000004,0.16232600000000003,2.0450129999999986,17.435439,0.01519400001370741,0.07345000000213986,17.524083000015846,63264,True
Polygon broad,128,hybrid,1,10,0x975ec4867213ccc62d65a6efecaf7d33,21.099981999999986,0.20782000000000006,2.35706,23.75994,0.015438999980688095,0.07221700002446596,23.847596000005154,63264,True
Polygon broad,128,hybrid,1,11,0x5ad2c7073e1a22a5ec3be25559982b45,18.164052,0.1775030000000001,2.241588,20.649555,0.01156999996965169,0.07419500002470159,20.735319999994353,63264,True
Polygon broad,128,hybrid,1,12,0x88c1eebeb83e7578bb8577939c2cbe9c,14.314615000000009,0.14741099999999993,1.960351,16.496517,0.010994999968261254,0.07528300000103627,16.5827949999693,63264,True
Polygon broad,128,hybrid,1,13,0x7417cb8ede41391e9fd8df36b4e05abf,17.728329999999993,0.18957600000000002,2.050315999999999,20.051901,0.01412199998185315,0.07297500002323432,20.13899800000509,63264,True
Polygon broad,128,hybrid,1,14,0xc98038c25d79ef5859b7ad60c70a025e,14.277631000000008,0.19406700000000007,2.017487,16.544966,0.020725000013044337,0.08237299999791503,16.648064000010958,63264,True
Polygon broad,128,hybrid,1,15,0x6c2e252df937aeed80979a65a0a69926,15.839053999999997,0.20961000000000002,2.1582940000000006,18.268704,0.01233300002922988,0.09807799995087407,18.379114999980104,63264,True
Polygon broad,128,hybrid,1,16,0x513f54ec75ebd119edc8ad264c65f5b8,14.668924000000004,0.179188,2.211738000000001,17.120121,0.013840000008258357,0.07947299997113078,17.21343399997939,63264,True
Polygon broad,128,hybrid,1,17,0x7d8ddf914422395ee50ed41f7df13c8b,18.230119999999996,0.20834599999999998,2.2899440000000006,20.809598,0.01357400003598741,0.12496000005057795,20.948132000086567,63264,True
