N,U_over_B,actual_moves,actual_n,actual_passes,algorithm,archived_original_result_sha256,checkpoint_validation_io_s,coloring_s,compact_extractor,converged,depth_active_queries,distribution,exit_code,external_observed_peak_rss_bytes,external_peak_scope,extraction_forest_stats_s,height,host,id,imports_s,key_generation_s,key_mode,key_sha256,label,last_completed_checkpoint_only,loads,lower_bound,m,max_bucket,measured_total_s,measurement_origin,memory_scope,n,passes,peak_rss_bytes,pid,platform,process_worker_s,python,repeat,reused_from,rss_bytes,seed,source,source_hashes,status,subprocess_wall_s,timeout_limit_s,valid
14078,1.0,20,7040,20,ab-sorted,,0.15058119990862906,2.5806385000469163,compressed branching extraction; legacy node/order validated in selfcheck,False,26,real,0,150806528,OS process high-water sampled every 0.5s while alive; final subsecond interval may not be sampled.,0.07069890003185719,128,Highlights,polygon-broad_n7040_h128_ab-sorted_p20_s20260910_r2,0.6887200999772176,0.030334799899719656,sha256,9dd38bdbd3a68953dd784ce44303c24f062b85f0cf624d224aa97b7dddc259b2,polygon-broad,False,"[828, 828, 828, 827, 828, 828, 828, 828, 829, 828, 828, 828, 828, 828, 829, 829, 828]",829,17,829,2.9589288999559358,fresh_repeat_after_PIR_benchmark,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,7040,20,150806528,8720,Windows-11-10.0.26200-SP0,3.6476507999468595,3.14.2,2,,122081280,20260910,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,"{""scripts\\run_tifs_balance_repeats_20260910.py"": ""44ce434fd6a00bed6e103afb749545a1ed310cc897fc333f0a3e988d326418f0"", ""scripts\\run_tifs_balance_study_20260910.py"": ""626462af47390b198e6e62eca78290bea758dc06e251ca767cd2e9638c9581f4"", ""scripts\\run_height_sparsity_profile_balance_experiment.py"": ""6e13f887cbe283ade74aad6cd2174aa3c1d66001ada2106fc27935b3284f63f5"", ""scripts\\run_sparse_smt_pir_backend_experiment.py"": ""2f0ae62851d8d3fe1219183e0a26bead1a5fcc9607612a15371927aacab248fb"", ""scripts\\generate_full_sparse_smt_example.py"": ""5cd3630af580fe03214fd9816ff66601e3f32e79a4e3d304b445bd8f12d17b1d"", ""datasets\\fuel_smt_test_workload.csv"": ""6dc83a59a37929033f2518c374b6545f0dec43282b28f640b08117a47699e25b"", ""datasets\\polygon_zkevm_account_leaf_workload.csv"": ""fd843ae994964a7d99ba36d34f173b47e64068914d44476811efb6594a8e9622"", ""datasets\\polygon_zkevm_account_leaf_workload_broad_multiwindow.csv"": ""674277165c8cd686560b72c4805f8b247230226510f1e3f893120a0d5cfe9dcd"", ""datasets\\polygon_zkevm_account_leaf_workload_multiwindow.csv"": ""8bdf3820a68d1b7a0e386b1a1f6b5f08df65c6fc02bb1d9ab07381ed0d61c78d"", ""datasets\\zksync_era_account_leaf_workload_broad_sample.csv"": ""efdb4aa351714249089a60ab89fe2fb71ea2df2501c976d20b751fab71f76eb3"", ""datasets\\zksync_era_account_leaf_workload_sample.csv"": ""7f105c1cbf2dad192bd6f6b6734e7c96b7bbafe24d1007eba9e728d2e14c1343""}",complete,4.082471700035967,120,True
14078,1.0,20,7040,20,ab-sorted,,0.15695339965168387,2.590851500397548,compressed branching extraction; legacy node/order validated in selfcheck,False,26,real,0,150212608,OS process high-water sampled every 0.5s while alive; final subsecond interval may not be sampled.,0.05824779998511076,128,Highlights,polygon-broad_n7040_h128_ab-sorted_p20_s20260910_r3,0.7075784000335261,0.02980420005042106,sha256,9dd38bdbd3a68953dd784ce44303c24f062b85f0cf624d224aa97b7dddc259b2,polygon-broad,False,"[828, 828, 828, 827, 828, 828, 828, 828, 829, 828, 828, 828, 828, 828, 829, 829, 828]",829,17,829,2.973397299996577,fresh_repeat_after_PIR_benchmark,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,7040,20,150212608,23384,Windows-11-10.0.26200-SP0,3.6809777999296784,3.14.2,3,,123621376,20260910,datasets/polygon_zkevm_account_leaf_workload_broad_multiwindow.csv,"{""scripts\\run_tifs_balance_repeats_20260910.py"": ""44ce434fd6a00bed6e103afb749545a1ed310cc897fc333f0a3e988d326418f0"", ""scripts\\run_tifs_balance_study_20260910.py"": ""626462af47390b198e6e62eca78290bea758dc06e251ca767cd2e9638c9581f4"", ""scripts\\run_height_sparsity_profile_balance_experiment.py"": ""6e13f887cbe283ade74aad6cd2174aa3c1d66001ada2106fc27935b3284f63f5"", ""scripts\\run_sparse_smt_pir_backend_experiment.py"": ""2f0ae62851d8d3fe1219183e0a26bead1a5fcc9607612a15371927aacab248fb"", ""scripts\\generate_full_sparse_smt_example.py"": ""5cd3630af580fe03214fd9816ff66601e3f32e79a4e3d304b445bd8f12d17b1d"", ""datasets\\fuel_smt_test_workload.csv"": ""6dc83a59a37929033f2518c374b6545f0dec43282b28f640b08117a47699e25b"", ""datasets\\polygon_zkevm_account_leaf_workload.csv"": ""fd843ae994964a7d99ba36d34f173b47e64068914d44476811efb6594a8e9622"", ""datasets\\polygon_zkevm_account_leaf_workload_broad_multiwindow.csv"": ""674277165c8cd686560b72c4805f8b247230226510f1e3f893120a0d5cfe9dcd"", ""datasets\\polygon_zkevm_account_leaf_workload_multiwindow.csv"": ""8bdf3820a68d1b7a0e386b1a1f6b5f08df65c6fc02bb1d9ab07381ed0d61c78d"", ""datasets\\zksync_era_account_leaf_workload_broad_sample.csv"": ""efdb4aa351714249089a60ab89fe2fb71ea2df2501c976d20b751fab71f76eb3"", ""datasets\\zksync_era_account_leaf_workload_sample.csv"": ""7f105c1cbf2dad192bd6f6b6734e7c96b7bbafe24d1007eba9e728d2e14c1343""}",complete,4.116472999914549,120,True
2694,1.0,11,1348,12,ab-hungarian,d09dbd666c8fbf93dfdcf05a9a13a9735e940ffb330866ec63f7c03bacaa3bbe,0.04962380009237677,1.1705494999187067,compressed branching extraction; legacy node/order validated in selfcheck,True,19,real,0,,,0.010698099969886243,128,Highlights,polygon-multi_n1348_h128_ab-hungarian_p20_s20260910_r1,0.5644503999501467,0.007277099997736514,sha256,c33d1a0f7e05af3818e603ddc1ffa68a811bf0b6a6105d7c9d9fc072601f0f28,polygon-multi,,"[193, 192, 193, 193, 193, 192, 192, 193, 192, 192, 192, 192, 192, 193]",193,14,193,1.345498999929987,screening_run_reused_as_repeat_1,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,1348,20,83566592,46000,Windows-11-10.0.26200-SP0,1.909951699897647,3.14.2,1,examples\tifs_revision_20260910\balance\runs\polygon-multi_n1348_h128_ab-hungarian_p20_s20260910_r1,83566592,20260910,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,,complete,2.205463199992664,120.0,True
2694,1.0,11,1348,12,ab-hungarian,,0.05084669985808432,1.2238826001994312,compressed branching extraction; legacy node/order validated in selfcheck,True,19,real,0,83460096,OS process high-water sampled every 0.5s while alive; final subsecond interval may not be sampled.,0.009351099957711995,128,Highlights,polygon-multi_n1348_h128_ab-hungarian_p20_s20260910_r2,0.6342625999823213,0.007697500055655837,sha256,c33d1a0f7e05af3818e603ddc1ffa68a811bf0b6a6105d7c9d9fc072601f0f28,polygon-multi,False,"[193, 192, 193, 193, 193, 192, 192, 193, 192, 192, 192, 192, 192, 193]",193,14,193,1.40808730002027,fresh_repeat_after_PIR_benchmark,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,1348,20,84271104,47148,Windows-11-10.0.26200-SP0,2.042352300020866,3.14.2,2,,84271104,20260910,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,"{""scripts\\run_tifs_balance_repeats_20260910.py"": ""44ce434fd6a00bed6e103afb749545a1ed310cc897fc333f0a3e988d326418f0"", ""scripts\\run_tifs_balance_study_20260910.py"": ""626462af47390b198e6e62eca78290bea758dc06e251ca767cd2e9638c9581f4"", ""scripts\\run_height_sparsity_profile_balance_experiment.py"": ""6e13f887cbe283ade74aad6cd2174aa3c1d66001ada2106fc27935b3284f63f5"", ""scripts\\run_sparse_smt_pir_backend_experiment.py"": ""2f0ae62851d8d3fe1219183e0a26bead1a5fcc9607612a15371927aacab248fb"", ""scripts\\generate_full_sparse_smt_example.py"": ""5cd3630af580fe03214fd9816ff66601e3f32e79a4e3d304b445bd8f12d17b1d"", ""datasets\\fuel_smt_test_workload.csv"": ""6dc83a59a37929033f2518c374b6545f0dec43282b28f640b08117a47699e25b"", ""datasets\\polygon_zkevm_account_leaf_workload.csv"": ""fd843ae994964a7d99ba36d34f173b47e64068914d44476811efb6594a8e9622"", ""datasets\\polygon_zkevm_account_leaf_workload_broad_multiwindow.csv"": ""674277165c8cd686560b72c4805f8b247230226510f1e3f893120a0d5cfe9dcd"", ""datasets\\polygon_zkevm_account_leaf_workload_multiwindow.csv"": ""8bdf3820a68d1b7a0e386b1a1f6b5f08df65c6fc02bb1d9ab07381ed0d61c78d"", ""datasets\\zksync_era_account_leaf_workload_broad_sample.csv"": ""efdb4aa351714249089a60ab89fe2fb71ea2df2501c976d20b751fab71f76eb3"", ""datasets\\zksync_era_account_leaf_workload_sample.csv"": ""7f105c1cbf2dad192bd6f6b6734e7c96b7bbafe24d1007eba9e728d2e14c1343""}",complete,2.3906993999844417,120,True
2694,1.0,11,1348,12,ab-hungarian,,0.05501129978802055,1.307141600176692,compressed branching extraction; legacy node/order validated in selfcheck,True,19,real,0,81731584,OS process high-water sampled every 0.5s while alive; final subsecond interval may not be sampled.,0.006577900028787553,128,Highlights,polygon-multi_n1348_h128_ab-hungarian_p20_s20260910_r3,0.6392010999843478,0.004100700025446713,sha256,c33d1a0f7e05af3818e603ddc1ffa68a811bf0b6a6105d7c9d9fc072601f0f28,polygon-multi,False,"[193, 192, 193, 193, 193, 192, 192, 193, 192, 192, 192, 192, 192, 193]",193,14,193,1.5074722999706864,fresh_repeat_after_PIR_benchmark,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,1348,20,84230144,47352,Windows-11-10.0.26200-SP0,2.146674699964933,3.14.2,3,,84230144,20260910,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,"{""scripts\\run_tifs_balance_repeats_20260910.py"": ""44ce434fd6a00bed6e103afb749545a1ed310cc897fc333f0a3e988d326418f0"", ""scripts\\run_tifs_balance_study_20260910.py"": ""626462af47390b198e6e62eca78290bea758dc06e251ca767cd2e9638c9581f4"", ""scripts\\run_height_sparsity_profile_balance_experiment.py"": ""6e13f887cbe283ade74aad6cd2174aa3c1d66001ada2106fc27935b3284f63f5"", ""scripts\\run_sparse_smt_pir_backend_experiment.py"": ""2f0ae62851d8d3fe1219183e0a26bead1a5fcc9607612a15371927aacab248fb"", ""scripts\\generate_full_sparse_smt_example.py"": ""5cd3630af580fe03214fd9816ff66601e3f32e79a4e3d304b445bd8f12d17b1d"", ""datasets\\fuel_smt_test_workload.csv"": ""6dc83a59a37929033f2518c374b6545f0dec43282b28f640b08117a47699e25b"", ""datasets\\polygon_zkevm_account_leaf_workload.csv"": ""fd843ae994964a7d99ba36d34f173b47e64068914d44476811efb6594a8e9622"", ""datasets\\polygon_zkevm_account_leaf_workload_broad_multiwindow.csv"": ""674277165c8cd686560b72c4805f8b247230226510f1e3f893120a0d5cfe9dcd"", ""datasets\\polygon_zkevm_account_leaf_workload_multiwindow.csv"": ""8bdf3820a68d1b7a0e386b1a1f6b5f08df65c6fc02bb1d9ab07381ed0d61c78d"", ""datasets\\zksync_era_account_leaf_workload_broad_sample.csv"": ""efdb4aa351714249089a60ab89fe2fb71ea2df2501c976d20b751fab71f76eb3"", ""datasets\\zksync_era_account_leaf_workload_sample.csv"": ""7f105c1cbf2dad192bd6f6b6734e7c96b7bbafe24d1007eba9e728d2e14c1343""}",complete,2.5010919000487775,120,True
2694,1.0,10,1348,11,ab-sorted,cc59c8bf82f78b1e19b5b5fe67cf86f79f8eae9f269a9dc65624da443fc5fb46,0.058480899897404015,0.27210330008529127,compressed branching extraction; legacy node/order validated in selfcheck,True,19,real,0,,,0.010425799991935492,128,Highlights,polygon-multi_n1348_h128_ab-sorted_p20_s20260910_r1,0.5366040000226349,0.00733689998742193,sha256,c33d1a0f7e05af3818e603ddc1ffa68a811bf0b6a6105d7c9d9fc072601f0f28,polygon-multi,,"[192, 192, 192, 192, 193, 192, 192, 192, 193, 193, 192, 193, 193, 193]",193,14,193,0.457193800015375,screening_run_reused_as_repeat_1,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,1348,20,82481152,49120,Windows-11-10.0.26200-SP0,0.9938002000562847,3.14.2,1,examples\tifs_revision_20260910\balance\runs\polygon-multi_n1348_h128_ab-sorted_p20_s20260910_r1,82481152,20260910,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,,complete,1.3415506000164896,120.0,True
2694,1.0,10,1348,11,ab-sorted,,0.05444889981299639,0.260170700144954,compressed branching extraction; legacy node/order validated in selfcheck,True,19,real,0,75919360,OS process high-water sampled every 0.5s while alive; final subsecond interval may not be sampled.,0.012383399996906519,128,Highlights,polygon-multi_n1348_h128_ab-sorted_p20_s20260910_r2,0.6254866999806836,0.007980199996381998,sha256,c33d1a0f7e05af3818e603ddc1ffa68a811bf0b6a6105d7c9d9fc072601f0f28,polygon-multi,False,"[192, 192, 192, 192, 193, 192, 192, 192, 193, 193, 192, 193, 193, 193]",193,14,193,0.4649784000357613,fresh_repeat_after_PIR_benchmark,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,1348,20,83574784,36932,Windows-11-10.0.26200-SP0,1.0904672000324354,3.14.2,2,,83574784,20260910,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,"{""scripts\\run_tifs_balance_repeats_20260910.py"": ""44ce434fd6a00bed6e103afb749545a1ed310cc897fc333f0a3e988d326418f0"", ""scripts\\run_tifs_balance_study_20260910.py"": ""626462af47390b198e6e62eca78290bea758dc06e251ca767cd2e9638c9581f4"", ""scripts\\run_height_sparsity_profile_balance_experiment.py"": ""6e13f887cbe283ade74aad6cd2174aa3c1d66001ada2106fc27935b3284f63f5"", ""scripts\\run_sparse_smt_pir_backend_experiment.py"": ""2f0ae62851d8d3fe1219183e0a26bead1a5fcc9607612a15371927aacab248fb"", ""scripts\\generate_full_sparse_smt_example.py"": ""5cd3630af580fe03214fd9816ff66601e3f32e79a4e3d304b445bd8f12d17b1d"", ""datasets\\fuel_smt_test_workload.csv"": ""6dc83a59a37929033f2518c374b6545f0dec43282b28f640b08117a47699e25b"", ""datasets\\polygon_zkevm_account_leaf_workload.csv"": ""fd843ae994964a7d99ba36d34f173b47e64068914d44476811efb6594a8e9622"", ""datasets\\polygon_zkevm_account_leaf_workload_broad_multiwindow.csv"": ""674277165c8cd686560b72c4805f8b247230226510f1e3f893120a0d5cfe9dcd"", ""datasets\\polygon_zkevm_account_leaf_workload_multiwindow.csv"": ""8bdf3820a68d1b7a0e386b1a1f6b5f08df65c6fc02bb1d9ab07381ed0d61c78d"", ""datasets\\zksync_era_account_leaf_workload_broad_sample.csv"": ""efdb4aa351714249089a60ab89fe2fb71ea2df2501c976d20b751fab71f76eb3"", ""datasets\\zksync_era_account_leaf_workload_sample.csv"": ""7f105c1cbf2dad192bd6f6b6734e7c96b7bbafe24d1007eba9e728d2e14c1343""}",complete,1.4184642999898642,120,True
2694,1.0,10,1348,11,ab-sorted,,0.050189000088721514,0.2518873999360949,compressed branching extraction; legacy node/order validated in selfcheck,True,19,real,0,78479360,OS process high-water sampled every 0.5s while alive; final subsecond interval may not be sampled.,0.010899599990807474,128,Highlights,polygon-multi_n1348_h128_ab-sorted_p20_s20260910_r3,0.577641399926506,0.006010700017213821,sha256,c33d1a0f7e05af3818e603ddc1ffa68a811bf0b6a6105d7c9d9fc072601f0f28,polygon-multi,False,"[192, 192, 192, 192, 193, 192, 192, 192, 193, 193, 192, 193, 193, 193]",193,14,193,0.4421512000262737,fresh_repeat_after_PIR_benchmark,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,1348,20,83533824,33160,Windows-11-10.0.26200-SP0,1.0197942999657243,3.14.2,3,,83533824,20260910,datasets/polygon_zkevm_account_leaf_workload_multiwindow.csv,"{""scripts\\run_tifs_balance_repeats_20260910.py"": ""44ce434fd6a00bed6e103afb749545a1ed310cc897fc333f0a3e988d326418f0"", ""scripts\\run_tifs_balance_study_20260910.py"": ""626462af47390b198e6e62eca78290bea758dc06e251ca767cd2e9638c9581f4"", ""scripts\\run_height_sparsity_profile_balance_experiment.py"": ""6e13f887cbe283ade74aad6cd2174aa3c1d66001ada2106fc27935b3284f63f5"", ""scripts\\run_sparse_smt_pir_backend_experiment.py"": ""2f0ae62851d8d3fe1219183e0a26bead1a5fcc9607612a15371927aacab248fb"", ""scripts\\generate_full_sparse_smt_example.py"": ""5cd3630af580fe03214fd9816ff66601e3f32e79a4e3d304b445bd8f12d17b1d"", ""datasets\\fuel_smt_test_workload.csv"": ""6dc83a59a37929033f2518c374b6545f0dec43282b28f640b08117a47699e25b"", ""datasets\\polygon_zkevm_account_leaf_workload.csv"": ""fd843ae994964a7d99ba36d34f173b47e64068914d44476811efb6594a8e9622"", ""datasets\\polygon_zkevm_account_leaf_workload_broad_multiwindow.csv"": ""674277165c8cd686560b72c4805f8b247230226510f1e3f893120a0d5cfe9dcd"", ""datasets\\polygon_zkevm_account_leaf_workload_multiwindow.csv"": ""8bdf3820a68d1b7a0e386b1a1f6b5f08df65c6fc02bb1d9ab07381ed0d61c78d"", ""datasets\\zksync_era_account_leaf_workload_broad_sample.csv"": ""efdb4aa351714249089a60ab89fe2fb71ea2df2501c976d20b751fab71f76eb3"", ""datasets\\zksync_era_account_leaf_workload_sample.csv"": ""7f105c1cbf2dad192bd6f6b6734e7c96b7bbafe24d1007eba9e728d2e14c1343""}",complete,1.3449501999421045,120,True
766,1.0,8,384,9,ab-hungarian,222ae9efab3b81c3726e77c30fd073b82c94d549672c6b29a9dccd59796c3c8f,0.038068599882535636,0.2168314001755789,compressed branching extraction; legacy node/order validated in selfcheck,True,16,real,0,,,0.0029094000346958637,128,Highlights,polygon-recent_n384_h128_ab-hungarian_p20_s20260910_r1,0.6198675000341609,0.0023769999388605356,sha256,508240103f3bd420403d79004683b35c555550b51158e2acce8e2c99b5a7b413,polygon-recent,,"[69, 69, 69, 70, 70, 69, 70, 70, 70, 70, 70]",70,11,70,0.384353099972941,screening_run_reused_as_repeat_1,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,384,20,73453568,10564,Windows-11-10.0.26200-SP0,1.0042229000246152,3.14.2,1,examples\tifs_revision_20260910\balance\runs\polygon-recent_n384_h128_ab-hungarian_p20_s20260910_r1,73453568,20260910,datasets/polygon_zkevm_account_leaf_workload.csv,,complete,1.3197737999726087,120.0,True
766,1.0,8,384,9,ab-hungarian,,0.033678100211545825,0.18643679982051253,compressed branching extraction; legacy node/order validated in selfcheck,True,16,real,0,74051584,OS process high-water sampled every 0.5s while alive; final subsecond interval may not be sampled.,0.00198379997164011,128,Highlights,polygon-recent_n384_h128_ab-hungarian_p20_s20260910_r2,0.5997095999773592,0.0017953000497072935,sha256,508240103f3bd420403d79004683b35c555550b51158e2acce8e2c99b5a7b413,polygon-recent,False,"[69, 69, 69, 70, 70, 69, 70, 70, 70, 70, 70]",70,11,70,0.3221019000047818,fresh_repeat_after_PIR_benchmark,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,384,20,74158080,9008,Windows-11-10.0.26200-SP0,0.9218130999943241,3.14.2,2,,74158080,20260910,datasets/polygon_zkevm_account_leaf_workload.csv,"{""scripts\\run_tifs_balance_repeats_20260910.py"": ""44ce434fd6a00bed6e103afb749545a1ed310cc897fc333f0a3e988d326418f0"", ""scripts\\run_tifs_balance_study_20260910.py"": ""626462af47390b198e6e62eca78290bea758dc06e251ca767cd2e9638c9581f4"", ""scripts\\run_height_sparsity_profile_balance_experiment.py"": ""6e13f887cbe283ade74aad6cd2174aa3c1d66001ada2106fc27935b3284f63f5"", ""scripts\\run_sparse_smt_pir_backend_experiment.py"": ""2f0ae62851d8d3fe1219183e0a26bead1a5fcc9607612a15371927aacab248fb"", ""scripts\\generate_full_sparse_smt_example.py"": ""5cd3630af580fe03214fd9816ff66601e3f32e79a4e3d304b445bd8f12d17b1d"", ""datasets\\fuel_smt_test_workload.csv"": ""6dc83a59a37929033f2518c374b6545f0dec43282b28f640b08117a47699e25b"", ""datasets\\polygon_zkevm_account_leaf_workload.csv"": ""fd843ae994964a7d99ba36d34f173b47e64068914d44476811efb6594a8e9622"", ""datasets\\polygon_zkevm_account_leaf_workload_broad_multiwindow.csv"": ""674277165c8cd686560b72c4805f8b247230226510f1e3f893120a0d5cfe9dcd"", ""datasets\\polygon_zkevm_account_leaf_workload_multiwindow.csv"": ""8bdf3820a68d1b7a0e386b1a1f6b5f08df65c6fc02bb1d9ab07381ed0d61c78d"", ""datasets\\zksync_era_account_leaf_workload_broad_sample.csv"": ""efdb4aa351714249089a60ab89fe2fb71ea2df2501c976d20b751fab71f76eb3"", ""datasets\\zksync_era_account_leaf_workload_sample.csv"": ""7f105c1cbf2dad192bd6f6b6734e7c96b7bbafe24d1007eba9e728d2e14c1343""}",complete,1.19693560001906,120,True
766,1.0,8,384,9,ab-hungarian,,0.025895100086927414,0.1279409999260679,compressed branching extraction; legacy node/order validated in selfcheck,True,16,real,0,56381440,OS process high-water sampled every 0.5s while alive; final subsecond interval may not be sampled.,0.0014473999617621303,128,Highlights,polygon-recent_n384_h128_ab-hungarian_p20_s20260910_r3,0.49449089996051043,0.0015638000331819057,sha256,508240103f3bd420403d79004683b35c555550b51158e2acce8e2c99b5a7b413,polygon-recent,False,"[69, 69, 69, 70, 70, 69, 70, 70, 70, 70, 70]",70,11,70,0.22529349999967963,fresh_repeat_after_PIR_benchmark,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,384,20,74231808,3540,Windows-11-10.0.26200-SP0,0.7197861999738961,3.14.2,3,,74231808,20260910,datasets/polygon_zkevm_account_leaf_workload.csv,"{""scripts\\run_tifs_balance_repeats_20260910.py"": ""44ce434fd6a00bed6e103afb749545a1ed310cc897fc333f0a3e988d326418f0"", ""scripts\\run_tifs_balance_study_20260910.py"": ""626462af47390b198e6e62eca78290bea758dc06e251ca767cd2e9638c9581f4"", ""scripts\\run_height_sparsity_profile_balance_experiment.py"": ""6e13f887cbe283ade74aad6cd2174aa3c1d66001ada2106fc27935b3284f63f5"", ""scripts\\run_sparse_smt_pir_backend_experiment.py"": ""2f0ae62851d8d3fe1219183e0a26bead1a5fcc9607612a15371927aacab248fb"", ""scripts\\generate_full_sparse_smt_example.py"": ""5cd3630af580fe03214fd9816ff66601e3f32e79a4e3d304b445bd8f12d17b1d"", ""datasets\\fuel_smt_test_workload.csv"": ""6dc83a59a37929033f2518c374b6545f0dec43282b28f640b08117a47699e25b"", ""datasets\\polygon_zkevm_account_leaf_workload.csv"": ""fd843ae994964a7d99ba36d34f173b47e64068914d44476811efb6594a8e9622"", ""datasets\\polygon_zkevm_account_leaf_workload_broad_multiwindow.csv"": ""674277165c8cd686560b72c4805f8b247230226510f1e3f893120a0d5cfe9dcd"", ""datasets\\polygon_zkevm_account_leaf_workload_multiwindow.csv"": ""8bdf3820a68d1b7a0e386b1a1f6b5f08df65c6fc02bb1d9ab07381ed0d61c78d"", ""datasets\\zksync_era_account_leaf_workload_broad_sample.csv"": ""efdb4aa351714249089a60ab89fe2fb71ea2df2501c976d20b751fab71f76eb3"", ""datasets\\zksync_era_account_leaf_workload_sample.csv"": ""7f105c1cbf2dad192bd6f6b6734e7c96b7bbafe24d1007eba9e728d2e14c1343""}",complete,0.9891676000552252,120,True
766,1.0,10,384,11,ab-sorted,19d5cea469197dee0727e7fafae4d9ed0d5d6587308091a5b8851c4d6bf6ce14,0.03919089992996305,0.057164100115187466,compressed branching extraction; legacy node/order validated in selfcheck,True,16,real,0,,,0.0016914999578148127,128,Highlights,polygon-recent_n384_h128_ab-sorted_p20_s20260910_r1,0.6593824999872595,0.0018578999442979693,sha256,508240103f3bd420403d79004683b35c555550b51158e2acce8e2c99b5a7b413,polygon-recent,,"[70, 70, 69, 70, 69, 70, 69, 70, 69, 70, 70]",70,11,70,0.2092862999998033,screening_run_reused_as_repeat_1,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,384,20,73998336,38664,Windows-11-10.0.26200-SP0,0.8686706000007689,3.14.2,1,examples\tifs_revision_20260910\balance\runs\polygon-recent_n384_h128_ab-sorted_p20_s20260910_r1,73998336,20260910,datasets/polygon_zkevm_account_leaf_workload.csv,,complete,1.1915476999711245,120.0,True
766,1.0,10,384,11,ab-sorted,,0.04156789998523891,0.062201199936680496,compressed branching extraction; legacy node/order validated in selfcheck,True,16,real,0,72765440,OS process high-water sampled every 0.5s while alive; final subsecond interval may not be sampled.,0.0015119999879971147,128,Highlights,polygon-recent_n384_h128_ab-sorted_p20_s20260910_r2,0.3738797000842169,0.0022684999275952578,sha256,508240103f3bd420403d79004683b35c555550b51158e2acce8e2c99b5a7b413,polygon-recent,False,"[70, 70, 69, 70, 69, 70, 69, 70, 69, 70, 70]",70,11,70,0.17766139993909746,fresh_repeat_after_PIR_benchmark,process RSS/peak working set including interpreter and imports; tracemalloc excludes imports when enabled,384,20,74412032,36384,Windows-11-10.0.26200-SP0,0.5515425000339746,3.14.2,2,,74412032,20260910,datasets/polygon_zkevm_account_leaf_workload.csv,"{""scripts\\run_tifs_balance_repeats_20260910.py"": ""44ce434fd6a00bed6e103afb749545a1ed310cc897fc333f0a3e988d326418f0"", ""scripts\\run_tifs_balance_study_20260910.py"": ""626462af47390b198e6e62eca78290bea758dc06e251ca767cd2e9638c9581f4"", ""scripts\\run_height_sparsity_profile_balance_experiment.py"": ""6e13f887cbe283ade74aad6cd2174aa3c1d66001ada2106fc27935b3284f63f5"", ""scripts\\run_sparse_smt_pir_backend_experiment.py"": ""2f0ae62851d8d3fe1219183e0a26bead1a5fcc9607612a15371927aacab248fb"", ""scripts\\generate_full_sparse_smt_example.py"": ""5cd3630af580fe03214fd9816ff66601e3f32e79a4e3d304b445bd8f12d17b1d"", ""datasets\\fuel_smt_test_workload.csv"": ""6dc83a59a37929033f2518c374b6545f0dec43282b28f640b08117a47699e25b"", ""datasets\\polygon_zkevm_account_leaf_workload.csv"": ""fd843ae994964a7d99ba36d34f173b47e64068914d44476811efb6594a8e9622"", ""datasets\\polygon_zkevm_account_leaf_workload_broad_multiwindow.csv"": ""674277165c8cd686560b72c4805f8b247230226510f1e3f893120a0d5cfe9dcd"", ""datasets\\polygon_zkevm_account_leaf_workload_multiwindow.csv"": ""8bdf3820a68d1b7a0e386b1a1f6b5f08df65c6fc02bb1d9ab07381ed0d61c78d"", ""datasets\\zksync_era_account_leaf_workload_broad_sample.csv"": ""efdb4aa351714249089a60ab89fe2fb71ea2df2501c976d20b751fab71f76eb3"", ""datasets\\zksync_era_account_leaf_workload_sample.csv"": ""7f105c1cbf2dad192bd6f6b6734e7c96b7bbafe24d1007eba9e728d2e14c1343""}",complete,0.7704317000461742,120,True
